,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,100000.0,,167.0,0.167,500.0,0.0437426701925005,0.0130092315475099,0.0137178378707552,,11.430486474639638,1.90889124126482,,,
1,1,0.04,500,2.25,1,100000.0,,237.0,0.237,500.0,0.043195464130008,0.0102601177060014,0.0139840999508873,,11.575289444630547,2.7433435983774404,,,
2,2,0.04,500,3.0,1,100000.0,,177.0,0.177,500.0,0.0335394174071552,0.0149323582066337,0.0105384067659546,,14.907831997503049,2.63868626355804,,,
3,3,0.04,500,5.0,1,100000.0,,124.0,0.124,500.0,0.0383158826639373,0.007716957809654,0.0127477224510368,,13.049418811134329,1.6181279325806566,,,
4,4,0.04,510,1.5,1,100000.0,,175.0,0.175,510.0,0.0413643176334517,0.0125886459659441,0.0170076439173623,,12.329467260147863,2.1576567705258767,,,
5,5,0.04,510,2.25,1,100000.0,,241.0,0.241,510.0,0.0407259092551726,0.0120046835321323,0.0157151603380316,,12.52274066625596,3.017980500567686,,,
6,6,0.04,510,3.0,1,100000.0,,166.0,0.166,510.0,0.0407491243226445,0.012209392695166,0.0096922427367585,,12.515606371364152,2.077590657646449,,,
7,7,0.04,510,5.0,1,100000.0,,117.0,0.117,510.0,0.0372606005139459,0.0181070709689429,0.0151311157443123,,13.687380046629045,1.6014234654555983,,,
8,8,0.04,520,1.5,1,100000.0,,159.0,0.159,520.0,0.0567433405402653,0.0133188094601224,0.0161947925124106,,9.164070973773669,1.4570872848300134,,,
9,9,0.04,520,2.25,1,100000.0,,225.0,0.2249999999999999,520.0,0.0475467795408803,0.0158568348520682,0.0151738868110633,,10.93659770485418,2.4607344835921903,,,
10,10,0.04,520,3.0,1,100000.0,,173.0,0.173,520.0,0.0295858623437652,0.0149762738952975,0.0151185678104911,,17.575962260555222,3.040641471076053,,,
11,11,0.04,520,5.0,1,100000.0,,123.0,0.123,520.0,0.0381674656525774,0.013951922981366,0.0143698549625283,,13.624168938366084,1.6757727794190282,,,
12,12,0.04,530,1.5,1,100000.0,,186.0,0.186,530.0,0.0586978030107729,0.0091292233575109,0.0142619473255939,,9.029298761023943,1.6794495695504534,,,
13,13,0.04,530,2.25,1,100000.0,,233.0,0.233,530.0,0.0498996649484979,0.0128236020351483,0.0159696434757399,,10.621313801345549,2.474766115713513,,,
14,14,0.04,530,3.0,1,100000.0,,211.0,0.211,530.0,0.0423444427739241,0.0110039578125612,0.0137784424010204,,12.51640038882212,2.6409604820414674,,,
15,15,0.04,530,5.0,1,100000.0,,146.0,0.146,530.0,0.0397585282656791,0.0109553997615357,0.0090111567512925,,13.330473312753709,1.9462491036620413,,,
16,16,0.04,540,1.5,1,100000.0,,157.0,0.157,540.0,0.0787069379043714,0.0128459830326712,0.0152970440399466,,6.860894533288762,1.0771604417263356,,,
17,17,0.04,540,2.25,1,100000.0,,233.0,0.233,540.0,0.0390539443480975,0.0175314100270323,0.0175243447388194,,13.827028460604286,3.2216976313207986,,,
18,18,0.04,540,3.0,1,100000.0,,195.0,0.1949999999999999,540.0,0.0466294512932563,0.0115002746367341,0.0160145286588659,,11.580663829902196,2.258229446830928,,,
19,19,0.04,540,5.0,1,100000.0,,127.0,0.127,540.0,0.020938069617614,0.0079213310365503,0.0110134494746728,,25.79034313391185,3.275373578006805,,,
20,20,0.04,550,1.5,1,100000.0,,181.0,0.181,550.0,0.0425435195318186,0.0109974623570725,0.0137637100887292,,12.927938404077034,2.3399568511379427,,,
21,21,0.04,550,2.25,1,100000.0,,225.0,0.2249999999999999,550.0,0.0395180996499675,0.0132843456823788,0.0113746421216851,,13.91767329076138,3.13147649042131,,,
22,22,0.04,550,3.0,1,100000.0,,206.0,0.206,550.0,0.0361453024204365,0.0100294395116618,0.0128162303389431,,15.216361827672245,3.134570536500482,,,
23,23,0.04,550,5.0,1,100000.0,,118.0,0.118,550.0,0.0464479729813547,0.0041281786685248,0.0160933192260785,,11.84120564789302,1.3972622664513767,,,
24,24,0.04,560,1.5,1,100000.0,,170.0,0.1699999999999999,560.0,0.050410254060921,0.0110895615158352,0.0153903684224544,,11.10885097550267,1.8885046658354536,,,
25,25,0.04,560,2.25,1,100000.0,,242.0,0.242,560.0,0.0428502796787597,0.0110331052724892,0.0170922982529232,,13.068759508647586,3.162639801092716,,,
26,26,0.04,560,3.0,1,100000.0,,209.0,0.209,560.0,0.0427821729251718,0.0144126401737572,0.0150578022466557,,13.089564220580105,2.735718922101241,,,
27,27,0.04,560,5.0,1,100000.0,,145.0,0.145,560.0,0.0357969253579995,0.0172776081373222,0.0086995928455915,,15.643801650547552,2.2683512393293945,,,
28,28,0.04,570,1.5,1,100000.0,,142.0,0.142,570.0,0.0727609713396759,0.01678043648414,0.0140127851712968,,7.833870129894536,1.1124095584450242,,,
29,29,0.04,570,2.25,1,100000.0,,176.0,0.176,570.0,0.0366385367169641,0.0162288860439325,0.0139890302923795,,15.557389870760913,2.738100617253921,,,
30,30,0.04,570,3.0,1,100000.0,,151.0,0.151,570.0,0.0178989815542536,0.0067414348514452,0.0156984945898583,,31.84538730722037,4.808653483390277,,,
31,31,0.04,570,5.0,1,100000.0,,111.0,0.111,570.0,0.0452237931745003,0.011450747519541,0.0131089865271956,,12.603984760866933,1.3990423084562296,,,
32,32,0.04,580,1.5,1,100000.0,,92.0,0.092,580.0,0.07232127225743,0.0175610192716865,0.0136237333837509,,8.019770420181077,0.737818878656659,,,
33,33,0.04,580,2.25,1,100000.0,,133.0,0.133,580.0,0.0543167689963866,0.0134387549266753,0.0173354660206664,,10.678102006372733,1.4201875668475734,,,
34,34,0.04,580,3.0,1,100000.0,,116.0,0.116,580.0,0.0226873919939407,0.0166350689775597,0.0105738491004756,,25.564859996023497,2.9655237595387254,,,
35,35,0.04,580,5.0,1,100000.0,,78.0,0.078,580.0,0.0473800204777588,0.0166569721314847,0.0124922496162818,,12.241446798704189,0.9548328502989268,,,
36,36,0.04,590,1.5,1,100000.0,,155.0,0.155,590.0,0.0596857108479298,0.0074351996819506,0.0135780811119888,,9.885113063380125,1.532192524823919,,,
37,37,0.04,590,2.25,1,100000.0,,169.0,0.169,590.0,0.0446519569572956,0.0116019803639981,0.0164168730613922,,13.213306654493689,2.2330488246094333,,,
38,38,0.04,590,3.0,1,100000.0,,120.0,0.12,590.0,0.0330250356153101,0.0091916642254866,0.0183580785342132,,17.865234329269917,2.1438281195123903,,,
39,39,0.04,590,5.0,1,100000.0,,116.0,0.116,590.0,0.0468190162645214,0.0163027480759123,0.0120486974567596,,12.601717145584082,1.4617991888877535,,,
40,40,0.04,600,1.5,1,100000.0,,127.0,0.127,600.0,0.0570320749947086,0.0135381272948352,0.0110972135015499,,10.520395760730558,1.3360902616127808,,,
41,41,0.04,600,2.25,1,100000.0,,227.0,0.2269999999999999,600.0,0.034684745711047,0.0124741307124598,0.0152067190129906,,17.298670862358385,3.926798285755353,,,
42,42,0.04,600,3.0,1,100000.0,,182.0,0.182,600.0,0.045926393348509,0.0155511369404664,0.017326950156609,,13.064383163009223,2.377717735667679,,,
43,43,0.04,600,5.0,1,100000.0,,120.0,0.12,600.0,0.0433738973612207,0.0172098533118951,0.013644854057764,,13.833204680759009,1.6599845616910809,,,
44,44,0.04,610,1.5,1,100000.0,,166.0,0.166,610.0,0.0645939090252341,0.0197301087804894,0.0110393319781632,,9.443614873372953,1.5676400689799097,,,
45,45,0.04,610,2.25,1,100000.0,,195.0,0.1949999999999999,610.0,0.0464103036874803,0.0042188084199341,0.0099839489774992,,13.143633019676916,2.5630084388369987,,,
46,46,0.04,610,3.0,1,100000.0,,198.0,0.198,610.0,0.0485602795696422,0.0135920548741298,0.0071580630561224,,12.561706921912885,2.487217970538752,,,
47,47,0.04,610,5.0,1,100000.0,,128.0,0.128,610.0,0.0506670253284937,0.0142835063716069,0.0169863495635343,,12.039388459163252,1.5410417227728963,,,
48,48,0.04,620,1.5,1,100000.0,,163.0,0.163,620.0,0.0731666098499772,0.0082009187913328,0.0171726291656519,,8.473810680462911,1.3812311409154543,,,
49,49,0.04,620,2.25,1,100000.0,,224.0,0.2239999999999999,620.0,0.051334460490807,0.0093357103825885,0.0168825518743233,,12.077656881404833,2.705395141434682,,,
50,50,0.04,620,3.0,1,100000.0,,201.0,0.201,620.0,0.0507102750582362,0.0072838318353293,0.0118558867017208,,12.22631901104826,2.4574901212207005,,,
51,51,0.04,620,5.0,1,100000.0,,150.0,0.15,620.0,0.0477784663355578,0.0181696112079285,0.0129520782413102,,12.976557172128857,1.9464835758193284,,,
52,52,0.04,630,1.5,1,100000.0,,176.0,0.176,630.0,0.0643470825766598,0.0076133933919456,0.0165349458283789,,9.790653667156542,1.7231550454195517,,,
53,53,0.04,630,2.25,1,100000.0,,231.0,0.231,630.0,0.0442857503990126,0.015105270915592,0.0162076807631528,,14.225794851023826,3.286158610586504,,,
54,54,0.04,630,3.0,1,100000.0,,204.0,0.204,630.0,0.0509453137358377,0.0080701795171938,0.0171958094058409,,12.36620120285613,2.522705045382651,,,
55,55,0.04,630,5.0,1,100000.0,,125.0,0.125,630.0,0.0355657503622524,0.013639435168388,0.0142624073069599,,17.71367097792624,2.21420887224078,,,
56,56,0.04,640,1.5,1,100000.0,,183.0,0.183,640.0,0.0886064069543408,0.0144198846273695,0.0166292196099564,,7.222953982659447,1.321800578826679,,,
57,57,0.04,640,2.25,1,100000.0,,229.0,0.2289999999999999,640.0,0.05515875586957,0.0169138772216637,0.0122270071108256,,11.602872289457755,2.657057754285826,,,
58,58,0.04,640,3.0,1,100000.0,,231.0,0.231,640.0,0.0439142323094756,0.0150578422895144,0.0156002293574382,,14.57386287638468,3.366562324444861,,,
59,59,0.04,640,5.0,1,100000.0,,145.0,0.145,640.0,0.0482527146843949,0.0166477463602621,0.015507448039081,,13.263502461696264,1.923207856945958,,,
60,60,0.04,650,1.5,1,100000.0,,170.0,0.1699999999999999,650.0,0.0741243607485557,0.0130286358101526,0.0122798403112573,,8.769046956167706,1.49073798254851,,,
61,61,0.04,650,2.25,1,100000.0,,237.0,0.237,650.0,0.0574449728350145,0.0076512637779614,0.0141028139316616,,11.315176383960331,2.6816968029985992,,,
62,62,0.04,650,3.0,1,100000.0,,219.0,0.219,650.0,0.0472473795164205,0.0126386758367908,0.0135971149625064,,13.757376740314164,3.012865506128802,,,
63,63,0.04,650,5.0,1,100000.0,,137.0,0.1369999999999999,650.0,0.0458465342401268,0.0098566952552631,0.0105477519084387,,14.17773471372002,1.9423496557796425,,,
64,64,0.04,660,1.5,1,100000.0,,193.0,0.193,660.0,0.0817173554196415,0.0130765451717023,0.0154340943656087,,8.076619668009506,1.5587875959258348,,,
65,65,0.04,660,2.25,1,100000.0,,271.0,0.271,660.0,0.068308343294916,0.0157997238517243,0.0168376459775134,,9.662070080524426,2.6184209918221195,,,
66,66,0.04,660,3.0,1,100000.0,,219.0,0.219,660.0,0.0744677835793936,0.012859101055436,0.0150064261889526,,8.862893029390925,1.9409735734366127,,,
