,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,50,2.25,1,500000.0,,2351.4,0.47028,,50.0,0.002105498322914912,0.0113258566620878,0.011585773421357295,23.85673428138557,11.221200352923907,
1,1,0.05,60,2.25,1,500000.0,,3065.8,0.6131599999999999,,60.0,0.0024664714504467606,0.011207139806546154,0.011474305488872755,24.366900252106078,14.93875912643326,
2,2,0.05,70,2.25,1,500000.0,,3749.4,0.7498800000000002,,70.0,0.003101262834030649,0.01106123644496797,0.011540528849016437,22.791205315951306,17.083855142134396,
3,3,0.05,80,2.25,1,500000.0,,4540.0,0.908,,80.0,0.0035905999884931817,0.01093785546816698,0.011778927198648342,22.39336933556189,20.327246862314823,
4,4,0.05,90,2.25,1,500000.0,,5256.0,1.0512,,90.0,0.004129015753591148,0.01150255954313069,0.011716730581324839,21.93030239961531,23.06065727244576,
5,5,0.05,100,2.25,1,500000.0,,5940.8,1.1881599999999999,,100.0,0.004500528550713057,0.011250625524889243,0.011449491785377191,22.405597570277095,26.620562861428585,
6,6,0.05,110,2.25,1,500000.0,,6658.6,1.33172,,110.0,0.005632230489300128,0.011641122701420663,0.01184756706553224,19.550326738973368,26.02959948590108,
7,7,0.05,120,2.25,1,500000.0,,7378.6,1.47572,,120.0,0.005820620528237441,0.010531458726597224,0.011624445608352216,20.68791607483484,30.53415706906734,
8,8,0.05,130,2.25,1,500000.0,,8049.2,1.6098399999999995,,130.0,0.0066232115144032365,0.010967485418847582,0.011690608886809634,19.69610026024141,31.685415231102663,
9,9,0.05,140,2.25,1,500000.0,,8675.399999999998,1.73508,,140.0,0.006966478997134118,0.010596713466357608,0.011697729495228468,20.152874123277392,34.98643481361655,
10,10,0.05,150,2.25,1,500000.0,,9410.8,1.88216,,150.0,0.007845378415566982,0.010891501817565468,0.011796945030067889,19.22710745671674,36.20777469046817,
11,11,0.05,160,2.25,1,500000.0,,9993.8,1.99876,,160.0,0.008560596750794503,0.010697519163945115,0.01193287101171472,18.71482635223253,37.40924235741164,
12,12,0.05,170,2.25,1,500000.0,,10601.6,2.1203200000000004,,170.0,0.009020395560338557,0.011397317481420787,0.011715355128381412,18.946713264965343,40.17399015264,
13,13,0.05,180,2.25,1,500000.0,,11355.6,2.27112,,180.0,0.009635610304894727,0.010340343852944304,0.011745575134168115,18.721578225142505,42.5181364519582,
14,14,0.05,190,2.25,1,500000.0,,11928.6,2.38572,,190.0,0.010598924559229773,0.01051582855600252,0.011719728910036607,17.982299353669596,42.91965196767128,
15,15,0.05,200,2.25,1,500000.0,,12453.8,2.4907600000000003,,200.0,0.011442489818949752,0.010353409803391243,0.011564114203352103,17.496369112164718,43.57455611539845,
16,16,0.05,210,2.25,1,500000.0,,13023.8,2.60476,,210.0,0.012233512166278614,0.01035208801611112,0.011644048310436793,17.223047561818596,44.879782654951946,
17,17,0.05,220,2.25,1,500000.0,,13619.2,2.72384,,220.0,0.013130462465915116,0.011032818174381268,0.01170070734920874,16.80507027183672,45.77603812907913,
18,18,0.05,230,2.25,1,500000.0,,14190.0,2.838,,230.0,0.014256859529814392,0.01077933018226585,0.011577914922962632,16.136122532143343,45.79276765162164,
19,19,0.05,240,2.25,1,500000.0,,14597.2,2.91944,,240.0,0.014621244675799972,0.010679792809153613,0.011707326360366243,16.438278049342767,47.99449366350582,
