,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.roughnessCoating1,PremirrorM2.roughnessCoating1,PG.roughnessSubstrate,M3.roughnessCoating1,KB_ver.roughnessCoating1,KB_hor.roughnessCoating1,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
325,325,0.02,1250.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,1.25,27356.6,6.839149999999999,1250.0,0.1105632563225299,0.0091042186362515,0.0064626546938728,-0.0005155610535132,1.3574427405204746e-06,50779548891666.66,11.381347693106523,77.84381706667406,577977367750544.0,0.0027757294132216,0.0017627319773691
326,326,0.02,1250.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.25,27324.3,6.831075,1250.0,0.1088641881438661,0.0093365060640777,0.0064756910783826,-0.0005137414475561,5.788270001966049e-06,50719593362500.0,11.548409070449924,78.89633009574943,585792101572590.2,0.002772452103174,0.0017606507157039
327,327,0.02,1250.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.25,27356.5,6.839125000000001,1250.0,0.1103340921039261,0.0091475624259849,0.0064075676373499,-0.0005099646005308,1.6257803322826006e-07,50779363270833.33,11.36727276009942,77.74621990935319,577252725123629.2,0.0027757192667509,0.0017627255338345
328,328,0.02,1250.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,1.25,27361.7,6.840424999999999,1250.0,0.1040799635416987,0.0092161478319222,0.0064264653645244,-0.0005140902803707,5.969329381619497e-07,50789015554166.66,12.051942548547656,82.45291874253958,612199179510232.8,0.0027762468832291,0.001763060597632
329,329,0.02,1250.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.25,27355.1,6.838775,1250.0,0.1085257249903861,0.0093162203924799,0.0064293013468981,-0.0004955335098249,-2.793059824588679e-06,50776764579166.66,11.566047313941878,79.08888241278648,587221770434537.4,0.0027755772161606,0.0017626353243506
330,330,0.02,1250.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,1.25,27408.7,6.852175,1250.0,0.1061112936506787,0.0091013219055277,0.0064380124792455,-0.000515045436958,-2.405773251529758e-06,50876257345833.336,11.803086463281248,80.88084938233257,600526826522255.8,0.0027810157244748,0.0017660890588785
331,331,0.02,1250.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.25,27393.1,6.848274999999999,1250.0,0.1108822331898408,0.0089649909214866,0.0064226675488414,-0.0005110290668679,4.414759340550054e-06,50847300495833.33,11.354897957708925,77.77706392697358,577481736813791.0,0.0027794328750401,0.001765083867486
332,332,0.02,1250.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.25,27352.4,6.8381,1250.0,0.1072227114282668,0.0087118621220278,0.0063883762575866,-0.0005026684660866,4.76387455524753e-06,50771752816666.66,11.708218557396007,80.0630987967897,594455164716364.1,0.0027753032614507,0.0017624613489173
333,333,0.02,1250.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.25,27357.1,6.839274999999999,1250.0,0.1059254247462149,0.0088462038678075,0.0063965690318489,-0.0005185381210403,1.0909584861790634e-06,50780476995833.336,11.853742117125282,81.08334079337722,602030291500693.6,0.0027757801455753,0.0017627641950419
334,334,0.02,1250.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.25,27423.5,6.855875,1250.0,0.1091871269351485,0.0091289712927284,0.0064616293772739,-0.0005248217397877,-1.9588817197812272e-06,50903729229166.67,11.513806974159731,78.93945027914273,586112261747588.4,0.0027825174021436,0.0017670427019944
335,335,0.02,1250.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.25,27392.1,6.848025,1250.0,0.1053528059384234,0.0091582565524015,0.0063445892732885,-0.0005084596463772,6.656925814320135e-06,50845444287500.0,11.914055130899191,81.58307227495719,605740714462844.8,0.0027793314103327,0.0017650194321404
336,336,0.02,1250.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,1.25,27513.7,6.878425,1250.0,0.11069880040734,0.0090670993520175,0.0064077645852469,-0.0005094274429541,4.799850319912484e-06,51071159220833.336,11.318303063699393,77.83821282587238,577935757196631.2,0.002791669518747,0.0017728547701739
337,337,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.25,27517.8,6.87945,1250.0,0.108267575702257,0.0090438829347262,0.0064740441203556,-0.0005147776050487,1.3501123950221994e-06,51078769675000.0,11.615904407857316,79.9232901869298,593417109089589.2,0.0027920855240472,0.0017731189550911
338,338,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.25,27448.6,6.86215,1250.0,0.1071704377556898,0.0092134836417251,0.0063611804941452,-0.000500306867986,8.985076013370211e-07,50950320058333.336,11.689612813876916,80.20876873433437,595536739724310.5,0.0027850641662983,0.0017686600291708
339,339,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.25,27473.4,6.868350000000001,1250.0,0.1078203715032713,0.0088618513901848,0.0063843954249867,-0.0005108408832353,-4.793127169372727e-06,50996354025000.0,11.623611793891056,79.8341776499679,592755463354736.8,0.0027875804910406,0.0017702580257434
340,340,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,1.25,27420.3,6.855074999999999,1250.0,0.110063541546674,0.0089518148567276,0.0063687270624443,-0.0005062638778497,-2.478740437318541e-06,50897789362500.0,11.420031411284238,78.26508674788322,581105224921908.4,0.0027821927150801,0.0017668365088883
341,341,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.25,27329.6,6.832400000000002,1250.0,0.1108718559973567,0.0090939390724177,0.006438102006702,-0.0005081263551829,8.598485926502105e-07,50729431266666.67,11.339624375986409,77.47474391780979,575237061132418.0,0.002772989866123,0.001760992223036
342,342,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,1.25,27419.5,6.854875,1250.0,0.1073466860702637,0.0088129522703855,0.0064201354011759,-0.0005076029134017,4.294715873321582e-06,50896304395833.33,11.67266200468254,80.02164830371855,594147401713726.5,0.0027821115433142,0.0017667849606118
343,343,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,1.25,27420.4,6.8551,1250.0,0.1101124841757154,0.0091827945712574,0.0064686310031048,-0.0005283254219591,5.060518182692614e-06,50897974983333.33,11.406318799259433,78.17903001255499,580466268004885.5,0.0027822028615509,0.0017668429524228
344,344,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,1.25,27386.0,6.846499999999999,1250.0,0.1080005470941841,0.0090366380935537,0.0063871829408403,-0.0005156864646384,8.110155865744656e-06,50834121416666.66,11.60816119167598,79.4774134522547,590106548647415.8,0.0027787124756178,0.0017646263765318
345,345,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,1.25,27434.5,6.858625000000001,1250.0,0.1111240353306129,0.0090311883753082,0.0064362939224914,-0.0005219745731832,3.0813138783360567e-06,50924147520833.336,11.26805845064086,77.288277964511,573852582506833.2,0.0027836335139245,0.0017677514907968
346,346,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,1.25,27506.5,6.876624999999999,1250.0,0.1096266843249849,0.0088950213146616,0.0064236533058305,-0.0005173721186134,-3.6490780693804265e-06,51057794520833.33,11.419607545619511,78.5200225045738,582998080426042.9,0.0027909389728541,0.0017723908356851
347,347,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.25,27410.4,6.8526,1250.0,0.107760358612063,0.0090845358781306,0.0064799381520515,-0.0005103102153182,-1.638909560523923e-06,50879412899999.99,11.639806860520691,79.75228003869708,592147387240652.8,0.0027811882144773,0.0017661985989661
348,348,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,1.25,27391.9,6.847975000000001,1250.0,0.1095482283672481,0.009078871589821,0.0063334218253797,-0.0005132096220111,-4.478583049911558e-06,50845073045833.33,11.456962663677858,78.4536010156281,582504911940869.5,0.0027793111173912,0.0017650065450712
349,349,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,1.25,27378.0,6.844499999999999,1250.0,0.1112247980152232,0.0090000622755368,0.0064614548291688,-0.000502621408547,5.439481749238012e-06,50819271750000.0,11.265136028363871,77.09453871460612,572414100866164.8,0.002777900757959,0.0017641108937664
350,350,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,1.25,27393.4,6.848350000000001,1250.0,0.1067964563762415,0.0088312384087288,0.0064830519610136,-0.0005058745509213,4.570011081909936e-07,50847857358333.336,11.73111127710268,80.33824285438307,596498063486651.9,0.0027794633144523,0.0017651031980897
351,351,0.02,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.25,27403.7,6.850925000000001,1250.0,0.109444858951565,0.0092150975517998,0.006411301712511,-0.0005177489288821,6.117103196379292e-06,50866976304166.67,11.449705638183811,78.44750810526762,582459673096927.9,0.002780508400938,0.0017657668821501
352,352,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,30814.2,7.70355,1500.0,0.1444459394887189,0.0089937643667751,0.0065254327448294,-0.0005012383982653,1.4662311152000774e-06,48942698204191.61,10.43499358277644,80.39212001096547,510752480050345.2,0.0031993308971194,0.0020784668522854
353,353,0.02,1500.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,1.5,30717.9,7.679474999999999,1500.0,0.1443675805438715,0.0089883033526971,0.0063724243020286,-0.0004843954988564,3.0263005984369944e-06,48789743338023.95,10.406968439404352,79.92625151156955,507792693800009.4,0.0031893324040417,0.0020719712639567
354,354,0.02,1500.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.5,30845.1,7.711275,1500.0,0.1374008246456696,0.0088131751038951,0.0064856362223931,-0.0004970263757155,3.090427557145835e-07,48991777179940.125,10.962110460943912,84.53403669706113,537067176307847.9,0.0032025391363312,0.0020805511064843
355,355,0.02,1500.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.5,30765.4,7.691349999999998,1500.0,0.1372538987860252,0.0088750145139918,0.0064567956111792,-0.0004640381216109,-7.195237030813934e-06,48865188365469.06,10.979407705534246,84.4495412725035,536530354444712.2,0.0031942641633479,0.0020751752145861
356,356,0.02,1500.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,1.5,30836.5,7.709125,1500.0,0.1463120948567848,0.0093726322734916,0.0064250113393522,-0.0004984579868108,5.374802165434417e-07,48978117659181.64,10.271556839560525,79.18913866556335,503109620208676.3,0.0032016462283305,0.0020799710227914
357,357,0.02,1500.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,1.5,30827.6,7.706899999999999,1500.0,0.1445768892489468,0.0092731756932869,0.0063587022949614,-0.0004869035572053,-6.002203294875492e-06,48963981643512.98,10.406943747413466,80.21599351762742,509633501682033.7,0.0032007221723763,0.0020793707036208
358,358,0.02,1500.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.5,30824.2,7.706049999999999,1500.0,0.144504776708186,0.0091279467618691,0.0064855054902762,-0.0004857898432326,3.279367876189838e-06,48958581367864.27,10.404100802849744,80.17450825526596,509369934797197.5,0.0032003691622365,0.0020791413682073
359,359,0.02,1500.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.5,30894.3,7.723574999999999,1500.0,0.1380230253350646,0.008999042571341,0.0064447228752904,-0.0004939089037555,2.1533982352026307e-06,49069922345209.58,10.88476649332711,84.07497905233234,534150661225283.8,0.0032076474007073,0.0020838697248203
360,360,0.02,1500.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,1.5,30861.4,7.715349999999999,1500.0,0.1442982883067088,0.0088296450294703,0.0064465629230261,-0.0004832523703485,4.90916015114136e-06,49017666736726.55,10.411178709776214,80.3282913447365,510346959589256.5,0.003204231508472,0.0020816505674371
361,361,0.02,1500.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.5,30925.3,7.731325,1500.0,0.1431512331215799,0.0090033712611403,0.006373108001982,-0.0004842918836869,-2.9611798190996258e-06,49119160152594.805,10.50707325218474,81.23239372804505,516090962041627.1,0.0032108660225703,0.0020859607241785
362,362,0.02,1500.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,1.5,30821.0,7.705249999999999,1500.0,0.1416153997578021,0.0090532995504989,0.0064849555828572,-0.0004784060228875,2.720035747899983e-06,48953498755489.02,10.607165438875745,81.72956814012137,519249643065972.9,0.003200036917399,0.0020789255231123
363,363,0.02,1500.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.5,30899.6,7.7249,1500.0,0.1390491571611619,0.0091663397450289,0.0064980749309817,-0.0004968841225629,4.209211232691743e-06,49078340421956.09,10.81091740363432,83.49830482502675,530486896770045.2,0.0032081976812194,0.002084227218259
364,364,0.02,1500.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.5,30852.6,7.713149999999999,1500.0,0.140331783040051,0.0089430331290823,0.0063998817331931,-0.000485871664116,1.4825805442743853e-06,49003689552694.61,10.719800409366233,82.68685785158374,525331558733694.8,0.003203317835169,0.0020810569934257
365,365,0.02,1500.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.5,30750.2,7.687549999999999,1500.0,0.1427518109127731,0.0090839897581771,0.0064680676417842,-0.0004898420941726,2.581216091154093e-06,48841045956686.63,10.533593735421013,80.97314823342917,514443906592674.3,0.00319268600037,0.0020741499503847
366,366,0.02,1500.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.5,30846.2,7.71155,1500.0,0.1472426251400975,0.0088754539997651,0.006503923252977,-0.0004920778129368,2.3421435565305044e-06,48993524327944.11,10.229059690349048,78.87671156789946,501124687917489.1,0.0032026533454941,0.0020806253032357
367,367,0.02,1500.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.5,30748.1,7.687025,1500.0,0.1367031574213797,0.0091478423864259,0.0064844650964658,-0.0004956451935445,-2.860417129697435e-06,48837710492315.37,10.984647569372882,84.43294093230134,536424888076531.1,0.0031924679646954,0.0020740083020411
368,368,0.02,1500.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,1.5,30867.9,7.716975,1500.0,0.1446263698862594,0.0090062749635724,0.0064757706121898,-0.0004844271326937,3.507259410540654e-07,49027990793113.766,10.395249978185229,80.23022034591035,509723888498897.8,0.0032049063807982,0.0020820890027863
369,369,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.5,30898.3,7.724575,1500.0,0.1434673244055602,0.0090797430340111,0.0063794908776574,-0.0004878339877197,3.934018906100057e-06,49076275610678.64,10.5199746879963,81.2593437678826,516262182799116.8,0.0032080627067541,0.0020841395311892
370,370,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.5,30888.6,7.722149999999999,1500.0,0.1394085105511521,0.0092847416512634,0.0064670163716525,-0.0005003394015801,2.5545968053219536e-06,49060868941916.17,10.804345602364902,83.42829457968435,530042103095830.7,0.0032070555895906,0.0020834852507448
371,371,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.5,30906.6,7.726649999999999,1500.0,0.1400599421325523,0.0091804537044126,0.0063628183836292,-0.000488916168627,-2.2624101742246463e-06,49089458636526.95,10.7573650786734,83.12281399884665,528101303870125.6,0.0032089244668013,0.0020846993794044
372,372,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,1.5,30904.5,7.726124999999999,1500.0,0.1394560479815709,0.0091579217693185,0.0063851752961958,-0.0005028420108054,5.185492957689149e-06,49086123172155.695,10.79683474743324,83.40715267057011,529907782934705.1,0.0032087064311267,0.0020845577310608
373,373,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.5,30851.1,7.712775000000001,1500.0,0.1407495680866304,0.0092317770443374,0.0064271112085455,-0.0004940541310945,7.133754724907153e-06,49001307078143.71,10.68379866659931,82.38800404624166,523432861171917.3,0.0032031620954014,0.0020809558160374
374,374,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,1.5,30809.3,7.702324999999999,1500.0,0.1428648240633037,0.0091214997934321,0.0064291958276286,-0.0004950190888685,-1.932776066658511e-06,48934915453992.016,10.54703581179414,81.24013753378362,516140160495225.2,0.003198822147212,0.0020781363394836
375,375,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,1.5,30754.2,7.688550000000001,1500.0,0.1418871514167448,0.0089845455904124,0.0065571690783812,-0.0004790896892991,-2.0513904735479626e-06,48847399222155.695,10.644495971624313,81.85427850314065,520041961108977.4,0.0031931013064168,0.0020744197567535
376,376,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,1.5,30878.5,7.719624999999999,1500.0,0.1391777130523905,0.0089320308842825,0.0064849986029012,-0.0004861485473868,-5.8872807143959325e-06,49044826946606.79,10.803093661986887,83.39656656483609,529840526594693.2,0.0032060069418223,0.0020828039896636
377,377,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,1.5,30855.7,7.713925000000001,1500.0,0.139152282175587,0.0091279871122312,0.0064441854449789,-0.0004693819685996,-3.0111758712926697e-06,49008613333433.13,10.791736009213404,83.25347423033334,528931423007009.5,0.0032036396973553,0.0020812660933615
378,378,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,1.5,30931.2,7.7328,1500.0,0.1377091635843953,0.0089543771418243,0.0064958984145937,-0.0004813589680965,3.1994954731183365e-06,49128531219161.68,10.955342683667787,84.72160502763124,538258847705548.6,0.0032114785989894,0.0020863586885724
379,379,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.5,30794.6,7.698649999999999,1500.0,0.1370453240313054,0.0092544947114029,0.0065311054009099,-0.0004953156275415,5.670850706726173e-06,48911567203393.21,10.97179960091358,84.48022880832472,536725320506375.9,0.0031972958974898,0.0020771448010783
380,380,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,1.5,30836.8,7.709200000000001,1500.0,0.1435220850832819,0.0092710267969119,0.006461667356616,-0.0004907674390394,-3.5642046125689884e-06,48978594154091.83,10.467662100026086,80.69524789055613,512678331940458.5,0.003201677376284,0.002079991258269
381,381,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,1.5,30833.4,7.70835,1500.0,0.1407318331093392,0.0093871196174645,0.0064533367572185,-0.0004835237509034,-1.4053207402504316e-06,48973193878443.11,10.675492252407922,82.30004662825459,522874044345472.2,0.0032013243661442,0.0020797619228556
382,382,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,1.5,30791.9,7.697975000000001,1500.0,0.1356039280884942,0.009000376796062,0.0065424887369546,-0.0004839861091206,2.42184184008637e-06,48907278749201.6,11.115501369529104,85.57544236453043,543683502974266.2,0.0031970155659082,0.0020769626817794
383,383,0.02,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.5,30868.1,7.717025000000001,1500.0,0.1429290744192485,0.0093462518312387,0.0064145088254446,-0.0004865664948974,4.517931350404033e-07,49028308456387.23,10.524330792682353,81.20987393138707,515947887795149.8,0.0032049271461005,0.0020821024931048
384,384,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,33956.5,8.489125,1750.0,0.1724880173918791,0.009112382677539,0.0065081954571397,-0.0004733421703222,-1.7456994728584377e-06,44493181616766.46,10.19249586089554,86.52947395192366,453518071620597.2,0.0033146231122001,0.0021470330991389
385,385,0.02,1750.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,1.75,33913.1,8.478275,1750.0,0.1776900121677272,0.0087698588912779,0.0064267527819195,-0.000476921998494,-2.809007796784525e-06,44436314622754.48,9.86687032363837,83.65676046740774,438461612586303.25,0.0033103866731363,0.0021442889636566
386,386,0.02,1750.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.75,33925.2,8.481300000000001,1750.0,0.1764709390144616,0.009052853091237,0.0064714065644094,-0.0004730283245362,1.3484732048906711e-06,44452169245508.98,9.932772065116769,84.25042306919839,441573115592862.06,0.0033115678001564,0.0021450540336874
387,387,0.02,1750.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.75,33821.6,8.4554,1750.0,0.1769942769481531,0.0093111105773011,0.0064732575458783,-0.0004607282763584,-1.1211158480331678e-08,44316422227544.91,9.912749258960313,83.82137736939515,439324402298707.7,0.0033014550101332,0.0021385035167298
388,388,0.02,1750.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,1.75,34050.1,8.512525,1750.0,0.1790269015123385,0.0090697156903895,0.0065181260472218,-0.0004630656990482,9.7905886189825e-07,44615825640718.56,9.798427622888909,83.40572300663625,437145875648195.1,0.0033237597641902,0.0021529513268148
389,389,0.02,1750.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,1.75,33991.8,8.49795,1750.0,0.1789124898539512,0.0094166315396593,0.0063979933197366,-0.0004685806089953,-1.3370185338370291e-06,44539435185628.734,9.817712980695635,83.42901574254144,437267957479830.4,0.0033180688794571,0.002149265080303
390,390,0.02,1750.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.75,33987.3,8.496825,1750.0,0.1819706719497389,0.0090254048271656,0.0064749106895868,-0.0004754827945963,-5.75191390969643e-07,44533538838323.35,9.649938697971756,81.991336113127,429732794449687.5,0.0033176296173421,0.0021489805501263
391,391,0.02,1750.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.75,33948.6,8.487150000000002,1750.0,0.1725337364230199,0.0091118420575385,0.0064638720053396,-0.000476605727314,-1.6575512484776376e-06,44482830251497.016,10.17699722533644,86.37946437883369,452731841805422.6,0.0033138519631539,0.0021465335906064
392,392,0.02,1750.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,1.75,34015.0,8.50375,1750.0,0.1739982327180314,0.0090408405231877,0.0065179186724806,-0.0004636346600941,2.9549874989182915e-06,44569834131736.52,10.067484116804646,85.6171423834334,448736361589051.4,0.0033203335196939,0.0021507319914364
393,393,0.02,1750.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.75,34039.1,8.509775,1750.0,0.1696042711274458,0.0089132417671597,0.0064663883362939,-0.0004698114912561,5.98342360011984e-06,44601412347305.39,10.34632863153583,88.03831112898436,461426185419026.6,0.0033226860123538,0.0021522558086051
394,394,0.02,1750.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,1.75,34062.4,8.515600000000001,1750.0,0.1776220668062705,0.0089228489335637,0.0064953110315354,-0.0004737862835165,2.548735106664426e-06,44631942323353.29,9.88234523509395,84.15250313182409,441059897851634.7,0.003324960413971,0.0021537290426312
395,395,0.02,1750.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.75,33888.0,8.472000000000001,1750.0,0.1756619389345132,0.0090454135235224,0.0064818140860207,-0.0004670137620759,-3.684959752352224e-06,44403426107784.42,10.00487030891532,84.75182958076577,444201086200315.4,0.0033079365666732,0.0021427019175597
396,396,0.02,1750.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.75,33919.2,8.479800000000001,1750.0,0.1767158705446036,0.0089746905470559,0.0064395375523349,-0.000472631792398,-5.534970293983145e-06,44444307449101.8,9.918143245235344,84.095412408004,440760674086693.0,0.0033109821173365,0.0021446746601184
397,397,0.02,1750.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.75,33948.1,8.487025,1750.0,0.1786493276598321,0.0089636179070066,0.0063507288983817,-0.000476681354362,2.3466284689051577e-06,44482175101796.4,9.811685645350185,83.27701531205986,436471293187663.2,0.0033138031562523,0.0021465019761423
398,398,0.02,1750.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.75,33866.6,8.46665,1750.0,0.1824415749714717,0.0092623215326937,0.0065162416089056,-0.0004702792789689,5.852624972119459e-06,44375385700598.8,9.612218202070189,81.37594912251089,426507429628451.1,0.0033058476312823,0.0021413488184971
399,399,0.02,1750.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.75,33929.3,8.482325,1750.0,0.1763380537245438,0.0092322278873974,0.006418141416917,-0.0004752258375847,5.03637212357955e-06,44457541473053.89,9.948254551167896,84.38446358296684,442275648412570.1,0.00331196801675,0.0021453132722928
400,400,0.02,1750.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,1.75,33936.1,8.484024999999999,1750.0,0.1753769807282878,0.0088568652907275,0.0064046324677737,-0.0004792044763218,2.8792442107056343e-06,44466451508982.03,10.0011308195229,84.8454115825988,444691567964174.1,0.0033126317906125,0.0021457432290044
401,401,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.75,33930.1,8.482525,1750.0,0.1802501091101021,0.009216773216324,0.0064438791898107,-0.0004688045309026,-2.7843928662567375e-07,44458589712574.84,9.73611655198568,82.58656810842798,432852522957753.44,0.0033120461077926,0.0021453638554354
402,402,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.75,33947.9,8.486975000000001,1750.0,0.1793273076972809,0.0094956922697926,0.0063535321015177,-0.0004676073900793,2.959852186612881e-07,44481913041916.16,9.773351558138874,82.955831329334,434787904466703.4,0.0033137836334916,0.0021464893303567
403,403,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.75,33868.1,8.467025000000001,1750.0,0.1803862838094346,0.0091461767215286,0.0064522532947084,-0.000471070930406,1.0414499629330416e-06,44377351149700.6,9.748633407804412,82.56485663712574,432738728846367.8,0.0033059940519872,0.0021414436618893
404,404,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,1.75,33802.6,8.45065,1750.0,0.1770035665726709,0.0093077336539044,0.0064842420988363,-0.0004685865608711,-1.4836098818039836e-06,44291526538922.16,9.916898137847475,83.80066775019436,439215859092156.4,0.0032996003478702,0.0021373021670947
405,405,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.75,33988.6,8.49715,1750.0,0.1791098012680095,0.0092796893397139,0.0064661405331231,-0.0004758031134639,-3.2806540845735058e-06,44535242227544.914,9.790552030693089,83.19956034554482,436065336402685.5,0.0033177565152865,0.0021490627477329
406,406,0.02,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,1.75,33860.9,8.465225,1750.0,0.1828241850768335,0.0094077755136515,0.0065045569997339,-0.0004813011443007,1.0575265422732808e-05,44367916994011.98,9.594251918450157,81.22273714047245,425704415355165.94,0.0033052912326034,0.0021409884136066
