,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.roughnessCoating1,PremirrorM2.roughnessCoating1,PG.roughnessSubstrate,M3.roughnessCoating1,KB_ver.roughnessCoating1,KB_hor.roughnessCoating1,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
171,171,0.03,1750.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.75,51037.6,12.7594,1750.0,0.255407179768872,0.0092433028252193,0.009791785461533,-0.0004575801744439,-2.842780493344918e-06,66874536718562.86,6.8597626444867,87.52430645563197,458732185356200.9,0.004981974247971,0.0032270527439698
172,172,0.03,1750.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.75,51063.0,12.76575,1750.0,0.2514127423095033,0.0092381894728544,0.0097306085884048,-0.0004678601285298,3.486031093376012e-06,66907818323353.3,6.99531153637656,89.29227943790752,467998481116237.6,0.0049844536385751,0.0032286587587451
173,173,0.03,1750.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.75,50968.9,12.742225,1750.0,0.2490711445984516,0.0092857709954594,0.0097110861042406,-0.0004681819962342,2.9670465206350103e-06,66784519149700.6,7.046458949240128,89.7993661733892,470656222899665.3,0.0049752681796834,0.0032227089166051
174,174,0.03,1750.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.75,51132.6,12.78315,1750.0,0.2528182990155755,0.0089837254286132,0.0097645258138681,-0.0004792118273159,-8.018329576753943e-07,66999015161676.65,6.938942843463548,88.70526193514422,464921806386784.6,0.0049912475592857,0.0032330594921452
175,175,0.03,1750.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.75,51093.5,12.773374999999998,1750.0,0.251459770649194,0.0087075017363637,0.0097411643383599,-0.0004835151352902,6.082103347201663e-06,66947782455089.81,6.972860475154053,89.06546718311273,466809713269670.1,0.0049874308595762,0.0032305872410541
176,176,0.03,1750.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,1.75,51118.5,12.779625,1750.0,0.2543897493962276,0.0092686845681412,0.0097413613238111,-0.0004691888026096,4.230544637856452e-06,66980539940119.75,6.884632325263182,87.98908822100017,461168198431599.0,0.004989871204659,0.0032321679642581
177,177,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.75,51079.4,12.769849999999996,1750.0,0.2497754350860304,0.0090060442429644,0.0096584382250512,-0.0004720865846567,5.960666720070678e-06,66929307233532.94,7.014891386729642,89.58501668352325,469532774866791.8,0.0049860545049494,0.003229695713167
178,178,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.75,50999.8,12.749950000000002,1750.0,0.2487892473846386,0.0091233363180154,0.0098396552194166,-0.0004682942779225,5.949932409129386e-07,66825007401197.6,7.054899493871976,89.94873719755407,471439105953743.2,0.0049782844462057,0.0032246626904853
179,179,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.75,50931.4,12.73285,1750.0,0.2500830933986663,0.0090289059123857,0.0097301237566255,-0.0004702311026201,3.824894234357045e-06,66735382922155.67,7.016499101085072,89.34061157794791,468251799412851.9,0.0049716076620591,0.003220337831799
180,180,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,1.75,51053.5,12.763375,1750.0,0.2540340755163697,0.0089850512669236,0.0097772300108037,-0.0004665030373928,4.1471308328749474e-06,66895370479041.92,6.894068667637302,87.98822815991994,461163690681525.4,0.0049835263074436,0.0032280580839276
181,181,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.75,50957.4,12.73935,1750.0,0.2547085849376572,0.009201504088247,0.0096963339053406,-0.000471701829813,-5.287427048925439e-07,66769450706586.81,6.877929967287474,87.6180246803583,459223381091161.7,0.0049741456209453,0.0032219817839312
182,182,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,1.75,50962.4,12.740599999999995,1750.0,0.2503388685187474,0.0091399790877032,0.0098119584151229,-0.000470439685996,-5.45834692269588e-07,66776002203592.83,7.000402370550916,89.18681723625241,467445732877526.9,0.0049746336899618,0.003222297928572
183,183,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,1.75,51079.3,12.769825,1750.0,0.2527917321873701,0.0089254662558268,0.0097616510911356,-0.0004754770981859,4.2445281573442665e-06,66929176203592.8,6.941222033077,88.63423138093735,464549521216208.6,0.0049860447435691,0.0032296893902742
184,184,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,1.75,51048.3,12.762075,1750.0,0.2542093339912525,0.0088861320816462,0.0097011406428088,-0.0004680288049521,9.990833147178317e-06,66888556922155.67,6.893064300913575,87.97052046519114,461070881154326.4,0.0049830187156664,0.0032277292935012
185,185,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,1.75,51004.1,12.751025000000002,1750.0,0.2544107983466574,0.0090280499221274,0.0098144521562524,-0.0004719245432438,4.522274057476527e-06,66830641688622.75,6.893234285474344,87.88570205620394,460626331112300.5,0.00497870418556,0.0032249345748764
186,186,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,1.75,51089.1,12.772275,1750.0,0.2496366628306759,0.008758811247985,0.0098373584334629,-0.0004685917113143,-5.458856335982902e-06,66942017137724.55,7.027263359903403,89.74758549230852,470384830118010.7,0.0049870013588416,0.0032303090337701
187,187,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.75,51044.2,12.76105,1750.0,0.2460166133266511,0.0087299005274289,0.0097302258379228,-0.0004709861290274,5.649519942694532e-07,66883184694610.77,7.1246644641594,90.925874749084,476560476948372.6,0.0049826184990728,0.0032274700548957
188,188,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,1.75,51037.2,12.759299999999998,1750.0,0.259836808156615,0.0090436871722623,0.0097049319025198,-0.000476529090382,-4.190920889311867e-07,66874012598802.39,6.749820706513288,86.1230471018832,451387908187642.6,0.0049819352024496,0.0032270274523985
189,189,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,1.75,51073.4,12.76835,1750.0,0.2544220856831088,0.0092914115696568,0.009700424170725,-0.000469374699482,2.913108521950206e-07,66921445437125.73,6.892154611013991,88.00010233810772,461225925595802.0,0.0049854688221296,0.003229316339598
190,190,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,1.75,51159.0,12.78975,1750.0,0.2522477661424773,0.0090819212174776,0.0097255483545482,-0.0004671333454826,3.760285103441489e-06,67033607065868.266,6.945653365643436,88.8381199520271,465618141506648.4,0.0049938245636932,0.0032347287358487
191,191,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.75,51095.3,12.773825,1750.0,0.254115163766005,0.009105130052299,0.0097283371189687,-0.0004635715791752,-6.984104288880189e-06,66950140994011.98,6.90843694217821,88.25334589538208,462553225121616.9,0.0049876065644221,0.0032307010531248
192,192,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55296.1,13.824025,2000.0,0.3111694615682836,0.0090157028274315,0.0098010477676666,-0.0004607382077787,6.308303863501289e-06,66871720454840.31,6.432236033692432,88.9238805771287,430156404065628.9,0.0056994449455365,0.0035263757075424
193,193,0.03,2000.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,2.0,55233.3,13.808325,2000.0,0.3084154906064668,0.0090474342555959,0.009811078729741,-0.0004551816733938,1.0509678458506072e-05,66795773976796.4,6.501630143026418,89.77846446497838,434290329955772.6,0.0056929720633156,0.0035223707886705
194,194,0.03,2000.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,2.0,55124.8,13.781200000000002,2000.0,0.3157269715512484,0.0093005716530488,0.0098196365975596,-0.0004569262145279,5.51932880390204e-06,66664560714570.86,6.345202687532392,87.44244177439967,422990158237293.8,0.005681788819351,0.0035154514622755
195,195,0.03,2000.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,2.0,55361.5,13.840375,2000.0,0.3107437017249367,0.009042609313918,0.0097103693531101,-0.0004507920045407,3.9095857724521854e-06,66950811213822.35,6.4411687100061314,89.14992016023692,431249837838596.06,0.0057061858133272,0.0035305464351574
196,196,0.03,2000.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,2.0,55138.9,13.784725,2000.0,0.3006761037824617,0.0088303212952797,0.0097206402774604,-0.0004607290895831,2.298560132595769e-06,66681612391966.06,6.665273184584125,91.86750811984282,444395776329462.8,0.0056832421257095,0.0035163506558439
197,197,0.03,2000.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,2.0,55170.5,13.792624999999996,2000.0,0.3089797508901256,0.0088785332428407,0.0097700009207226,-0.0004584807052023,3.900850282418351e-06,66719827498752.5,6.483039043579337,89.42140758433905,432563118965587.8,0.0056864991810946,0.0035183658697985
198,198,0.03,2000.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,2.0,55351.8,13.83795,2000.0,0.3092770526204276,0.0090988053252511,0.0098263979375026,-0.0004525312181433,9.154337916210304e-06,66939080627245.52,6.4769779211294205,89.62585149916525,433552086818362.3,0.0057051860210096,0.0035299278410004
199,199,0.03,2000.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,2.0,55248.0,13.812,2000.0,0.3171925469896678,0.0090799008102755,0.009836465478575,-0.0004481729436262,3.1488829583646827e-06,66813551257485.016,6.316412333881061,87.23771235599101,421999809302254.6,0.0056944872124979,0.0035233082457949
200,200,0.03,2000.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,2.0,55226.5,13.806625,2000.0,0.3127550169560663,0.0092290305592206,0.0096674691425998,-0.0004591119952819,2.587621735631169e-06,66787550472804.39,6.404048717663089,88.41997370909787,427718827512184.25,0.0056922711779795,0.0035219371350347
201,201,0.03,2000.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,2.0,55287.2,13.8218,2000.0,0.3101495432034653,0.0089099297442655,0.0098299074641713,-0.0004536351037359,5.958451386752949e-06,66860957339321.36,6.4694942902423,89.42819265986121,432595940786553.94,0.0056985276103173,0.0035258081314602
202,202,0.03,2000.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,2.0,55286.3,13.821575,2000.0,0.2994970353190865,0.0089882468753455,0.0098181535380902,-0.0004527253545408,2.4221348334892044e-06,66859868934381.234,6.69192530394642,92.49461255401776,447429303281138.4,0.0056984348460817,0.0035257507361261
203,203,0.03,2000.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,2.0,55163.0,13.790750000000005,2000.0,0.3132127777370897,0.008950850165022,0.0097628920955058,-0.0004582177227009,-5.172406875304175e-06,66710757457584.84,6.395040055477848,88.19113851274179,426611870364685.6,0.0056857261457975,0.0035178875753473
204,204,0.03,2000.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,2.0,55178.1,13.794525000000002,2000.0,0.3132227341975294,0.0090501710713523,0.0097287499293678,-0.0004753678894969,-7.096307623707753e-07,66729018473802.39,6.4037707776868285,88.33198159415149,427293178389521.1,0.005687282523529,0.0035188505415092
205,205,0.03,2000.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,2.0,55173.9,13.793474999999995,2000.0,0.305124726710028,0.0091918840590876,0.0097407093766638,-0.0004587207465936,2.510220595161162e-06,66723939250748.5,6.566153903936406,90.57605187253976,438148543620515.3,0.0056868496237626,0.0035185826966164
206,206,0.03,2000.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,2.0,55262.9,13.815724999999995,2000.0,0.3078590996614593,0.0089628239565493,0.0097911129678706,-0.0004618835953734,3.3120468941906763e-06,66831570405938.125,6.51236930663828,89.97095952341013,435221496944864.8,0.0056960229759547,0.0035242584574381
207,207,0.03,2000.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,2.0,55246.8,13.811699999999998,2000.0,0.303683596178007,0.0092469706125197,0.0097651839016842,-0.0004529783004789,-2.754893125192378e-06,66812100050898.2,6.5936731643489015,91.0699619414432,440537762104823.75,0.0056943635268503,0.0035232317186827
208,208,0.03,2000.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,2.0,55208.1,13.802025,2000.0,0.3022115921311979,0.0091342634572259,0.0098089510076598,-0.0004524765981042,7.54341209731598e-06,66765298638473.05,6.631100641919692,91.5213816433768,442721439587721.2,0.0056903746647173,0.0035207637193142
209,209,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,2.0,55331.4,13.832850000000002,2000.0,0.3059297037198348,0.0090480498669276,0.0097424339710587,-0.0004518007232289,1.8347645615113736e-06,66914410115269.46,6.55281852427278,90.6430106447552,438472446991464.9,0.0057030833650015,0.003528626880093
210,210,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,2.0,55334.6,13.83365,2000.0,0.3064278366991175,0.0090710334243553,0.0096967615400135,-0.0004539279317794,3.068118947434279e-06,66918279999501.0,6.53870282517421,90.45002623166958,437538912820049.25,0.005703413193395,0.0035288309523922
211,211,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,2.0,55318.5,13.829624999999998,2000.0,0.3051019806937575,0.008981797244383,0.0098054108130757,-0.0004598873481028,-4.67718056967461e-06,66898809644461.08,6.568854328205191,90.8545343013276,439495662070423.0,0.0057017537442905,0.0035278042136368
212,212,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,2.0,55230.7,13.807674999999998,2000.0,0.302127713105574,0.0089129823039149,0.0097693917172465,-0.0004589039507258,7.853806537600591e-07,66792629695858.27,6.635183606304108,91.61341599466832,443166642443749.7,0.0056927040777459,0.0035222049799273
213,213,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,2.0,55232.0,13.807999999999998,2000.0,0.309981848723919,0.0090357978652619,0.0097575894531495,-0.0004435108258558,9.256917060355096e-06,66794201836327.35,6.470083126815351,89.34249902381973,432181410222979.1,0.0056928380705307,0.0035222878842989
214,214,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,2.0,55334.2,13.83355,2000.0,0.315185519419856,0.0089340680389027,0.0097733186727109,-0.0004605545077677,2.3747367443943864e-06,66917796263972.06,6.35671810351256,87.94298709371994,425411473785302.7,0.0057033719648458,0.0035288054433548
215,215,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,2.0,55207.3,13.801825,2000.0,0.3117245090250208,0.0088674936135971,0.0097805503869483,-0.0004522845360896,7.247992542297251e-06,66764331167415.17,6.437989851854292,88.86575004234123,429875206015697.9,0.005690292207619,0.0035207127012394
216,216,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,2.0,55260.7,13.815175,2000.0,0.3095450761398751,0.0091431196643791,0.0097653438070728,-0.0004560098932652,3.7001258592425977e-06,66828909860528.94,6.468770100866204,89.37074889255737,432318064874942.4,0.0056957962189343,0.0035241181577324
217,217,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,2.0,55189.4,13.79735,2000.0,0.3067426349119841,0.0091412917859433,0.0098324521990253,-0.0004616141041501,7.731194928007966e-06,66742684002495.0,6.526786685723768,90.04944879927734,435601177458643.9,0.0056884472300432,0.0035195711718157
218,218,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,2.0,55309.2,13.8273,2000.0,0.3049451290291244,0.0089762183873389,0.0097505114591396,-0.0004583342834801,1.392877496660402e-06,66887562793413.17,6.5687448974322695,90.82656191947788,439360349721124.5,0.0057007951805221,0.0035272111285173
219,219,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,2.0,55280.2,13.82005,2000.0,0.3048489562274653,0.0089618223758191,0.0098172274218064,-0.000449797201485,4.112217286797177e-06,66852491967564.86,6.569530805280619,90.78421696009792,439155512107887.6,0.0056978061107067,0.0035253617233057
220,220,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,2.0,55185.3,13.796325,2000.0,0.3072762202657941,0.0088202739784025,0.0097572588653758,-0.0004508188354573,7.405992892475246e-06,66737725713323.35,6.5347550028090895,90.15309387512684,436102545514526.9,0.0056880246374142,0.0035193097041824
221,221,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,2.0,55198.9,13.799725,2000.0,0.3137152271190189,0.0087176783811085,0.0097600567763651,-0.0004567338590999,3.918835512406854e-06,66754172721307.4,6.380004031308559,88.04139358888287,425887500965192.5,0.0056894264080862,0.003520177011454
222,222,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,2.0,55213.8,13.803450000000002,2000.0,0.3097657116277787,0.0090300454497803,0.0097952666276004,-0.0004555128535231,1.9814288083615404e-06,66772191869760.48,6.464549951473856,89.2296594632018,431635565177567.9,0.0056909621715431,0.0035211272230971
223,223,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,2.0,55333.3,13.833325,2000.0,0.3109131039730982,0.0089642540913623,0.0098167987115644,-0.0004515209809459,2.375784645990093e-06,66916707859031.94,6.44421795809672,89.1393407382512,431198661415694.4,0.0057032792006101,0.0035287480480207
224,224,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13613.0,3.4032500000000008,500.0,0.0285047298425694,0.009460621210925,0.0063208278078164,-0.000626187491786,5.969614996585574e-07,47212617607816.7,17.67710559883495,60.15495549129197,834517861110879.8,0.0010244719703599,0.0005728685473389
225,225,0.02,500.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,0.5,13566.8,3.3917,500.0,0.0291821810246346,0.0092403607269493,0.0063110501117624,-0.0006354354207035,-2.8652216701670867e-06,47052386730458.23,17.296969446961945,58.6762639256511,814004263976227.2,0.0010209951022904,0.0005709243376212
226,226,0.02,500.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,0.5,13610.3,3.402575,500.0,0.0286233697976512,0.0093182589142209,0.0063386159368779,-0.0006230075731877,-4.871462477013925e-06,47203253465633.42,17.56109460491837,59.7419409930484,828788192243750.4,0.0010242687767714,0.0005727549246931
227,227,0.02,500.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,0.5,13563.1,3.390775,500.0,0.0288814225606244,0.0093204852712719,0.0063586598974398,-0.000641852797638,-1.9913242198410344e-06,47039554387466.3,17.40734772911483,59.015212686306334,818706433439375.4,0.0010207166518172,0.0005707686325139
228,228,0.02,500.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,0.5,13559.0,3.3897500000000003,500.0,0.0279018106856824,0.0092615136379589,0.0064354932981234,-0.0006378839029447,-5.24498959303376e-06,47025334764150.95,17.982307671185133,60.955946408138985,845629850492921.4,0.0010204080985903,0.0005705960944221
229,229,0.02,500.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,0.5,13529.7,3.382425,500.0,0.0282534267292589,0.0092321087350032,0.0064118895341075,-0.0006370379005271,-2.2038139355944397e-07,46923716480458.23,17.76988211412879,60.08143085336843,833497868276078.6,0.0010182030718709,0.0005693630783025
230,230,0.02,500.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.5,13641.5,3.410375,500.0,0.0280427060570445,0.0092333043511365,0.0063734596697998,-0.0006471583252671,-1.88155388034661e-06,47311461330862.53,17.891271049750245,61.00190892201845,846267479404134.1,0.0010266167915716,0.0005740678974894
231,231,0.02,500.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.5,13555.7,3.3889250000000004,500.0,0.0278255499595388,0.0092047182701202,0.0064168716461211,-0.0006251597486629,-5.157849472624693e-06,47013889701482.48,18.07966317376801,61.28156259738946,850147059816361.2,0.001020159750871,0.0005704572222994
232,232,0.02,500.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.5,13573.4,3.3933500000000003,500.0,0.02827190035253,0.0092722502371155,0.0063522078956422,-0.0006437904750017,8.129911238010385e-06,47075276855795.15,17.801887272624747,60.395335151422806,837852600837451.2,0.0010214917977289,0.0005712020818666
233,233,0.02,500.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.5,13576.5,3.3941250000000003,500.0,0.0284353015285489,0.009517052675255,0.006419516736742,-0.0006385781022749,3.6843366570268767e-06,47086028278301.89,17.694778658234664,60.037203504226376,832884310963847.4,0.0010217250940712,0.000571332537497
234,234,0.02,500.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,0.5,13595.8,3.39895,500.0,0.0275337750272853,0.0090932829560336,0.0064081179526156,-0.0006540167308437,3.309929913229057e-06,47152964553908.35,18.270589443902416,62.10238873839207,861534219360225.2,0.0010231775519444,0.0005721447290024
235,235,0.02,500.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,13614.9,3.403725,500.0,0.0270761501987749,0.0088205557452984,0.0063844458667982,-0.0006228913585919,-3.936139072699858e-07,47219207189353.11,18.615282516734474,63.36184047624644,879006345502830.0,0.0010246149584407,0.0005729485040156
236,236,0.02,500.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.5,13676.1,3.419025,500.0,0.0302538419833922,0.0088716338911227,0.0064896812401695,-0.000648824992627,-1.9713135009929263e-06,47431461078840.97,16.5611400369245,56.62725718039483,785578796573121.2,0.0010292206797796,0.0005755239506547
237,237,0.02,500.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.5,13622.0,3.4055,500.0,0.0283661440265233,0.0094410950692023,0.0064396322802328,-0.0006447418829265,-5.135772252786363e-06,47243831415094.336,17.777665012617454,60.55491469973273,840066416511405.2,0.0010251492823215,0.0005732472894917
238,238,0.02,500.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.5,13568.5,3.392125,500.0,0.0276454659596026,0.0090833071330578,0.0064530416706546,-0.0006272632245562,-1.1199479311979373e-05,47058282671832.89,18.2703315415391,61.97080947197014,859708846087414.2,0.0010211230389942,0.0005709958778057
239,239,0.02,500.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.5,13684.6,3.4211499999999995,500.0,0.0291217038741194,0.0095286805631535,0.0064163680174113,-0.0006305781321975,8.32409129563514e-06,47460940785714.3,17.207090706043253,58.86917345045536,816680459855898.1,0.0010298603632988,0.0005758816515767
240,240,0.02,500.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.5,13574.5,3.393625,500.0,0.0278523064556736,0.0094012673740604,0.0064444576293344,-0.0006360907987222,-1.529689064816835e-06,47079091876684.63,18.18388323730857,61.73877462408912,856489872299213.2,0.0010215745803019,0.0005712483725742
241,241,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,0.5,13586.2,3.39655,500.0,0.0284959454744807,0.0089896980125586,0.0064606859701947,-0.0006278634816939,-6.888541207840329e-06,47119669826145.56,17.597247057421583,59.78619408443264,829402106673042.5,0.001022455085852,0.0005717407373728
242,242,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.5,13522.3,3.3805750000000003,500.0,0.0282981600063066,0.0092626084192868,0.006480765576491,-0.0006633756598125,-4.09575971671962e-06,46898051794474.39,17.78181409523407,60.09630724236581,833704245493479.0,0.0010176461709247,0.0005690516680879
243,243,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.5,13593.3,3.3983250000000007,500.0,0.0286466517774044,0.0091290562766106,0.0064298689783893,-0.0006293268121367,-3.483583139983873e-06,47144294051886.8,17.55617296401977,59.67242136299903,827823760095140.2,0.0010229894097328,0.0005720395228489
244,244,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,0.5,13583.5,3.3958749999999998,500.0,0.029869946939641,0.0092291883385383,0.0064485655792621,-0.0006467165031088,-3.972831925495532e-06,47110305683962.266,16.84090234610775,57.18355809682886,793296249725983.2,0.0010222518922635,0.000571627114727
245,245,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.5,13583.4,3.3958500000000003,500.0,0.0278634280054915,0.0092560088176265,0.00637058344126,-0.0006261696524669,-6.779783535215228e-06,47109958863881.4,18.028250883963302,61.2049102268601,849083676562549.4,0.0010222443665751,0.0005716229064808
246,246,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,0.5,13643.0,3.41075,500.0,0.0275712429898475,0.0093100712886824,0.0064348707292664,-0.0006478598527993,8.51999354705705e-06,47316663632075.48,18.183490543805828,62.02155634706865,860412847500421.5,0.0010267296768986,0.0005741310211816
247,247,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,0.5,13638.0,3.4095,500.0,0.0284691443532835,0.0095913024303096,0.0064279180651675,-0.0006315670388717,-8.15565655473811e-07,47299322628032.34,17.65926778278756,60.20974244128677,835277909687976.0,0.0010263533924754,0.0005739206088745
248,248,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,0.5,13566.1,3.391525,500.0,0.0275809941464899,0.0092395702351074,0.0064465384341171,-0.0006226452594942,3.495035036907634e-06,47049958989892.17,18.187688526950343,61.67607252461767,855620018410855.8,0.0010209424224711,0.0005708948798982
249,249,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,0.5,13586.4,3.3966000000000003,500.0,0.0281502072488364,0.0091322624937517,0.0064729166495787,-0.0006267216674357,-6.288747558221451e-06,47120363466307.27,17.882504562256422,60.72368660270356,842407755912832.1,0.0010224701372289,0.0005717491538651
250,250,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,0.5,13591.8,3.39795,500.0,0.0284151433671695,0.0091959443177078,0.0063435694962965,-0.0006176884286107,9.479767251114286e-06,47139091750673.84,17.71372601891548,60.194047279116525,835060173791454.6,0.0010228765244059,0.0005719763991568
251,251,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,0.5,13618.5,3.404625,500.0,0.0292214739445284,0.0091347816209108,0.006355935323434,-0.0006224490048674,1.0137864993861872e-05,47231692712264.16,17.228371661274117,58.66035686849169,813783588502214.9,0.0010248858832253,0.0005731000008767
252,252,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.5,13549.2,3.3873,500.0,0.0285903604768179,0.0089020176510021,0.0063569319614154,-0.0006303056326046,-1.8993631290038823e-06,46991346396226.42,17.584600629623974,59.571554650878205,826424456044976.9,0.001019670581121,0.0005701836863002
253,253,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,0.5,13579.4,3.3948499999999995,500.0,0.0282186121320648,0.0091029514213424,0.0063699415345152,-0.0006395860354133,-9.787108555037084e-06,47096086060646.9,17.797020603296538,60.41506826120772,838126354386701.9,0.0010219433390366,0.0005714545766351
