150	0.953863073439399
250	0.921590297889202
325	0.886471926802295
600	0.774923389108992
800	0.790396006120609
1000	0.812084434173817
1500	0.817095975885612
	
	
2100	0.694855
2200	0.6992125
2300	0.712605
2400	0.69213
2500	0.6877
2600	0.659555
2700	0.642775
2800	0.618145
2900	0.596265
3000	0.56599
3100	0.543905
3200	0.516105
3300	0.487855
3400	0.468605
3500	0.44458
3600	0.42313
3700	0.40251
3800	0.382375
3900	0.361485
4000	0.33666
4200	0.285515
4400	0.225695
4600	0.168695
4800	0.12178
5000	0.09126
5400	0.05729
6000	0.039355
