Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays
55,0.03,502.59999999999985,5.0,1,300000.0
56,0.03,502.79999999999984,1.5,1,300000.0
57,0.03,502.79999999999984,2.25,1,300000.0
58,0.03,502.79999999999984,3.0,1,300000.0
59,0.03,502.79999999999984,5.0,1,300000.0
60,0.03,502.99999999999983,1.5,1,300000.0
61,0.03,502.99999999999983,2.25,1,300000.0
62,0.03,502.99999999999983,3.0,1,300000.0
63,0.03,502.99999999999983,5.0,1,300000.0
64,0.03,503.1999999999998,1.5,1,300000.0
65,0.03,503.1999999999998,2.25,1,300000.0
66,0.03,503.1999999999998,3.0,1,300000.0
67,0.03,503.1999999999998,5.0,1,300000.0
68,0.03,503.3999999999998,1.5,1,300000.0
69,0.03,503.3999999999998,2.25,1,300000.0
70,0.03,503.3999999999998,3.0,1,300000.0
71,0.03,503.3999999999998,5.0,1,300000.0
72,0.03,503.5999999999998,1.5,1,300000.0
73,0.03,503.5999999999998,2.25,1,300000.0
74,0.03,503.5999999999998,3.0,1,300000.0
75,0.03,503.5999999999998,5.0,1,300000.0
76,0.03,503.7999999999998,1.5,1,300000.0
77,0.03,503.7999999999998,2.25,1,300000.0
78,0.03,503.7999999999998,3.0,1,300000.0
79,0.03,503.7999999999998,5.0,1,300000.0
80,0.03,503.9999999999998,1.5,1,300000.0
81,0.03,503.9999999999998,2.25,1,300000.0
82,0.03,503.9999999999998,3.0,1,300000.0
83,0.03,503.9999999999998,5.0,1,300000.0
84,0.03,504.19999999999976,1.5,1,300000.0
85,0.03,504.19999999999976,2.25,1,300000.0
86,0.03,504.19999999999976,3.0,1,300000.0
87,0.03,504.19999999999976,5.0,1,300000.0
88,0.03,504.39999999999975,1.5,1,300000.0
89,0.03,504.39999999999975,2.25,1,300000.0
90,0.03,504.39999999999975,3.0,1,300000.0
91,0.03,504.39999999999975,5.0,1,300000.0
92,0.03,504.59999999999974,1.5,1,300000.0
93,0.03,504.59999999999974,2.25,1,300000.0
94,0.03,504.59999999999974,3.0,1,300000.0
95,0.03,504.59999999999974,5.0,1,300000.0
96,0.03,504.7999999999997,1.5,1,300000.0
97,0.03,504.7999999999997,2.25,1,300000.0
98,0.03,504.7999999999997,3.0,1,300000.0
99,0.03,504.7999999999997,5.0,1,300000.0
100,0.03,504.9999999999997,1.5,1,300000.0
101,0.03,504.9999999999997,2.25,1,300000.0
102,0.03,504.9999999999997,3.0,1,300000.0
103,0.03,504.9999999999997,5.0,1,300000.0
104,0.03,505.1999999999997,1.5,1,300000.0
105,0.03,505.1999999999997,2.25,1,300000.0
106,0.03,505.1999999999997,3.0,1,300000.0
107,0.03,505.1999999999997,5.0,1,300000.0
108,0.03,505.3999999999997,1.5,1,300000.0
109,0.03,505.3999999999997,2.25,1,300000.0
110,0.03,505.3999999999997,3.0,1,300000.0
111,0.03,505.3999999999997,5.0,1,300000.0
112,0.03,505.5999999999997,1.5,1,300000.0
113,0.03,505.5999999999997,2.25,1,300000.0
114,0.03,505.5999999999997,3.0,1,300000.0
115,0.03,505.5999999999997,5.0,1,300000.0
116,0.03,505.79999999999967,1.5,1,300000.0
117,0.03,505.79999999999967,2.25,1,300000.0
118,0.03,505.79999999999967,3.0,1,300000.0
119,0.03,505.79999999999967,5.0,1,300000.0
120,0.03,505.99999999999966,1.5,1,300000.0
121,0.03,505.99999999999966,2.25,1,300000.0
122,0.03,505.99999999999966,3.0,1,300000.0
123,0.03,505.99999999999966,5.0,1,300000.0
124,0.03,506.19999999999965,1.5,1,300000.0
125,0.03,506.19999999999965,2.25,1,300000.0
126,0.03,506.19999999999965,3.0,1,300000.0
127,0.03,506.19999999999965,5.0,1,300000.0
128,0.03,506.39999999999964,1.5,1,300000.0
129,0.03,506.39999999999964,2.25,1,300000.0
130,0.03,506.39999999999964,3.0,1,300000.0
131,0.03,506.39999999999964,5.0,1,300000.0
132,0.03,506.5999999999996,1.5,1,300000.0
133,0.03,506.5999999999996,2.25,1,300000.0
134,0.03,506.5999999999996,3.0,1,300000.0
135,0.03,506.5999999999996,5.0,1,300000.0
136,0.03,506.7999999999996,1.5,1,300000.0
137,0.03,506.7999999999996,2.25,1,300000.0
138,0.03,506.7999999999996,3.0,1,300000.0
139,0.03,506.7999999999996,5.0,1,300000.0
140,0.03,506.9999999999996,1.5,1,300000.0
141,0.03,506.9999999999996,2.25,1,300000.0
142,0.03,506.9999999999996,3.0,1,300000.0
143,0.03,506.9999999999996,5.0,1,300000.0
144,0.03,507.1999999999996,1.5,1,300000.0
145,0.03,507.1999999999996,2.25,1,300000.0
146,0.03,507.1999999999996,3.0,1,300000.0
147,0.03,507.1999999999996,5.0,1,300000.0
148,0.03,507.3999999999996,1.5,1,300000.0
149,0.03,507.3999999999996,2.25,1,300000.0
