Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer
2923,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,2,0,0.05
2924,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,2,0,0
2925,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0.2,0.2
2926,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0.2,0.05
2927,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0.2,0
2928,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0.05,0.2
2929,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0.05,0.05
2930,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0.05,0
2931,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0,0.2
2932,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0,0.05
2933,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,1,0,0
2934,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.2,0.2
2935,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.2,0.05
2936,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.2,0
2937,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0.2
2938,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0.05
2939,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0
2940,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0.2
2941,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0.05
2942,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0
2943,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0.2
2944,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0.05
2945,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0
2946,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0.2
2947,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0.05
2948,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0
2949,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0,0.2
2950,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0,0.05
2951,0.03,2000.0,2.25,1,500000.0,2,0.2,0.2,0,0,0
2952,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0.2
2953,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0.05
2954,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0
2955,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0.2
2956,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0.05
2957,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0
2958,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0,0.2
2959,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0,0.05
2960,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,2,0,0
2961,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0.2
2962,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0.05
2963,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0
2964,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0.2
2965,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0.05
2966,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0
2967,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0,0.2
2968,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0,0.05
2969,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,1,0,0
2970,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0.2
2971,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0.05
2972,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0
2973,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0.2
2974,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0.05
2975,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0
2976,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0.2
2977,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0.05
2978,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0
2979,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0.2
2980,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0.05
2981,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0
2982,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0.2
2983,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0.05
2984,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0
2985,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0,0.2
2986,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0,0.05
2987,0.03,2000.0,2.25,1,500000.0,2,0.2,0.05,0,0,0
2988,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0.2,0.2
2989,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0.2,0.05
2990,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0.2,0
2991,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0.05,0.2
2992,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0.05,0.05
2993,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0.05,0
2994,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0,0.2
2995,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0,0.05
2996,0.03,2000.0,2.25,1,500000.0,2,0.2,0,2,0,0
2997,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0.2,0.2
2998,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0.2,0.05
2999,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0.2,0
3000,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0.05,0.2
3001,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0.05,0.05
3002,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0.05,0
3003,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0,0.2
3004,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0,0.05
3005,0.03,2000.0,2.25,1,500000.0,2,0.2,0,1,0,0
3006,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0.2
3007,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0.05
3008,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0
3009,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0.2
3010,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0.05
3011,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0
3012,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0,0.2
3013,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0,0.05
3014,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0.5,0,0
3015,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0.2,0.2
3016,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0.2,0.05
3017,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0.2,0
3018,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0.05,0.2
3019,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0.05,0.05
3020,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0.05,0
3021,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0,0.2
3022,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0,0.05
3023,0.03,2000.0,2.25,1,500000.0,2,0.2,0,0,0,0
3024,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0.2
3025,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0.05
3026,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0
3027,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0.2
3028,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0.05
3029,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0
3030,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0,0.2
3031,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0,0.05
3032,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,2,0,0
3033,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0.2
3034,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0.05
3035,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0
3036,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0.2
3037,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0.05
3038,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0
3039,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0,0.2
3040,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0,0.05
3041,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,1,0,0
3042,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0.2
3043,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0.05
3044,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0
3045,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0.2
3046,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0.05
3047,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0
3048,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0.2
3049,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0.05
3050,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0
3051,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0.2
3052,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0.05
3053,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0
3054,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0.2
3055,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0.05
3056,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0
3057,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0,0.2
3058,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0,0.05
3059,0.03,2000.0,2.25,1,500000.0,2,0.05,0.2,0,0,0
3060,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0.2
3061,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0.05
3062,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0
3063,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0.2
3064,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0.05
3065,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0
3066,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0,0.2
3067,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0,0.05
3068,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,2,0,0
3069,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0.2
3070,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0.05
3071,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0
3072,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0.2
3073,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0.05
3074,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0
3075,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0,0.2
3076,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0,0.05
3077,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,1,0,0
3078,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0.2
3079,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0.05
3080,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0
3081,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0.2
3082,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0.05
3083,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0
3084,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0.2
3085,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0.05
3086,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0
3087,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0.2
3088,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0.05
3089,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0
3090,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0.2
3091,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0.05
3092,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0
3093,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0,0.2
3094,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0,0.05
3095,0.03,2000.0,2.25,1,500000.0,2,0.05,0.05,0,0,0
3096,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0.2,0.2
3097,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0.2,0.05
3098,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0.2,0
3099,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0.05,0.2
3100,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0.05,0.05
3101,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0.05,0
3102,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0,0.2
3103,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0,0.05
3104,0.03,2000.0,2.25,1,500000.0,2,0.05,0,2,0,0
3105,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0.2,0.2
3106,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0.2,0.05
3107,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0.2,0
3108,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0.05,0.2
3109,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0.05,0.05
3110,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0.05,0
3111,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0,0.2
3112,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0,0.05
3113,0.03,2000.0,2.25,1,500000.0,2,0.05,0,1,0,0
3114,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0.2
3115,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0.05
3116,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0
3117,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0.2
3118,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0.05
3119,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0
3120,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0,0.2
3121,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0,0.05
3122,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0.5,0,0
3123,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0.2,0.2
3124,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0.2,0.05
3125,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0.2,0
3126,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0.05,0.2
3127,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0.05,0.05
3128,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0.05,0
3129,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0,0.2
3130,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0,0.05
3131,0.03,2000.0,2.25,1,500000.0,2,0.05,0,0,0,0
3132,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0.2,0.2
3133,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0.2,0.05
3134,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0.2,0
3135,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0.05,0.2
3136,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0.05,0.05
3137,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0.05,0
3138,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0,0.2
3139,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0,0.05
3140,0.03,2000.0,2.25,1,500000.0,2,0,0.2,2,0,0
3141,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0.2,0.2
3142,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0.2,0.05
3143,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0.2,0
3144,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0.05,0.2
3145,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0.05,0.05
3146,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0.05,0
3147,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0,0.2
3148,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0,0.05
3149,0.03,2000.0,2.25,1,500000.0,2,0,0.2,1,0,0
3150,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0.2
3151,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0.05
3152,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0
3153,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0.2
3154,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0.05
3155,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0
3156,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0,0.2
3157,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0,0.05
3158,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0.5,0,0
3159,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0.2,0.2
3160,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0.2,0.05
3161,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0.2,0
3162,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0.05,0.2
3163,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0.05,0.05
3164,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0.05,0
3165,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0,0.2
3166,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0,0.05
3167,0.03,2000.0,2.25,1,500000.0,2,0,0.2,0,0,0
3168,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0.2,0.2
3169,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0.2,0.05
3170,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0.2,0
3171,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0.05,0.2
3172,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0.05,0.05
3173,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0.05,0
3174,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0,0.2
3175,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0,0.05
3176,0.03,2000.0,2.25,1,500000.0,2,0,0.05,2,0,0
3177,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0.2,0.2
3178,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0.2,0.05
3179,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0.2,0
3180,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0.05,0.2
3181,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0.05,0.05
3182,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0.05,0
3183,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0,0.2
3184,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0,0.05
3185,0.03,2000.0,2.25,1,500000.0,2,0,0.05,1,0,0
3186,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0.2
3187,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0.05
3188,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0
3189,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0.2
3190,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0.05
3191,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0
3192,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0,0.2
3193,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0,0.05
3194,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0.5,0,0
3195,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0.2,0.2
3196,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0.2,0.05
3197,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0.2,0
3198,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0.05,0.2
3199,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0.05,0.05
3200,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0.05,0
3201,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0,0.2
3202,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0,0.05
3203,0.03,2000.0,2.25,1,500000.0,2,0,0.05,0,0,0
3204,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0.2,0.2
3205,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0.2,0.05
3206,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0.2,0
3207,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0.05,0.2
3208,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0.05,0.05
3209,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0.05,0
3210,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0,0.2
3211,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0,0.05
3212,0.03,2000.0,2.25,1,500000.0,2,0,0,2,0,0
3213,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0.2,0.2
3214,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0.2,0.05
3215,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0.2,0
3216,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0.05,0.2
3217,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0.05,0.05
3218,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0.05,0
3219,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0,0.2
3220,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0,0.05
3221,0.03,2000.0,2.25,1,500000.0,2,0,0,1,0,0
3222,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0.2,0.2
3223,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0.2,0.05
3224,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0.2,0
3225,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0.05,0.2
3226,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0.05,0.05
3227,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0.05,0
3228,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0,0.2
3229,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0,0.05
3230,0.03,2000.0,2.25,1,500000.0,2,0,0,0.5,0,0
3231,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0.2,0.2
3232,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0.2,0.05
3233,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0.2,0
3234,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0.05,0.2
3235,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0.05,0.05
3236,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0.05,0
3237,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0,0.2
3238,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0,0.05
3239,0.03,2000.0,2.25,1,500000.0,2,0,0,0,0,0
3240,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.2,0.2
3241,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.2,0.05
3242,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.2,0
3243,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.05,0.2
3244,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.05,0.05
3245,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.05,0
3246,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0,0.2
3247,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0,0.05
3248,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0,0
3249,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.2,0.2
3250,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.2,0.05
3251,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.2,0
3252,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.05,0.2
3253,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.05,0.05
3254,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.05,0
3255,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0,0.2
3256,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0,0.05
3257,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0,0
3258,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0.2
3259,0.03,2000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0.05
