Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer
995,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0
996,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0.2
997,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0.05
998,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0
999,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0.2
1000,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0.05
1001,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0
1002,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0.2
1003,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0.05
1004,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0
1005,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0,0.2
1006,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0,0.05
1007,0.03,1000.0,2.25,1,500000.0,2,0.2,0.2,0,0,0
1008,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0.2
1009,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0.05
1010,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0
1011,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0.2
1012,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0.05
1013,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0
1014,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0,0.2
1015,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0,0.05
1016,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,2,0,0
1017,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0.2
1018,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0.05
1019,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0
1020,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0.2
1021,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0.05
1022,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0
1023,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0,0.2
1024,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0,0.05
1025,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,1,0,0
1026,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0.2
1027,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0.05
1028,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0
1029,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0.2
1030,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0.05
1031,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0
1032,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0.2
1033,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0.05
1034,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0
1035,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0.2
1036,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0.05
1037,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0
1038,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0.2
1039,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0.05
1040,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0
1041,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0,0.2
1042,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0,0.05
1043,0.03,1000.0,2.25,1,500000.0,2,0.2,0.05,0,0,0
1044,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0.2,0.2
1045,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0.2,0.05
1046,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0.2,0
1047,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0.05,0.2
1048,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0.05,0.05
1049,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0.05,0
1050,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0,0.2
1051,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0,0.05
1052,0.03,1000.0,2.25,1,500000.0,2,0.2,0,2,0,0
1053,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0.2,0.2
1054,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0.2,0.05
1055,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0.2,0
1056,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0.05,0.2
1057,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0.05,0.05
1058,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0.05,0
1059,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0,0.2
1060,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0,0.05
1061,0.03,1000.0,2.25,1,500000.0,2,0.2,0,1,0,0
1062,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0.2
1063,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0.05
1064,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0
1065,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0.2
1066,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0.05
1067,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0
1068,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0,0.2
1069,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0,0.05
1070,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0.5,0,0
1071,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0.2,0.2
1072,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0.2,0.05
1073,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0.2,0
1074,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0.05,0.2
1075,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0.05,0.05
1076,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0.05,0
1077,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0,0.2
1078,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0,0.05
1079,0.03,1000.0,2.25,1,500000.0,2,0.2,0,0,0,0
1080,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0.2
1081,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0.05
1082,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0
1083,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0.2
1084,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0.05
1085,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0
1086,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0,0.2
1087,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0,0.05
1088,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,2,0,0
1089,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0.2
1090,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0.05
1091,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0
1092,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0.2
1093,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0.05
1094,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0
1095,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0,0.2
1096,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0,0.05
1097,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,1,0,0
1098,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0.2
1099,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0.05
1100,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0
1101,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0.2
1102,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0.05
1103,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0
1104,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0.2
1105,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0.05
1106,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0
1107,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0.2
1108,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0.05
1109,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0
1110,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0.2
1111,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0.05
1112,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0
1113,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0,0.2
1114,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0,0.05
1115,0.03,1000.0,2.25,1,500000.0,2,0.05,0.2,0,0,0
1116,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0.2
1117,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0.05
1118,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0
1119,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0.2
1120,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0.05
1121,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0
1122,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0,0.2
1123,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0,0.05
1124,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,2,0,0
1125,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0.2
1126,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0.05
1127,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0
1128,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0.2
1129,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0.05
1130,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0
1131,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0,0.2
1132,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0,0.05
1133,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,1,0,0
1134,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0.2
1135,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0.05
1136,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0
1137,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0.2
1138,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0.05
1139,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0
1140,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0.2
1141,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0.05
1142,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0
1143,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0.2
1144,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0.05
1145,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0
1146,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0.2
1147,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0.05
1148,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0
1149,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0,0.2
1150,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0,0.05
1151,0.03,1000.0,2.25,1,500000.0,2,0.05,0.05,0,0,0
1152,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0.2,0.2
1153,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0.2,0.05
1154,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0.2,0
1155,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0.05,0.2
1156,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0.05,0.05
1157,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0.05,0
1158,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0,0.2
1159,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0,0.05
1160,0.03,1000.0,2.25,1,500000.0,2,0.05,0,2,0,0
1161,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0.2,0.2
1162,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0.2,0.05
1163,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0.2,0
1164,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0.05,0.2
1165,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0.05,0.05
1166,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0.05,0
1167,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0,0.2
1168,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0,0.05
1169,0.03,1000.0,2.25,1,500000.0,2,0.05,0,1,0,0
1170,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0.2
1171,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0.05
1172,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0
1173,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0.2
1174,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0.05
1175,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0
1176,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0,0.2
1177,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0,0.05
1178,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0.5,0,0
1179,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0.2,0.2
1180,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0.2,0.05
1181,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0.2,0
1182,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0.05,0.2
1183,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0.05,0.05
1184,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0.05,0
1185,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0,0.2
1186,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0,0.05
1187,0.03,1000.0,2.25,1,500000.0,2,0.05,0,0,0,0
1188,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0.2,0.2
1189,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0.2,0.05
1190,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0.2,0
1191,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0.05,0.2
1192,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0.05,0.05
1193,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0.05,0
1194,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0,0.2
1195,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0,0.05
1196,0.03,1000.0,2.25,1,500000.0,2,0,0.2,2,0,0
1197,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0.2,0.2
1198,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0.2,0.05
1199,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0.2,0
1200,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0.05,0.2
1201,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0.05,0.05
1202,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0.05,0
1203,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0,0.2
1204,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0,0.05
1205,0.03,1000.0,2.25,1,500000.0,2,0,0.2,1,0,0
1206,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0.2
1207,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0.05
1208,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0
1209,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0.2
1210,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0.05
1211,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0
1212,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0,0.2
1213,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0,0.05
1214,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0.5,0,0
1215,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0.2,0.2
1216,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0.2,0.05
1217,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0.2,0
1218,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0.05,0.2
1219,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0.05,0.05
1220,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0.05,0
1221,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0,0.2
1222,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0,0.05
1223,0.03,1000.0,2.25,1,500000.0,2,0,0.2,0,0,0
1224,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0.2,0.2
1225,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0.2,0.05
1226,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0.2,0
1227,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0.05,0.2
1228,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0.05,0.05
1229,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0.05,0
1230,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0,0.2
1231,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0,0.05
1232,0.03,1000.0,2.25,1,500000.0,2,0,0.05,2,0,0
1233,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0.2,0.2
1234,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0.2,0.05
1235,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0.2,0
1236,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0.05,0.2
1237,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0.05,0.05
1238,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0.05,0
1239,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0,0.2
1240,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0,0.05
1241,0.03,1000.0,2.25,1,500000.0,2,0,0.05,1,0,0
1242,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0.2
1243,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0.05
1244,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0
1245,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0.2
1246,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0.05
1247,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0
1248,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0,0.2
1249,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0,0.05
1250,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0.5,0,0
1251,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0.2,0.2
1252,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0.2,0.05
1253,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0.2,0
1254,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0.05,0.2
1255,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0.05,0.05
1256,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0.05,0
1257,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0,0.2
1258,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0,0.05
1259,0.03,1000.0,2.25,1,500000.0,2,0,0.05,0,0,0
1260,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0.2,0.2
1261,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0.2,0.05
1262,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0.2,0
1263,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0.05,0.2
1264,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0.05,0.05
1265,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0.05,0
1266,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0,0.2
1267,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0,0.05
1268,0.03,1000.0,2.25,1,500000.0,2,0,0,2,0,0
1269,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0.2,0.2
1270,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0.2,0.05
1271,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0.2,0
1272,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0.05,0.2
1273,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0.05,0.05
1274,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0.05,0
1275,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0,0.2
1276,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0,0.05
1277,0.03,1000.0,2.25,1,500000.0,2,0,0,1,0,0
1278,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0.2,0.2
1279,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0.2,0.05
1280,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0.2,0
1281,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0.05,0.2
1282,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0.05,0.05
1283,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0.05,0
1284,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0,0.2
1285,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0,0.05
1286,0.03,1000.0,2.25,1,500000.0,2,0,0,0.5,0,0
1287,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0.2,0.2
1288,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0.2,0.05
1289,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0.2,0
1290,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0.05,0.2
1291,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0.05,0.05
1292,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0.05,0
1293,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0,0.2
1294,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0,0.05
1295,0.03,1000.0,2.25,1,500000.0,2,0,0,0,0,0
1296,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.2,0.2
1297,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.2,0.05
1298,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.2,0
1299,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.05,0.2
1300,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.05,0.05
1301,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0.05,0
1302,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0,0.2
1303,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0,0.05
1304,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,2,0,0
1305,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.2,0.2
1306,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.2,0.05
1307,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.2,0
1308,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.05,0.2
1309,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.05,0.05
1310,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0.05,0
1311,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0,0.2
1312,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0,0.05
1313,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,1,0,0
1314,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0.2
1315,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0.05
1316,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0
1317,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.05,0.2
1318,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.05,0.05
1319,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.05,0
1320,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0,0.2
1321,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0,0.05
1322,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0,0
1323,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.2,0.2
1324,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.2,0.05
1325,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.2,0
1326,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.05,0.2
1327,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.05,0.05
1328,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.05,0
1329,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0,0.2
1330,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0,0.05
1331,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.2,0,0,0
