,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
481,481,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,1.0,0.05,0.05,,10759.8,5.379900000000001,500.0,0.044169041007808,0.0105457546012776,0.0096945982135642,74634294121293.8,11.347301673370447,61.05702204900482,847032052970454.4,0.0016194980543126,0.0009055977368189
482,482,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,1.0,0.05,0.0,,10771.55,5.385775,500.0,0.0431977492974595,0.0105864740057801,0.0096478044091321,74715796840296.5,11.605947860445934,62.49681755624615,867006052740332.1,0.0016212665911012,0.0009065866746623
483,483,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,1.0,0.0,0.2,,10765.05,5.382524999999999,500.0,0.0435957846579156,0.0110971090711362,0.0098773086821943,74670710229784.34,11.510779546572524,61.96480600620066,859625561188069.1,0.0016202882516011,0.0009060396026638
484,484,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,1.0,0.0,0.05,,10769.15,5.384575,500.0,0.0438039258793707,0.0102469381830335,0.0098623913862307,74699149476415.1,11.432952822284385,61.56060875795576,854018212295240.8,0.001620905358055,0.0009063846788475
485,485,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,1.0,0.0,0.0,,10779.8,5.389900000000001,500.0,0.0438708570145734,0.010491092204598,0.0098542917885529,74773022153638.83,11.430116009218752,61.601088995971296,854579786672116.0,0.0016225083296975,0.0009072810352758
486,486,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.2,,10812.9,5.40645,500.0,0.0439416629879274,0.0113054465048656,0.0096132395040487,75002617047169.84,11.408169389086678,61.69858962151272,855932393665492.9,0.0016274903354595,0.0009100668942219
487,487,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.05,,10740.8,5.370400000000002,500.0,0.0431897581707033,0.0105149815421477,0.0095060505327831,74502502490566.05,11.612693441779124,62.37679470014753,865340999274033.0,0.001616638292697,0.0009039986032848
488,488,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,,10769.05,5.384524999999999,500.0,0.0440290694610041,0.010306163545855,0.0094437494593711,74698455836253.38,11.374788450490616,61.24420796341123,849628846329284.1,0.0016208903066781,0.0009063762623552
489,489,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.2,,10727.5,5.363749999999999,500.0,0.0429598080727515,0.0109324110169528,0.0096140063531514,74410248349056.6,11.66744531750047,62.58718074029285,868259643412255.0,0.001614636459566,0.000902879209811
490,490,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.05,,10829.3,5.41465,500.0,0.0435357698540854,0.0101941666488348,0.0096129525133174,75116374033692.72,11.53059024849097,62.42781434579799,866048784779235.9,0.0016299587612751,0.0009114471989565
491,491,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,,10767.45,5.383725,500.0,0.0436438168245103,0.010361161571452,0.0096842307067567,74687357593665.77,11.482360659886291,61.81207406974626,857506741086012.6,0.0016206494846473,0.0009062415984786
492,492,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.2,,10769.45,5.384725,500.0,0.0432882565862911,0.0111660626455343,0.0098828631883507,74701230396900.27,11.588487361433245,62.40032662536171,865667453042258.8,0.0016209505121858,0.0009064099283243
493,493,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.05,,10773.1,5.3865500000000015,500.0,0.0432776719034392,0.0104376071465216,0.0098040245024518,74726548262803.23,11.58529650410521,62.40664285513858,865755076855137.0,0.0016214998874435,0.0009067171302927
494,494,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.0,,10783.9,5.391949999999999,500.0,0.0433242076449999,0.0103347419892784,0.0098821064258894,74801461400269.53,11.576201491761292,62.41964035595729,865935388626535.2,0.0016231254361514,0.0009076261114594
495,495,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.2,,10818.65,5.409324999999999,500.0,0.0435631100421175,0.0112255681154413,0.0095113251498182,75042501356468.98,11.503999210598542,62.22944121596093,863296793381994.4,0.0016283557896326,0.0009105508425283
496,496,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.05,,10760.7,5.38035,500.0,0.0430070010671357,0.0100865762954362,0.00948929430727,74640536882749.33,11.658507455969328,62.72093948267443,870115252126209.1,0.0016196335167049,0.0009056734852494
497,497,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,,10761.55,5.380775,500.0,0.0435363376636785,0.0103363564974095,0.0096555591041681,74646432824124.02,11.5129044489112,61.957757201938776,859527774513505.4,0.0016197614534088,0.0009057450254339
498,498,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.2,,10740.55,5.370275000000001,500.0,0.043827152497667,0.0111215337415953,0.0096411929516898,74500768390161.72,11.432723319378152,61.39415198238434,851708990200688.8,0.0016166006642546,0.0009039775620541
499,499,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.05,,10813.1,5.406550000000001,500.0,0.043698808179414,0.0107996925040938,0.0096294034170264,75004004327493.25,11.48389686621602,62.10107896922294,861516049190259.6,0.0016275204382133,0.0009100837272065
500,500,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,,10806.6,5.403300000000001,500.0,0.0436405233578824,0.010154420350241,0.0096512976035687,74958917716981.14,11.494714143824265,62.10787044343762,861610265975712.1,0.0016265420987132,0.000909536655208
501,501,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.2,,10769.05,5.384525000000001,500.0,0.0437838335258021,0.0111567462764774,0.0098588151168725,74698455836253.38,11.445949349253116,61.6324352633229,855014647271220.5,0.0016208903066781,0.0009063762623552
502,502,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.05,,10755.75,5.377874999999999,500.0,0.044067599627786,0.0104967722805235,0.0098963615979918,74606201694743.92,11.368998940795784,61.1441375849339,848240589659066.4,0.0016188884735472,0.0009052568688814
503,503,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,,10783.55,5.391775000000001,500.0,0.0442047028390589,0.0102532714117006,0.009827861353057,74799033659703.48,11.345443131477978,61.17047434635481,848605954368092.4,0.0016230727563322,0.0009075966537364
504,504,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.2,0.2,,10754.25,5.377125,500.0,0.0431003880431091,0.01094964978222,0.0097278850141729,74595797092318.05,11.633080151556152,62.549752316883904,867740406258925.2,0.0016186627028933,0.0009051306214971
505,505,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.2,0.05,,10763.45,5.381725000000001,500.0,0.0427681103519034,0.0105125498598832,0.009729053966839,74659611987196.78,11.730486187851172,63.1278808607333,875760669791996.5,0.0016200474295703,0.0009059049387873
506,506,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.2,0.0,,10769.25,5.384625,500.0,0.044302121216782,0.010355178682996,0.0095559368822437,74699843116576.81,11.323009476156082,60.962361839904666,845718850515470.9,0.0016209204094319,0.0009063930953397
507,507,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.05,0.2,,10777.9,5.38895,500.0,0.0426166289973081,0.0108900210561416,0.0096272902868232,74759842990566.03,11.77111757171864,63.4425810036851,880126442953036.2,0.0016222223535359,0.0009071211219224
508,508,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.05,0.05,,10813.2,5.406599999999999,500.0,0.0433490801687013,0.0103005400618259,0.0096791620421651,75004697967654.98,11.561816249586975,62.501490680546375,867070882074239.8,0.0016275354895902,0.0009100921436988
509,509,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.05,0.0,,10782.8,5.3914,500.0,0.0435842365481107,0.0106100672451596,0.0096143545799869,74793831358490.58,11.505123456092056,62.031140687906245,860545809174993.8,0.0016229598710052,0.0009075335300443
510,510,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.0,0.2,,10804.35,5.402175,500.0,0.0433692097987772,0.0110737919630364,0.0098620049165647,74943310813342.31,11.572576982218784,62.50468724440301,867115227375649.2,0.0016262034427324,0.0009093472841316
511,511,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.0,0.05,,10768.95,5.384475,500.0,0.0441127564333271,0.0102557366058212,0.0098372601876068,74697762196091.64,11.36243246256279,61.18540635438353,848813103177371.4,0.0016208752553012,0.0009063678458629
512,512,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,2.0,0.0,0.0,,10753.6,5.376799999999999,500.0,0.0428501080717011,0.0101726370728549,0.0098780309040419,74591288431266.84,11.703719117171769,62.93179895205026,873040464054991.2,0.0016185648689433,0.0009050759142972
513,513,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.2,0.2,,10787.75,5.393875,500.0,0.0425141492782557,0.0109821949929343,0.0094091236950713,74828166546495.92,11.77714572417639,63.52046123422392,881206860067159.2,0.001623704914163,0.0009079501464124
514,514,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.2,0.05,,10799.9,5.3999500000000005,500.0,0.0429847091521224,0.0102923766602165,0.0095670022266941,74912443826145.55,11.677381046934,63.049229539456825,874669555487794.4,0.0016255336564593,0.0009089727502249
515,515,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.2,0.0,,10716.35,5.358174999999999,500.0,0.041851732486026,0.0105007388837039,0.0096570127527532,74332907471024.25,11.987958848619074,64.23396076700867,891105098693390.4,0.0016129582310389,0.0009019407709213
516,516,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.05,0.2,,10797.7,5.39885,500.0,0.0431382047138213,0.0109968756316163,0.0096682922826405,74897183742587.6,11.61891938278804,62.725881099535776,870183806204586.5,0.0016252025261669,0.0009087875873947
517,517,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.05,0.05,,10806.1,5.403049999999999,500.0,0.0435934715369398,0.0104364416434718,0.0096025160681433,74955449516172.52,11.489896931985191,62.06986402617677,861083010427404.2,0.0016264668418286,0.0009094945727466
518,518,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.05,0.0,,10797.55,5.398775,500.0,0.0428639918972293,0.0105406205213379,0.0096788192977835,74896143282345.02,11.705904885747454,63.19160180260226,876644657880461.8,0.0016251799491016,0.0009087749626562
519,519,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.0,0.2,,10736.4,5.3682,500.0,0.04286172208636,0.0110189988311536,0.0099148230062466,74471982323450.16,11.690869506873188,62.75924687720209,870646683072918.2,0.0016159760321123,0.0009036282776243
520,520,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.0,0.05,,10832.65,5.4163250000000005,500.0,0.042727928894385,0.0104248829116193,0.0098742141617578,75139610979110.5,11.72579472653845,63.517934273518144,881171804038506.8,0.001630462982402,0.0009117291514481
521,521,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,1.0,0.0,0.0,,10750.95,5.375475000000002,500.0,0.0435850254215892,0.0104013049903537,0.0098904128257817,74572906966981.14,11.51253126390267,61.89567949993754,858666582768392.4,0.0016181660074548,0.0009048528772517
522,522,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.2,,10790.0,5.3950000000000005,500.0,0.0427749163848005,0.0109951710142356,0.0094068522475793,74843773450134.78,11.74224056810878,63.34926413655104,878831876416825.5,0.0016240435701438,0.0009081395174888
523,523,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.05,,10765.45,5.382725000000001,500.0,0.0432226347765776,0.0104509305240045,0.0094469493166735,74673484790431.28,11.59930607327621,62.443742486289565,866269752738167.2,0.0016203484571088,0.0009060732686329
524,524,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.0,,10830.85,5.415425000000001,500.0,0.043409868137084,0.0103300916320774,0.0095285361214118,75127125456199.47,11.546989016544147,62.53080676633554,867477578363998.6,0.0016301920576174,0.000911577654587
525,525,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.2,,10781.85,5.390924999999999,500.0,0.0426494346006392,0.010631771640256,0.009686866460592,74787241776954.19,11.753901585571736,63.37419168251349,879177691357081.5,0.0016228168829244,0.0009074535733676
526,526,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.05,,10763.7,5.381850000000001,500.0,0.0433249816057184,0.0105455387716823,0.0096746193143197,74661346087601.06,11.561707069931302,62.22140914394687,863185366027377.8,0.0016200850580127,0.000905925980018
527,527,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,,10796.55,5.398275,500.0,0.0431767774607947,0.0103690585497886,0.0096807302758726,74889206880727.77,11.611484284800966,62.69025328713617,869689548573491.2,0.0016250294353323,0.0009086907977334
528,528,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.2,,10762.8,5.381399999999999,500.0,0.0427232839472054,0.0109815237323163,0.0099124581577242,74655103326145.55,11.73000094839276,63.12550599636487,875727723765904.6,0.0016199495956203,0.0009058502315874
529,529,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.05,,10793.85,5.396925,500.0,0.0429917045467987,0.0105653192560523,0.0098575541557335,74870478596361.19,11.66104678416923,62.94292373115,873194795926469.4,0.0016246230481554,0.0009084635524417
530,530,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,,10781.55,5.390775,500.0,0.0427612865835498,0.0102206735948954,0.0099555029856626,74785160856469.0,11.722574161088314,63.190759955328176,876632979098875.0,0.0016227717287937,0.0009074283238907
531,531,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.2,,10779.95,5.389975000000001,500.0,0.0429391634102898,0.0111374119681125,0.0095268215692676,74774062613881.4,11.672950686673229,62.90807423124659,872711335671488.6,0.0016225309067629,0.0009072936600142
532,532,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.05,,10801.15,5.400575,500.0,0.042908112473654,0.0103607873825311,0.0095181362977934,74921114328167.12,11.68372032356856,63.101329727619735,875392331146659.1,0.0016257217986708,0.0009090779563785
533,533,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,,10778.65,5.389325,500.0,0.043276444997437,0.0099245002411593,0.0096565931043144,74765045291778.98,11.569729086809408,62.35423582125812,865028044386009.6,0.0016223352388628,0.0009071842456145
534,534,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.2,,10802.4,5.401200000000001,500.0,0.0437305997414397,0.0113791744051831,0.0095828499860494,74929784830188.67,11.459421797162085,61.89733269397461,858689517203977.1,0.0016259099408824,0.000909183162532
535,535,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.05,,10735.7,5.367850000000001,500.0,0.0429216525851358,0.010245498041103,0.0096328330593242,74467126842318.06,11.675750270855502,62.67330280048291,869454397807421.5,0.0016158706724738,0.0009035693621783
536,536,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,,10770.6,5.385299999999999,500.0,0.0427833699641837,0.0103447726218962,0.0096476551982152,74709207258760.11,11.732782028783593,63.179630924151525,876478588239170.6,0.0016211236030204,0.0009065067179856
537,537,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.2,,10792.6,5.3963,500.0,0.0435440234492716,0.0109634762178341,0.009895246263776,74861808094339.62,11.510415757871783,62.115274573802864,861712982019391.9,0.0016244349059438,0.0009083583462882
538,538,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.05,,10821.1,5.410550000000001,500.0,0.0426677925948325,0.0105029082066468,0.0098359934713265,75059495540431.25,11.748268058010051,63.570594675018185,881902351426766.1,0.0016287245483673,0.0009107570465892
539,539,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,,10789.3,5.39465,500.0,0.042434091501127,0.0104585788010374,0.0099135781910058,74838917969002.7,11.8073382777301,63.69998446850441,883697350572353.8,0.0016239382105053,0.0009080806020428
540,540,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.2,0.2,,10804.2,5.4021,500.0,0.0576030089052664,0.0108293997817093,0.0096681896826436,74942270353099.72,8.698494161153892,46.984431056403,651805767130472.8,0.001626180865667,0.0009093346593932
541,541,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.2,0.05,,10771.05,5.385525,500.0,0.0569551289616611,0.0100284325770171,0.0095410510232799,74712328639487.86,8.798573058638844,47.38131714881433,657311689797005.5,0.0016211913342166,0.0009065445922009
542,542,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.2,0.0,,10765.15,5.382575000000001,500.0,0.0588338378966795,0.0103594919986357,0.0095331868561639,74671403869946.1,8.521931580691255,45.86541830986025,636281923480786.8,0.001620303302978,0.0009060480191561
543,543,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.05,0.2,,10789.6,5.3948,500.0,0.0591875658770959,0.0110883862396582,0.0096282955820999,74840998889487.86,8.460579468796464,45.64453421278601,633217641864445.1,0.0016239833646361,0.0009081058515196
544,544,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.05,0.05,,10798.0,5.399,500.0,0.0584448535553434,0.0105855660681706,0.0097313117304341,74899264663072.78,8.586896090258398,46.36264680142639,643179876506871.5,0.0016252476802977,0.0009088128368715
545,545,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.05,0.0,,10794.15,5.397074999999999,500.0,0.0583548080317171,0.0104506156623828,0.0095320325181137,74872559516846.34,8.58817032779343,46.3587437022702,643125729580273.1,0.0016246682022861,0.0009084888019186
546,546,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.0,0.2,,10793.05,5.396525,500.0,0.0592267152207426,0.0107032956605939,0.0098504557014425,74864929475067.39,8.457376699235867,45.64046988112791,633161258191072.6,0.00162450263714,0.0009083962205034
547,547,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.0,0.05,,10778.8,5.3894,500.0,0.059394039643152,0.0104064168376877,0.0098404722346062,74766085752021.55,8.446669923168026,45.51729627165842,631452494943219.2,0.0016223578159283,0.0009071968703529
548,548,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,2.0,0.0,0.0,,10785.15,5.392575000000001,500.0,0.0577828598381756,0.0102942619718439,0.009928041691517,74810131902291.11,8.677713987278468,46.80181107939022,649272316122685.8,0.0016233135783629,0.000907731317613
549,549,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.2,0.2,,10773.2,5.3866000000000005,500.0,0.0573238703455643,0.0109647352029044,0.0094936713962302,74727241902964.97,8.73772270017594,47.06776474569031,652961839004761.0,0.0016215149388205,0.000906725546785
550,550,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.2,0.05,,10752.2,5.3761,500.0,0.0580262857789079,0.0102270972196744,0.0095919531951368,74581577469002.7,8.6310102227325,46.40211216858808,643727371780083.0,0.0016183541496663,0.0009049580834053
551,551,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.2,0.0,,10804.55,5.402275000000001,500.0,0.0581051500627438,0.0103267563526192,0.0095386794039321,74944698093665.78,8.648160396032598,46.72196624980495,648164644512556.9,0.0016262335454863,0.0009093641171162
552,552,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.05,0.2,,10761.75,5.380875,500.0,0.05724729291164,0.0111565384157009,0.0096514701414585,74647820104447.44,8.762168244677488,47.14313838677077,654007482696538.2,0.0016197915561626,0.0009057618584184
553,553,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.05,0.05,,10813.6,5.4068000000000005,500.0,0.0569384104236774,0.0104134387892306,0.0096220804585769,75007472528301.88,8.813926852332369,47.65709173684678,661137456393855.6,0.0016275956950979,0.0009101258096679
554,554,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.05,0.0,,10811.25,5.405625,500.0,0.0580653338609067,0.01045646033581,0.0096851325430402,74991171984501.34,8.635506080544836,46.68211645778929,647611816188988.0,0.0016272419877402,0.0009099280220992
555,555,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.0,0.2,,10760.35,5.380175,500.0,0.0572685702211685,0.0111891988800321,0.0099236797564391,74638109142183.28,8.770295777418825,47.19445666892125,654719411127144.6,0.0016195808368857,0.0009056440275264
556,556,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.0,0.05,,10790.25,5.395124999999999,500.0,0.0587756357118621,0.0101998320604927,0.0099033864128722,74845507550539.08,8.51693173038328,45.95260128722015,637491395771098.6,0.0016240811985861,0.0009081605587195
557,557,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,1.0,0.0,0.0,,10775.1,5.387549999999999,500.0,0.0582581246541081,0.0105673910957806,0.0098633757424809,74740421066037.73,8.609982920154163,46.384753901086086,643486563950536.0,0.001621800914982,0.0009068854601384
558,558,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,0.5,0.2,0.2,,10762.9,5.38145,500.0,0.0577309735574601,0.0110753265646095,0.0095275450756405,74655796966307.28,8.693436770546608,46.79326774031874,649153796060781.4,0.0016199646469973,0.0009058586480797
559,559,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.2,0.5,0.2,0.05,,10777.9,5.388950000000001,500.0,0.0569451799971204,0.0105330854702364,0.0096125782544946,74759842990566.03,8.812981513478356,47.489934089550246,658818511243768.4,0.0016222223535359,0.0009071211219223
