,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
24,24,0.03,982,2,100000.0,1.37934440695512,,100000.0,100.0,982.0,0.9814826203314624,0.17615814994764,0.0309425139214264,792250029946097.1,1.0005271409374146,100.05271409374144,792667657369549.6,0.0339827471750366,0.018043491815716
25,25,0.03,1002,2,100000.0,1.38819192301866,,100000.0,100.0,1002.0,1.0013224026624812,0.1969595279382684,0.0322702531270768,758378243512974.1,1.000676702464378,100.06767024643784,758891439939290.2,0.0331960267677598,0.0174734042161551
26,26,0.03,1022,2,100000.0,1.39749037919015,,100000.0,100.0,1022.0,1.0189806491889613,0.1982246631269621,0.0360121075267551,723816483516483.5,1.002963109077137,100.2963109077137,725961230708972.6,0.0323155747198201,0.0168641047739959
27,27,0.03,1042,2,100000.0,1.40690115714451,,100000.0,100.0,1042.0,1.0417128199474064,0.1789159128306547,0.0346730523030494,688442514970059.8,1.0002756806358668,100.02756806358668,688632305240344.5,0.0313469525429106,0.0162128995034237
28,28,0.03,1062,2,100000.0,1.41643111237549,,100000.0,100.0,1062.0,1.0607132203836045,0.1766775920996391,0.0356091504845777,817149450549450.5,1.0012131267826851,100.12131267826852,818140756433368.5,0.0379215372888003,0.0194388423740988
29,29,0.03,1082,2,100000.0,1.42608801864174,,100000.0,100.0,1082.0,1.0812648783348775,0.174204665206659,0.0348170009672137,809554790419161.6,1.000679871953535,100.0679871953535,810105184016017.5,0.0382850274281818,0.019439050046323
30,30,0.03,1102,2,100000.0,1.43534393733411,,100000.0,100.0,1102.0,1.1013784695014692,0.1729897094509156,0.0345148638129458,801870129870129.9,1.0005643205453365,100.05643205453364,802322641659107.2,0.0386225625650861,0.0194223254824911
31,31,0.03,1122,2,100000.0,1.44497470086693,,100000.0,100.0,1122.0,1.1208338055280365,0.1949771115160525,0.0304469354003907,794076447105788.5,1.0010404704660154,100.10404704660154,794902660196760.5,0.0389441711380064,0.0243662305236451
32,32,0.03,1142,2,100000.0,1.45469620088515,,100000.0,100.0,1142.0,1.1416180410310517,0.1654148990300184,0.0350058963881371,786192207792207.8,1.0003345768507683,100.03345768507684,786455249505189.4,0.0392476780776982,0.0246211958526311
33,33,0.03,1162,2,100000.0,1.46474671629238,,100000.0,100.0,1162.0,1.1591883394971774,0.1977169614182533,0.0310798256790409,778204391217564.9,1.002425542430872,100.2425542430872,780091958988354.1,0.0395321804191182,0.0252014906820285
34,34,0.03,1182,2,100000.0,1.47474509520611,,100000.0,100.0,1182.0,1.1803819678975742,0.1965240580787482,0.0304738529044744,770220179820179.8,1.0013707699256942,100.13707699256943,771275974478840.1,0.0398014825485722,0.0253622698808109
35,35,0.03,1202,2,100000.0,1.48420475439885,,100000.0,100.0,1202.0,1.2003744376418126,0.1697728141112282,0.0317543135569924,762128143712574.9,1.0013542127416348,100.13542127416348,763160227355549.0,0.040054110500561,0.0255044700182977
36,36,0.03,1222,2,100000.0,1.49435122001166,,100000.0,100.0,1222.0,1.2209329322438407,0.1703920928467251,0.0332792748588774,754044355644355.6,1.0008739773725313,100.08739773725311,754703373349073.6,0.0402886507968967,0.0256312028160153
37,37,0.03,1242,2,100000.0,1.50458299346498,,100000.0,100.0,1242.0,1.241790708921826,0.1958869127223309,0.0311706778353449,745756786427145.8,1.0001685397359397,100.01685397359395,745882476079005.4,0.0405009547715522,0.0257351857584571
38,38,0.03,1262,2,100000.0,1.51490270238743,,100000.0,100.0,1262.0,1.261151584401432,0.1883668856406402,0.0317041093269847,737473026973027.0,1.0006727308668215,100.06727308668218,737969147841720.2,0.0406945297021297,0.0258229877807464
39,39,0.03,1282,2,100000.0,1.52531141053088,,100000.0,100.0,1282.0,1.2809693775611777,0.1762655713103415,0.0334276045149725,729182634730538.9,1.0008045644625672,100.08045644625672,729769309165164.2,0.040876226231732,0.025894950177332
40,40,0.03,1302,2,100000.0,1.53529692139643,,100000.0,100.0,1302.0,1.2991846634565718,0.1766375141269127,0.0341296397026888,720799401197604.8,1.0021670025998752,100.21670025998752,722361375373988.5,0.0410336382949026,0.026014520257547
41,41,0.03,1322,2,100000.0,1.54611350370685,,100000.0,100.0,1322.0,1.3217735041939704,0.1779539001528703,0.0300343100855354,712311976047904.1,1.0001713575021067,100.01713575021068,712434036048840.5,0.0411733615402917,0.0264120543452495
42,42,0.03,1342,2,100000.0,1.55622777412061,,100000.0,100.0,1342.0,1.3412754116418455,0.1695920546922186,0.0307212186293845,703828742514970.0,1.0005402233962282,100.05402233962282,704208967268614.5,0.0412924334718343,0.0268724721708684
43,43,0.03,1362,2,100000.0,1.5672334053583,,100000.0,100.0,1362.0,1.3617328537625326,0.1944470374059355,0.0305277707619468,695339920159680.6,1.0001961810914155,100.01961810914156,695476332704122.4,0.0413978210402879,0.0270900539728375
44,44,0.03,1382,2,100000.0,1.5774790998375,,100000.0,100.0,1382.0,1.3810637709336788,0.191032826147489,0.0304791682219593,686757085828343.4,1.00067790429814,100.067790429814,687222641408604.5,0.0414765822703581,0.0271253359607875
45,45,0.03,1402,2,100000.0,1.58867462374292,,100000.0,100.0,1402.0,1.39599045265345,0.1641490675000024,0.0299256406965898,678069960079840.4,1.0043048627840736,100.43048627840736,680988958215986.4,0.041536956382027,0.0271393425464099
46,46,0.03,1422,2,100000.0,1.59905294879362,,100000.0,100.0,1422.0,1.4205730245209909,0.1705574321577501,0.0320880600794718,669387125748503.0,1.0010045069520384,100.10045069520385,670059529769922.4,0.0415747669410863,0.0271371692213219
47,47,0.03,1442,2,100000.0,1.61044060976595,,100000.0,100.0,1442.0,1.4395465169891395,0.1704247758925063,0.0288657856440888,660700000000000.0,1.0017043443764444,100.17043443764446,661826060329516.9,0.0415909985851981,0.0271176562333259
48,48,0.03,1462,2,100000.0,1.62094413794722,,100000.0,100.0,1462.0,1.4612051460951534,0.1709334939144742,0.0292153420011519,652017564870259.5,1.0005439714655884,100.05439714655884,652372243820611.5,0.0415969111364629,0.0270816850032256
49,49,0.03,1482,2,100000.0,1.63252361152239,,100000.0,100.0,1482.0,1.474731980390061,0.1764061867114771,0.0319928663529182,643230769230769.2,1.0049283664466386,100.49283664466388,646400846171291.6,0.0415686917553644,0.0270257307451202
50,50,0.03,1502,2,100000.0,1.64315853578386,,100000.0,100.0,1502.0,1.5014293749532044,0.1960894225683581,0.0302922915368931,634448303393213.5,1.0003800545375727,100.03800545375726,634689428349773.4,0.0415254388890455,0.0269756456779416
51,51,0.03,1522,2,100000.0,1.65494170927134,,100000.0,100.0,1522.0,1.5190147428559158,0.1692427326378532,0.0290493006353714,625267132867132.9,1.0019652588351262,100.1965258835126,626495944624314.0,0.0414343847628038,0.0269367258619573
52,52,0.03,1542,2,100000.0,1.6668514497279,,100000.0,100.0,1542.0,1.54092341416208,0.1720723665734175,0.0302807617808193,616479041916167.8,1.000698662781048,100.06986627810478,616909752878050.6,0.0413477250581785,0.0269964967697765
53,53,0.03,1562,2,100000.0,1.67771008122563,,100000.0,100.0,1562.0,1.5175721654452443,0.1720853517839637,0.030682248090855,607594405594405.6,1.0292755992541027,102.92755992541028,625382095921622.1,0.0412332460818059,0.0268981572907872
54,54,0.03,1582,2,100000.0,1.68982661204537,,100000.0,100.0,1582.0,1.5793003994003811,0.1900835862082048,0.0296895103820715,598809780439121.8,1.001709364855884,100.17093648558844,599833364833164.1,0.0411027756229203,0.0267894113064466
55,55,0.03,1602,2,100000.0,1.70082426307364,,100000.0,100.0,1602.0,1.6013988727586366,0.1750255296721465,0.0297678300325893,589923076923076.9,1.0003753763360206,100.03753763360204,590144520086226.2,0.0409426240260064,0.0266613823660803
56,56,0.03,1622,2,100000.0,1.713153407462,,100000.0,100.0,1622.0,1.617768356621582,0.1675786766107549,0.0293598539003787,581040518962075.9,1.0026157288595106,100.26157288595108,582560363416070.1,0.0407631537706484,0.0265194454290727
57,57,0.03,1642,2,100000.0,1.72428741222392,,100000.0,100.0,1642.0,1.6416529835739766,0.1912611776445205,0.0293724852076855,572158083832335.2,1.000211382325921,100.02113823259214,572279027938890.4,0.0405566756693419,0.0263629901300799
58,58,0.03,1662,2,100000.0,1.73682623902021,,100000.0,100.0,1662.0,1.6586995316779394,0.1936488632112245,0.0329424646716878,563175149700598.9,1.001989792761756,100.1989792761756,564295751537074.0,0.0403236877015192,0.0261881271082604
59,59,0.03,1682,2,100000.0,1.74809352760542,,100000.0,100.0,1682.0,1.6793637981136271,0.1690058807973615,0.0292332278161629,554293113772455.1,1.0015697622452826,100.15697622452824,555163222175275.2,0.0400712124937072,0.0260038616318625
60,60,0.03,1702,2,100000.0,1.76085219547323,,100000.0,100.0,1702.0,1.7008220808372698,0.1758562336130802,0.0325585902419797,545406586826347.3,1.000692558719693,100.0692558719693,545784312913832.0,0.0397994556591762,0.0258059451763407
61,61,0.03,1722,2,100000.0,1.77374138198766,,100000.0,100.0,1722.0,1.7211299291541309,0.1911565777994432,0.0293796792400421,536524550898203.6,1.000505523046884,100.0505523046884,536795776423901.7,0.0395018392479514,0.0255951519275012
62,62,0.03,1742,2,100000.0,1.78522668397861,,100000.0,100.0,1742.0,1.739220063333505,0.1704877354793214,0.0290806236446824,527638023952095.8,1.0015983812083946,100.15983812083948,528481390654415.3,0.0391809454470169,0.0253735804827988
63,63,0.03,1762,2,100000.0,1.79833578017,,100000.0,100.0,1762.0,1.7599951249176229,0.190315845267172,0.029022935509417,518755988023952.06,1.0011391367248652,100.11391367248652,519346922021153.8,0.0388318539939673,0.0251600762832073
64,64,0.03,1782,2,100000.0,1.80996060028449,,100000.0,100.0,1782.0,1.77488623286672,0.1780440915360723,0.0294245161144164,544867664670658.7,1.0040080130216518,100.40080130216516,547051501365735.6,0.0411047440802156,0.0266463712848948
65,65,0.03,1802,2,100000.0,1.82329779796716,,100000.0,100.0,1802.0,1.8014479070143352,0.1703528298447117,0.0288930539433722,539278842315369.3,1.0003064718016632,100.03064718016633,539444116073772.56,0.0409778002729612,0.0265856286204987
66,66,0.03,1822,2,100000.0,1.8350535944249,,100000.0,100.0,1822.0,1.8207106145789569,0.1924333619460954,0.0298653066475386,533687225548902.2,1.0007081770220478,100.07081770220478,534065170578996.5,0.0408285143891041,0.0265159584254848
67,67,0.03,1842,2,100000.0,1.84862940133004,,100000.0,100.0,1842.0,1.826758146842394,0.1932851620042725,0.0282783535591609,527898403193612.8,1.0083436623419209,100.83436623419207,532303009220699.6,0.0412324718517095,0.0264273729736923
68,68,0.03,1862,2,100000.0,1.86233432512373,,100000.0,100.0,1862.0,1.8600894296987465,0.1744331079059198,0.0314586398476749,522306786427145.7,1.0010271389486705,100.10271389486704,522843268070640.0,0.041272958609137,0.0263395414985933
69,69,0.03,1882,2,100000.0,1.87432030347042,,100000.0,100.0,1882.0,1.873744606123637,0.1764087506373005,0.0284268554369029,516717964071856.25,1.0044058266262026,100.44058266262029,518994533836201.3,0.0413026211163969,0.0262434324663629
70,70,0.03,1902,2,100000.0,1.88826382191019,,100000.0,100.0,1902.0,1.9006628368667864,0.1705550257284676,0.028096181068611,511126347305389.2,1.000703524637446,100.0703524637446,511485937283566.4,0.0413116475142457,0.0261387675219613
71,71,0.03,1940,2,100000.0,1.9133402868826,,100000.0,100.0,1940.0,1.9390854196067264,0.1921076627082471,0.0281000126304158,500504790419161.7,1.000471655546489,100.04716555464888,500740856279607.1,0.0413127131227614,0.0259174476565342
72,72,0.03,1980,2,100000.0,1.93999436174058,,100000.0,100.0,1980.0,1.9796753222590269,0.1995053226966592,0.029035021086746,489324351297405.2,1.000164005550467,100.0164005550467,489404603206996.7,0.0412707578325436,0.0256526527547787
73,73,0.03,2020,2,100000.0,1.96926697564054,,100000.0,100.0,2020.0,2.019074528302553,0.1697552985834545,0.0286685949346521,478144755244755.25,1.0004583643072475,100.04583643072476,478363919734257.06,0.0411858776623923,0.0253564878238074
74,74,0.03,2060,2,100000.0,1.99677823265283,,100000.0,100.0,2060.0,2.05321617995969,0.1849766835750413,0.0314127798373837,467033466533466.56,1.0033039969714457,100.33039969714454,468576543692456.8,0.041067014860057,0.0250304667302727
75,75,0.03,2100,2,100000.0,2.02466039073176,,100000.0,100.0,2100.0,2.0998043486602,0.1690193636243597,0.0272705218991726,455883916083916.06,1.0000931759856222,100.00931759856222,455926393517126.4,0.0409033440065348,0.0246707785766269
76,76,0.03,2140,2,100000.0,2.05291352466854,,100000.0,100.0,2140.0,2.1193764196755183,0.1713672475207158,0.0278935845769776,444803496503496.5,1.0097309662092209,100.97309662092208,449131864297715.25,0.0406983250724066,0.024288151783565
77,77,0.03,2180,2,100000.0,2.08431552800331,,100000.0,100.0,2180.0,2.178502102915445,0.1785485158587186,0.0306622600761197,433790109890109.94,1.0006875811974432,100.06875811974432,434088375813307.2,0.0404688736091449,0.0244230560420071
78,78,0.03,2220,2,100000.0,2.11345312535308,,100000.0,100.0,2220.0,2.21354247583713,0.1812494390928981,0.0302475904491253,422808991008991.0,1.0029172804377418,100.2917280437742,424042443407362.8,0.040199762117593,0.0239888903960801
79,79,0.03,2260,2,100000.0,2.1429622327596,,100000.0,100.0,2260.0,2.2591685582610808,0.1654619154248596,0.030884387069023,411862237762237.75,1.0003680299709723,100.03680299709728,412013815409646.06,0.0398958533225889,0.0231720445908506
80,80,0.03,2300,2,100000.0,2.17604981157174,,100000.0,100.0,2300.0,2.2983716436378927,0.1691561305355614,0.0274170461169217,401046753246753.3,1.0007084826192554,100.07084826192556,401330887900937.5,0.0395653257695169,0.0226175016071077
81,81,0.03,2340,2,100000.0,2.20643530549343,,100000.0,100.0,2340.0,2.3369109702116475,0.1925449398685343,0.0321973314365844,390267365269461.1,1.001321843162931,100.13218431629308,390783237517957.6,0.0391992815291191,0.0219609118940668
82,82,0.03,2380,2,100000.0,2.2407253093739,,100000.0,100.0,2380.0,2.3731369112474567,0.173416748741456,0.0301103771315508,379586227544910.1,1.0028919902261078,100.28919902261076,380683987204935.1,0.0388042333171665,0.0213751444420304
83,83,0.03,2420,2,100000.0,2.27199922708582,,100000.0,100.0,2420.0,2.4183674107825937,0.1642617829090926,0.0302477732366126,368967864271457.06,1.000675079067857,100.06750790678568,369216946753338.56,0.0383784213356959,0.0208573080011677
84,84,0.03,2460,2,100000.0,2.30751577788907,,100000.0,100.0,2460.0,2.4526522813075644,0.1939823394106301,0.0275497236148082,358486027944111.8,1.0029958256816245,100.29958256816242,359559989593130.25,0.0379270863931367,0.0203737335082328
85,85,0.03,2500,2,100000.0,2.33964985814201,,100000.0,100.0,2500.0,2.4925745254804497,0.1792615952230777,0.031200137338103,382872455089820.3,1.0029790381164707,100.29790381164707,384013046727279.6,0.0411903099361312,0.021867180026833
86,86,0.03,2540,2,100000.0,2.37639841623405,,100000.0,100.0,2540.0,2.536736774560268,0.1754437219264462,0.0279644030104491,374625748502994.0,1.001286387090871,100.12863870908711,375107662229776.2,0.0409708280961254,0.0214952547582376
87,87,0.03,2580,2,100000.0,2.4093760120274,,100000.0,100.0,2580.0,2.579435697692133,0.172579133730752,0.0303520253157049,366500399201596.8,1.0002187696744569,100.02187696744568,366580578374618.4,0.0407361421949864,0.0211297880221385
88,88,0.03,2620,2,100000.0,2.44737634034406,,100000.0,100.0,2620.0,2.619056496585017,0.1988934134844448,0.0307335364134121,358355089820359.25,1.000360245537358,100.0360245537358,358484185642256.5,0.0404693910020045,0.0207394619923929
89,89,0.03,2660,2,100000.0,2.48115748291476,,100000.0,100.0,2660.0,2.657327535726836,0.1706718099374822,0.0285360576243943,350269760479041.94,1.0010056962257132,100.10056962257131,350622025455137.2,0.0401796260487842,0.0203442949439244
90,90,0.03,2700,2,100000.0,2.52037924302545,,100000.0,100.0,2700.0,2.6946755917715564,0.1706015859247891,0.0281287088524405,342242315369261.44,1.0019758995274617,100.19758995274616,342918551798476.94,0.0398683979590067,0.0199250321875388
91,91,0.03,2740,2,100000.0,2.56033075568009,,100000.0,100.0,2740.0,2.7296562914280003,0.1752321141340975,0.031397710958225,334356287425149.7,1.0037893813241183,100.37893813241186,335623290896320.2,0.0395443879262916,0.0195046368901174
92,92,0.03,2780,2,100000.0,2.59533132960116,,100000.0,100.0,2780.0,2.7781135029608777,0.1890214857829232,0.028028090112754,326470259481037.94,1.0006790568625477,100.06790568625478,326691951351156.25,0.0391928297016525,0.0190046954012619
93,93,0.03,2820,2,100000.0,2.63055503993081,,100000.0,100.0,2820.0,2.818542429887202,0.1760985901716365,0.0282706379895138,318640019960079.8,1.000517136125872,100.0517136125872,318804800225549.75,0.0388190440382602,0.0185950979510658
94,94,0.03,2860,2,100000.0,2.67213080713945,,100000.0,100.0,2860.0,2.8562376889599363,0.1915786578519922,0.0303808034255676,310953293413173.6,1.0013172261729495,100.13172261729495,311362889229822.4,0.0384356063019331,0.018183552431066
95,95,0.03,2900,2,100000.0,2.71439989459601,,100000.0,100.0,2900.0,2.8963727323184685,0.1727944526978543,0.0266523556875746,303266566866267.5,1.001252348373901,100.12523483739014,303646362258141.1,0.0380238461407731,0.0177627256089231
96,96,0.03,2940,2,100000.0,2.7573716065909,,100000.0,100.0,2940.0,2.936017588536288,0.1712370905628089,0.0272148222769911,295679840319361.25,1.0013563990485823,100.13563990485828,296080900173455.44,0.0375937110857119,0.0173391803244859
97,97,0.03,2980,2,100000.0,2.80100707437405,,100000.0,100.0,2980.0,2.976663512916275,0.1727132582488082,0.0262981408785884,288193113772455.1,1.001120881506844,100.1120881506844,288516144104082.44,0.0371527359588345,0.0169138332740056
98,98,0.03,3020,2,100000.0,2.84531874534409,,100000.0,100.0,3020.0,3.016289149276417,0.1685469482475904,0.0270259225664511,280806387225548.9,1.001230270222758,100.1230270222758,281151854962112.75,0.0366986085473256,0.0164818596388834
99,99,0.03,3060,2,100000.0,2.89022832317146,,100000.0,100.0,3060.0,3.050689261475327,0.1690424991729334,0.0271521422117232,273471257485030.0,1.003052011439595,100.30520114395954,274305894891274.72,0.036225423738812,0.0160456752791437
100,100,0.03,3100,2,100000.0,2.9357679455802,,100000.0,100.0,3100.0,3.0967655361191646,0.1901350929345266,0.0278454287657091,266283832335329.3,1.0010444652147896,100.10444652147896,266561956535464.47,0.0357450100032633,0.0156228597104831
101,101,0.03,3140,2,100000.0,2.98191673850952,,100000.0,100.0,3140.0,3.1374297386664693,0.1728934797634844,0.030525584601789,259146606786427.12,1.000819225145301,100.0819225145301,259358906203026.0,0.0352449235594717,0.0152088482315148
102,102,0.03,3180,2,100000.0,3.01981053489921,,100000.0,100.0,3180.0,3.167897390228518,0.17258668798812,0.0308352254284123,266513772455090.0,1.003820391976335,100.38203919763352,267531959532960.2,0.0367181349482992,0.0156409385518994
103,103,0.03,3220,2,100000.0,3.06663905610976,,100000.0,100.0,3220.0,3.217828752841342,0.1663970945687745,0.0269252171665605,274967964071856.3,1.0006747553476054,100.06747553476056,275153500176034.0,0.0383693300574154,0.0161293291219259
104,104,0.03,3260,2,100000.0,3.11390134523994,,100000.0,100.0,3260.0,3.257759596260257,0.1710216457412745,0.0272893019226643,268878443113772.44,1.0006877130351528,100.06877130351528,269063354323973.38,0.0379926954357429,0.0157574276889854
105,105,0.03,3300,2,100000.0,3.16156718411374,,100000.0,100.0,3300.0,3.297779626801457,0.1756959864601944,0.0264685264698798,262788922155688.62,1.0006732933821585,100.06732933821584,262965856197880.62,0.0375947996528279,0.0153816256836969
106,106,0.03,3340,2,100000.0,3.2199363218843,,100000.0,100.0,3340.0,3.3384014928542456,0.1854684453005287,0.0268498014471913,256800199800199.8,1.0004788241166247,100.04788241166246,256923161929018.2,0.0371888546114827,0.0150043937949284
107,107,0.03,3380,2,100000.0,3.2686439348652,,100000.0,100.0,3380.0,3.3704973208059528,0.1709109513744841,0.0263126041093643,250910689310689.3,1.0028193700482677,100.2819370048268,251618099392922.1,0.0367751949843623,0.0146315553054295
108,108,0.03,3420,2,100000.0,3.3175066557838,,100000.0,100.0,3420.0,3.411632412689869,0.1750684630635945,0.0294647066113072,245121178821178.8,1.0024526637978368,100.24526637978369,245722378662556.62,0.0363544981900631,0.0142571994568179
109,109,0.03,3460,2,100000.0,3.36648067507975,,100000.0,100.0,3460.0,3.4565294385020024,0.1661705930007956,0.0298665848170729,239331668331668.4,1.001004059580497,100.10040595804968,239571971586173.03,0.0359123250758317,0.0138826694547244
110,110,0.03,3500,2,100000.0,3.42778962844707,,100000.0,100.0,3500.0,3.4969320793484258,0.1626307819895761,0.0269743137522853,233642157842157.84,1.0008773177693937,100.08773177693934,233847136258912.2,0.0354639012965393,0.0135086846928518
111,111,0.03,3540,2,100000.0,3.47714994222949,,100000.0,100.0,3540.0,3.5375482864233163,0.1957840181419197,0.0303094206844757,227995804195804.2,1.0006930544484984,100.06930544484985,228153817702141.03,0.0350010705953929,0.0131368041367753
112,112,0.03,3580,2,100000.0,3.53967455909756,,100000.0,100.0,3580.0,3.5756342901222524,0.1668650454297197,0.0273713321536983,222448051948052.0,1.001220960960635,100.12209609606352,222719652335249.88,0.0345314414134986,0.0127678606369953
113,113,0.03,3620,2,100000.0,3.60295263305225,,100000.0,100.0,3620.0,3.595302777335746,0.1910874679222224,0.0305349052520588,216957142857142.88,1.0068693025855684,100.68693025855684,218447487119529.0,0.0340490778892435,0.0124012359590931
114,114,0.03,3660,2,100000.0,3.65228949266039,,100000.0,100.0,3660.0,2.4890060366314906,0.1697419197807199,0.0295087255841778,211566766467065.84,1.4704665019427918,147.04665019427918,311101843014173.9,0.0335613175034642,0.0120394454194588
