,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500,2,500000.0,1.17577026432641,,17856.0,0.0005796449678752,500.0,0.0459143784658522,0.0097179902962803,0.0096169623254934,8041300585.201571,10.88983487758336,0.006312237987783,87568435573.85957,1.7448909787654805e-07,9.757154799648572e-08
1,1,0.03,502,2,500000.0,1.17662360156545,,17649.0,0.000499348849264,502.0,0.0471728407007958,0.0100439657109314,0.0098390512054121,6919392965.305942,10.641716558560583,0.0053139289177113,73634218694.08386,1.5075084057927445e-07,8.434379603424978e-08
2,2,0.03,504,2,500000.0,1.17747901516844,,17508.0,0.0004223708578324,504.0,0.0470434518010733,0.0103177637242752,0.0096235775634936,5845976101.907867,10.713499556350587,0.0045250699980036,62630862374.22608,1.278814835706068e-07,7.158789233788284e-08
3,3,0.03,506,2,500000.0,1.17837189466193,,17639.0,0.0003544743640757,506.0,0.0463478652794719,0.0100209722227977,0.0096058459736121,4900568807.38965,10.917439173279751,0.003869952308284,53501661869.148605,1.0762597580184784e-07,6.02886631518312e-08
4,4,0.03,508,2,500000.0,1.1791362468331,,17530.0,0.0002891638030001,508.0,0.0479763439028602,0.0102246162316786,0.009545455820565,3993039229.071981,10.58855174601403,0.003061825891141,42280502500.89263,8.80479897506254e-08,4.935244528979823e-08
5,5,0.03,510,2,500000.0,1.18000708146274,,17767.0,0.0002290997510071,510.0,0.0478611136700806,0.0110187656995304,0.0097470516636802,3159960653.696726,10.655832279949976,0.0024412485221107,33672010737.0334,6.99681157353898e-08,3.923847422145087e-08
6,6,0.03,512,2,500000.0,1.18089388467086,,17637.0,0.000177419963569,512.0,0.0462327810270153,0.0102482355076694,0.0095697446993529,2444310481.40177,11.07439329035434,0.001964818454124,27069255594.77855,5.432635238332655e-08,3.048609518487855e-08
7,7,0.03,514,2,500000.0,1.18169303123046,,17615.0,0.0001410428654642,514.0,0.0476687980211636,0.0110477698841097,0.0099862636933561,1940891462.9698625,10.78273464692351,0.0015208277921432,20928117623.6832,4.331564128371564e-08,2.431476951128041e-08
8,8,0.03,516,2,500000.0,1.18256256858225,,17625.0,0.0001049466212429,516.0,0.0497289436971186,0.0093655840035333,0.0095052723247575,1442494765.9998116,10.376250964484038,0.0010889524798911,14967687706.968723,3.2326336711462573e-08,1.8151611441103648e-08
9,9,0.03,518,2,500000.0,1.18333929872482,,17592.0,7.779113005338763e-05,518.0,0.049736439476419,0.0104629549545608,0.0094602857503207,1067999223.3568592,10.4148991253303,0.0008101867723514,11123104177.192793,2.4028423789751723e-08,1.3499340242736252e-08
10,10,0.03,520,2,500000.0,1.18413280440169,,17575.0,5.396561982484885e-05,520.0,0.0421894048265585,0.0107177874252172,0.0096967213213586,740035425.1584078,12.325369417694564,0.0006651462001961,9121209997.258036,1.6714001612244557e-08,9.396010507263884e-09
11,11,0.03,522,2,500000.0,1.184814908884,,17676.0,3.038892409644121e-05,522.0,0.0477794705170708,0.0098317053144178,0.0093442105039449,416191742.0435427,10.925194321973438,0.0003320049009893,4546975657.026346,9.436709537197317e-09,5.307832895131398e-09
