,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
25,25,0.03,1002,2,100000.0,1.38819192301866,,3880.0,3.88,1002.0,0.0945085331900372,0.0098649508051415,0.0093818361159749,29425075848303.4,10.602217240904412,41.13660289470912,311971046473802.3,0.001288005838589,0.0006779680835868
26,26,0.03,1022,2,100000.0,1.39749037919015,,3847.0,3.847,1022.0,0.0982021755439745,0.0092717739491725,0.0090662405565229,27845220120879.12,10.407101414391294,40.0361191411633,289788029704037.94,0.0012431801594714,0.0006487621106556
27,27,0.03,1042,2,100000.0,1.40690115714451,,3863.0,3.863,1042.0,0.099708600386748,0.0094535358305605,0.0093426848677407,26594534353293.406,10.450452578396533,40.3700983103458,277924920103630.25,0.0012109327767326,0.0006263043078172
28,28,0.03,1062,2,100000.0,1.41643111237549,,3910.0,3.91,1062.0,0.0894320262934798,0.0092220084098459,0.0094408396579219,31950543516483.52,11.87494060030514,46.431017747193096,379410806405706.3,0.001482732107992,0.0007600587368272
29,29,0.03,1082,2,100000.0,1.42608801864174,,3920.0,3.92,1082.0,0.0979060067900263,0.0102272711654351,0.009456823253852,31734547784431.133,11.051415898520975,43.32155032220223,350711685917235.9,0.0015007730751847,0.0007620107618158
30,30,0.03,1102,2,100000.0,1.43534393733411,,3898.0,3.898,1102.0,0.0787845229760932,0.0102491623995574,0.0097527441324098,31256897662337.664,13.98751884725374,54.52334846659508,437206445158629.44,0.001505507488787,0.0007570822473075
31,31,0.03,1122,2,100000.0,1.44497470086693,,3957.0,3.957,1122.0,0.0948910529734803,0.0090283742369241,0.0097745039634424,31421605011976.05,11.8240863057297,46.78790951177242,371531769526153.7,0.0015410208519309,0.0009641717418206
32,32,0.03,1142,2,100000.0,1.45469620088515,,4019.0,4.018999999999999,1142.0,0.0954695516800256,0.0099888999451569,0.0102065776332408,31597064831168.82,11.961929011958809,48.07499269906244,377961846496701.7,0.0015773641819426,0.0009895258613172
33,33,0.03,1162,2,100000.0,1.46474671629238,,4035.0,4.035,1162.0,0.1059491066234841,0.0092571448963658,0.0092336598322885,31400547185628.742,10.96752994935058,44.25398334562959,344386441684379.3,0.0015951234799114,0.0010168801490198
34,34,0.03,1182,2,100000.0,1.47474509520611,,4066.0,4.066,1182.0,0.1007051704470995,0.010167870392603,0.0095487129932511,31317152511488.51,11.7372325050669,47.723587365602015,367576700423980.5,0.0016183282804249,0.0010312298933537
35,35,0.03,1202,2,100000.0,1.48420475439885,,4052.0,4.052,1202.0,0.1073483983918777,0.0094829091687965,0.0098525369271658,30881432383233.527,11.197186152811264,45.37099829119124,345785147060519.75,0.0016229925574827,0.0010334411251414
36,36,0.03,1222,2,100000.0,1.49435122001166,,4027.0,4.027,1222.0,0.0959243772988429,0.0100008801052331,0.0092173411290841,30365366201798.203,12.739201800528548,51.30076565072847,386830527791656.4,0.001622423967591,0.0010321685374009
37,37,0.03,1242,2,100000.0,1.50458299346498,,4186.0,4.186,1242.0,0.1078631993414092,0.0097633877441196,0.0096166573415481,31217379079840.32,11.514585211484546,48.20005369527431,359455171494036.4,0.0016953699667371,0.001077274875849
38,38,0.03,1262,2,100000.0,1.51490270238743,,4276.0,4.276,1262.0,0.1066729224503433,0.0085223734257619,0.0096529108127471,31534346633366.64,11.830556161873846,50.58745814817256,373068858874041.3,0.001740098090063,0.0011041909575047
39,39,0.03,1282,2,100000.0,1.52531141053088,,4129.0,4.129,1282.0,0.1100280923669743,0.0113389793850125,0.0096364798493958,30107950988023.96,11.651569816589872,48.10933177269958,350804892971427.1,0.0016877793811082,0.001069202492822
40,40,0.03,1302,2,100000.0,1.53529692139643,,4057.0,4.057,1302.0,0.094395322264063,0.0098044967434407,0.009884822660521,29242831706586.824,13.793056358849697,55.958429647853215,403348025821308.9,0.0016647347056242,0.0010554090868486
41,41,0.03,1322,2,100000.0,1.54611350370685,,4281.0,4.281,1322.0,0.0993431164349658,0.0099568587016807,0.0096362950020043,30494075694610.77,13.30741421692198,56.96904026264298,405797296430358.3,0.0017626316075398,0.0011307000465201
42,42,0.03,1342,2,100000.0,1.55622777412061,,4306.0,4.306,1342.0,0.1149882633735615,0.010770464749497,0.0094674790291765,30306865652694.61,11.670756307017657,50.25427665801802,353704043462122.4,0.0017780521852971,0.0011571286516775
43,43,0.03,1362,2,100000.0,1.5672334053583,,4293.0,4.293,1362.0,0.1120330287101296,0.0104182419209256,0.0098547574473514,29850942772455.09,12.157129158080616,52.19055547564009,362901766775209.6,0.0017772084572595,0.0011629760170539
44,44,0.03,1382,2,100000.0,1.5774790998375,,4273.0,4.273,1382.0,0.1167615379067683,0.0098256985087532,0.0097551309326389,29345130277445.11,11.836089390185132,50.57560996426108,347331585130468.56,0.0017722943604124,0.0011590656056044
45,45,0.03,1402,2,100000.0,1.58867462374292,,4389.0,4.389,1402.0,0.1290315862602256,0.0082850120688358,0.009614767420966,29760490547904.2,10.86555657133831,47.68892779160384,323364293639032.1,0.0018230570156071,0.0011911457443619
46,46,0.03,1422,2,100000.0,1.59905294879362,,4278.0,4.278,1422.0,0.1147413950966438,0.0100196525971215,0.0092701934786034,28636381239520.96,12.393086198771462,53.01762275834431,354893141122265.2,0.0017785685297396,0.0011609280992881
47,47,0.03,1442,2,100000.0,1.61044060976595,,4273.0,4.273,1442.0,0.1269557272023576,0.0094507069349866,0.0097337110840261,28231711000000.0,11.358290262097148,48.53397428994111,320663968133640.94,0.0017771833695455,0.00115873745085
48,48,0.03,1462,2,100000.0,1.62094413794722,,4263.0,4.263,1462.0,0.1304878339124116,0.0106075681831538,0.0095310087438949,27795508790419.164,11.20410965654737,47.76311946586144,311423928447382.7,0.0017732763217474,0.0011544922316875
49,49,0.03,1482,2,100000.0,1.63252361152239,,4390.0,4.390000000000001,1482.0,0.1300825195598918,0.0103059975334279,0.0098445092366684,28237830769230.777,11.392768259825,50.01425266063176,321707062114002.2,0.0018248655680605,0.0011864295797107
50,50,0.03,1502,2,100000.0,1.64315853578386,,4309.0,4.309,1502.0,0.1310123167500023,0.010945593343959,0.0096059689694078,27338377393213.57,11.46457094462436,49.40083620038637,313422767135411.7,0.0017893311617289,0.0011623805722625
51,51,0.03,1522,2,100000.0,1.65494170927134,,4400.0,4.4,1522.0,0.1273292973232855,0.008874561759237,0.0097643779167234,27511753846153.844,11.953258456580375,52.59433720895364,328855104316896.1,0.0018231129295633,0.0011852159379261
52,52,0.03,1542,2,100000.0,1.6668514497279,,4388.0,4.388,1542.0,0.1263882777566323,0.0105383117590093,0.0095727507721592,27051100359281.44,12.200498553902344,53.53578765452348,330036910814880.44,0.0018143381755528,0.0011846062782577
53,53,0.03,1562,2,100000.0,1.67771008122563,,4473.0,4.473,1562.0,0.1268519203665619,0.0098386978549802,0.0095325279889683,27177697762237.76,12.313569991580062,55.07859857233761,334654483605323.5,0.0018443630972391,0.0012031545756169
54,54,0.03,1582,2,100000.0,1.68982661204537,,4500.0,4.5,1582.0,0.1410887634306163,0.0115271008066878,0.009748503239155,26946440119760.48,11.212799386238752,50.45759723807439,302145027236169.6,0.0018496249030314,0.00120552350879
55,55,0.03,1602,2,100000.0,1.70082426307364,,4557.0,4.557,1602.0,0.1206323651429102,0.0098641810142232,0.0095654584772788,26882794615384.617,13.280018161810473,60.517042763370334,357004000732528.5,0.0018657553768651,0.0012149591944222
56,56,0.03,1622,2,100000.0,1.713153407462,,4514.0,4.514,1622.0,0.1342688843731139,0.0100585032545007,0.009550393518437,26228169025948.105,12.080237409977247,54.53019166863729,316842508662464.8,0.001840048761207,0.0011970877666683
57,57,0.03,1642,2,100000.0,1.72428741222392,,4570.0,4.569999999999999,1642.0,0.1448323201673247,0.010185190292845,0.0094262825143786,26147624431137.715,11.337248468456476,51.811225500846085,296442115035691.2,0.0018534400780889,0.0012047886489446
58,58,0.03,1662,2,100000.0,1.73682623902021,,4561.0,4.561,1662.0,0.1340880106620261,0.0097181753302274,0.0096697794003799,25686418577844.312,12.394844190724356,56.53288435389379,318379156090107.75,0.0018391633960662,0.0011944404774077
59,59,0.03,1682,2,100000.0,1.74809352760542,,4589.0,4.589,1682.0,0.1523151468336436,0.0089484879675842,0.0095064651612771,25436510991017.97,11.042893861613484,50.675839930944285,280892691083576.25,0.0018388679413362,0.0011933172102861
60,60,0.03,1702,2,100000.0,1.76085219547323,,4706.0,4.706,1702.0,0.1362770960104171,0.0106853171174193,0.0096813200297555,25666833976047.902,12.489259382735142,58.774454655151565,320559747060461.44,0.0018729623833208,0.0012144277799985
61,61,0.03,1722,2,100000.0,1.77374138198766,,4521.0,4.521,1722.0,0.142207802923167,0.010272222660993,0.009937297606396,24256274946107.78,12.109040183472729,54.7449706694802,293720208023781.9,0.0017858781523998,0.0011571568186423
62,62,0.03,1742,2,100000.0,1.78522668397861,,4620.0,4.62,1742.0,0.1567814546133377,0.0113805515491575,0.0094574552276294,24376876706586.824,11.111008022576446,51.332857064303184,270851672652243.1,0.0018101596796521,0.0011722594183053
63,63,0.03,1762,2,100000.0,1.79833578017,,4556.0,4.556,1762.0,0.161372498359924,0.009786846511197,0.0095528372643269,23634522814371.258,10.918836963594924,49.74622120613848,258061501322484.47,0.0017691792679651,0.0011462930754629
64,64,0.03,1782,2,100000.0,1.80996060028449,,4678.0,4.678,1782.0,0.1520171232500615,0.0099382146851925,0.0094317980699646,25488909353293.41,11.722363651551856,54.83721716195959,298790264520746.9,0.0019228799280724,0.0012465172487073
65,65,0.03,1802,2,100000.0,1.82329779796716,,4651.0,4.651000000000001,1802.0,0.1496279676832728,0.0107406063597827,0.0092652803792328,25081858956087.832,12.04320307159695,56.01293748599743,302065920821318.44,0.0019058774906954,0.0012364975871393
66,66,0.03,1822,2,100000.0,1.8350535944249,,4644.0,4.644,1822.0,0.1588271272171368,0.0111360235589785,0.0095157308702504,24784434754491.02,11.471591987614902,53.274073190483605,284316923147183.44,0.0018960762082299,0.0012314011092795
67,67,0.03,1842,2,100000.0,1.84862940133004,,4758.0,4.758,1842.0,0.1721811125285057,0.0101900006656395,0.0093222053932698,25117406023952.098,10.698037508005092,50.90126246308823,268706951748032.56,0.0019618410107043,0.0012574144060882
68,68,0.03,1862,2,100000.0,1.86233432512373,,4691.0,4.691,1862.0,0.1735647642519779,0.0099078336466672,0.0095406811946597,24501411351297.406,10.727983920150892,50.32497256942784,262850746997721.12,0.0019361144883546,0.001235587891699
69,69,0.03,1882,2,100000.0,1.87432030347042,,4605.0,4.605,1882.0,0.1451688339359407,0.0101297498874419,0.0095229656299042,23794862245508.984,12.964215176037568,59.70021088565301,308481714234950.94,0.00190198570241,0.001208510065076
70,70,0.03,1902,2,100000.0,1.88826382191019,,4658.0,4.658,1902.0,0.1680081788952065,0.0104245727209244,0.0096549663935103,23808265257485.03,11.320877426963564,52.732647054796274,269530452728623.1,0.0019242965412135,0.0012175437911729
71,71,0.03,1940,2,100000.0,1.9133402868826,,4558.0,4.558,1940.0,0.177388816200164,0.0103847305038964,0.0091262134746605,22813008347305.387,10.9364279076699,49.84823840315941,249492821147377.0,0.0018830334641354,0.0011813172641848
72,72,0.03,1980,2,100000.0,1.93999436174058,,4832.0,4.832,1980.0,0.1641718455778118,0.0096876337321507,0.0099997072339656,23644152654690.62,12.060533235959436,58.276496596156,285161088927994.8,0.0019942030184685,0.0012395361811109
73,73,0.03,2020,2,100000.0,1.96926697564054,,4695.0,4.695,2020.0,0.1710577110293343,0.0101477423999147,0.00955509472597,22448896258741.26,11.808880101602638,55.44269207702439,265096324332791.6,0.0019336769562493,0.0011904871033277
74,74,0.03,2060,2,100000.0,1.99677823265283,,4625.0,4.625,2060.0,0.1913834506399325,0.0105712049856827,0.0098336349514487,21600297827172.83,10.76373110168062,49.78225634527287,232499797527904.5,0.0018993494372776,0.0011576590862751
75,75,0.03,2100,2,100000.0,2.02466039073176,,4478.0,4.478,2100.0,0.174621543279045,0.0112878873553518,0.0093899360750934,20414481762237.76,12.026007562218156,53.852461863612895,245504712051436.0,0.0018316517446126,0.0011047574646613
76,76,0.03,2140,2,100000.0,2.05291352466854,,4517.0,4.517,2140.0,0.1768567377130239,0.0100362833165714,0.0095082908997215,20091773937062.938,12.10018926998679,54.65655493253034,243114267408249.2,0.0018383433435206,0.0010970958160636
77,77,0.03,2180,2,100000.0,2.08431552800331,,4658.0,4.658,2180.0,0.2002404588038189,0.0091863795937029,0.0094341487103918,20205943318681.324,10.886910732340093,50.71123019124015,219980301173207.28,0.0018850401327139,0.0011376259504366
78,78,0.03,2220,2,100000.0,2.11345312535308,,4789.0,4.789000000000001,2220.0,0.1834446829570879,0.010581703669672,0.0097398770904893,20248322579420.586,12.101740776642249,57.955236579339726,245039951017980.0,0.0019251666078115,0.0011488279610682
79,79,0.03,2260,2,100000.0,2.1429622327596,,4749.0,4.749,2260.0,0.2163982287320323,0.0121498768504433,0.0096718164071696,19559337671328.668,10.443708403910165,49.59717121016937,204272019212971.9,0.0018946540742897,0.0011004403976194
80,80,0.03,2300,2,100000.0,2.17604981157174,,4759.0,4.759,2300.0,0.1965679589648061,0.0083112738420726,0.0093427000027147,19085814987012.992,11.700787921452628,55.68404971819306,223319073471121.2,0.0018829138533713,0.0010763669014822
81,81,0.03,2340,2,100000.0,2.20643530549343,,4676.0,4.676,2340.0,0.2076072512104474,0.0105451237049507,0.0096644832837647,18248902000000.004,11.271282608659885,52.70451747809362,205688531739738.62,0.0018329584043016,0.0010268922401665
82,82,0.03,2380,2,100000.0,2.2407253093739,,4888.0,4.888,2380.0,0.2226050424560526,0.0092936407078095,0.0099031631732267,18554174802395.207,10.691581707857615,52.26045138800802,198373475921681.25,0.0018967509245431,0.0010448170603264
83,83,0.03,2420,2,100000.0,2.27199922708582,,4817.0,4.817,2420.0,0.2099724445943138,0.0093516100302686,0.0098692362910757,17773182021956.09,11.525321832946524,55.51747526930341,204841642798583.2,0.0018486885557404,0.0010046965264162
84,84,0.03,2460,2,100000.0,2.30751577788907,,4791.0,4.791,2460.0,0.2160488354934386,0.010532350490592,0.0096078042204184,17175065598802.396,11.386314554214335,54.55183302924089,195560699397229.7,0.0018170867090951,0.0009761055723794
85,85,0.03,2500,2,100000.0,2.33964985814201,,4811.0,4.811,2500.0,0.2075067239120471,0.0086607297003355,0.0094375006275329,18419993814371.254,12.047802369332564,57.96197719885896,221920445119873.2,0.0019816658110272,0.0010520300310909
86,86,0.03,2540,2,100000.0,2.37639841623405,,4885.0,4.885,2540.0,0.2264582059760869,0.0105893262335646,0.0098389308889446,18300467814371.258,11.216197660190836,54.79112557003222,205261664279948.56,0.0020014249524957,0.0010500431949399
87,87,0.03,2580,2,100000.0,2.4093760120274,,4766.0,4.766,2580.0,0.2217491864248586,0.0106290189630597,0.0096995407301858,17467409025948.104,11.634766474664168,55.45129701824943,203229224934347.3,0.001941484537013,0.0010070456971351
88,88,0.03,2620,2,100000.0,2.44737634034406,,4866.0,4.8660000000000005,2620.0,0.2548210955246759,0.0108718369988218,0.0096918656597944,17437558670658.684,10.281723318885462,50.03086566969667,179288153608544.75,0.0019692405661575,0.0010091822205498
89,89,0.03,2660,2,100000.0,2.48115748291476,,4995.0,4.995,2660.0,0.2468649278116572,0.0094178200559354,0.0091800500247164,17495974535928.145,10.775123155725938,53.82174016285106,188521280354070.72,0.0020069723211367,0.001016197532449
90,90,0.03,2700,2,100000.0,2.52037924302545,,4831.0,4.831,2700.0,0.260789527435918,0.0091018318068208,0.0094600265650731,16533726255489.018,10.353176473558555,50.01619554376139,171176585688586.34,0.0019260423053996,0.00096257830498
91,91,0.03,2740,2,100000.0,2.56033075568009,,4919.0,4.919,2740.0,0.2680411971759895,0.0095077768678991,0.0096757946818788,16446985778443.111,10.222309215403858,50.283539030571575,168126174288595.25,0.0019451884420942,0.0009594330886248
92,92,0.03,2780,2,100000.0,2.59533132960116,,4897.0,4.897,2780.0,0.2629564287440189,0.0099402340827,0.0096031192384075,15987248606786.428,10.572093685932492,51.77154278001142,169018690051239.8,0.0019192728704899,0.0009306599337997
93,93,0.03,2820,2,100000.0,2.63055503993081,,4947.0,4.947,2820.0,0.2711139804450795,0.0101396904556361,0.0095105590418528,15763121787425.148,10.40152925854466,51.45636524202044,163960572477905.5,0.0019203781085727,0.0009198994956392
94,94,0.03,2860,2,100000.0,2.67213080713945,,4927.0,4.9270000000000005,2860.0,0.2845281801878627,0.0097387969694869,0.009577064448677,15320668766467.066,10.051728437273434,49.52486601044622,153999201917943.9,0.0018937223224962,0.0008959036282786
95,95,0.03,2900,2,100000.0,2.71439989459601,,4816.0,4.816,2900.0,0.2458373245199254,0.0101383244556816,0.0092505173794972,14605317860279.443,11.79641865067951,56.811552221672514,172290444006102.97,0.0018312284301396,0.0008554528653257
96,96,0.03,2940,2,100000.0,2.7573716065909,,4945.0,4.945,2940.0,0.2859960161922572,0.0085892907633924,0.0096197667857857,14621368103792.414,10.279863472026904,50.833924869173046,150305667881234.9,0.0018590090131884,0.0008574224670458
97,97,0.03,2980,2,100000.0,2.80100707437405,,4988.0,4.988,2980.0,0.2946459385311755,0.00942659885136,0.0093119100874517,14375072514970.064,10.113833623010205,50.4478021115749,145387091735114.06,0.0018531784696266,0.0008436620037074
98,98,0.03,3020,2,100000.0,2.84531874534409,,5034.0,5.034000000000001,3020.0,0.2976355804316881,0.0107659286655641,0.0096430603149094,14135793532934.137,10.146636351809208,51.07816739500756,143430756522939.0,0.0018474079542723,0.0008296968142213
99,99,0.03,3060,2,100000.0,2.89022832317146,,4905.0,4.905,3060.0,0.2929275702240375,0.011149571199308,0.0095342107482889,13413765179640.72,10.446268330630826,51.2389461617442,140123790390599.34,0.0017768570343887,0.0007870403724419
100,100,0.03,3100,2,100000.0,2.9357679455802,,4860.0,4.859999999999999,3100.0,0.3008095510522253,0.0100971429016724,0.0094486930975138,12941394251497.006,10.305523841102342,50.08484586775737,133367846995907.2,0.0017372074861585,0.0007592709819294
101,101,0.03,3140,2,100000.0,2.98191673850952,,4958.0,4.958,3140.0,0.2709083477611784,0.0108048424822361,0.0093121860521465,12848488764471.057,11.590635821854017,57.46637240475221,148922154130167.06,0.0017474433100786,0.0007540546953185
102,102,0.03,3180,2,100000.0,3.01981053489921,,4949.0,4.949,3180.0,0.3176282529202581,0.0120776107538415,0.0096431917737566,13189766598802.4,10.01170384171824,49.54792231266356,132052036928596.88,0.0018171804985913,0.0007740700489335
103,103,0.03,3220,2,100000.0,3.06663905610976,,4865.0,4.865,3220.0,0.3203822557834428,0.0098515689661699,0.0097440619790397,13377191452095.809,10.050494188968152,48.89565422933006,134447384954003.36,0.0018666679072932,0.0007846918617816
104,104,0.03,3260,2,100000.0,3.11390134523994,,4915.0,4.915,3260.0,0.321130549107238,0.0106693784827258,0.0099923126411376,13215375479041.916,10.151634620446398,49.89528415949405,134157663235240.31,0.0018673409806667,0.0007744775709136
105,105,0.03,3300,2,100000.0,3.16156718411374,,4775.0,4.775,3300.0,0.3252620556609145,0.009565095816785,0.0096171642988723,12548171032934.133,10.145665449031805,48.44555251912687,127309545297381.56,0.0017951516834225,0.0007344726263965
106,106,0.03,3340,2,100000.0,3.2199363218843,,4891.0,4.891,3340.0,0.3300971843700608,0.0101385219943525,0.0097128703629668,12560097772227.771,10.118232321108314,49.48827428254076,127085987235235.58,0.0018189068790476,0.0007338649005099
107,107,0.03,3380,2,100000.0,3.2686439348652,,4752.0,4.752,3380.0,0.3420917090065813,0.0105177065735241,0.0092516250607424,11923275956043.955,9.880391459399483,46.95162021506634,117806633924159.92,0.0017475572656568,0.000695291508114
108,108,0.03,3420,2,100000.0,3.3175066557838,,4808.0,4.808,3420.0,0.3321702375083077,0.0091756496774505,0.0095736135923932,11785426277722.275,10.295925443695008,49.5028095332856,121341870277592.56,0.0017479242729782,0.0006854861498838
109,109,0.03,3460,2,100000.0,3.36648067507975,,4780.0,4.78,3460.0,0.3818595731818277,0.0103294961685366,0.0096048247651329,11440053746253.748,9.060922503971042,43.31120956898159,103657440436068.8,0.0017166091386247,0.0006635915999358
110,110,0.03,3500,2,100000.0,3.42778962844707,,4592.0,4.5920000000000005,3500.0,0.3678418387407873,0.0114453924217652,0.0096936142399183,10728847888111.889,9.5149589616596,43.69269155194088,102084547361272.88,0.001628502347537,0.0006203188010957
111,111,0.03,3540,2,100000.0,3.47714994222949,,4755.0,4.755,3540.0,0.3401895583601799,0.0098536263915422,0.0092726694716994,10841200489510.49,10.40596312557007,49.48035466208569,112813132530758.36,0.0016643009068109,0.0006246550367036
112,112,0.03,3580,2,100000.0,3.53967455909756,,4784.0,4.784,3580.0,0.3605181336802161,0.0104255018433601,0.0097452951737687,10641914805194.809,9.93015237113011,47.50584894348644,105675835536169.84,0.0016519841572217,0.0006108144528738
