Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor
0,0.03,502,2,500000.0,1.17662360156545
1,0.03,522,2,500000.0,1.184814908884
2,0.03,542,2,500000.0,1.19557065892945
3,0.03,562,2,500000.0,1.20653239223348
4,0.03,582,2,500000.0,1.21559007975785
5,0.03,602,2,500000.0,1.22050059246538
6,0.03,622,2,500000.0,1.22741865002142
7,0.03,642,2,500000.0,1.23521015912391
8,0.03,662,2,500000.0,1.24314995045508
9,0.03,682,2,500000.0,1.2512710931248
10,0.03,702,2,500000.0,1.25928548443795
11,0.03,722,2,500000.0,1.26742532522346
12,0.03,742,2,500000.0,1.27528577565715
13,0.03,762,2,500000.0,1.28337129179016
14,0.03,782,2,500000.0,1.29164824012589
15,0.03,802,2,500000.0,1.30021834112426
16,0.03,822,2,500000.0,1.30869521201282
17,0.03,842,2,500000.0,1.31711516242917
18,0.03,862,2,500000.0,1.3257059739536
19,0.03,882,2,500000.0,1.33418690330805
20,0.03,902,2,500000.0,1.34305723027778
21,0.03,922,2,500000.0,1.35202507217289
22,0.03,942,2,500000.0,1.36109770020853
23,0.03,962,2,500000.0,1.37010270270469
24,0.03,982,2,500000.0,1.37934440695512
25,0.03,1002,2,500000.0,1.38819192301866
26,0.03,1022,2,500000.0,1.39749037919015
27,0.03,1042,2,500000.0,1.40690115714451
28,0.03,1062,2,500000.0,1.41643111237549
29,0.03,1082,2,500000.0,1.42608801864174
30,0.03,1102,2,500000.0,1.43534393733411
31,0.03,1122,2,500000.0,1.44497470086693
32,0.03,1142,2,500000.0,1.45469620088515
33,0.03,1162,2,500000.0,1.46474671629238
34,0.03,1182,2,500000.0,1.47474509520611
35,0.03,1202,2,500000.0,1.48420475439885
36,0.03,1222,2,500000.0,1.49435122001166
37,0.03,1242,2,500000.0,1.50458299346498
38,0.03,1262,2,500000.0,1.51490270238743
39,0.03,1282,2,500000.0,1.52531141053088
