,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.03,500,1.5,1,300000.0,,300000.0,100.0,500.0,0.4996788005289545,0.1783639424263358,0.0371618218755369,,1.0006428118837651,100.0642811883765,,,
1,1,0.03,500,2.25,1,300000.0,,300000.0,100.0,500.0,0.4996766327008117,0.1792478798169712,0.0379572646382073,,1.0006471531346992,100.06471531346992,,,
2,2,0.03,500,3.0,1,300000.0,,300000.0,100.0,500.0,0.4998441380371332,0.1794116835774923,0.0372294919427733,,1.0003118211278397,100.03118211278397,,,
3,3,0.03,500,5.0,1,300000.0,,300000.0,100.0,500.0,0.4998458364644875,0.1740749650123243,0.0375252444359293,,1.000308422165928,100.0308422165928,,,
4,4,0.03,510,1.5,1,300000.0,,300000.0,100.0,510.0,0.5099054040166493,0.1762959569763359,0.0421797532613949,,1.000185516730369,100.01855167303692,,,
5,5,0.03,510,2.25,1,300000.0,,300000.0,100.0,510.0,0.5096890074373732,0.176469087267305,0.0381300500383147,,1.0006101614084055,100.06101614084056,,,
6,6,0.03,510,3.0,1,300000.0,,300000.0,100.0,510.0,0.509316371794057,0.1724913032371011,0.0369683912428598,,1.0013422466737816,100.13422466737816,,,
7,7,0.03,510,5.0,1,300000.0,,300000.0,100.0,510.0,0.5095169996823188,0.1802087369895399,0.0366372388676356,,1.0009479572182722,100.0947957218272,,,
8,8,0.03,520,1.5,1,300000.0,,300000.0,100.0,520.0,0.519919305153735,0.1746086566604333,0.0425410320902988,,1.0001552064819774,100.01552064819774,,,
9,9,0.03,520,2.25,1,300000.0,,300000.0,100.0,520.0,0.5195954998671368,0.1983164963156781,0.038096685056018,,1.0007784904468315,100.07784904468316,,,
10,10,0.03,520,3.0,1,300000.0,,300000.0,100.0,520.0,0.5197967041657421,0.1802192764036914,0.0370970657227259,,1.0003911064318582,100.03911064318582,,,
11,11,0.03,520,5.0,1,300000.0,,300000.0,100.0,520.0,0.5194512978503099,0.1796492639860727,0.0372356741254717,,1.001056311057381,100.1056311057381,,,
12,12,0.03,530,1.5,1,300000.0,,300000.0,100.0,530.0,0.5296579780526827,0.1982732495291925,0.0374705831127863,,1.000645741141434,100.0645741141434,,,
13,13,0.03,530,2.25,1,300000.0,,300000.0,100.0,530.0,0.5278451368842525,0.179571072522572,0.0369211825258896,,1.004082377510319,100.40823775103188,,,
14,14,0.03,530,3.0,1,300000.0,,300000.0,100.0,530.0,0.5296185515264824,0.1782661457797444,0.0377771201210851,,1.0007202324624358,100.0720232462436,,,
15,15,0.03,530,5.0,1,300000.0,,300000.0,100.0,530.0,0.5299455759953844,0.1763739349391406,0.0376497515136047,,1.0001026973468237,100.01026973468235,,,
16,16,0.03,540,1.5,1,300000.0,,300000.0,100.0,540.0,0.5398700913682433,0.1775281325252918,0.0379001057405005,,1.0002406294288826,100.02406294288826,,,
17,17,0.03,540,2.25,1,300000.0,,300000.0,100.0,540.0,0.5396729430342475,0.1785506202451409,0.0366676106997108,,1.000606028095301,100.0606028095301,,,
18,18,0.03,540,3.0,1,300000.0,,300000.0,100.0,540.0,0.5392178293277539,0.1747990075366,0.0379006676187397,,1.0014505652997812,100.14505652997812,,,
19,19,0.03,540,5.0,1,300000.0,,300000.0,100.0,540.0,0.5396049459558299,0.1781643514895453,0.0362593284338709,,1.0007321171666994,100.07321171666996,,,
20,20,0.03,550,1.5,1,300000.0,,300000.0,100.0,550.0,0.5480958572745749,0.1796914482590992,0.0367382517721946,,1.003474105305035,100.34741053050348,,,
21,21,0.03,550,2.25,1,300000.0,,300000.0,100.0,550.0,0.5499215632942196,0.1770824452043057,0.0366100908204063,,1.0001426325334664,100.01426325334664,,,
22,22,0.03,550,3.0,1,300000.0,,300000.0,100.0,550.0,0.5483714378111699,0.1790649211831295,0.0372908810688421,,1.0029698158520628,100.29698158520628,,,
23,23,0.03,550,5.0,1,300000.0,,300000.0,100.0,550.0,0.5496301572851507,0.1782726893368971,0.0364646081380673,,1.000672893781295,100.06728937812947,,,
24,24,0.03,560,1.5,1,300000.0,,300000.0,100.0,560.0,0.5597493338963204,0.1791961940573921,0.0372574915113514,,1.0004478184939225,100.04478184939228,,,
25,25,0.03,560,2.25,1,300000.0,,300000.0,100.0,560.0,0.559830087041064,0.1782440559377088,0.0370735642908966,,1.0003035080873095,100.03035080873094,,,
26,26,0.03,560,3.0,1,300000.0,,300000.0,100.0,560.0,0.5598849676075588,0.1773559036799696,0.0376394799163536,,1.0002054571904884,100.02054571904884,,,
27,27,0.03,560,5.0,1,300000.0,,300000.0,100.0,560.0,0.559866251769563,0.1766476947058686,0.0360037259836419,,1.000238893182103,100.02388931821028,,,
28,28,0.03,570,1.5,1,300000.0,,300000.0,100.0,570.0,0.569049720595217,0.2013981781204778,0.0363706026303801,,1.0016699409039145,100.16699409039144,,,
29,29,0.03,570,2.25,1,300000.0,,300000.0,100.0,570.0,0.5699040217821221,0.1757972940227436,0.0362794400010711,,1.0001684111959377,100.01684111959376,,,
30,30,0.03,570,3.0,1,300000.0,,300000.0,100.0,570.0,0.5696350837368982,0.1795575550324464,0.0354489451367155,,1.0006406140940405,100.06406140940403,,,
