,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,502,2,500000.0,1.17662360156545,,22262.0,4.4524,,502.0,0.04092585501530266,0.011228757975382317,0.011242046703784408,12.266084601342996,54.61351507901956,
1,1,0.05,504,2,500000.0,1.17747901516844,,22263.0,4.4526,,504.0,0.04340123347412828,0.009578343092237875,0.011557026222515495,11.612573184133979,51.70614335967496,
2,2,0.05,506,2,500000.0,1.17837189466193,,22091.0,4.4182,,506.0,0.045074448445859616,0.009824970747817281,0.011619566380605252,11.22587225016792,49.598148775691904,
3,3,0.05,508,2,500000.0,1.1791362468331,,22244.0,4.4488,,508.0,0.04509711112024206,0.010958186125257893,0.012030863134226952,11.26457964559024,50.113861927301855,
4,4,0.05,510,2,500000.0,1.18000708146274,,21982.0,4.3964,,510.0,0.0432220230448479,0.010662346035016828,0.011424428161229272,11.799540236023088,51.87549869365191,
5,5,0.05,512,2,500000.0,1.18089388467086,,22261.0,4.4522,,512.0,0.04506369518264818,0.011283289838732162,0.011394332998165396,11.36169588234624,50.58454240738192,
6,6,0.05,514,2,500000.0,1.18169303123046,,22013.0,4.4026000000000005,,514.0,0.04738391065279757,0.01167266393947938,0.011545833107752297,10.847563928741563,47.757484952677615,
7,7,0.05,516,2,500000.0,1.18256256858225,,22235.0,4.447,,516.0,0.0471741949124862,0.00973219314098066,0.0112224908076329,10.938183491148964,48.64210198513945,
8,8,0.05,518,2,500000.0,1.18333929872482,,22532.0,4.5064,,518.0,0.045216562727546254,0.00952293649949299,0.0119350726296027,11.455979153506744,51.6252244573628,
9,9,0.05,520,2,500000.0,1.18413280440169,,22356.0,4.4712000000000005,,520.0,0.04524376152460263,0.011535238627526615,0.01142954633580989,11.49329725198102,51.388830673057534,
10,10,0.05,522,2,500000.0,1.184814908884,,22452.0,4.4904,,522.0,0.04421691602556166,0.01124419006245128,0.011894804817462756,11.805436627426332,53.011132631795206,
11,11,0.05,524,2,500000.0,1.18564428721044,,22489.0,4.4978,,524.0,0.049894392390001485,0.010647235366032211,0.011816448556064924,10.50218220725354,47.23671513178497,
12,12,0.05,526,2,500000.0,1.18623535979449,,22175.0,4.435,,526.0,0.042760140297559694,0.01152768130463376,0.011571932629463917,12.301175729070716,54.55571435842863,
13,13,0.05,528,2,500000.0,1.18691311580508,,22495.0,4.4990000000000006,,528.0,0.04569964122640613,0.009787952637362433,0.011788405885277853,11.553701207065746,51.98010173058879,
14,14,0.05,530,2,500000.0,1.18740617352132,,22475.0,4.495,,530.0,0.04227772394938256,0.010207834250640133,0.011865061002210887,12.536152623413408,56.35000604224327,
15,15,0.05,532,2,500000.0,1.18810554884438,,22711.0,4.542199999999999,,532.0,0.046543318870931216,0.009769603401223934,0.011513265159884784,11.430211959643092,51.91830876309085,
16,16,0.05,534,2,500000.0,1.18943277689967,,22533.0,4.506600000000001,,534.0,0.044646332326919946,0.009969594124650302,0.011504929991610232,11.960668932216398,53.901950609926416,
17,17,0.05,536,2,500000.0,1.19165789569026,,22482.0,4.4964,,536.0,0.04625479586070469,0.009712051274078835,0.011474734511889212,11.587987581096506,52.10422735964232,
18,18,0.05,538,2,500000.0,1.1933953170949,,22475.0,4.495,,538.0,0.0440618104458963,0.009090984371131261,0.011319232827208555,12.210120159738164,54.884490118023045,
19,19,0.05,540,2,500000.0,1.19462031821519,,22335.0,4.4670000000000005,,540.0,0.047199523025597045,0.010355158807124856,0.011691503394414717,11.440793579781504,51.10602492088399,
20,20,0.05,542,2,500000.0,1.19557065892945,,22250.0,4.45,,542.0,0.0493651615397539,0.009805818493754781,0.011852429425595468,10.979402945203084,48.858343106153725,
21,21,0.05,544,2,500000.0,1.19668353378915,,22481.0,4.4962,,544.0,0.0462496421846481,0.010433860382796527,0.011457557741101063,11.762253161400087,52.88544266428708,
22,22,0.05,546,2,500000.0,1.19757869607337,,22251.0,4.4502,,546.0,0.048669881823911965,0.009944765761467415,0.011601208101954844,11.218436937558888,49.92428805952457,
23,23,0.05,548,2,500000.0,1.19860065465315,,22427.0,4.485399999999999,,548.0,0.05047184662475957,0.01053607034244786,0.0114441321460992,10.857538145457356,48.70040159763442,
24,24,0.05,550,2,500000.0,1.19963845879841,,22515.0,4.503,,550.0,0.04974886066327144,0.010723379553591483,0.011663079276899246,11.055529567254064,49.78304964134504,
