,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,500000.0,,428.0,0.0856,250.0,0.0289472651200242,0.0090632221734929,0.0072664066013362,,4.319653836009841,0.7400324000508511,,,
1,1,0.04,500,2.25,1,500000.0,,536.0,0.1071999999999999,250.0,0.0194422799496578,0.0085596102559476,0.0064892736430809,,6.434606113533443,1.378876544071952,,,
2,2,0.04,500,3.0,1,500000.0,,465.25,0.09305,250.0,0.0186485797770074,0.00794045329107,0.0069697803726432,,6.709924294652812,1.2476982345333485,,,
3,3,0.04,500,5.0,1,500000.0,,241.75,0.04835,250.0,0.0179135618457877,0.0057668714705861,0.0070170614128703,,7.023572892235881,0.6815003005768638,,,
4,4,0.04,501,1.5,1,500000.0,,423.75,0.0847499999999999,250.5,0.0239310332870132,0.0083800446120441,0.0071492054451313,,5.237452037153752,0.8879558599350987,,,
5,5,0.04,501,2.25,1,500000.0,,547.5,0.1094999999999999,250.5,0.0175402831070527,0.0097234807515308,0.0069086714576487,,7.428518966550366,1.629477612002776,,,
6,6,0.04,501,3.0,1,500000.0,,451.5,0.0903,250.5,0.0195470623583275,0.0095797317402871,0.0071616105547912,,6.551504324950809,1.18883308470105,,,
7,7,0.04,501,5.0,1,500000.0,,245.25,0.0490499999999999,250.5,0.016873533222423,0.0094025268203873,0.0073445507937183,,7.507596481436961,0.7368939978561524,,,
8,8,0.04,502,1.5,1,500000.0,,433.5,0.0867,251.0,0.0258366336602335,0.0084858022163335,0.0069623925098142,,4.981271923797358,0.8631242480763599,,,
9,9,0.04,502,2.25,1,500000.0,,546.75,0.10935,251.0,0.0216110295620808,0.0084540454343366,0.0070538243629224,,5.82647781582558,1.2679197323188094,,,
10,10,0.04,502,3.0,1,500000.0,,449.75,0.0899499999999999,251.0,0.0183905420705201,0.0085314761068669,0.0068071231607841,,6.836565896216322,1.227830479043894,,,
11,11,0.04,502,5.0,1,500000.0,,258.25,0.0516499999999999,251.0,0.0171085430311279,0.0098131621183211,0.0064236398823842,,7.3387874679539795,0.7575544734601742,,,
12,12,0.04,503,1.5,1,500000.0,,420.5,0.0841,251.5,0.0294670405280186,0.0092700504364299,0.0060329247899895,,4.378558385191843,0.7328470502943213,,,
13,13,0.04,503,2.25,1,500000.0,,550.5,0.1101,251.5,0.0202966893043168,0.0095689468679872,0.0067903141579297,,6.464616305928425,1.4240360165142527,,,
14,14,0.04,503,3.0,1,500000.0,,449.25,0.08985,251.5,0.01748717817199,0.0089160889492131,0.0068656121029488,,7.191009248047352,1.2922064831287,,,
15,15,0.04,503,5.0,1,500000.0,,253.0,0.0506,251.5,0.0159400748661653,0.0076554511675233,0.006325025471008,,8.108522859277738,0.8173799363289129,,,
16,16,0.04,504,1.5,1,500000.0,,437.75,0.0875499999999999,252.0,0.027069560138372,0.0091998323695907,0.0068253890056811,,4.657762971748921,0.8148906794822821,,,
17,17,0.04,504,2.25,1,500000.0,,561.75,0.11235,252.0,0.0209410727513414,0.0100932540699792,0.0066342730582345,,6.043684380933037,1.3566072677755228,,,
18,18,0.04,504,3.0,1,500000.0,,433.25,0.08665,252.0,0.0183465210428152,0.0102268236845268,0.0071957024634485,,6.916104806940256,1.197578235798476,,,
19,19,0.04,504,5.0,1,500000.0,,254.5,0.0509,252.0,0.0153851139785672,0.0087529864580963,0.0054953542477281,,8.313864428576114,0.843710128052753,,,
20,20,0.04,505,1.5,1,500000.0,,441.25,0.08825,252.5,0.0295592435620193,0.010088728052356,0.0073865015573998,,4.285546291730385,0.7559756901558734,,,
21,21,0.04,505,2.25,1,500000.0,,542.5,0.1085,252.5,0.0199590201718393,0.0091144332327785,0.007362689320566,,6.339354774296366,1.3774206697591904,,,
22,22,0.04,505,3.0,1,500000.0,,455.25,0.0910499999999999,252.5,0.0166027324524406,0.0081632505646402,0.0063956958185302,,7.712104662358477,1.4020933553731747,,,
23,23,0.04,505,5.0,1,500000.0,,246.5,0.0493,252.5,0.0178382645428598,0.0101383410043794,0.0066556984843345,,7.201416524927538,0.7087370563721503,,,
24,24,0.04,506,1.5,1,500000.0,,449.5,0.0899,253.0,0.0263307980376623,0.0093489937030456,0.0071000364609588,,4.858329317724923,0.8721950345695996,,,
25,25,0.04,506,2.25,1,500000.0,,549.25,0.1098499999999999,253.0,0.0226974725176063,0.008318593892309,0.0069133136854301,,5.586271095060182,1.2284609041555732,,,
26,26,0.04,506,3.0,1,500000.0,,446.25,0.08925,253.0,0.018669718608379,0.0090287900292607,0.0067206084006793,,6.858010366179631,1.2243802773226693,,,
27,27,0.04,506,5.0,1,500000.0,,249.75,0.0499499999999999,253.0,0.0167434289676009,0.0078121728971256,0.0060708816078713,,7.667253178568644,0.7638267527372296,,,
28,28,0.04,507,1.5,1,500000.0,,433.5,0.0867,253.5,0.0290323774314202,0.0091454057898275,0.0066561043745773,,4.440316603791613,0.7701809630909782,,,
29,29,0.04,507,2.25,1,500000.0,,559.5,0.1118999999999999,253.5,0.0200219677115143,0.0091910789052517,0.0065741049157442,,6.334346024049523,1.4178128017128753,,,
30,30,0.04,507,3.0,1,500000.0,,470.75,0.09415,253.5,0.0183114591056891,0.0076865598130626,0.0065765886266112,,6.94447139051888,1.304674303325958,,,
31,31,0.04,507,5.0,1,500000.0,,265.5,0.0531,253.5,0.0195781256916091,0.0071034442546429,0.0062329025629913,,6.480719551200776,0.6871722975979118,,,
32,32,0.04,508,1.5,1,500000.0,,464.0,0.0928,254.0,0.0271150485006046,0.0077902166454206,0.0068849166284956,,4.768262762328414,0.8843547473569082,,,
33,33,0.04,508,2.25,1,500000.0,,564.75,0.1129499999999999,254.0,0.0221103457524662,0.0091150542309617,0.0068104534873079,,5.745352662710834,1.2977752782127312,,,
34,34,0.04,508,3.0,1,500000.0,,465.5,0.0931,254.0,0.0182050588857123,0.0092249583338504,0.0062152973986706,,6.979570603530698,1.2997208634729422,,,
35,35,0.04,508,5.0,1,500000.0,,264.0,0.0528,254.0,0.0176417496727907,0.0069989210429013,0.006152888065545,,7.324473360617668,0.7719295093656892,,,
36,36,0.04,509,1.5,1,500000.0,,442.0,0.0884,254.5,0.025623962965568,0.0085779192683076,0.0069807084524711,,5.0045380447340015,0.8839246208952811,,,
37,37,0.04,509,2.25,1,500000.0,,573.0,0.1146,254.5,0.0220489167909647,0.00862695538347,0.0067970028876032,,5.77126337309207,1.322778829811083,,,
38,38,0.04,509,3.0,1,500000.0,,445.75,0.08915,254.5,0.0194692087453063,0.0092862432445136,0.0073250913535782,,6.56274850695611,1.169425282252539,,,
39,39,0.04,509,5.0,1,500000.0,,251.75,0.0503499999999999,254.5,0.018932629436108,0.0084978468043689,0.0069206525858194,,6.725031543906644,0.6773230331969813,,,
40,40,0.04,510,1.5,1,500000.0,,431.0,0.0862,255.0,0.0309553472317531,0.0089813725734398,0.0070040658022194,,4.139138203782584,0.7124278854838579,,,
41,41,0.04,510,2.25,1,500000.0,,550.25,0.11005,255.0,0.0205982038819172,0.0103038956486493,0.0069576885024319,,6.2045760917286445,1.3628774525352103,,,
42,42,0.04,510,3.0,1,500000.0,,468.0,0.0936,255.0,0.0172406377941314,0.0103546437164444,0.006294038270421,,7.568254829394966,1.4202094267351677,,,
43,43,0.04,510,5.0,1,500000.0,,247.25,0.0494499999999999,255.0,0.0184129585192067,0.0101524561981405,0.0063221330502349,,6.976537247187975,0.6904014201442037,,,
44,44,0.04,511,1.5,1,500000.0,,445.5,0.0891,255.5,0.0269092322652397,0.0097573200098041,0.0065884497175717,,4.794362076423715,0.8536913096795188,,,
45,45,0.04,511,2.25,1,500000.0,,577.75,0.11555,255.5,0.0221890243870177,0.0099144710093357,0.0070401616167007,,5.7751889282204365,1.3343572937536896,,,
46,46,0.04,511,3.0,1,500000.0,,471.75,0.09435,255.5,0.018127844363775,0.0077817605006082,0.0072481633404663,,7.047367299367315,1.3297748101865905,,,
47,47,0.04,511,5.0,1,500000.0,,273.25,0.05465,255.5,0.0165595795763664,0.0093916117919435,0.0069388609944995,,7.817305995066267,0.8523703350799067,,,
48,48,0.04,512,1.5,1,500000.0,,456.75,0.09135,256.0,0.0268823861438676,0.0078121474764316,0.0070229656817136,,4.769663360083799,0.8699754560854993,,,
49,49,0.04,512,2.25,1,500000.0,,558.5,0.1117,256.0,0.0217439820807498,0.008930960983934,0.0063928055643187,,5.886726320148966,1.315110021324012,,,
50,50,0.04,512,3.0,1,500000.0,,452.5,0.0905,256.0,0.0191464712369935,0.0084332514434473,0.0066497801208536,,6.714922272011578,1.2106737870804258,,,
51,51,0.04,512,5.0,1,500000.0,,250.0,0.0499999999999999,256.0,0.0172817348552598,0.0082596333708238,0.0059231123681332,,7.422844331280536,0.7424230581156914,,,
52,52,0.04,513,1.5,1,500000.0,,444.5,0.0889,256.5,0.0293316508763154,0.0082328448328688,0.0070806412857332,,4.388198303982177,0.781063950170171,,,
53,53,0.04,513,2.25,1,500000.0,,548.75,0.1097499999999999,256.5,0.0192483859502772,0.0085081659042732,0.0062500530851428,,6.669499443104145,1.4634724592060633,,,
54,54,0.04,513,3.0,1,500000.0,,477.5,0.0955,256.5,0.0201924810028799,0.0099272616664289,0.0061985693976861,,6.363821184918453,1.212619107236405,,,
55,55,0.04,513,5.0,1,500000.0,,257.5,0.0515,256.5,0.0159030433495956,0.0103336026490727,0.0063596238118423,,8.065692489122364,0.830884302097549,,,
