,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.03,502,2,300000.0,1.17662360156545,,300000.0,100.0,502.0,0.5014279025999713,0.1789401449718344,0.0376697749683205,,1.001140936507646,100.1140936507646,,,
1,1,0.03,522,2,300000.0,1.184814908884,,300000.0,100.0,522.0,0.5218373195118602,0.1792248813507966,0.0380693532393632,,1.0003117455997437,100.03117455997436,,,
2,2,0.03,542,2,300000.0,1.19557065892945,,300000.0,100.0,542.0,0.5419006761153469,0.1766397039474797,0.0369205180978502,,1.0001832879880592,100.01832879880592,,,
3,3,0.03,562,2,300000.0,1.20653239223348,,300000.0,100.0,562.0,0.5618274809280592,0.1736271002983724,0.0360189700350443,,1.0003070676992445,100.03070676992444,,,
4,4,0.03,582,2,300000.0,1.21559007975785,,300000.0,100.0,582.0,0.581920687913339,0.1726361805265063,0.0365989617699616,,1.0001362936364155,100.01362936364156,,,
5,5,0.03,602,2,300000.0,1.22050059246538,,300000.0,100.0,602.0,0.6016288494449782,0.1813438593401561,0.0355972411730439,,1.0006169095038646,100.06169095038648,,,
6,6,0.03,622,2,300000.0,1.22741865002142,,300000.0,100.0,622.0,0.6203647444448279,0.172651771861838,0.0366243811800068,,1.0026359582323388,100.26359582323389,,,
7,7,0.03,642,2,300000.0,1.23521015912391,,300000.0,100.0,642.0,0.6418478879805889,0.1774634823724852,0.0359852113078171,,1.000236990760988,100.0236990760988,,,
8,8,0.03,662,2,300000.0,1.24314995045508,,300000.0,100.0,662.0,0.6617081440481343,0.1759104119355487,0.0351506352248231,,1.000441064470025,100.0441064470025,,,
9,9,0.03,682,2,300000.0,1.2512710931248,,300000.0,100.0,682.0,0.6819514419585175,0.1793446227860207,0.0345829870014278,,1.0000712045440407,100.00712045440406,,,
10,10,0.03,702,2,300000.0,1.25928548443795,,300000.0,100.0,702.0,0.7018322191870539,0.1959741111840581,0.0345618542085954,,1.0002390611436172,100.02390611436172,,,
11,11,0.03,722,2,300000.0,1.26742532522346,,300000.0,100.0,722.0,0.7216608326087908,0.1761010764503923,0.0348384322020668,,1.000469981708697,100.0469981708697,,,
12,12,0.03,742,2,300000.0,1.27528577565715,,300000.0,100.0,742.0,0.7407119041332635,0.1740195694198434,0.0348952963865698,,1.0017389971182435,100.17389971182438,,,
13,13,0.03,762,2,300000.0,1.28337129179016,,300000.0,100.0,762.0,0.7611304059514623,0.178429056370106,0.0343544262951854,,1.0011425033630743,100.11425033630744,,,
14,14,0.03,782,2,300000.0,1.29164824012589,,300000.0,100.0,782.0,0.7818123814287219,0.1744605445213236,0.0342915464647819,,1.0002399790227616,100.02399790227616,,,
15,15,0.03,802,2,300000.0,1.30021834112426,,300000.0,100.0,802.0,0.8017311347655323,0.1768601779700268,0.0344952095630443,,1.000335355860349,100.03353558603489,,,
16,16,0.03,822,2,300000.0,1.30869521201282,,300000.0,100.0,822.0,0.8215014837346644,0.1771839066742626,0.0336792923539192,,1.0006068355020727,100.06068355020729,,,
17,17,0.03,842,2,300000.0,1.31711516242917,,300000.0,100.0,842.0,0.84155086942053,0.1978642161811192,0.0334226636880492,,1.0005336939165417,100.05336939165416,,,
18,18,0.03,862,2,300000.0,1.3257059739536,,300000.0,100.0,862.0,0.8617584594242089,0.1757448752537524,0.0336507713106487,,1.0002802880240391,100.02802880240392,,,
19,19,0.03,882,2,300000.0,1.33418690330805,,300000.0,100.0,882.0,0.8816437728563642,0.1780065354586612,0.0329864909663714,,1.0004040488399093,100.04040488399092,,,
20,20,0.03,902,2,300000.0,1.34305723027778,,300000.0,100.0,902.0,0.9014881204147968,0.1807518318745566,0.0368285553632155,,1.0005678162292009,100.05678162292008,,,
21,21,0.03,922,2,300000.0,1.35202507217289,,300000.0,100.0,922.0,0.9215643658403678,0.1765450276205957,0.0327054916957824,,1.000472711593221,100.04727115932212,,,
22,22,0.03,942,2,300000.0,1.36109770020853,,300000.0,100.0,942.0,0.9419242990762768,0.1791915170852709,0.0325268428613582,,1.0000803683733368,100.00803683733368,,,
23,23,0.03,962,2,300000.0,1.37010270270469,,300000.0,100.0,962.0,0.9613220752514736,0.1773602911362004,0.0315071131900179,,1.0007052004380002,100.07052004380002,,,
24,24,0.03,982,2,300000.0,1.37934440695512,,300000.0,100.0,982.0,0.9816368036852056,0.1770350691390416,0.0323232083474475,,1.0003699905234105,100.03699905234105,,,
25,25,0.03,1002,2,300000.0,1.38819192301866,,300000.0,100.0,1002.0,1.001623230521659,0.1791791417326404,0.0323860872214822,,1.0003761588857567,100.03761588857566,,,
26,26,0.03,1022,2,300000.0,1.39749037919015,,300000.0,100.0,1022.0,1.021893589881074,0.1766826425387769,0.0324995463357654,,1.00010413033214,100.010413033214,,,
