,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.02,502,2,300000.0,1.17662360156545,,300000.0,100.0,502.0,0.5003898054226283,0.1799140632520112,0.0382007961140987,,1.003217880460238,100.32178804602376,,,
1,1,0.02,522,2,300000.0,1.184814908884,,300000.0,100.0,522.0,0.5218941040832306,0.1797246591428171,0.0384029197681289,,1.000202906903797,100.0202906903797,,,
2,2,0.02,542,2,300000.0,1.19557065892945,,300000.0,100.0,542.0,0.5418280611054342,0.1793889808388183,0.0374326585672123,,1.0003173310998603,100.03173310998604,,,
3,3,0.02,562,2,300000.0,1.20653239223348,,300000.0,100.0,562.0,0.560828521630242,0.1801721109006114,0.0371304369598844,,1.0020888352224897,100.20888352224895,,,
4,4,0.02,582,2,300000.0,1.21559007975785,,300000.0,100.0,582.0,0.5818420412186924,0.1795165637519319,0.0362584833651418,,1.0002714805224058,100.02714805224058,,,
5,5,0.02,602,2,300000.0,1.22050059246538,,300000.0,100.0,602.0,0.6015170435568962,0.1801203960801413,0.0363109137939672,,1.0008028973547416,100.08028973547415,,,
6,6,0.02,622,2,300000.0,1.22741865002142,,300000.0,100.0,622.0,0.6213555859262669,0.1755774824377002,0.0360187688115615,,1.0010371099710522,100.1037109971052,,,
7,7,0.02,642,2,300000.0,1.23521015912391,,300000.0,100.0,642.0,0.641903553647353,0.1776628328925576,0.035664266967194,,1.0001502505354567,100.01502505354566,,,
8,8,0.02,662,2,300000.0,1.24314995045508,,300000.0,100.0,662.0,0.6617995980567457,0.1758400181532733,0.0348679420503969,,1.0003028136370025,100.03028136370024,,,
9,9,0.02,682,2,300000.0,1.2512710931248,,300000.0,100.0,682.0,0.6818735370354716,0.1777595462182918,0.0356852334285792,,1.0001854639572585,100.01854639572583,,,
10,10,0.02,702,2,300000.0,1.25928548443795,,300000.0,100.0,702.0,0.7014863914138232,0.1787528308070661,0.0345222935851053,,1.000732171846045,100.07321718460447,,,
11,11,0.02,722,2,300000.0,1.26742532522346,,300000.0,100.0,722.0,0.7218778011576887,0.1794724082576861,0.0351354345394827,,1.0001692791246874,100.01692791246872,,,
12,12,0.02,742,2,300000.0,1.27528577565715,,300000.0,100.0,742.0,0.7416232690538891,0.1764454692687309,0.0337719372028724,,1.0005079815613007,100.05079815613009,,,
13,13,0.02,762,2,300000.0,1.28337129179016,,300000.0,100.0,762.0,0.7616890804258674,0.1748960629986199,0.0338057087842747,,1.000408197494388,100.04081974943882,,,
14,14,0.02,782,2,300000.0,1.29164824012589,,300000.0,100.0,782.0,0.7814725744378848,0.1750832374763691,0.034287397560153,,1.0006749124401386,100.06749124401388,,,
15,15,0.02,802,2,300000.0,1.30021834112426,,300000.0,100.0,802.0,0.8018584086692044,0.1772919679827609,0.0341531678419417,,1.0001765789686368,100.01765789686368,,,
16,16,0.02,822,2,300000.0,1.30869521201282,,300000.0,100.0,822.0,0.8219395971625545,0.1774887501048598,0.034209799453657,,1.0000734881707294,100.00734881707294,,,
17,17,0.02,842,2,300000.0,1.31711516242917,,300000.0,100.0,842.0,0.8418827372087208,0.1702231704892063,0.0368267654905093,,1.000139286371007,100.0139286371007,,,
18,18,0.02,862,2,300000.0,1.3257059739536,,300000.0,100.0,862.0,0.8599386578275698,0.180102860151545,0.033356741419563,,1.00239708048204,100.239708048204,,,
