,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.03,502,2,300000.0,1.17662360156545,,13816.0,4.605333333333333,502.0,0.0504539060874549,0.0095074902976386,0.0098114373737168,,9.949675633237431,45.82157284960279,,,
1,1,0.03,522,2,300000.0,1.184814908884,,13778.0,4.592666666666666,522.0,0.0425608971888777,0.0103601259681527,0.0093711993404849,,12.26477904550404,56.32804189631821,,,
2,2,0.03,542,2,300000.0,1.19557065892945,,13535.0,4.511666666666667,542.0,0.0500688050021835,0.0094874254474247,0.0096797885391787,,10.825103574498383,48.83925896027854,,,
3,3,0.03,562,2,300000.0,1.20653239223348,,12121.0,4.040333333333333,562.0,0.0529893197880255,0.0099696934447736,0.0096043927449271,,10.60591081840986,42.85141500998196,,,
4,4,0.03,582,2,300000.0,1.21559007975785,,8023.0,2.674333333333333,582.0,0.0530156396753227,0.0115201639701943,0.0096439214975121,,10.977892628746387,29.35854418681076,,,
5,5,0.03,602,2,300000.0,1.22050059246538,,10099.0,3.366333333333334,602.0,0.0508855926491378,0.0097831530144843,0.0093985734618955,,11.830460620766688,39.825273936374266,,,
6,6,0.03,622,2,300000.0,1.22741865002142,,10951.0,3.650333333333333,622.0,0.0555083618133949,0.0097412218018684,0.0096057134433152,,11.205518946695037,40.90387932841912,,,
7,7,0.03,642,2,300000.0,1.23521015912391,,11392.0,3.797333333333333,642.0,0.0540645624546414,0.009442859065087,0.009700090344683,,11.874691495720866,45.092161839750695,,,
8,8,0.03,662,2,300000.0,1.24314995045508,,11686.0,3.895333333333333,662.0,0.0599789548846274,0.0101002263865518,0.0094538772628429,,11.037204654088928,42.9935911958944,,,
9,9,0.03,682,2,300000.0,1.2512710931248,,11774.0,3.9246666666666665,682.0,0.0554867554471911,0.0107239793549301,0.0097526856337145,,12.29122147264648,48.238947206313206,,,
10,10,0.03,702,2,300000.0,1.25928548443795,,11963.0,3.987666666666666,702.0,0.0637257323246558,0.0106599937400626,0.0099431560286934,,11.01595814424862,43.92796909321541,,,
11,11,0.03,722,2,300000.0,1.26742532522346,,11974.0,3.991333333333333,722.0,0.0662441852632582,0.0103131021839832,0.0095734250177498,,10.899069814667202,43.50182065360836,,,
12,12,0.03,742,2,300000.0,1.27528577565715,,12395.0,4.131666666666667,742.0,0.0659950491215113,0.011244664786433,0.009398583149336,,11.243267637149804,46.45343412082394,,,
13,13,0.03,762,2,300000.0,1.28337129179016,,12504.0,4.168,762.0,0.0635142642053097,0.0099216595601833,0.0094489466489128,,11.997305007530858,50.004767271388616,,,
14,14,0.03,782,2,300000.0,1.29164824012589,,12997.0,4.332333333333334,782.0,0.0696163206396249,0.0113773917152013,0.0099721957723243,,11.232998136286058,48.6650922591033,,,
15,15,0.03,802,2,300000.0,1.30021834112426,,13015.0,4.338333333333334,802.0,0.0740736445820857,0.0110669596344466,0.0096144700104527,,10.827062776845716,46.97140734688234,,,
16,16,0.03,822,2,300000.0,1.30869521201282,,13156.0,4.3853333333333335,822.0,0.0765002741580929,0.0106888135838849,0.0096553757519086,,10.745059531437526,47.12066773186404,,,
17,17,0.03,842,2,300000.0,1.31711516242917,,13493.0,4.4976666666666665,842.0,0.0681332802015504,0.010001460644303,0.0096439287673174,,12.358130967850276,55.58275371640126,,,
18,18,0.03,862,2,300000.0,1.3257059739536,,13629.0,4.543,862.0,0.0810013892943288,0.0110981960263425,0.0097198878832088,,10.641792782933798,48.34566461286825,,,
19,19,0.03,882,2,300000.0,1.33418690330805,,13717.0,4.572333333333333,882.0,0.0788830161677651,0.0095823994725876,0.0096855149881179,,11.181114045185575,51.12378045260352,,,
20,20,0.03,902,2,300000.0,1.34305723027778,,13872.0,4.6240000000000006,902.0,0.0811472537055806,0.0115082798657595,0.0094040272787866,,11.11559490691634,51.39851084958116,,,
21,21,0.03,922,2,300000.0,1.35202507217289,,14079.0,4.693,922.0,0.0767535085935833,0.0102377340565178,0.0100380122682257,,12.01248017054272,56.37456944035699,,,
22,22,0.03,942,2,300000.0,1.36109770020853,,14401.0,4.800333333333334,942.0,0.077647435699987,0.0112825464951569,0.0098497514653766,,12.131759297753058,58.2364885489806,,,
23,23,0.03,962,2,300000.0,1.37010270270469,,14076.0,4.692,962.0,0.0915610797153476,0.0111467546755652,0.009460049187569,,10.506647616986845,49.29719061890228,,,
24,24,0.03,982,2,300000.0,1.37934440695512,,14446.0,4.815333333333333,982.0,0.0769329324521095,0.0095007730142112,0.0094554721705263,,12.764364605642603,61.46467036437101,,,
25,25,0.03,1002,2,300000.0,1.38819192301866,,14379.0,4.793,1002.0,0.0863722087199221,0.0094352287084458,0.0095006902016104,,11.600953765686024,55.60337139893313,,,
26,26,0.03,1022,2,300000.0,1.39749037919015,,14755.0,4.918333333333334,1022.0,0.0879443607573193,0.0096958411222263,0.009738123295273,,11.62098389480808,57.155872455964406,,,
27,27,0.03,1042,2,300000.0,1.40690115714451,,14741.0,4.913666666666667,1042.0,0.0977437382634889,0.0101475062188598,0.0092917472682343,,10.660529446818051,52.3822881918483,,,
28,28,0.03,1062,2,300000.0,1.41643111237549,,14895.0,4.965,1062.0,0.0927706823699736,0.0096717938280396,0.0095998274811561,,11.447582068704596,56.83724497111832,,,
29,29,0.03,1082,2,300000.0,1.42608801864174,,15228.0,5.076,1082.0,0.0956824951110775,0.0104617760371612,0.0096200812263234,,11.308233535757084,57.40059342750296,,,
30,30,0.03,1102,2,300000.0,1.43534393733411,,14862.0,4.954,1102.0,0.0930090948986617,0.0100517455347107,0.0099169090540733,,11.848303665363982,58.69649635821317,,,
31,31,0.03,1122,2,300000.0,1.44497470086693,,15245.0,5.081666666666667,1122.0,0.0941073947249151,0.0092457025485465,0.0094544044466975,,11.922548735725952,60.58641849204738,,,
32,32,0.03,1142,2,300000.0,1.45469620088515,,15383.0,5.127666666666666,1142.0,0.0923492868214452,0.010648852201327,0.0097496856719021,,12.36609441508763,63.40921012909767,,,
33,33,0.03,1162,2,300000.0,1.46474671629238,,15320.0,5.106666666666667,1162.0,0.1096459151133331,0.0104956266042921,0.0096053567379865,,10.597750028342816,54.11917681140399,,,
34,34,0.03,1182,2,300000.0,1.47474509520611,,15558.0,5.186,1182.0,0.1039103026294014,0.0103523896999513,0.0098531716521898,,11.375195433850582,58.99176351994912,,,
35,35,0.03,1202,2,300000.0,1.48420475439885,,15208.0,5.069333333333334,1202.0,0.0989427538529525,0.0111313918952159,0.0096322098641399,,12.14843890222013,61.58448627498792,,,
36,36,0.03,1222,2,300000.0,1.49435122001166,,15403.0,5.134333333333333,1222.0,0.1105809491398304,0.0101578351314017,0.0098925157015999,,11.050728082056631,56.73812154930609,,,
37,37,0.03,1242,2,300000.0,1.50458299346498,,15593.0,5.197666666666667,1242.0,0.1115689232999557,0.0099886813216696,0.0091516395420063,,11.132132167851555,57.86111229776977,,,
38,38,0.03,1262,2,300000.0,1.51490270238743,,15825.0,5.275,1262.0,0.1026981371760484,0.010818674217173,0.0098204302842699,,12.28844100489027,64.82152630079618,,,
39,39,0.03,1282,2,300000.0,1.52531141053088,,16204.0,5.401333333333333,1282.0,0.1151549301971499,0.0099908759057843,0.0096082250090625,,11.132827728740436,60.13211350550333,,,
