,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalDivergenceFWHM,VerticalDivergenceFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500,2,100000.0,1.17577026432641,,0.0,43787.0,43.787,500.0,0.0,0.0090402270963285,0.0086494666985871,0.1978646351609248,0.0201410966781231,-0.0002450852006152,-1.2247249586455253e-05,607448435229110.5,,,,0.013181092827783,0.0073706589531575
1,1,0.03,2548,2,100000.0,2.38210252419051,,0.0,58266.6,58.2666,2548.0,0.0,0.0091058683252249,0.0048471676834052,0.189116701533129,0.0164414317641994,-0.00025787968424,4.5809250786519866e-07,217327898660139.8,,,,0.0238463446678376,0.0124797380257635
2,2,0.03,6000,2,100000.0,7.77006215966874,,0.0,369.6,0.3696,6000.0,0.0,0.008340627205079,0.0039465858705209,0.1553033365520872,0.0377876398104602,-0.000506836274458,-5.607088377115642e-05,270399360000.0,,,,5.466733740681395e-05,8.775268223977568e-06
