,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalDivergenceFWHM,VerticalDivergenceFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500,2,100000.0,1.17577026432641,,0.5,92319.6,92.3196,500.0,0.4993367630905823,0.1290437296823595,0.7661237749812457,0.0134413788540476,0.0001909338885866,0.0032933896988046,0.000836731540762,1280731645487870.5,1.0013285095571132,92.44227764711538,1282433528347573.5,0.0277907419422157,0.0155401440220139
1,1,0.03,1074,2,100000.0,1.42225871849266,,1.074,91279.4,91.2794,1074.0,1.072358294778451,0.1267476191341293,0.5034494809994738,0.0134147104829863,0.0001493116434303,0.0033669086882919,0.0003126515218924,741731849539720.5,1.0015315795176662,91.4192277248451,742868082654380.4,0.034814398942384,0.0177454178867595
2,2,0.03,1650,2,100000.0,1.73009007495967,,1.65,92559.6,92.5596,1650.0,1.648499357293622,0.1258917138852964,0.4636639857491416,0.0134462975311168,0.0001376802049992,0.0032883768361499,-6.457059087465998e-05,526261891972027.9,1.0009103388564369,92.6438609104375,526740970383625.6,0.0374545234455872,0.024338511186075
3,3,0.03,2548,2,100000.0,2.38210252419051,,2.548,91241.2,91.2412,2548.0,2.543207727430945,0.1220260899971108,0.3742658974914605,0.013431133693612,0.0001323323464273,0.003174543322666,0.0003782239062272,340319467194405.6,1.0018856408810186,91.4132847199448,340961323945565.4,0.0373416177210805,0.0195423497021673
4,4,0.03,3696,2,100000.0,3.69916552933537,,3.696,87706.6,87.70660000000001,3696.0,3.4542607443084377,0.1200374213187334,0.3372610340265806,0.0133685477937565,0.0001221755144366,0.0033580828710033,3.491013757003679e-05,181372697160079.84,1.0955910622892973,96.0856179674998,198700071477613.7,0.029046349608704,0.0102769468884085
5,5,0.03,4848,2,100000.0,5.63675358463856,,4.848,72675.4,72.6754,4848.0,4.830907288514754,0.1186215928964345,0.3300519924450839,0.0133704134001237,0.0001244726182397,0.0031034516021513,0.000130323360329,95130938114570.84,1.0035506434781656,72.93317719400434,95468364345319.84,0.0187766024901724,0.00426182565952
6,6,0.03,6000,2,100000.0,7.77006215966874,,6.0,30271.0,30.271000000000004,6000.0,5.95579387362086,0.1239319733591139,0.2996039631793546,0.0132455859423808,0.0001255502926737,0.0031497676390949,-0.0001028467560301,22146263600000.0,1.0074640830424406,30.49650783118524,22311245129295.12,0.0044773673448096,0.0007187125119264
