,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,500000.0,,47607.95,9.52159,,500.0,0.05614553108901532,0.019363584594965105,0.014450865893270033,8.926092608694912,84.99221969085308,,,
1,1,0.04,500,2.25,1,500000.0,,39286.35,7.857269999999998,,500.0,0.042178739971350875,0.0190149899897322,0.01445207523795648,11.876715047086824,93.32824280962625,,,
2,2,0.04,500,3.0,1,500000.0,,36108.85,7.2217699999999985,,500.0,0.03916297461640852,0.0187652772687416,0.01435778726723474,12.780283868545219,92.29746138559248,,,
3,3,0.04,500,5.0,1,500000.0,,28683.75,5.736749999999999,,500.0,0.03692237363458446,0.019203399889058607,0.01458828317059695,13.562014840664762,77.79942609905106,,,
4,4,0.04,600,1.5,1,500000.0,,52523.2,10.50464,,600.0,0.07213122264030288,0.01873463997592849,0.014427780594910927,8.345585490628201,87.67203009501785,,,
5,5,0.04,600,2.25,1,500000.0,,43593.2,8.71864,,600.0,0.0550364834611969,0.019213998251794526,0.014513917117909657,10.92741068287111,95.27814429902872,,,
6,6,0.04,600,3.0,1,500000.0,,40447.35,8.089469999999999,,600.0,0.05120023726726686,0.019058181582373424,0.014246360237693904,11.735410116255437,94.93278039610269,,,
7,7,0.04,600,5.0,1,500000.0,,32997.7,6.59954,,600.0,0.0489341847189678,0.01900732922318333,0.01464212220433128,12.270759419585314,80.98188862890376,,,
8,8,0.04,700,1.5,1,500000.0,,57065.1,11.413019999999996,,700.0,0.0902081077331843,0.01915455052311498,0.014626846805733996,7.790835810776957,88.91569230093623,,,
9,9,0.04,700,2.25,1,500000.0,,47329.5,9.4659,,700.0,0.06889908047593848,0.019211702792504625,0.01445047802759147,10.173227466015978,96.2932802811832,,,
10,10,0.04,700,3.0,1,500000.0,,44154.45,8.83089,,700.0,0.06404619759846356,0.01888988653677689,0.014298571726966644,10.94773773991342,96.68976564951664,,,
11,11,0.04,700,5.0,1,500000.0,,37041.4,7.40828,,700.0,0.061607698333631326,0.019051682335210807,0.014431279406152556,11.379708217316784,84.3041754635892,,,
12,12,0.04,800,1.5,1,500000.0,,61098.55,12.21971,,800.0,0.10930974794734424,0.018833130507983367,0.014573838090595672,7.335600271089293,89.6418996124873,,,
13,13,0.04,800,2.25,1,500000.0,,50877.2,10.17544,,800.0,0.08239136453415198,0.018709938186881638,0.014489228034446777,9.728900785531865,98.99902523181066,,,
14,14,0.04,800,3.0,1,500000.0,,47792.15,9.558429999999996,,800.0,0.08003569208578369,0.019458135724957085,0.01449175525786914,10.012832280090757,95.70543360873718,,,
15,15,0.04,800,5.0,1,500000.0,,40804.95,8.16099,,800.0,0.0756692727219729,0.01892332556638352,0.014566412393632312,10.58250915013498,86.3674254395813,,,
16,16,0.04,900,1.5,1,500000.0,,64969.35,12.993869999999996,,900.0,0.12741676340426125,0.018145766176878235,0.014694252553548948,7.078382092390788,91.97144168304672,,,
17,17,0.04,900,2.25,1,500000.0,,54076.5,10.815299999999999,,900.0,0.10126124346091388,0.019073037676529223,0.014446196562725852,8.912530931138154,96.3925710159887,,,
18,18,0.04,900,3.0,1,500000.0,,50824.15,10.164830000000002,,900.0,0.09401503456979869,0.018722721032041464,0.01447855544262028,9.584167366889078,97.4289657384119,,,
19,19,0.04,900,5.0,1,500000.0,,44300.3,8.86006,,900.0,0.08965240730225331,0.019190551733764084,0.01450373544452895,10.051040676210215,89.05730418195726,,,
20,20,0.04,1000,1.5,1,500000.0,,68678.95,13.73579,,1000.0,0.14778088095205816,0.018454528148125315,0.014674289567529464,6.787133835373577,93.22811537323747,,,
21,21,0.04,1000,2.25,1,500000.0,,57011.15,11.40223,,1000.0,0.11597772285663269,0.018828936986345406,0.014533987278532287,8.632472710359716,98.42776672369855,,,
22,22,0.04,1000,3.0,1,500000.0,,54117.1,10.823419999999999,,1000.0,0.10961915675631533,0.018652966255760565,0.014554393970261486,9.135034175377251,98.87215066282972,,,
23,23,0.04,1000,5.0,1,500000.0,,47458.05,9.491609999999996,,1000.0,0.10521310302528376,0.01879390228657337,0.01438013709262936,9.515745859200761,90.32022865199423,,,
24,24,0.04,1100,1.5,1,500000.0,,72119.5,14.423899999999996,,1100.0,0.1716966513860257,0.018568893699522197,0.014620269916462631,6.422472816625858,92.63704112812577,,,
25,25,0.04,1100,2.25,1,500000.0,,59856.1,11.971219999999999,,1100.0,0.13566602470259567,0.018856122753061748,0.014572271738329309,8.119459547516318,97.19955529328784,,,
26,26,0.04,1100,3.0,1,500000.0,,56808.55,11.361709999999999,,1100.0,0.1276818396475619,0.018845602909731637,0.014497304776153873,8.634942502230409,98.113874855056,,,
27,27,0.04,1100,5.0,1,500000.0,,50457.55,10.09151,,1100.0,0.12028967448553658,0.01903492934591964,0.014521148487849495,9.156250499403658,92.40290171083265,,,
28,28,0.04,1200,1.5,1,500000.0,,75263.39999999998,15.05268,,1200.0,0.19354699983252885,0.01921726551258857,0.014636504786841604,6.219352587226951,93.6196805622988,,,
29,29,0.04,1200,2.25,1,500000.0,,62751.45,12.55029,,1200.0,0.152090757272083,0.018374147735888063,0.014475332793176704,7.8999486858879395,99.14913799999398,,,
30,30,0.04,1200,3.0,1,500000.0,,59401.05,11.88021,,1200.0,0.14687892706675712,0.018747945599600437,0.014644523429074107,8.177250323935354,97.14986575969347,,,
31,31,0.04,1200,5.0,1,500000.0,,53371.7,10.67434,,1200.0,0.1397581509679071,0.018940850937171103,0.014497103135537568,8.598287290860814,91.77941652505889,,,
