# SourcePhotonFlux	NumberRaysSurvived	PercentageRaysSurvived	PhotonFlux	PhotonEnergy	Bandwidth	HorizontalFocusFWHM	VerticalFocusFWHM	EnergyPerMilPerBw	FluxPerMilPerBwPerc	FluxPerMilPerBwAbs	AXUVCurrentAmp	GaAsPCurrentAmp
nan	5.045755000000000291e+04	1.009150999999999954e+01	nan	1.100000000000000000e+03	1.202896744855365824e-01	1.903492934591963920e-02	1.452114848784949452e-02	9.156250499403657983e+00	9.240290171083266557e+01	nan	nan	nan
nan	7.526339999999999418e+04	1.505268000000000050e+01	nan	1.200000000000000000e+03	1.935469998325288488e-01	1.921726551258856608e-02	1.463650478684160386e-02	6.219352587226951279e+00	9.361968056229879664e+01	nan	nan	nan
nan	6.275144999999999709e+04	1.255029000000000039e+01	nan	1.200000000000000000e+03	1.520907572720830159e-01	1.837414773588806269e-02	1.447533279317670361e-02	7.899948685887939526e+00	9.914913799999398236e+01	nan	nan	nan
nan	5.940105000000000291e+04	1.188021000000000171e+01	nan	1.200000000000000000e+03	1.468789270667571201e-01	1.874794559960043377e-02	1.464452342907410741e-02	8.177250323935354004e+00	9.714986575969348337e+01	nan	nan	nan
nan	5.337169999999999709e+04	1.067434000000000083e+01	nan	1.200000000000000000e+03	1.397581509679071132e-01	1.894085093717110674e-02	1.449710313553756978e-02	8.598287290860813670e+00	9.177941652505890602e+01	nan	nan	nan
nan	7.843250000000000000e+04	1.568650000000000055e+01	nan	1.300000000000000000e+03	2.199870615176678368e-01	1.910816158207912299e-02	1.469434947696747831e-02	5.923480991382437999e+00	9.291207041197290550e+01	nan	nan	nan
nan	6.528515000000000146e+04	1.305703000000000102e+01	nan	1.300000000000000000e+03	1.705916085968851859e-01	1.900981568470275218e-02	1.455285055060562792e-02	7.627837602371765335e+00	9.960177721997634137e+01	nan	nan	nan
nan	6.199294999999999709e+04	1.239859000000000222e+01	nan	1.300000000000000000e+03	1.614321520399698839e-01	1.890746992616297584e-02	1.449697220992355283e-02	8.058175679977034989e+00	9.991226315817658588e+01	nan	nan	nan
nan	5.608600000000000000e+04	1.121720000000000184e+01	nan	1.300000000000000000e+03	1.556542292561516605e-01	1.890683773928069494e-02	1.455693029068107214e-02	8.363661601784020405e+00	9.381455795452038160e+01	nan	nan	nan
nan	8.139155000000000291e+04	1.627830999999999761e+01	nan	1.400000000000000000e+03	2.441932188366195133e-01	1.877421206941176646e-02	1.470907874343252431e-02	5.740770375946759430e+00	9.345097757826277984e+01	nan	nan	nan
nan	6.789105000000000291e+04	1.357821000000000211e+01	nan	1.400000000000000000e+03	1.933221478012910610e-01	1.796678369225214109e-02	1.452407922858725900e-02	7.256868315173309547e+00	9.853410247221935947e+01	nan	nan	nan
nan	6.433655000000000291e+04	1.286730999999999980e+01	nan	1.400000000000000000e+03	1.827250930166314791e-01	1.880821014910435615e-02	1.459102763029479152e-02	7.667768903436372518e+00	9.866414572292275409e+01	nan	nan	nan
nan	5.873665000000000146e+04	1.174732999999999983e+01	nan	1.400000000000000000e+03	1.757576379821216561e-01	1.912625281605484853e-02	1.443697129706003092e-02	7.975987588837772257e+00	9.369595732114552789e+01	nan	nan	nan
nan	8.445500000000000000e+04	1.689099999999999824e+01	nan	1.500000000000000000e+03	2.721574870146469260e-01	1.858578001022452922e-02	1.466084050464685172e-02	5.519966366675520320e+00	9.323711916550959700e+01	nan	nan	nan
nan	7.022410000000000582e+04	1.404482000000000141e+01	nan	1.500000000000000000e+03	2.108395234593558598e-01	1.890986594749844568e-02	1.454498024582603910e-02	7.126602071429525509e+00	1.000881720146286398e+02	nan	nan	nan
nan	6.667975000000000000e+04	1.333595000000000041e+01	nan	1.500000000000000000e+03	2.052036221548974027e-01	1.854107045791037259e-02	1.456499509641723603e-02	7.320509113366118648e+00	9.762803974231451321e+01	nan	nan	nan
nan	6.121284999999999854e+04	1.224256999999999707e+01	nan	1.500000000000000000e+03	1.941313069123680179e-01	1.861539897916592023e-02	1.442419972298914811e-02	7.735279765204387203e+00	9.470090671218181910e+01	nan	nan	nan
nan	8.716189999999999418e+04	1.743237999999999843e+01	nan	1.600000000000000000e+03	2.933649739525321931e-01	1.885875124646298889e-02	1.468896501040507438e-02	5.469113131168668041e+00	9.533692943178644441e+01	nan	nan	nan
nan	7.256860000000000582e+04	1.451371999999999574e+01	nan	1.600000000000000000e+03	2.353986662944976271e-01	1.923221713591991705e-02	1.465775628127538241e-02	6.811410258568754372e+00	9.885848894149390276e+01	nan	nan	nan
nan	6.882810000000000582e+04	1.376562000000000197e+01	nan	1.600000000000000000e+03	2.258623445414968955e-01	1.870845523945317140e-02	1.461807743464837994e-02	7.089621379553861402e+00	9.759530063206825901e+01	nan	nan	nan
nan	6.357130000000000291e+04	1.271425999999999945e+01	nan	1.600000000000000000e+03	2.163029981116892375e-01	1.867059442284279419e-02	1.441778634358517261e-02	7.408565425845426766e+00	9.418862739415206420e+01	nan	nan	nan
nan	8.983825000000000000e+04	1.796764999999999901e+01	nan	1.700000000000000000e+03	3.252326278756754729e-01	1.917609789550883334e-02	1.460604334997827117e-02	5.241303927607197544e+00	9.417377301927878364e+01	nan	nan	nan
nan	7.475950000000000000e+04	1.495190000000000019e+01	nan	1.700000000000000000e+03	2.582249827400232567e-01	1.865764562598079199e-02	1.454630067761640035e-02	6.591234347463928778e+00	9.854990518560700252e+01	nan	nan	nan
nan	7.104400000000000000e+04	1.420880000000000187e+01	nan	1.700000000000000000e+03	2.435820698420343433e-01	1.869938978020397116e-02	1.441134846028430984e-02	6.989534817207622375e+00	9.930864786387977006e+01	nan	nan	nan
nan	6.590810000000000582e+04	1.318162000000000056e+01	nan	1.700000000000000000e+03	2.366435534802803775e-01	1.812888433993786047e-02	1.436803077899627759e-02	7.194850830491472671e+00	9.484372152227214769e+01	nan	nan	nan
nan	9.247480000000000291e+04	1.849495999999999540e+01	nan	1.800000000000000000e+03	3.519560672976240201e-01	1.874330345613199958e-02	1.464481423023454923e-02	5.121584207703314462e+00	9.472800478541257974e+01	nan	nan	nan
nan	7.699110000000000582e+04	1.539822000000000024e+01	nan	1.800000000000000000e+03	2.813427459467675584e-01	1.905409882565255175e-02	1.462654457883215756e-02	6.411176637401334588e+00	9.871641155116802224e+01	nan	nan	nan
nan	7.313694999999999709e+04	1.462739000000000189e+01	nan	1.800000000000000000e+03	2.672390525319769949e-01	1.901618620360789533e-02	1.451782737777956335e-02	6.747211678121087353e+00	9.869706278059339866e+01	nan	nan	nan
nan	6.810010000000000582e+04	1.362002000000000024e+01	nan	1.800000000000000000e+03	2.563959293187167421e-01	1.872539781140959009e-02	1.440275930509315495e-02	7.027675419621400188e+00	9.572073400595652970e+01	nan	nan	nan
nan	9.504914999999999418e+04	1.900983000000000089e+01	nan	1.900000000000000000e+03	3.817897023990326488e-01	1.853594744333416505e-02	1.471405767599430481e-02	4.987303427319511151e+00	9.481160370935411663e+01	nan	nan	nan
nan	7.906475000000000000e+04	1.581295000000000073e+01	nan	1.900000000000000000e+03	3.073131149151208663e-01	1.845464260995265116e-02	1.455269343373825387e-02	6.188150796177684043e+00	9.785034262447221920e+01	nan	nan	nan
nan	7.517325000000000000e+04	1.503464999999999918e+01	nan	1.900000000000000000e+03	2.867968479569754092e-01	1.905281744999119328e-02	1.458292547629827865e-02	6.636824230865387975e+00	9.977905431291628702e+01	nan	nan	nan
nan	7.016000000000000000e+04	1.403200000000000180e+01	nan	1.900000000000000000e+03	2.781159752386429540e-01	1.913154460010996205e-02	1.446691093334176448e-02	6.841689376447121163e+00	9.600142209007492511e+01	nan	nan	nan
nan	9.758369999999999709e+04	1.951673999999999864e+01	nan	2.000000000000000000e+03	4.190346028532531131e-01	1.874473323924075174e-02	1.471658030367964734e-02	4.780834518903701813e+00	9.330930822680525694e+01	nan	nan	nan
nan	8.126105000000000291e+04	1.625220999999999805e+01	nan	2.000000000000000000e+03	3.281762611247359129e-01	1.861843495149597197e-02	1.459053735771064300e-02	6.100262790975550686e+00	9.914303551118568691e+01	nan	nan	nan
nan	7.717205000000000291e+04	1.543440999999999974e+01	nan	2.000000000000000000e+03	3.123115314943561427e-01	1.842467609583265525e-02	1.451189711827085074e-02	6.410743149549642972e+00	9.893967281311259399e+01	nan	nan	nan
nan	7.221605000000000291e+04	1.444320999999999877e+01	nan	2.000000000000000000e+03	2.947959952997166733e-01	1.906085100094906740e-02	1.438713815280449025e-02	6.791617759052125614e+00	9.809344532626928981e+01	nan	nan	nan
nan	9.999360000000000582e+04	1.999871999999999872e+01	nan	2.100000000000000000e+03	4.396799270601604581e-01	1.843849189759417737e-02	1.472589986443449683e-02	4.788384153778778796e+00	9.576354107821069306e+01	nan	nan	nan
nan	8.312530000000000291e+04	1.662505999999999773e+01	nan	2.100000000000000000e+03	3.477591100504696664e-01	1.849010320523115231e-02	1.476667848627060374e-02	6.052036259409488750e+00	1.006155536847911236e+02	nan	nan	nan
nan	7.908960000000000582e+04	1.581791999999999732e+01	nan	2.100000000000000000e+03	3.341509889886765672e-01	1.873026112104065471e-02	1.458025750164495746e-02	6.295060983921599629e+00	9.957477551552736372e+01	nan	nan	nan
nan	7.424100000000000000e+04	1.484820000000000029e+01	nan	2.100000000000000000e+03	3.217859372108705651e-01	1.906481047989005972e-02	1.439421164110755123e-02	6.536189200628955476e+00	9.705192720483921676e+01	nan	nan	nan
nan	1.023581499999999942e+05	2.047163000000000466e+01	nan	2.200000000000000000e+03	4.829089930315603740e-01	1.879976862988543343e-02	1.477908225223295222e-02	4.573870138464364743e+00	9.363536782512586853e+01	nan	nan	nan
nan	8.511169999999999709e+04	1.702234000000000336e+01	nan	2.200000000000000000e+03	3.827063834731916359e-01	1.863880346078592223e-02	1.464497202709960297e-02	5.755284804891372730e+00	9.796973709485328641e+01	nan	nan	nan
nan	8.092780000000000291e+04	1.618556000000000239e+01	nan	2.200000000000000000e+03	3.580014491490146611e-01	1.931727921165199771e-02	1.456548025913578272e-02	6.152043609393387236e+00	9.957549551306286162e+01	nan	nan	nan
nan	7.619475000000000000e+04	1.523894999999999733e+01	nan	2.200000000000000000e+03	3.499514454086920523e-01	1.840891147853929502e-02	1.451077812078445731e-02	6.291102297721233860e+00	9.587141275890340353e+01	nan	nan	nan
nan	1.048607500000000000e+05	2.097214999999999918e+01	nan	2.300000000000000000e+03	5.086641620253203877e-01	1.874141243986363406e-02	1.466398249152413291e-02	4.533745105338710779e+00	9.508143834961734342e+01	nan	nan	nan
nan	8.704810000000000582e+04	1.740962000000000387e+01	nan	2.300000000000000000e+03	4.020037116810953881e-01	1.856365290838719179e-02	1.463262809629250517e-02	5.730181543438137126e+00	9.976253667551188187e+01	nan	nan	nan
nan	8.269569999999999709e+04	1.653913999999999973e+01	nan	2.300000000000000000e+03	3.851963934521336341e-01	1.836986968362092770e-02	1.454416743877180729e-02	5.976904728786439414e+00	9.885202120376159485e+01	nan	nan	nan
nan	7.795810000000000582e+04	1.559162000000000070e+01	nan	2.300000000000000000e+03	3.683174152522269429e-01	1.836232999623882076e-02	1.443494011524277046e-02	6.249286087543015178e+00	9.743924376497071194e+01	nan	nan	nan
nan	1.069776499999999942e+05	2.139553000000000083e+01	nan	2.400000000000000000e+03	5.413308784895207726e-01	1.891522038155473220e-02	1.468866426854586495e-02	4.441878728543779964e+00	9.504080536999762785e+01	nan	nan	nan
nan	8.902114999999999418e+04	1.780423000000000044e+01	nan	2.400000000000000000e+03	4.297103982292583280e-01	1.883486207568687079e-02	1.447322741549675849e-02	5.591822475604717013e+00	9.955970025983717164e+01	nan	nan	nan
nan	8.451655000000000291e+04	1.690331000000000472e+01	nan	2.400000000000000000e+03	4.039711809669824794e-01	1.889643613031091046e-02	1.449009598690941501e-02	5.948645904388881078e+00	1.005511695420272815e+02	nan	nan	nan
nan	7.986800000000000000e+04	1.597359999999999935e+01	nan	2.400000000000000000e+03	3.938903108535896647e-01	1.898798038454068901e-02	1.423952913865427286e-02	6.099103462334662495e+00	9.742346533611870996e+01	nan	nan	nan
nan	1.092301000000000058e+05	2.184601999999999578e+01	nan	2.500000000000000000e+03	5.632088391965452967e-01	1.871325428230411619e-02	1.480397584472840401e-02	4.450211426054861974e+00	9.722115098722083815e+01	nan	nan	nan
nan	9.089850000000000000e+04	1.817970000000000041e+01	nan	2.500000000000000000e+03	4.603565392373866194e-01	1.852803689971837739e-02	1.450492786000955048e-02	5.439962428745245049e+00	9.889964002766824080e+01	nan	nan	nan
nan	8.645525000000000000e+04	1.729105000000000203e+01	nan	2.500000000000000000e+03	4.345790260792227744e-01	1.818910322139291602e-02	1.457632364760841001e-02	5.757213358007033932e+00	9.955041904454039070e+01	nan	nan	nan
nan	8.165514999999999418e+04	1.633102999999999838e+01	nan	2.500000000000000000e+03	4.151354342383228868e-01	1.870035986614084281e-02	1.433961674300926470e-02	6.027820749137163148e+00	9.844009600708417906e+01	nan	nan	nan
