# SourcePhotonFlux	NumberRaysSurvived	PercentageRaysSurvived	PhotonFlux	PhotonEnergy	Bandwidth	HorizontalFocusFWHM	VerticalFocusFWHM	EnergyPerMilPerBw	FluxPerMilPerBwPerc	FluxPerMilPerBwAbs	AXUVCurrentAmp	GaAsPCurrentAmp
nan	2.207722499999999854e+03	4.415445000000000064e-01	nan	3.500000000000000000e+01	3.202309879923177695e-03	9.444943268388444413e-04	7.149285863483321752e-04	5.473868869956710626e-01	4.834488282475833287e+00	nan	nan	nan
nan	1.852070000000000164e+03	3.704140000000000210e-01	nan	3.500000000000000000e+01	3.080384916681566838e-03	9.525841167605403901e-04	7.215639703076279091e-04	5.689854108658392029e-01	4.215208773179459634e+00	nan	nan	nan
nan	3.054927500000000236e+03	6.109854999999999592e-01	nan	4.000000000000000000e+01	5.465487397367211828e-03	9.416565253991683159e-04	7.286919045297836003e-04	3.667800135544646567e-01	4.482094980624364844e+00	nan	nan	nan
nan	2.543859999999999673e+03	5.087720000000000020e-01	nan	4.000000000000000000e+01	4.119568226707599409e-03	9.354969093440816588e-04	7.244614017223387995e-04	4.864450392765932163e-01	4.949951261590532781e+00	nan	nan	nan
nan	2.389607500000000073e+03	4.779214999999998881e-01	nan	4.000000000000000000e+01	4.001784604289184213e-03	9.729067862478543108e-04	7.245877628934570183e-04	5.006416140045379937e-01	4.785271680436858688e+00	nan	nan	nan
nan	2.040247499999999945e+03	4.080495000000000094e-01	nan	4.000000000000000000e+01	3.783463636098645475e-03	9.461662783191761034e-04	7.283206196816155572e-04	5.291254575067491084e-01	4.318371271979065007e+00	nan	nan	nan
nan	3.248467499999999745e+03	6.496934999999999238e-01	nan	4.500000000000000000e+01	6.370838170213062590e-03	9.072883088439117260e-04	7.347126276774473396e-04	3.539191046195394041e-01	4.598572084152335648e+00	nan	nan	nan
nan	2.703824999999999818e+03	5.407649999999999402e-01	nan	4.500000000000000000e+01	5.063062173045694211e-03	9.536518838264611492e-04	7.223098281362925858e-04	4.456265465569076989e-01	4.819628550799434308e+00	nan	nan	nan
nan	2.541207499999999982e+03	5.082415000000001237e-01	nan	4.500000000000000000e+01	4.700751728489933716e-03	9.361360516020732648e-04	7.239277721310140431e-04	4.792083683444539055e-01	4.871448286920594839e+00	nan	nan	nan
nan	2.215015000000000327e+03	4.430030000000000356e-01	nan	4.500000000000000000e+01	4.482620365112666323e-03	9.595275866882042610e-04	7.251867722264475607e-04	5.025520338105108342e-01	4.452865209097863541e+00	nan	nan	nan
nan	3.433947499999999764e+03	6.867894999999999417e-01	nan	5.000000000000000000e+01	7.389044047602907721e-03	9.227264074062657478e-04	7.337144783764732022e-04	3.393566917686788864e-01	4.661405768661873950e+00	nan	nan	nan
nan	2.850557499999999891e+03	5.701114999999999933e-01	nan	5.000000000000000000e+01	5.798886142831634165e-03	9.414468493172702384e-04	7.266993639266144597e-04	4.316236355179857709e-01	4.921388336184928214e+00	nan	nan	nan
nan	2.705855000000000018e+03	5.411709999999999576e-01	nan	5.000000000000000000e+01	5.480957837815765392e-03	9.326483127880282314e-04	7.277196985130743572e-04	4.567517087688626742e-01	4.943607533141486599e+00	nan	nan	nan
nan	2.372902500000000146e+03	4.745804999999999052e-01	nan	5.000000000000000000e+01	5.260655151264189040e-03	9.396951143286686511e-04	7.190068546314680323e-04	4.757872929600381329e-01	4.516011432599711384e+00	nan	nan	nan
nan	3.605974999999999909e+03	7.211949999999999195e-01	nan	5.500000000000000000e+01	8.584832569301283772e-03	9.284446849761096359e-04	7.310134958231316593e-04	3.211236408312928559e-01	4.631852056406289719e+00	nan	nan	nan
nan	2.992804999999999836e+03	5.985609999999998987e-01	nan	5.500000000000000000e+01	6.783301235129783960e-03	9.428061376530874138e-04	7.286135869164654319e-04	4.059729773758157800e-01	4.859977764664392907e+00	nan	nan	nan
nan	2.840427500000000236e+03	5.680854999999999100e-01	nan	5.500000000000000000e+01	6.384091982378095262e-03	9.422801454865816417e-04	7.248652388076935564e-04	4.317471251115205244e-01	4.905693742752800901e+00	nan	nan	nan
nan	2.522877500000000055e+03	5.045754999999999546e-01	nan	5.500000000000000000e+01	6.014483724276828772e-03	9.517464672959819166e-04	7.260574243924747262e-04	4.578125249701828769e-01	4.620145085541633279e+00	nan	nan	nan
nan	3.763169999999999618e+03	7.526340000000000252e-01	nan	6.000000000000000000e+01	9.677349991626442438e-03	9.608632756294283039e-04	7.318252393420801930e-04	3.109676293613475861e-01	4.680984028114940187e+00	nan	nan	nan
nan	3.137572499999999764e+03	6.275144999999999751e-01	nan	6.000000000000000000e+01	7.604537863604150620e-03	9.187073867944030910e-04	7.237666396588351590e-04	3.949974342943969874e-01	4.957456899999699296e+00	nan	nan	nan
nan	2.970052500000000236e+03	5.940105000000001079e-01	nan	6.000000000000000000e+01	7.343946353337856003e-03	9.373972799800216671e-04	7.322261714537053922e-04	4.088625161967677224e-01	4.857493287984674168e+00	nan	nan	nan
nan	2.668585000000000036e+03	5.337169999999999970e-01	nan	6.000000000000000000e+01	6.987907548395355835e-03	9.470425468585553369e-04	7.248551567768785325e-04	4.299143645430406613e-01	4.588970826252944946e+00	nan	nan	nan
nan	3.921625000000000000e+03	7.843250000000000499e-01	nan	6.500000000000000000e+01	1.099935307588339149e-02	9.554080791039561713e-04	7.347174738483739156e-04	2.961740495691219111e-01	4.645603520598645453e+00	nan	nan	nan
nan	3.264257500000000164e+03	6.528515000000000290e-01	nan	6.500000000000000000e+01	8.529580429844259293e-03	9.504907842351375657e-04	7.276425275302814176e-04	3.813918801185882668e-01	4.980088860998817424e+00	nan	nan	nan
nan	3.099647500000000036e+03	6.199295000000001332e-01	nan	6.500000000000000000e+01	8.071607601998494197e-03	9.453734963081487702e-04	7.248486104961776415e-04	4.029087839988517716e-01	4.995613157908829649e+00	nan	nan	nan
nan	2.804300000000000182e+03	5.608600000000001362e-01	nan	6.500000000000000000e+01	7.782711462807583372e-03	9.453418869640347038e-04	7.278465145340535852e-04	4.181830800892010203e-01	4.690727897726018725e+00	nan	nan	nan
nan	4.069577500000000327e+03	8.139154999999999029e-01	nan	7.000000000000000000e+01	1.220966094183097497e-02	9.387106034705883228e-04	7.354539371716261719e-04	2.870385187973379937e-01	4.672548878913138637e+00	nan	nan	nan
nan	3.394552500000000236e+03	6.789105000000000834e-01	nan	7.000000000000000000e+01	9.666107390064553745e-03	8.983391846126070543e-04	7.262039614293629066e-04	3.628434157586654663e-01	4.926705123610967796e+00	nan	nan	nan
nan	3.216827500000000327e+03	6.433655000000000346e-01	nan	7.000000000000000000e+01	9.136254650831574300e-03	9.404105074552178509e-04	7.295513815147395545e-04	3.833884451718186370e-01	4.933207286146137349e+00	nan	nan	nan
nan	2.936832499999999982e+03	5.873665000000000136e-01	nan	7.000000000000000000e+01	8.787881899106082112e-03	9.563126408027424266e-04	7.218485648530015893e-04	3.987993794418885907e-01	4.684797866057276217e+00	nan	nan	nan
nan	4.222750000000000000e+03	8.445499999999999119e-01	nan	7.500000000000000000e+01	1.360787435073234665e-02	9.292890005112265043e-04	7.330420252323426294e-04	2.759983183337760271e-01	4.661855958275479495e+00	nan	nan	nan
nan	3.511205000000000382e+03	7.022410000000001151e-01	nan	7.500000000000000000e+01	1.054197617296779264e-02	9.454932973749222624e-04	7.272490122913019984e-04	3.563301035714762643e-01	5.004408600731432344e+00	nan	nan	nan
nan	3.333987500000000182e+03	6.667975000000000430e-01	nan	7.500000000000000000e+01	1.026018110774487048e-02	9.270535228955186077e-04	7.282497548208617796e-04	3.660254556683059102e-01	4.881401987115725483e+00	nan	nan	nan
nan	3.060642499999999927e+03	6.121284999999998533e-01	nan	7.500000000000000000e+01	9.706565345618400550e-03	9.307699489582959684e-04	7.212099861494574490e-04	3.867639882602193491e-01	4.735045335609091133e+00	nan	nan	nan
nan	4.358094999999999345e+03	8.716189999999999216e-01	nan	8.000000000000000000e+01	1.466824869762660931e-02	9.429375623231494447e-04	7.344482505202536973e-04	2.734556565584334020e-01	4.766846471589322398e+00	nan	nan	nan
nan	3.628430000000000291e+03	7.256859999999998312e-01	nan	8.000000000000000000e+01	1.176993331472488136e-02	9.616108567959958092e-04	7.328878140637690771e-04	3.405705129284377075e-01	4.942924447074695138e+00	nan	nan	nan
nan	3.441405000000000200e+03	6.882810000000001427e-01	nan	8.000000000000000000e+01	1.129311722707484512e-02	9.354227619726585702e-04	7.309038717324189754e-04	3.544810689776930479e-01	4.879765031603413128e+00	nan	nan	nan
nan	3.178565000000000055e+03	6.357129999999999725e-01	nan	8.000000000000000000e+01	1.081514990558446118e-02	9.335297211421397096e-04	7.208893171792586088e-04	3.704282712922713494e-01	4.709431369707603565e+00	nan	nan	nan
nan	4.491912500000000364e+03	8.983824999999999728e-01	nan	8.500000000000000000e+01	1.626163139378377503e-02	9.588048947754416237e-04	7.303021674989135584e-04	2.620651963803598550e-01	4.708688650963939182e+00	nan	nan	nan
nan	3.737974999999999909e+03	7.475950000000000095e-01	nan	8.500000000000000000e+01	1.291124913700116353e-02	9.328822812990396210e-04	7.273150338808199956e-04	3.295617173731964500e-01	4.927495259280350481e+00	nan	nan	nan
nan	3.552199999999999818e+03	7.104400000000000714e-01	nan	8.500000000000000000e+01	1.217910349210171717e-02	9.349694890101985581e-04	7.205674230142155353e-04	3.494767408603811076e-01	4.965432393193988325e+00	nan	nan	nan
nan	3.295405000000000200e+03	6.590810000000000279e-01	nan	8.500000000000000000e+01	1.183217767401401922e-02	9.064442169968930669e-04	7.184015389498138362e-04	3.597425415245736335e-01	4.742186076113607207e+00	nan	nan	nan
nan	4.623739999999999782e+03	9.247479999999997924e-01	nan	9.000000000000000000e+01	1.759780336488120031e-02	9.371651728065999790e-04	7.322407115117274615e-04	2.560792103851657342e-01	4.736400239270628809e+00	nan	nan	nan
nan	3.849555000000000291e+03	7.699110000000000120e-01	nan	9.000000000000000000e+01	1.406713729733837827e-02	9.527049412826275442e-04	7.313272289416078995e-04	3.205588318700667294e-01	4.935820577558400757e+00	nan	nan	nan
nan	3.656847499999999854e+03	7.313695000000001167e-01	nan	9.000000000000000000e+01	1.336195262659884905e-02	9.508093101803947664e-04	7.258913688889781675e-04	3.373605839060543898e-01	4.934853139029669933e+00	nan	nan	nan
nan	3.405005000000000109e+03	6.810009999999999675e-01	nan	9.000000000000000000e+01	1.281979646593583641e-02	9.362698905704795477e-04	7.201379652546577043e-04	3.513837709810699872e-01	4.786036700297826130e+00	nan	nan	nan
nan	4.752457499999999527e+03	9.504915000000000447e-01	nan	9.500000000000000000e+01	1.908948511995163175e-02	9.267973721667082960e-04	7.357028837997152404e-04	2.493651713659755520e-01	4.740580185467705654e+00	nan	nan	nan
nan	3.953237500000000182e+03	7.906475000000000586e-01	nan	9.500000000000000000e+01	1.536565574575604262e-02	9.227321304976325578e-04	7.276346716869126936e-04	3.094075398088841911e-01	4.892517131223611315e+00	nan	nan	nan
nan	3.758662499999999909e+03	7.517324999999999147e-01	nan	9.500000000000000000e+01	1.433984239784876977e-02	9.526408724995596208e-04	7.291462738149139542e-04	3.318412115432693987e-01	4.988952715645813996e+00	nan	nan	nan
nan	3.508000000000000000e+03	7.016000000000001124e-01	nan	9.500000000000000000e+01	1.390579876193214805e-02	9.565772300054980592e-04	7.233455466670882456e-04	3.420844688223560470e-01	4.800071104503746078e+00	nan	nan	nan
nan	4.879184999999999491e+03	9.758369999999999544e-01	nan	1.000000000000000000e+02	2.095173014266265427e-02	9.372366619620376305e-04	7.358290151839823453e-04	2.390417259451850795e-01	4.665465411340262492e+00	nan	nan	nan
nan	4.063052500000000236e+03	8.126104999999999023e-01	nan	1.000000000000000000e+02	1.640881305623679426e-02	9.309217475747986418e-04	7.295268678855321935e-04	3.050131395487775121e-01	4.957151775559283990e+00	nan	nan	nan
nan	3.858602499999999964e+03	7.717205000000000314e-01	nan	1.000000000000000000e+02	1.561557657471780713e-02	9.212338047916327844e-04	7.255948559135424938e-04	3.205371574774821264e-01	4.946983640655629344e+00	nan	nan	nan
nan	3.610802500000000236e+03	7.221604999999999830e-01	nan	1.000000000000000000e+02	1.473979976498583297e-02	9.530425500474534132e-04	7.193569076402244692e-04	3.395808879526062696e-01	4.904672266313464313e+00	nan	nan	nan
nan	4.999680000000000291e+03	9.999359999999999360e-01	nan	1.050000000000000000e+02	2.198399635300802429e-02	9.219245948797088249e-04	7.362949932217248850e-04	2.394192076889389287e-01	4.788177053910534831e+00	nan	nan	nan
nan	4.156265000000000327e+03	8.312529999999999086e-01	nan	1.050000000000000000e+02	1.738795550252348471e-02	9.245051602615576587e-04	7.383339243135302087e-04	3.026018129704744486e-01	5.030777684239556180e+00	nan	nan	nan
nan	3.954480000000000473e+03	7.908959999999998214e-01	nan	1.050000000000000000e+02	1.670754944943382905e-02	9.365130560520327357e-04	7.290128750822478946e-04	3.147530491960799925e-01	4.978738775776368364e+00	nan	nan	nan
nan	3.712050000000000182e+03	7.424100000000000144e-01	nan	1.050000000000000000e+02	1.608929686054352826e-02	9.532405239945030079e-04	7.197105820553775617e-04	3.268094600314477849e-01	4.852596360241960838e+00	nan	nan	nan
nan	5.117907499999999345e+03	1.023581500000000144e+00	nan	1.100000000000000000e+02	2.414544965157802009e-02	9.399884314942716281e-04	7.389541126116476542e-04	2.286935069232182427e-01	4.681768391256293071e+00	nan	nan	nan
nan	4.255585000000000036e+03	8.511170000000001234e-01	nan	1.100000000000000000e+02	1.913531917365958110e-02	9.319401730392961334e-04	7.322486013549801484e-04	2.877642402445686476e-01	4.898486854742664320e+00	nan	nan	nan
nan	4.046390000000000327e+03	8.092780000000001639e-01	nan	1.100000000000000000e+02	1.790007245745073305e-02	9.658639605825998639e-04	7.282740129567891792e-04	3.076021804696693618e-01	4.978774775653143081e+00	nan	nan	nan
nan	3.809737500000000182e+03	7.619474999999998888e-01	nan	1.100000000000000000e+02	1.749757227043460123e-02	9.204455739269647510e-04	7.255389060392228870e-04	3.145551148860616930e-01	4.793570637945170354e+00	nan	nan	nan
nan	5.243037500000000364e+03	1.048607499999999915e+00	nan	1.150000000000000000e+02	2.543320810126601869e-02	9.370706219931817030e-04	7.331991245762066890e-04	2.266872552669355334e-01	4.754071917480866993e+00	nan	nan	nan
nan	4.352405000000000655e+03	8.704810000000001713e-01	nan	1.150000000000000000e+02	2.010018558405476941e-02	9.281826454193596110e-04	7.316314048146252370e-04	2.865090771719068785e-01	4.988126833775593738e+00	nan	nan	nan
nan	4.134784999999999854e+03	8.269569999999999421e-01	nan	1.150000000000000000e+02	1.925981967260668309e-02	9.184934841810464285e-04	7.272083719385904078e-04	2.988452364393219818e-01	4.942601060188080098e+00	nan	nan	nan
nan	3.897905000000000200e+03	7.795810000000000795e-01	nan	1.150000000000000000e+02	1.841587076261134645e-02	9.181164998119410378e-04	7.217470057621385012e-04	3.124643043771507811e-01	4.871962188248535774e+00	nan	nan	nan
nan	5.348882499999999709e+03	1.069776500000000130e+00	nan	1.200000000000000000e+02	2.706654392447603932e-02	9.457610190777366102e-04	7.344332134272932473e-04	2.220939364271889982e-01	4.752040268499881037e+00	nan	nan	nan
nan	4.451057499999999891e+03	8.902115000000000444e-01	nan	1.200000000000000000e+02	2.148551991146291709e-02	9.417431037843435179e-04	7.236613707748379247e-04	2.795911237802358729e-01	4.977985012991858582e+00	nan	nan	nan
nan	4.225827500000000327e+03	8.451655000000002360e-01	nan	1.200000000000000000e+02	2.019855904834912466e-02	9.448218065155455231e-04	7.245047993454707290e-04	2.974322952194440317e-01	5.027558477101363721e+00	nan	nan	nan
nan	3.993400000000000091e+03	7.986799999999999455e-01	nan	1.200000000000000000e+02	1.969451554267948393e-02	9.493990192270344288e-04	7.119764569327136864e-04	3.049551731167331470e-01	4.871173266805935320e+00	nan	nan	nan
nan	5.461505000000000109e+03	1.092300999999999744e+00	nan	1.250000000000000000e+02	2.816044195982726414e-02	9.356627141152058531e-04	7.401987922364202006e-04	2.225105713027430987e-01	4.861057549361041730e+00	nan	nan	nan
nan	4.544925000000000182e+03	9.089850000000000430e-01	nan	1.250000000000000000e+02	2.301782696186933236e-02	9.264018449859188912e-04	7.252463930004775673e-04	2.719981214372622635e-01	4.944982001383412040e+00	nan	nan	nan
nan	4.322762499999999818e+03	8.645525000000000571e-01	nan	1.250000000000000000e+02	2.172895130396113733e-02	9.094551610696457794e-04	7.288161823804205222e-04	2.878606679003516966e-01	4.977520952227019180e+00	nan	nan	nan
nan	4.082757499999999709e+03	8.165514999999998746e-01	nan	1.250000000000000000e+02	2.075677171191614434e-02	9.350179933070420970e-04	7.169808371504631916e-04	3.013910374568581352e-01	4.922004800354208953e+00	nan	nan	nan
