,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
210,210,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,0.05,0.3,,10569.0,5.2845,500.0,0.0431683702497025,0.0113221687044676,0.0098927579075718,73310828692722.38,11.582554474672234,61.20800912140543,849126666916821.1,0.0015907800271409,0.0008895390695403
211,211,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,0.05,0.1,,10770.0,5.385,500.0,0.041373359167494,0.0110038830892408,0.0099248664144775,74705045417789.75,12.085071409740316,65.0781095414516,902815808541882.6,0.0016210332947589,0.0009064562190319
212,212,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,0.05,0.0,,10874.0,5.437,500.0,0.0394946244756511,0.0098549759164398,0.009977100616025,75426431185983.83,12.659950730972408,68.83215212429698,954894902627636.0,0.0016366867267603,0.0009152093710077
213,213,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,0.0,0.3,,10807.0,5.4035,500.0,0.0437568419910121,0.0102928780351894,0.0093684772323829,74961692277628.03,11.426784412428626,61.74462957255808,856571096847271.2,0.001626602304221,0.0009095703211772
214,214,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,0.0,0.1,,10831.0,5.4155,500.0,0.0442907420942901,0.010094057313405,0.009902729058596,75128165916442.05,11.289040922718211,61.13580111698048,848124939479477.9,0.0016302146346828,0.0009115902793254
215,215,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.05,0.0,0.0,0.0,,10870.0,5.4350000000000005,500.0,0.0420888489018693,0.0104910541845623,0.009641955675701,75398685579514.83,11.87963113854113,64.56579523797105,895708573015476.4,0.0016360846716833,0.0009148727113164
216,216,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.2,0.3,,10832.0,5.416,500.0,0.0430434026158081,0.0113199290514406,0.0096667075189179,75135102318059.31,11.61618203056208,62.91324187752424,872783025411484.0,0.0016303651484521,0.0009116744442483
217,217,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.2,0.1,,10908.0,5.454,500.0,0.0427719146683784,0.0102062744793507,0.0095843554526514,75662268840970.34,11.689913904407296,63.75679043463739,884485408563062.0,0.0016418041949146,0.0009180709783844
218,218,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.2,0.0,,10878.0,5.439,500.0,0.0442257114519861,0.0101494379724769,0.009874919997252,75454176792452.83,11.305640623618393,61.49137935186044,853057806366438.8,0.0016372887818373,0.0009155460306991
219,219,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.05,0.3,,10821.0,5.4105,500.0,0.0399384758489986,0.0095591533977781,0.0101400412024012,75058801900269.55,12.519255914783132,67.73543412693414,939680349646485.0,0.0016287094969904,0.000910748630097
220,220,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.05,0.1,,10734.0,5.367,500.0,0.0432643941753667,0.0094573060012856,0.0096093945323915,74455334959568.73,11.55684736907012,62.02559982979934,860468941940726.5,0.0016156147990662,0.0009034262818095
221,221,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.05,0.0,,10706.0,5.353,500.0,0.044371536218648,0.0107417115713086,0.0096666409250909,74261115714285.7,11.268485218455526,60.320201374392425,836810284732443.9,0.0016114004135273,0.0009010696639699
222,222,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.0,0.3,,10712.0,5.356000000000001,500.0,0.0442271555957063,0.0111360246552397,0.0097131247867096,74302734123989.23,11.305271461964448,60.55103395028159,840012579637867.4,0.0016123034961428,0.000901574653507
223,223,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.0,0.1,,10784.0,5.392,500.0,0.0425106777506698,0.0115530272052219,0.0096452795054691,74802155040431.27,11.761750846047644,63.41936056188891,879804310332979.6,0.0016231404875284,0.0009076345279518
224,224,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.3,0.0,0.0,,10777.0,5.3885000000000005,500.0,0.0397175524346948,0.0101776992501444,0.010170120997649,74753600229110.52,12.588892551274885,67.83524751254471,941065041105229.8,0.0016220868911436,0.0009070453734918
225,225,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.2,0.3,,10854.0,5.427,500.0,0.0427315055586063,0.0115053602446184,0.0096955711941781,75287703153638.81,11.700968488326453,63.50115598614766,880939042159203.9,0.0016336764513754,0.0009135260725508
226,226,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.2,0.1,,10816.0,5.408,500.0,0.042194800648474,0.011685695516199,0.0100344211992238,75024119892183.3,11.849801215214,64.08372497187732,889020907068754.4,0.0016279569281442,0.0009103278054828
227,227,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.2,0.0,,10808.0,5.404,500.0,0.0444292226960669,0.0100249795347548,0.0096198533976514,74968628679245.28,11.25385432512331,60.81582877296636,843686026110487.9,0.0016267528179902,0.0009096544861
228,228,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.05,0.3,,10675.0,5.3375,500.0,0.0421732159783232,0.0122111754057816,0.0100909301913775,74046087264150.94,11.85586606098517,63.280685100508336,877880492943793.4,0.0016067344866807,0.0008984605513617
229,229,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.05,0.1,,10845.0,5.4225,500.0,0.0398652739121416,0.0107280345880858,0.00962154091555,75225275539083.56,12.542244187307997,68.01031910567761,943493774868713.2,0.0016323218274522,0.0009127685882453
230,230,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.05,0.0,,10790.0,5.395,500.0,0.0437730060034482,0.0106532798865836,0.0099540484201709,74843773450134.77,11.422564855623856,61.6247373960907,854907856273783.2,0.0016240435701438,0.0009081395174888
231,231,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.0,0.3,,10715.0,5.3575,500.0,0.0450117815886983,0.0116807118321568,0.0099846754269438,74323543328840.97,11.10820283828848,59.51219670613053,825600994957088.0,0.0016127550374505,0.0009018271482755
232,232,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.0,0.1,,10628.0,5.314,500.0,0.0415199078826162,0.0090855354147154,0.0096486234347269,73720076388140.16,12.042415927645688,63.99339823950918,887767822083795.8,0.0015996603395263,0.0008945047999881
233,233,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.1,0.0,0.0,,10908.0,5.454,500.0,0.0471570094944127,0.0109683652917973,0.0100272384205405,75662268840970.34,10.602877607394536,57.8280944707298,802237776018589.8,0.0016418041949146,0.0009180709783844
234,234,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.2,0.3,,10839.0,5.4195,500.0,0.0436994785285378,0.0108671346380717,0.0097151128242589,75183657129380.05,11.441784131897048,62.00874910281605,860235175120929.0,0.0016314187448368,0.0009122635987082
235,235,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.2,0.1,,10614.0,5.307,500.0,0.0424682384096399,0.0117748223266942,0.0096464139616101,73622966765498.64,11.773504593647182,62.48198887848559,866800337411532.0,0.0015975531467569,0.0008933264910682
236,236,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.2,0.0,,10830.0,5.415,500.0,0.044209234342361,0.0103256931159458,0.0096274083188703,75121229514824.8,11.30985431975471,61.24286114147176,849610162133526.2,0.0016300641209136,0.0009115061144026
237,237,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.05,0.3,,10941.0,5.4705,500.0,0.0452868699653663,0.0103570823026767,0.0096776919887682,75891170094339.61,11.04072770722244,60.39830092236035,837893744394106.4,0.0016467711492997,0.0009208484208383
238,238,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.05,0.1,,10778.0,5.389,500.0,0.0431518378665032,0.0099732529448332,0.009676078312029,74760536630727.77,11.586991996652054,62.44229986995793,866249739605655.4,0.0016222374049129,0.0009071295384147
239,239,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.05,0.0,,10862.0,5.431,500.0,0.0389965243767278,0.0107348815605749,0.0096308608725419,75343194366576.81,12.82165546779824,69.63441084561225,966024480011605.2,0.0016348805615294,0.0009141993919336
240,240,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.0,0.3,,10658.0,5.329,500.0,0.0416236520322854,0.010691234756611,0.0096207282880526,73928168436657.67,12.012401016906784,64.01408501909624,888054805706562.6,0.0016041757526036,0.0008970297476734
241,241,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.0,0.1,,10994.0,5.497,500.0,0.0423211836006771,0.0108117007345422,0.0095959513930094,76258799380053.9,11.81441437738995,64.94383583251255,900953055798204.6,0.0016547483790696,0.000925309161749
242,242,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.0,0.0,0.0,0.0,,10899.0,5.4495000000000005,500.0,0.0457986829409833,0.0106131638436797,0.0096150996403856,75599841226415.1,10.917344515000693,59.49406893449627,825349511948125.9,0.0016404495709914,0.0009173134940788
243,243,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.2,0.3,,10730.0,5.365,500.0,0.0408773942175457,0.0112681692589002,0.0097758578917567,74427589353099.73,12.231699440992877,65.62306750092678,910375903084757.2,0.0016150127439892,0.0009030896221182
244,244,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.2,0.1,,10809.0,5.4045000000000005,500.0,0.0449351807559992,0.0109124222785461,0.0097527753437598,74975565080862.53,11.127138949657963,60.13662245342648,834263530483881.0,0.0016269033317595,0.0009097386510229
245,245,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.2,0.0,,10805.0,5.4025,500.0,0.0442415533442499,0.0120946996080656,0.0097094428981003,74947819474393.53,11.301592331296042,61.05685256982687,847029701819166.1,0.0016263012766825,0.0009094019913315
246,246,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.05,0.3,,10565.0,5.2825,500.0,0.0462450801123281,0.0112842599952851,0.0101093801623831,73283083086253.36,10.81196094342386,57.11418368363654,792333832142257.1,0.0015901779720639,0.0008892024098489
247,247,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.05,0.1,,10792.0,5.396,500.0,0.0425475465302724,0.0108474859945798,0.0097471335829813,74857646253369.27,11.751558921129591,63.41141193841527,879694040643544.8,0.0016243445976823,0.0009083078473345
248,248,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.05,0.0,,10790.0,5.395,500.0,0.042316336725662,0.0100697191297659,0.0099556282079078,74843773450134.77,11.815767589749406,63.746066146698034,884336632626649.4,0.0016240435701438,0.0009081395174888
249,249,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.0,0.3,,10853.0,5.4265,500.0,0.0424432349180392,0.0106188372291126,0.0100849174705856,75280766752021.56,11.78044041566421,63.92655991560183,886840587167705.2,0.0016335259376062,0.000913441907628
250,250,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.0,0.1,,10746.0,5.373,500.0,0.0435993929649498,0.0102698996652313,0.0092683368513064,74538571778975.73,11.46804957587269,61.61783037116397,854812036476038.9,0.0016174209642971,0.0009044362608837
251,251,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.3,0.0,0.0,,10791.0,5.3955,500.0,0.0401979078152976,0.010604802589493,0.0091896873393728,74850709851752.03,12.438458297317675,67.11170174317752,931027433015643.0,0.0016241940839131,0.0009082236824117
252,252,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.2,0.3,,10757.0,5.3785,500.0,0.048623590486386,0.0113258309455639,0.009554984781486,74614872196765.5,10.283074429478688,55.30751581895112,767270284345379.6,0.0016190766157588,0.000905362075035
253,253,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.2,0.1,,10696.0,5.348,500.0,0.0427696146256835,0.0126068290373023,0.0095290355416918,74191751698113.2,11.690542558682438,62.52102160383368,867341830729992.5,0.0016098952758349,0.0009002280147415
254,254,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.2,0.0,,10608.0,5.303999999999999,500.0,0.0402823554960036,0.0121404680508688,0.0090996825006913,73581348355795.14,12.412382390339708,65.83527619836181,913319832588923.2,0.0015966500641414,0.0008928215015312
255,255,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.05,0.3,,10772.0,5.386,500.0,0.0428396921653302,0.0104074301352288,0.0105152216701061,74718918221024.25,11.671419067867284,62.8622630995332,872075806855278.8,0.0016213343222974,0.0009066245488776
256,256,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.05,0.1,,10989.0,5.4945,500.0,0.0373456247762646,0.0112282914516889,0.0096198516746368,76224117371967.66,13.388449195734946,73.56283410596566,1020522722924326.4,0.0016539958102234,0.0009248883371348
257,257,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.05,0.0,,10880.0,5.44,500.0,0.0438339694617297,0.0096741818759595,0.0098260199302888,75468049595687.33,11.406678567783736,62.05233140874351,860839783875566.6,0.0016375898093758,0.0009157143605448
258,258,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.0,0.3,,10875.0,5.4375,500.0,0.0397152625415628,0.0112392852798337,0.0091553114206823,75433367587601.08,12.589618398638036,68.45605004259431,949677312452088.4,0.0016368372405296,0.0009152935359306
259,259,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.0,0.1,,10862.0,5.431,500.0,0.0480893576925609,0.0094790838313674,0.0096174115712527,75343194366576.81,10.397310839469707,56.467795169159984,783366611467882.1,0.0016348805615294,0.0009141993919336
260,260,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.1,0.0,0.0,,11028.0,5.514,500.0,0.0419436760875555,0.0101156400708546,0.0095079184950966,76494637035040.44,11.920748170863046,65.73100541413883,911873304516290.8,0.0016598658472239,0.0009281707691257
261,261,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.2,0.3,,10828.0,5.414,500.0,0.0470476800042547,0.0110286652576485,0.0102291556865864,75107356711590.28,10.62751659496882,57.53737484516119,798204679856668.5,0.0016297630933751,0.0009113377845569
262,262,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.2,0.1,,10845.0,5.4225,500.0,0.0410455948513117,0.0112190858253712,0.0095532825545246,75225275539083.56,12.181575192447738,66.05459148104786,916362350351946.0,0.0016323218274522,0.0009127685882453
263,263,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.2,0.0,,11020.0,5.510000000000001,500.0,0.0418247560791087,0.0113813373317525,0.0090354914654219,76439145822102.44,11.954642342785773,65.87007930874962,913802649291282.0,0.00165866173707,0.000927497449743
264,264,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.05,0.3,,10779.0,5.3895,500.0,0.0454181877633459,0.0102875309158426,0.0087385802270861,74767473032345.02,11.008805604602248,59.33195780600381,823100576160427.2,0.0016223879186821,0.0009072137033375
265,265,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.05,0.1,,10804.0,5.402,500.0,0.0444557112549546,0.0102785898748177,0.0098672847766321,74940883072776.28,11.247148811375157,60.757097879048594,842871263975380.2,0.0016261507629132,0.0009093178264086
266,266,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.05,0.0,,10935.0,5.4675,500.0,0.0430406891616144,0.009634222498286,0.0095374614351091,75849551684636.12,11.616914360328646,63.51547926509688,881137746189739.4,0.0016458680666842,0.0009203434313012
267,267,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.0,0.3,,10812.0,5.406,500.0,0.0392432476461408,0.0108720494519872,0.0089607718202402,74996374285714.28,12.74104540247371,68.87809144577287,955532209795197.4,0.0016273548730672,0.0009099911457914
268,268,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.0,0.1,,10762.0,5.380999999999999,500.0,0.0443556523863435,0.0094595048145905,0.0091273152985433,74649554204851.75,11.272520481604792,60.65743271151538,841488628716858.5,0.001619829184605,0.0009057828996492
269,269,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.2,0.0,0.0,0.0,,10765.0,5.382499999999999,500.0,0.0455406558503455,0.0103554336470442,0.009484487003776,74670363409703.48,10.979200687031971,59.09554769794959,819820905248743.6,0.0016202807259127,0.0009060353944177
270,270,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.2,0.3,,10969.0,5.4845,500.0,0.0456891259142935,0.010418621535214,0.0099522295738725,76085389339622.64,10.943522993587813,60.01975185833236,832642207714241.4,0.0016509855348385,0.0009232050386779
271,271,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.2,0.1,,10870.0,5.4350000000000005,500.0,0.0390491095433844,0.0109118136131078,0.0095294607259382,75398685579514.83,12.80438928945328,69.59185578817858,965434122073195.2,0.0016360846716833,0.0009148727113164
272,272,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.2,0.0,,10738.0,5.369,500.0,0.0413547387884705,0.011222864009528,0.0097170109227213,74483080566037.73,12.090512832338272,64.91396339682417,900538641375764.5,0.0016162168541431,0.0009037629415009
273,273,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.05,0.3,,10858.0,5.428999999999999,500.0,0.0420136967253483,0.0105483405173083,0.0095000054834431,75315448760107.8,11.900880878647651,64.60988229017809,896320184015933.9,0.0016342785064524,0.0009138627322422
274,274,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.05,0.1,,10704.0,5.351999999999999,500.0,0.0464157888607132,0.0100556832050695,0.0098685213257838,74247242911051.2,10.772196536407552,57.65279586285322,799805892924236.0,0.0016110993859888,0.0009009013341242
275,275,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.05,0.0,,10882.0,5.441,500.0,0.0438977839056633,0.0090813889952467,0.0095993942436859,75481922398921.83,11.390096617963758,61.97351569834081,859746389033362.4,0.0016378908369143,0.0009158826903905
276,276,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.0,0.3,,10966.0,5.483,500.0,0.0422410554633643,0.0108345297855004,0.0098235197324357,76064580134770.89,11.83682544186544,64.90131389774821,900363157364068.8,0.0016505339935308,0.0009229525439094
277,277,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.0,0.1,,10789.0,5.3945,500.0,0.0413943586059986,0.010249138773052,0.009649385355182,74836837048517.52,12.078940629546151,65.15984522608672,903949711612063.0,0.0016238930563746,0.000908055352566
278,278,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.3,0.0,0.0,,10873.0,5.4365,500.0,0.0389951402237329,0.0091360899308228,0.0095084621855433,75419494784366.58,12.82211057919708,69.70740416380492,967037101952325.8,0.0016365362129911,0.0009151252060849
279,279,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.2,0.3,,10655.0,5.327500000000001,500.0,0.0408847418690925,0.0117932112881806,0.0096112504285921,73907359231805.94,12.229501206120688,65.15266767560797,903850138866565.8,0.0016037242112959,0.0008967772529049
280,280,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.2,0.1,,10856.0,5.428,500.0,0.041687127094633,0.0098946005741714,0.0098544512403094,75301575956873.31,11.994110288889914,65.10403064809445,903175406953959.6,0.0016339774789139,0.0009136944023965
281,281,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.2,0.0,,10850.0,5.425,500.0,0.0425252995706273,0.0113471331191769,0.0095500278482585,75259957547169.81,11.75770670749972,63.785558888185975,884884507658502.6,0.0016330743962985,0.0009131894128595
282,282,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.05,0.3,,10855.0,5.427499999999999,500.0,0.0437076738896848,0.0099318010990791,0.0095553671047515,75294639555256.05,11.43963875226957,62.08863932794308,861343476494476.2,0.0016338269651447,0.0009136102374737
283,283,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.05,0.1,,10758.0,5.379,500.0,0.0446433320446431,0.0110869924366455,0.009381791180716,74621808598382.75,11.199880857907347,60.24415913468362,835755365703452.9,0.001619227129528,0.0009054462399578
284,284,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.05,0.0,,10620.0,5.3100000000000005,500.0,0.0426308609486909,0.0101734744380439,0.0094524684004578,73664585175202.17,11.72859259403142,62.27882667430685,863981908128273.0,0.0015984562293723,0.0008938314806053
285,285,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.0,0.3,,10782.0,5.391,500.0,0.0425387486189947,0.010086760838218,0.0092860806758454,74788282237196.77,11.75398939160932,63.36575681016584,879060676032694.5,0.0016228394599899,0.0009074661981061
286,286,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.0,0.1,,10731.0,5.3655,500.0,0.0450129288080347,0.0087478315768102,0.0096903711780988,74434525754716.98,11.107919729736638,59.59954330990193,826812737204410.8,0.0016151632577584,0.000903173787041
287,287,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.1,0.0,0.0,,10991.0,5.4955,500.0,0.043442232851703,0.0098404078796728,0.0096134435045011,76237990175202.16,11.5095373137663,63.2506623078027,877463992648037.9,0.0016542968377619,0.0009250566669805
288,288,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.2,0.3,,10714.0,5.357,500.0,0.0452170249050709,0.0105169294009013,0.0100754546496428,74316606927223.72,11.05778190957288,59.23653768958192,821776831660693.0,0.0016126045236813,0.0009017429833527
289,289,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.2,0.1,,10918.0,5.459,500.0,0.0403962056640239,0.0123062945199187,0.0094071835915034,75731632857142.86,12.377400099368502,67.56822714245266,937360720051339.0,0.0016433093326071,0.0009189126276129
290,290,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.2,0.0,,10588.0,5.2940000000000005,500.0,0.0389200875972619,0.0122548105557967,0.0099202359829787,73442620323450.14,12.846836450470253,68.01115216878951,943505331789346.4,0.0015936397887565,0.0008911382030743
291,291,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.05,0.3,,10802.0,5.401,500.0,0.0460486056095987,0.0110054704821301,0.0094692598223871,74927010269541.77,10.85809208293976,58.64455533995765,813564377006057.6,0.0016258497353747,0.000909149496563
292,292,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.05,0.1,,10734.0,5.367,500.0,0.0405492271755179,0.009763682946362,0.0096026295864061,74455334959568.73,12.3306912320608,66.1788198424703,918085745966104.0,0.0016156147990662,0.0009034262818095
293,293,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.05,0.0,,10768.0,5.384,500.0,0.0467697041968904,0.0110604444206605,0.0094278529422455,74691172614555.27,10.690681255863996,57.55862788157175,798499519048928.1,0.0016207322672205,0.0009062878891862
294,294,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.0,0.3,,10772.0,5.386,500.0,0.0424610279663397,0.0093971138810576,0.0095031581965953,74718918221024.25,11.775503890211189,63.42286395267746,879852912184042.6,0.0016213343222974,0.0009066245488776
295,295,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.0,0.1,,11050.0,5.525,500.0,0.0421887484263265,0.0109113642881835,0.0096560271456789,76647237870619.95,11.85150113834594,65.47954378936133,908384826874724.4,0.0016631771501473,0.0009300223974283
296,296,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.05,0.0,0.0,0.0,,10703.0,5.3515,500.0,0.0460355855847183,0.0112021647291113,0.0093786700498902,74240306509433.97,10.861163025283137,58.12351392980271,806336072045951.2,0.0016109488722196,0.0009008171692014
297,297,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.2,0.3,,10915.0,5.4575,500.0,0.0463996916669202,0.0119782127958911,0.009665163612781,75710823652291.11,10.775933676224511,58.80965803799528,815854814249419.2,0.0016428577912993,0.0009186601328443
298,298,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.2,0.1,,10870.0,5.4350000000000005,500.0,0.0413082391053194,0.0119904493347045,0.0100455454139919,75398685579514.83,12.10412282947236,65.78590757818229,912634951435214.0,0.0016360846716833,0.0009148727113164
299,299,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.2,0.0,,10797.0,5.398499999999999,500.0,0.0458137924984498,0.0109573110918881,0.0096369792694229,74892328261455.52,10.913743934578608,58.9178466308226,817355693309930.1,0.0016250971665285,0.0009087286719487
300,300,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.05,0.3,,10598.0,5.299,500.0,0.0404640575127359,0.0096407612241249,0.0096616926206789,73511984339622.64,12.356645149652287,65.47786264800747,908361504731513.0,0.001595144926449,0.0008919798523027
301,301,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.05,0.1,,10687.0,5.343500000000001,500.0,0.0430379555346007,0.0108720780406512,0.0096386367037539,74129324083557.95,11.617652227881043,62.07892467968237,861208707090663.1,0.0016085406519117,0.0008994705304359
302,302,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.05,0.0,,10675.0,5.3375,500.0,0.0435056013329813,0.0109491569954382,0.009676876009851,74046087264150.94,11.492772991990648,61.34267584475008,850994871872016.6,0.0016067344866807,0.0008984605513617
