,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
2318,2318,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.0,0.05,0.0,,24868.0,12.434,2000.0,0.3380614135103315,0.008539792708958,0.0095907767189223,60147675668662.67,5.916084829772736,73.5605987733942,355838751569465.94,0.0051263578048218,0.0031717937104123
2319,2319,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.0,0.0,0.3,,24514.0,12.257,2000.0,0.3483010573095271,0.0082415170909372,0.0095339686129323,59291463782435.125,5.742158853748888,70.38164107040012,340461003710041.44,0.0050533832727763,0.0031266427142129
2320,2320,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.0,0.0,0.1,,24659.0,12.3295,2000.0,0.3606493859481361,0.0077861740490141,0.0100091478900408,59642172040918.16,5.545552211996872,68.37388599781544,330748779089811.7,0.0050832739709306,0.0031451367663285
2321,2321,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.0,0.0,0.0,,24770.0,12.385,2000.0,0.3288730792901333,0.008799527708837,0.0096351777232163,59910645259481.04,6.081373411034325,75.31780969566012,364339005118917.6,0.0051061558157245,0.0031592942820859
2322,2322,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.2,0.3,,24931.0,12.4655,2000.0,0.3583905351069916,0.0101341179589058,0.010210343731851,60300052360279.44,5.580504516959224,69.56377905615521,336504714569417.1,0.005139344797813,0.0031798290571936
2323,2323,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.2,0.1,,24885.0,12.4425,2000.0,0.3360793029989963,0.0104544048106028,0.0098893894744346,60188793188622.75,5.950976397990128,74.04502383199215,358182087689002.94,0.005129862231502,0.0031739619785914
2324,2324,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.2,0.0,,24864.0,12.432,2000.0,0.3494754233556705,0.0093360667285213,0.0099146965691109,60138000958083.83,5.722863086611233,71.14663389275086,344161545785608.94,0.0051255332338382,0.0031712835296643
2325,2325,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.05,0.3,,24790.0,12.395,2000.0,0.3389554489999682,0.0095677643802195,0.0096401872814617,59959018812375.24,5.900480449276352,73.13645516878037,353787018260213.1,0.0051102786706423,0.003161845185826
2326,2326,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.05,0.1,,24815.0,12.4075,2000.0,0.3553358140127329,0.0084498128126127,0.0101627653528624,60019485753493.016,5.6284785296883495,69.8353473571082,337818386926471.2,0.0051154322392896,0.0031650338155011
2327,2327,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.05,0.0,,24844.0,12.422,2000.0,0.3318142179218739,0.0082315802724089,0.0101659109709531,60089627405189.625,6.027469264354737,74.87322320181455,362188382291308.56,0.0051214103789204,0.0031687326259242
2328,2328,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.0,0.3,,24742.0,12.371,2000.0,0.3506608048239741,0.0079981145242926,0.00996678972009,59842922285429.14,5.703517394833924,70.55821369149048,341315148212639.8,0.0051003838188395,0.0031557230168498
2329,2329,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.0,0.1,,25011.0,12.5055,2000.0,0.3321286846021394,0.009097109360414,0.0099763966496459,60493546571856.28,6.021762325033208,75.30514875570277,364277759654045.94,0.0051558362174842,0.0031900326721539
2330,2330,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.3,0.0,0.0,,24440.0,12.22,2000.0,0.3322747464767417,0.0082690865296369,0.0100023196590765,59112481636726.55,6.019115268936017,73.55358858639813,355804840804320.7,0.0050381287095804,0.0031172043703747
2331,2331,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.2,0.3,,24954.0,12.477,2000.0,0.3586358554791786,0.0099746256099207,0.0101052460843728,60355681946107.78,5.576687242628796,69.58032672627948,336584761529020.4,0.0051440860809685,0.0031827625964946
2332,2332,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.2,0.1,,24655.0,12.3275,2000.0,0.313877524833515,0.0088786743503963,0.0098917284314988,59632497330339.31,6.371912105082476,78.54974647540422,379973031595487.5,0.005082449399947,0.0031446265855805
2333,2333,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.2,0.0,,24811.0,12.4055,2000.0,0.3204441904667874,0.0106621952287505,0.010156823238971,60009811042914.17,6.241336430804449,77.4268990923446,374541419867831.4,0.005114607668306,0.0031645236347531
2334,2334,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.05,0.3,,24896.0,12.448,2000.0,0.351938970588435,0.0087808957941004,0.0096327730586458,60215398642714.56,5.682803460656941,70.73953747825759,342192275791655.6,0.0051321298017068,0.0031753649756484
2335,2335,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.05,0.1,,24921.0,12.4605,2000.0,0.3313445879553001,0.0080112431853386,0.0101786293822148,60275865583832.33,6.036012274538219,75.21173094688348,363825864522427.75,0.005137283370354,0.0031785536053235
2336,2336,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.05,0.0,,24950.0,12.475,2000.0,0.3200064122800086,0.0084079261686896,0.0099570639016176,60346007235528.94,6.249874762665635,77.9671876642538,377154987648970.1,0.0051432615099849,0.0031822524157466
2337,2337,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.0,0.3,,24894.0,12.447,2000.0,0.317443084066781,0.008267527613893,0.0101143115525724,60210561287425.15,6.300342015261094,78.42035706395484,379347129041617.75,0.005131717516215,0.0031751098852744
2338,2338,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.0,0.1,,24701.0,12.3505,2000.0,0.3527405255986195,0.0083741490426406,0.0099850729992843,59743756501996.01,5.669890060423006,70.02597719125434,338740531162999.5,0.005091931966258,0.0031504936641827
2339,2339,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.1,0.0,0.0,,24510.0,12.255,2000.0,0.3320718405618663,0.0080034190550284,0.0095408910762678,59281789071856.29,6.02279312999258,73.80932980805908,357041951955645.25,0.0050525587017928,0.0031261325334649
2340,2340,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.2,0.3,,24824.0,12.412,2000.0,0.320732819047862,0.009221244281521,0.0095840592488495,60041253852295.41,6.235719830409828,77.39775453504677,374400437289428.94,0.0051172875240026,0.0031661817221841
2341,2341,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.2,0.1,,24858.0,12.429,2000.0,0.3421873467354999,0.0105466391775973,0.0095973279874965,60123488892215.56,5.844751476289792,72.64441609880583,351406850462469.8,0.0051242963773629,0.0031705182585423
2342,2342,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.2,0.0,,24675.0,12.3375,2000.0,0.3410751029366565,0.0097184646043182,0.0096183947245082,59680870883233.53,5.863811174665053,72.3447703674301,349957357598847.0,0.0050865722548648,0.0031471774893206
2343,2343,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.05,0.3,,24958.0,12.479,2000.0,0.3199289938834226,0.0080659482989488,0.0096157132773419,60365356656686.63,6.251387146013937,78.01106019510792,377367214668157.6,0.005144910651952,0.0031832727772427
2344,2344,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.05,0.1,,24879.0,12.4395,2000.0,0.3153863595130133,0.0085872956524004,0.0101723954264353,60174281122754.49,6.341428345500392,78.88419790385214,381590891981944.56,0.0051286253750266,0.0031731967074694
2345,2345,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.05,0.0,,24929.0,12.4645,2000.0,0.3335422274396933,0.008879526900852,0.0095907787158371,60295215004990.02,5.996242260994115,74.74016166216116,361544716348647.7,0.0051389325123212,0.0031795739668195
2346,2346,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.0,0.3,,24999.0,12.4995,2000.0,0.3515638732801562,0.0079556938851088,0.009603616337437,60464522440119.76,5.688866666929194,71.10798890328145,343974606241389.6,0.0051533625045336,0.0031885021299098
2347,2347,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.0,0.1,,24930.0,12.465,2000.0,0.3369208082031036,0.0082447646843984,0.0096157904271765,60297633682634.73,5.936113031031178,73.99364893180363,357933569043832.5,0.0051391386550671,0.0031797015120065
2348,2348,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,0.0,0.0,,24898.0,12.449,2000.0,0.3274554731167427,0.0082193498033191,0.0096193701730262,60220235998003.99,6.107700631673273,76.03476516370057,367807173444522.56,0.0051325420871985,0.0031756200660224
2349,2349,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.2,0.3,,24746.0,12.373,2000.0,0.3327930763189215,0.0086227396146348,0.009757153805078,59852596996007.984,6.00974041323914,74.35851813300788,359698571004224.75,0.0051012083898231,0.0031562331975978
2350,2350,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.2,0.1,,25025.0,12.5125,2000.0,0.3122342307801773,0.0097158604901931,0.0097628213380835,60527408058882.23,6.405447586584645,80.14816292714038,387705139872991.2,0.0051587222159267,0.0031918183047719
2351,2351,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.2,0.0,,24887.0,12.4435,2000.0,0.3209886695190107,0.0094850230664529,0.0100003726657027,60193630543912.17,6.23074952457644,77.53233170906692,375051434894010.6,0.0051302745169937,0.0031742170689654
2352,2352,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.05,0.3,,24946.0,12.473,2000.0,0.3467544426466702,0.0084311778329303,0.0097921392077886,60336332524950.09,5.767770370105755,71.94139982632908,348006110978255.3,0.0051424369390013,0.0031817422349986
2353,2353,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.05,0.1,,24719.0,12.3595,2000.0,0.3285241991800376,0.0083396936315023,0.0096159511879735,59787292699600.79,6.0878315965514656,75.24255461757782,363974969568900.5,0.005095642535684,0.0031527894775487
2354,2354,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.05,0.0,,25100.0,12.55,2000.0,0.3410604266630344,0.0080154920774874,0.0097346187586289,60708808882235.52,5.864063502084303,73.593996951158,356000310421328.7,0.0051741829218686,0.0032013841937972
2355,2355,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.0,0.3,,24666.0,12.333,2000.0,0.3319335518142452,0.0087687791135716,0.009579197427131,59659102784431.13,6.025302320505487,74.31005351879418,359464130446308.25,0.0050847169701518,0.0031460295826375
2356,2356,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.0,0.1,,24807.0,12.4035,2000.0,0.3243997358633805,0.0079851480035255,0.0099177669957942,60000136332335.33,6.165233133365715,76.47046916970166,369914828522573.8,0.0051137830973224,0.0031640134540051
2357,2357,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.3,0.0,0.0,,24778.0,12.389,2000.0,0.3177949881737731,0.0092657655750709,0.0089832628192382,59929994680638.72,6.293365453914528,77.96850460854708,377161358176413.1,0.0051078049576916,0.003160314643582
2358,2358,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.2,0.3,,24743.0,12.3715,2000.0,0.3208481914898584,0.0089616441506045,0.0104722837130596,59845340963073.85,6.23347755433185,77.1174675634165,373044589624657.3,0.0051005899615854,0.0031558505620368
2359,2359,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.2,0.1,,24858.0,12.429,2000.0,0.307576002479891,0.0090467575046675,0.0097814470003702,60123488892215.56,6.502457876669873,80.81904894912986,390950453920060.8,0.0051242963773629,0.0031705182585423
2360,2360,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.2,0.0,,24599.0,12.2995,2000.0,0.3453696165699966,0.0083154894003371,0.0098286903861781,59497051382235.53,5.790897357627452,71.22514205013886,344541317636012.5,0.0050709054061771,0.0031374840551083
2361,2361,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.05,0.3,,24723.0,12.3615,2000.0,0.347139965659835,0.0086934415028924,0.0096197270686848,59796967410179.63,5.7613648609961965,71.21911172920447,344512146831143.6,0.0050964671066676,0.0031532996582967
2362,2362,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.05,0.1,,24986.0,12.493,2000.0,0.315031008813321,0.0084503659297838,0.0093837749659941,60433079630738.52,6.348581390554942,79.3128273122029,383664324717631.6,0.005150682648837,0.0031868440424788
2363,2363,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.05,0.0,,24837.0,12.4185,2000.0,0.3397647211454568,0.0080789577811951,0.0094531242835138,60072696661676.65,5.886426328364383,73.10058535879308,353613503245140.56,0.0051199673796992,0.0031678398096152
2364,2364,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.3,,24841.0,12.4205,2000.0,0.3371048898507069,0.0095042805296075,0.0099538727366645,60082371372255.48,5.932871519264334,73.68923070502267,356460989924317.3,0.0051207919506827,0.0031683499903632
2365,2365,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.1,,24684.0,12.342,2000.0,0.341090072689667,0.009574045341632,0.0104559348871419,59702638982035.93,5.863553823859465,72.36798129407352,350069637097617.9,0.0050884275395778,0.0031483253960036
2366,2366,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.0,,24749.0,12.3745,2000.0,0.3293422795227343,0.0086546841938199,0.0098920914892896,59859853028942.11,6.072709531549656,75.14674409816122,363511500046018.3,0.0051018268180608,0.0031566158331588
2367,2367,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.2,0.3,,24813.0,12.4065,2000.0,0.3441739080155912,0.009194530282221,0.0092209498708328,60014648398203.59,5.811015749367611,72.09436689452926,348746067034720.7,0.0051150199537978,0.0031647787251271
2368,2368,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.2,0.1,,24887.0,12.4435,2000.0,0.3558711210280307,0.0098581551270691,0.0096552235633837,60193630543912.17,5.620012082527109,69.93262034892608,338288930947959.25,0.0051302745169937,0.0031742170689654
2369,2369,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.2,0.0,,24742.0,12.371,2000.0,0.3274911045398312,0.0081896782431232,0.0090210823252002,59842922285429.14,6.107036106554,75.55014367417954,365462887118820.8,0.0051003838188395,0.0031557230168498
2370,2370,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.3,,24885.0,12.4425,2000.0,0.3088627043498491,0.0081348300821297,0.0089488699747438,60188793188622.75,6.475369061505717,80.56977954778488,389744649262973.8,0.005129862231502,0.0031739619785914
2371,2371,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.1,,24945.0,12.4725,2000.0,0.3105980950367666,0.0088371995060604,0.0096657731425904,60333913847305.39,6.439189524852858,80.31279134872727,388501506038943.7,0.0051422307962554,0.0031816146898116
2372,2372,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,,24818.0,12.409,2000.0,0.3321547574369106,0.0085751155408578,0.0089136618274409,60026741786427.15,6.021289640507045,74.71818314905192,361438398472005.1,0.0051160506675273,0.0031654164510621
2373,2373,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.3,,24893.0,12.4465,2000.0,0.3140234146032981,0.0090745433874361,0.009746131592591,60208142609780.44,6.368951826495408,79.2711589084751,383462759844457.1,0.0051315113734691,0.0031749823400874
2374,2374,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.1,,24894.0,12.447,2000.0,0.331958655646531,0.0088651458388954,0.0098965975752688,60210561287425.15,6.024846666837922,74.9912664621316,362759399480983.8,0.005131717516215,0.0031751098852744
2375,2375,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,,24853.0,12.4265,2000.0,0.347146327025257,0.0082682982417639,0.009935307874873,60111395503992.02,5.761259285495732,71.59228851121271,346317335511480.44,0.0051232656636334,0.0031698805326073
2376,2376,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.2,0.3,,24903.0,12.4515,2000.0,0.3453985263045069,0.0092251379791559,0.0096322699545917,60232329386227.54,5.790412661566422,72.0993232554943,348770042713651.25,0.005133572800928,0.0031762577919574
2377,2377,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.2,0.1,,24703.0,12.3515,2000.0,0.353056152966019,0.0097105463022959,0.0096507767777313,59748593857285.43,5.664821256329999,69.96903974755998,338465104518578.5,0.0050923442517498,0.0031507487545567
2378,2378,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.2,0.0,,24996.0,12.498,2000.0,0.3372785691663011,0.0093726797967529,0.0095103543838655,60457266407185.625,5.929816427244936,74.1108457077072,358500491487652.75,0.0051527440762959,0.0031881194943488
2379,2379,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.05,0.3,,25108.0,12.554000000000002,2000.0,0.3170806257226104,0.0093186995667566,0.0094918779428601,60728158303393.22,6.307544005383813,79.18490744358841,383045530864567.2,0.0051758320638357,0.0032024045552932
2380,2380,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.05,0.1,,24756.0,12.378,2000.0,0.3357973576687527,0.0083903391246716,0.0095515186375301,59876783772455.086,5.955973012667061,73.72303395079288,356624508234043.6,0.005103269817282,0.0031575086494679
2381,2381,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.05,0.0,,24950.0,12.475,2000.0,0.3544690491210076,0.0092833903097136,0.0095041778192502,60346007235528.94,5.642241558069703,70.38696343691954,340486749887876.3,0.0051432615099849,0.0031822524157466
2382,2382,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.0,0.3,,25006.0,12.503,2000.0,0.3362550272699991,0.0091028052309408,0.0097557515862397,60481453183632.734,5.9478664638494205,74.3661743975093,359735607075807.9,0.0051548055037548,0.0031893949462188
2383,2383,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.0,0.1,,24609.0,12.3045,2000.0,0.3497516659194843,0.0078903795367833,0.0096639022123358,59521238158682.64,5.718343027021967,70.36135177599179,340362857184416.7,0.005072966833636,0.0031387595069783
2384,2384,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.3,0.0,0.0,,25089.0,12.5445,2000.0,0.3552867041057652,0.0083992139055083,0.0094546708262897,60682203428143.71,5.6292565325062665,70.61620857202486,341595690054752.1,0.0051719153516638,0.0031999811967402
2385,2385,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.2,0.3,,24512.0,12.256,2000.0,0.331682982126722,0.0100071613452417,0.0096022398100226,59286626427145.71,6.029854131122968,73.90189223104309,357489709282068.7,0.0050529709872846,0.0031263876238389
2386,2386,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.2,0.1,,24828.0,12.414,2000.0,0.3401212671890334,0.0101340129657525,0.0095602690833238,60050928562874.25,5.880255640963595,72.99749352692206,353114811426943.2,0.0051181120949862,0.0031666919029322
2387,2387,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.2,0.0,,24839.0,12.4195,2000.0,0.3319854057899647,0.0095786770951066,0.0096780934085216,60077534016966.06,6.024361207207188,74.81955401290966,361928765356480.56,0.005120379665191,0.0031680948999892
2388,2388,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.05,0.3,,25008.0,12.504,2000.0,0.3521148165359591,0.0088075967743616,0.0096167926338633,60486290538922.16,5.6799654717050325,71.02228825819974,343560041772596.6,0.0051552177892466,0.0031896500365929
2389,2389,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.05,0.1,,24826.0,12.413,2000.0,0.3277231800134359,0.0092887964963085,0.0095498427230705,60046091207584.83,6.10271144054566,75.75295711149327,366443967772576.06,0.0051176998094944,0.0031664368125581
2390,2390,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.05,0.0,,24467.0,12.2335,2000.0,0.3484341423750265,0.0085948765058115,0.0095412542008599,59177785933133.73,5.739965625548143,70.2198694801432,339678457052234.0,0.0050436945637194,0.0031206480904238
2391,2391,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.3,,24985.0,12.4925,2000.0,0.3298283439135048,0.0079616478496344,0.0099017190248926,60430660953093.805,6.063760246525344,75.75152487971786,366437039558621.6,0.0051504765060911,0.0031867164972918
2392,2392,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.1,,24749.0,12.3745,2000.0,0.3227841387665648,0.0082639972323555,0.00959430828413,59859853028942.11,6.196091318620787,76.67353202227292,370897115686544.5,0.0051018268180608,0.0031566158331588
2393,2393,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.0,,24960.0,12.48,2000.0,0.3201597530564868,0.0090062745009615,0.0095147556020318,60370194011976.04,6.2468813800188485,77.96107962263522,377125440881538.5,0.0051453229374438,0.0031835278676167
2394,2394,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.3,,24868.0,12.434,2000.0,0.3487294748151726,0.0088020449638362,0.0095824187471139,60147675668662.67,5.735104556504736,71.3102900555799,344953208790516.4,0.0051263578048218,0.0031717937104123
2395,2395,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.1,,24757.0,12.3785,2000.0,0.3460678155001915,0.0095272969873201,0.0094785166466843,59879202450099.805,5.779214103193289,71.53800177637814,346054731287582.94,0.0051034759600279,0.0031576361946549
2396,2396,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.0,,24610.0,12.305,2000.0,0.3526706780376116,0.010238115930943,0.0095903981687004,59523656836327.35,5.671013000368304,69.78181496953198,337559431748274.06,0.0050731729763819,0.0031388870521653
2397,2397,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.3,,24694.0,12.347,2000.0,0.3136191418407179,0.0089604747155816,0.009551813372958,59726825758483.03,6.377161764621394,78.73881630778035,380887629549202.2,0.0050904889670367,0.0031496008478736
2398,2398,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.1,,24711.0,12.3555,2000.0,0.310787025330228,0.0077154483935348,0.0093750700530013,59767943278443.11,6.43527508226861,79.51104127896981,384623156098208.6,0.0050939933937169,0.0031517691160527
2399,2399,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,,25005.0,12.5025,2000.0,0.3351929555665265,0.0091494124373361,0.0097133322224034,60479034505988.02,5.966712506292679,74.59882310992421,360861011555385.25,0.0051545993610089,0.0031892674010318
2400,2400,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.3,,24848.0,12.424,2000.0,0.3533803310656367,0.0089172624039855,0.0095337143050425,60099302115768.45,5.659624557962511,70.31517550812623,340139486170811.44,0.005122234949904,0.0031692428066722
2401,2401,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.1,,24624.0,12.312,2000.0,0.3356650945265755,0.0083348081037819,0.0094122256838639,59557518323353.29,5.958319862900295,73.35883415202842,354862744411084.1,0.0050760589748244,0.0031406726847834
2402,2402,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,25180.0,12.590000000000002,2000.0,0.3287098257201251,0.0087427699023906,0.0094928258487469,60902303093812.375,6.084393722087484,76.60251696108143,370553590604661.2,0.0051906743415399,0.0032115878087575
2403,2403,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.3,0.2,0.3,,25089.0,12.5445,2000.0,0.340777070340664,0.0099947908376967,0.0101551807147735,60682203428143.71,5.868939474127949,73.62291123319805,356140179076494.94,0.0051719153516638,0.0031999811967402
2404,2404,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.3,0.2,0.1,,24686.0,12.343,2000.0,0.3205204158932702,0.0091878302098612,0.0098918139845357,59707476337325.34,6.239852130561251,77.01849484751752,372565823433895.0,0.0050888398250696,0.0031485804863776
2405,2405,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.3,0.2,0.0,,24863.0,12.4315,2000.0,0.3231819058698875,0.0098776821872022,0.0099635260663584,60135582280439.12,6.188465268860679,76.93190598984154,372146962365211.2,0.0051253270910924,0.0031711559844773
2406,2406,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.3,0.05,0.3,,24712.0,12.356,2000.0,0.3281893936568849,0.0084441193054245,0.0101068435059105,59770361956087.82,6.094042155704026,75.29798487587894,364243105422087.25,0.0050941995364628,0.0031518966612397
2407,2407,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.3,0.05,0.1,,24867.0,12.4335,2000.0,0.32878139958666,0.0082739324413902,0.0095628560847418,60145256991017.96,6.083069183701925,75.63384069555788,365867759347894.1,0.0051261516620759,0.0031716661652253
2408,2408,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.3,0.05,0.0,,24735.0,12.3675,2000.0,0.3351300976833045,0.008538217373042,0.0102475945371071,59825991541916.16,5.967831638595426,73.80715779032893,357031445134189.6,0.0050989408196183,0.0031548302005408
