,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.02,502,2,500000.0,1.17662360156545,,10723.0,2.1446,502.0,0.0391184071542056,0.0124905696932436,0.0092573878698284,,12.832833351856694,27.521294406391863,,,
1,1,0.02,504,2,500000.0,1.17747901516844,,10650.0,2.13,504.0,0.0346812553584072,0.0125426913077438,0.0108560727410913,,14.532345925529556,30.95389682137796,,,
2,2,0.02,506,2,500000.0,1.17837189466193,,10642.0,2.1284,506.0,0.0416395071542865,0.0110385642280548,0.0094817154742953,,12.151920965950008,25.864148583928,,,
3,3,0.02,508,2,500000.0,1.1791362468331,,10622.0,2.1244,508.0,0.0382587731899093,0.0124627755195775,0.0095950318318801,,13.278000250514667,28.207783732193363,,,
4,4,0.02,510,2,500000.0,1.18000708146274,,10553.0,2.1106,510.0,0.0428917335869982,0.0116814565794582,0.0106367605749281,,11.890403053202675,25.095884684089565,,,
5,5,0.02,512,2,500000.0,1.18089388467086,,10662.0,2.1324,512.0,0.0367407281264036,0.0132949125300236,0.0094583535899757,,13.935488655491636,29.71603600897037,,,
6,6,0.02,514,2,500000.0,1.18169303123046,,10629.0,2.1258,514.0,0.0376335415218136,0.0121360006805361,0.0109623152268952,,13.658028960736226,29.03423796473308,,,
7,7,0.02,516,2,500000.0,1.18256256858225,,10441.0,2.0882,516.0,0.039394296004275,0.0116896159466096,0.0095233298612295,,13.098342966809316,27.35195978329121,,,
8,8,0.02,518,2,500000.0,1.18333929872482,,10739.0,2.1478,518.0,0.0372701944919526,0.0124776706638165,0.0097200271730868,,13.898505415952304,29.85120993238236,,,
9,9,0.02,520,2,500000.0,1.18413280440169,,10399.0,2.0798,520.0,0.0421545109229555,0.0134403312385667,0.0112210235349333,,12.33557189052407,25.655522417911964,,,
10,10,0.02,522,2,500000.0,1.184814908884,,10539.0,2.1078,522.0,0.0384224283668572,0.0122443547527273,0.0094263447672687,,13.58581490518884,28.63618065715704,,,
11,11,0.02,524,2,500000.0,1.18564428721044,,10319.0,2.0638,524.0,0.0434622846685215,0.0133597643279995,0.0093451849121833,,12.056430166900958,24.8820605784502,,,
12,12,0.02,526,2,500000.0,1.18623535979449,,10448.0,2.0896000000000003,526.0,0.0411121526524311,0.0133050380093052,0.0095371529581891,,12.794270454453931,26.73490754162694,,,
13,13,0.02,528,2,500000.0,1.18691311580508,,10369.0,2.0738,528.0,0.0376518976645456,0.0134260480370124,0.0109235377230067,,14.023197574373068,29.081307129734867,,,
14,14,0.02,530,2,500000.0,1.18740617352132,,10696.0,2.1392,530.0,0.0395125038882042,0.0124276203940173,0.0100642356242753,,13.41347542791946,28.694106635405312,,,
15,15,0.02,532,2,500000.0,1.18810554884438,,10536.0,2.1072,532.0,0.037479586376321,0.0137614982935957,0.0094981700896421,,14.194393573566964,29.910426138220306,,,
16,16,0.02,534,2,500000.0,1.18943277689967,,10431.0,2.0862,534.0,0.039773338158966,0.012029254145979,0.0107134133889451,,13.426079497418844,28.0094870475152,,,
17,17,0.02,536,2,500000.0,1.19165789569026,,10600.0,2.12,536.0,0.0386199959162922,0.0121882971171629,0.0095528391053863,,13.878820732186623,29.42309995223564,,,
18,18,0.02,538,2,500000.0,1.1933953170949,,10241.0,2.0482,538.0,0.0410897086110253,0.0128610054146637,0.0095629162281012,,13.09330287768558,26.817702954075603,,,
19,19,0.02,540,2,500000.0,1.19462031821519,,10348.0,2.0696,540.0,0.0362245317480756,0.0119743814041458,0.0097589233308611,,14.907024989458616,30.85157891818355,,,
20,20,0.02,542,2,500000.0,1.19557065892945,,10187.0,2.0374,542.0,0.0392573278543295,0.0135204270977258,0.0094366904082404,,13.806339596295896,28.129036293493257,,,
21,21,0.02,544,2,500000.0,1.19668353378915,,10035.0,2.007,544.0,0.0370304633306659,0.0129613491841556,0.0107282799310347,,14.690607436971996,29.4840491260028,,,
22,22,0.02,546,2,500000.0,1.19757869607337,,10252.0,2.0504,546.0,0.0361567169029513,0.0120977090703266,0.0095179873941485,,15.100928589991328,30.962943980918222,,,
23,23,0.02,548,2,500000.0,1.19860065465315,,10161.0,2.0322,548.0,0.0383257506290419,0.013037706107623,0.0105662633909349,,14.298480551734944,29.05737217723576,,,
24,24,0.02,550,2,500000.0,1.19963845879841,,10073.0,2.0146,550.0,0.040957079799341,0.0117365780704505,0.0092734317119913,,13.428691759631969,27.053442418954564,,,
25,25,0.02,552,2,500000.0,1.20065872263705,,10072.0,2.0144,552.0,0.0380628136274481,0.0127830012307661,0.0110412896090227,,14.502343557753647,29.213520862738942,,,
26,26,0.02,554,2,500000.0,1.20181115118366,,9798.0,1.9596,554.0,0.0407748415495916,0.0120079998843162,0.0092150502555332,,13.586809388975986,26.62471167863734,,,
27,27,0.02,556,2,500000.0,1.20295231364558,,9719.0,1.9438,556.0,0.0422904702056712,0.0125474017753035,0.0094228912078457,,13.147169972242102,25.5554689920442,,,
28,28,0.02,558,2,500000.0,1.20410472404016,,9700.0,1.94,558.0,0.0443973798726347,0.0119304772117696,0.0094846607139891,,12.568309247094458,24.382519939363245,,,
29,29,0.02,560,2,500000.0,1.20514112000624,,9583.0,1.9166,560.0,0.0413550075514876,0.0129424937274614,0.0089334622877572,,13.541286367867071,25.95322945265403,,,
30,30,0.02,562,2,500000.0,1.20653239223348,,9290.0,1.858,562.0,0.0370296606861302,0.0129553176518774,0.0105175737193772,,15.17702267821487,28.198908136123222,,,
31,31,0.02,564,2,500000.0,1.20811897847302,,8833.0,1.7666000000000002,564.0,0.0445860796028227,0.013117017189521,0.0096421682497555,,12.649688087047972,22.34693897457895,,,
32,32,0.02,566,2,500000.0,1.2098506842126,,8649.0,1.7298,566.0,0.0420431255809035,0.0115598986515797,0.0083103460201844,,13.462367323543711,23.28720299626591,,,
33,33,0.02,568,2,500000.0,1.21147483348648,,7971.0,1.5942,568.0,0.0366029269818,0.0118042375138768,0.0095473458977608,,15.517884683987852,24.738611763213434,,,
34,34,0.02,570,2,500000.0,1.21322571296527,,7473.0,1.4946,570.0,0.04162846127997,0.0130825994987147,0.0094863659060029,,13.692555104703374,20.464892859489662,,,
35,35,0.02,572,2,500000.0,1.22040172983306,,2036.0,0.4072,572.0,0.0454467711863344,0.0128010083498281,0.0076485698832543,,12.58615265878331,5.125081362656565,,,
36,36,0.02,574,2,500000.0,1.22372713714585,,222.0,0.0444,574.0,0.0352079796357429,0.0079459887779193,0.0104475249335146,,16.30312235858255,0.7238586327210652,,,
37,37,0.02,576,2,500000.0,1.22027554950736,,3536.0,0.7072,576.0,0.0414140222535479,0.0124974833737746,0.0091472167574724,,13.908332701266511,9.835972886335677,,,
38,38,0.02,578,2,500000.0,1.21702969464689,,4842.0,0.9684,578.0,0.0389518593668753,0.0151498419134374,0.0090160977546384,,14.838829503772814,14.369922491453591,,,
39,39,0.02,580,2,500000.0,1.21534946177801,,5960.0,1.192,580.0,0.039661459238232,0.0130332296710593,0.0104401002891501,,14.623768543566426,17.43153210393118,,,
40,40,0.02,582,2,500000.0,1.21559007975785,,6218.0,1.2435999999999998,582.0,0.039744995114006,0.0120150439158756,0.0093183730934876,,14.643353165110945,18.210473996131967,,,
41,41,0.02,584,2,500000.0,1.21587072513883,,6531.0,1.3062,584.0,0.0410109908845015,0.0116158399601617,0.0096624172547935,,14.240085094376475,18.60039915027455,,,
42,42,0.02,586,2,500000.0,1.21614745395122,,6772.0,1.3544,586.0,0.0414320944113342,0.0118699073978955,0.0093945057928666,,14.143624847497282,19.15612549345032,,,
43,43,0.02,588,2,500000.0,1.21641984515278,,6861.0,1.3722,588.0,0.0418088779367735,0.012126620494599,0.0092840401878243,,14.063998581574385,19.298618853636373,,,
44,44,0.02,590,2,500000.0,1.21696884226858,,7156.0,1.4312,590.0,0.0367893773528749,0.01386422886104,0.0110511311327228,,16.037237986956427,22.95249500693204,,,
45,45,0.02,592,2,500000.0,1.21747564218327,,7280.0,1.456,592.0,0.0406482212496257,0.0127635612869128,0.0099654974736948,,14.563982919804902,21.205159131235938,,,
46,46,0.02,594,2,500000.0,1.21811891168984,,7492.0,1.4984000000000002,594.0,0.0430827696147844,0.0121656416703946,0.0096421908490495,,13.787414442273024,20.659061800301902,,,
47,47,0.02,596,2,500000.0,1.21860384648691,,7689.0,1.5377999999999998,596.0,0.0427834816198355,0.0134713256613187,0.0090743462745171,,13.930610072736068,21.422492169853523,,,
48,48,0.02,598,2,500000.0,1.21910049382016,,7667.0,1.5334,598.0,0.0368345445544946,0.013252543858848,0.0096976389805315,,16.234760256511183,24.89438137733425,,,
49,49,0.02,600,2,500000.0,1.21985929056978,,7792.0,1.5584,600.0,0.0446522152969919,0.0124425078356022,0.0096821238850027,,13.43718326200089,20.940506395502187,,,
50,50,0.02,602,2,500000.0,1.22050059246538,,7763.0,1.5526,602.0,0.0469021316823727,0.0121410340702898,0.0096477864520501,,12.835237512802632,19.92798976237737,,,
51,51,0.02,604,2,500000.0,1.22113579614298,,7748.0,1.5496,604.0,0.0382040373921199,0.0127530672847087,0.0083416629997708,,15.809847367717794,24.49893948101549,,,
52,52,0.02,606,2,500000.0,1.22175151083902,,7897.0,1.5794,606.0,0.045337859939309,0.0131403879853929,0.01067897916229,,13.366312411111023,21.11075382210875,,,
53,53,0.02,608,2,500000.0,1.22238215795596,,7955.0,1.591,608.0,0.0414579477348979,0.0123625972708016,0.00928039007615,,14.665463034683825,23.33275168818196,,,
54,54,0.02,610,2,500000.0,1.22318836533182,,8003.0,1.6006,610.0,0.0406180287551478,0.0131777600999237,0.0093500205412554,,15.017961695708571,24.037749490151143,,,
55,55,0.02,612,2,500000.0,1.22388822314828,,8045.0,1.609,612.0,0.0401538724709098,0.0143797384765618,0.0095437246012408,,15.241369321062963,24.523363237590303,,,
56,56,0.02,614,2,500000.0,1.2245971197151,,8273.0,1.6546,614.0,0.0430054785440461,0.0104583581849747,0.0096081113041296,,14.277250731465353,23.62313906028257,,,
57,57,0.02,616,2,500000.0,1.2252878876884,,8204.0,1.6407999999999998,616.0,0.0418593791296189,0.0116293552511506,0.0096667586021821,,14.715937331333471,24.14590997325196,,,
58,58,0.02,618,2,500000.0,1.225923815419,,8317.0,1.6634,618.0,0.0443598593190017,0.0132814447314783,0.0093168526645566,,13.93151397428523,23.17368034482605,,,
59,59,0.02,620,2,500000.0,1.22668718395639,,8460.0,1.6920000000000002,620.0,0.0435950453812665,0.0121413040890041,0.008319195141133,,14.221799623734835,24.063284963359344,,,
60,60,0.02,622,2,500000.0,1.22741865002142,,8271.0,1.6542,622.0,0.0444197822430396,0.0120541336022051,0.0093044119000474,,14.002770130586672,23.16338235001648,,,
61,61,0.02,624,2,500000.0,1.22816432589286,,8420.0,1.6840000000000002,624.0,0.0413255397871807,0.0114535117078484,0.0082683472786316,,15.09962128053232,25.42776223641643,,,
62,62,0.02,626,2,500000.0,1.22887045718098,,8510.0,1.702,626.0,0.0468191317179389,0.0123044458198702,0.0080712862946622,,13.37060250863528,22.75676546969725,,,
63,63,0.02,628,2,500000.0,1.22959507691401,,8559.0,1.7118000000000002,628.0,0.0470020016024363,0.0123984735320026,0.0095009441833698,,13.361133113263987,22.8715876632853,,,
64,64,0.02,630,2,500000.0,1.23040421769492,,8692.0,1.7384,630.0,0.0452314409253631,0.0132923360631032,0.0097400975817607,,13.92836458691576,24.21306899789436,,,
