,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.04,50,1.5,1,500000.0,,3299.5,0.6598999999999999,,25.0,0.0014756275568590382,0.010249054025658203,0.007369537765408833,8.477812333704215,11.187860830211783,
1,1,0.04,50,2.25,1,500000.0,,2408.5,0.4817,,25.0,0.0009673100397780131,0.010200350790091756,0.007264723599547965,12.94641919987568,12.476592436818972,
2,2,0.04,50,3.0,1,500000.0,,1987.75,0.39755,,25.0,0.0006298595917009209,0.00942727063576068,0.007280613205082618,19.86396514897504,15.800044046048766,
3,3,0.04,50,5.0,1,500000.0,,1385.5,0.2771,,25.0,0.0005839319516329766,0.010590528123770062,0.007419714494094107,21.4067969405174,11.863441163206572,
4,4,0.04,150,1.5,1,500000.0,,10033.75,2.00675,,75.0,0.005663246687284129,0.009196204435394104,0.007560596328043349,6.626276130143509,26.591703359617878,
5,5,0.04,150,2.25,1,500000.0,,7728.75,1.54575,,75.0,0.0035463759978000557,0.009845616604226013,0.007357593226707635,10.575506688072233,32.69300401186605,
6,6,0.04,150,3.0,1,500000.0,,6563.0,1.3126,,75.0,0.00301744303749274,0.009567177852666947,0.007230256364063338,12.434784160834319,32.644979152381886,
7,7,0.04,150,5.0,1,500000.0,,4632.5,0.9264999999999999,,75.0,0.002970317263773836,0.0089347691669708,0.007370340223364073,12.631412588268503,23.409502914059807,
8,8,0.04,250,1.5,1,500000.0,,14303.75,2.86075,,125.0,0.010248036855927012,0.009263023854630029,0.007397588871187699,6.098792932771497,34.89426153055665,
9,9,0.04,250,2.25,1,500000.0,,11479.5,2.2959,,125.0,0.007095554404202176,0.009274283971297231,0.007342942747553408,8.814940241602985,40.47538066060866,
10,10,0.04,250,3.0,1,500000.0,,10125.5,2.0251,,125.0,0.00677821386083366,0.008825603754325987,0.007285503046003916,9.225965222953512,37.37061267134166,
11,11,0.04,250,5.0,1,500000.0,,7583.5,1.5167,,125.0,0.005835872049203772,0.009641402640259623,0.007249208292901763,10.7623348716074,32.65987324348062,
12,12,0.04,350,1.5,1,500000.0,,17382.25,3.47645,,175.0,0.016189997226632613,0.009494677765575714,0.007307817953207968,5.4064655685034175,37.59463169371885,
13,13,0.04,350,2.25,1,500000.0,,14185.75,2.83715,,175.0,0.011479403477295593,0.009748566565550107,0.007427520903579782,7.655992140584704,43.4237699245804,
14,14,0.04,350,3.0,1,500000.0,,12985.0,2.597,,175.0,0.010623172939034475,0.009542264008590519,0.007440806857368931,8.250619353986355,42.85053260290933,
15,15,0.04,350,5.0,1,500000.0,,10176.0,2.0352,,175.0,0.009909226211320288,0.010071160277965618,0.0075728284633016,8.861545264022308,36.06792417250477,
16,16,0.04,450,1.5,1,500000.0,,20000.75,4.00015,,225.0,0.02401070849415987,0.008776142834034986,0.00741306976229267,4.697715258513624,37.58123194143775,
17,17,0.04,450,2.25,1,500000.0,,16553.75,3.31075,,225.0,0.016456454602433723,0.009555234061722423,0.00745458484320195,6.853636826483143,45.37634701981804,
18,18,0.04,450,3.0,1,500000.0,,15246.75,3.04935,,225.0,0.01504496896048124,0.00935076175639664,0.007135597576494215,7.486470067936824,45.66075294173706,
19,19,0.04,450,5.0,1,500000.0,,12323.0,2.4646,,225.0,0.01427264292206587,0.009490495336323373,0.007433477197322877,7.882216619383974,38.85288505136578,
20,20,0.04,550,1.5,1,500000.0,,22288.0,4.4576,,275.0,0.029997896838239058,0.009613335391198291,0.007391949272886766,4.5885369384290176,40.90841301622535,
21,21,0.04,550,2.25,1,500000.0,,18583.25,3.71665,,275.0,0.022956205115917783,0.00925295846070601,0.007425565125152467,5.996892042697246,44.57651026931889,
22,22,0.04,550,3.0,1,500000.0,,17351.0,3.4702,,275.0,0.020888652161147547,0.009370327535529726,0.007320737583564634,6.583134017244303,45.686992324538735,
23,23,0.04,550,5.0,1,500000.0,,14495.0,2.899,,275.0,0.019784893244093386,0.009226788333036253,0.007333981297371502,6.956389910566712,40.33147194556996,
24,24,0.04,650,1.5,1,500000.0,,24332.0,4.8664000000000005,,325.0,0.037088343884903445,0.009475850816757876,0.0072983324547004095,4.383895098786357,42.66626450388769,
25,25,0.04,650,2.25,1,500000.0,,20266.75,4.05335,,325.0,0.028884479551578576,0.009030990043566778,0.007573735253330637,5.625879553611014,45.60740772142704,
26,26,0.04,650,3.0,1,500000.0,,19062.0,3.8124,,325.0,0.02529140037736965,0.009355309961678495,0.007518910470391401,6.437586653496172,49.08689786901032,
27,27,0.04,650,5.0,1,500000.0,,16316.75,3.26335,,325.0,0.02525189064624556,0.009308945393449872,0.007615675013741633,6.440622777883766,42.04045746920033,
28,28,0.04,750,1.5,1,500000.0,,26324.0,5.2648,,375.0,0.044352085748528225,0.009163255619540248,0.00744455283720435,4.228224784513489,44.52149409075169,
29,29,0.04,750,2.25,1,500000.0,,21918.0,4.3836,,375.0,0.035282348641487715,0.008527272972357385,0.0071948203604114,5.315491732732212,46.59917710334872,
30,30,0.04,750,3.0,1,500000.0,,20670.0,4.134,,375.0,0.03357879823454368,0.008862949966174977,0.007562045053334281,5.584722443424785,46.1732098114384,
31,31,0.04,750,5.0,1,500000.0,,18140.25,3.62805,,375.0,0.03001804286435572,0.00944169264987836,0.007597112745059315,6.250663805545168,45.36134264403034,
32,32,0.04,850,1.5,1,500000.0,,28171.25,5.63425,,425.0,0.05587137547914267,0.008832728202998187,0.007475399059514766,3.80651306792158,42.892611138789725,
33,33,0.04,850,2.25,1,500000.0,,23308.25,4.66165,,425.0,0.041653850623845294,0.009209185314669882,0.0073136658603112,5.101785284938263,47.56549799076409,
34,34,0.04,850,3.0,1,500000.0,,22140.5,4.4281,,425.0,0.03786170148356405,0.009448592588686,0.007458174374049761,5.618695997029158,49.757615568795536,
35,35,0.04,850,5.0,1,500000.0,,19682.25,3.93645,,425.0,0.03650566994056703,0.009710100496856227,0.007467654911572966,5.821176004458938,45.82956424070927,
36,36,0.04,950,1.5,1,500000.0,,29886.0,5.9772,,475.0,0.06172760869046101,0.008963515379880726,0.007294732628079592,3.84765910715736,45.996102028842635,
37,37,0.04,950,2.25,1,500000.0,,24674.25,4.93485,,475.0,0.04981282930151565,0.008684984323995414,0.007557320498099784,4.767907269168635,47.05782950019192,
38,38,0.04,950,3.0,1,500000.0,,23381.75,4.676349999999999,,475.0,0.04563502355364335,0.009500919323522936,0.00743095038002213,5.207473132961349,48.70780669381712,
39,39,0.04,950,5.0,1,500000.0,,21216.5,4.2433000000000005,,475.0,0.044476761742203046,0.009236995233487073,0.007568016269321733,5.339998268164287,45.3185933446412,
40,40,0.04,1050,1.5,1,500000.0,,31509.75,6.301950000000001,,525.0,0.07505712046804547,0.009761052201711007,0.00749641688264841,3.499463729536864,44.10855613272373,
41,41,0.04,1050,2.25,1,500000.0,,25989.75,5.19795,,525.0,0.05747747059331232,0.0097077772439284,0.0073872281060671455,4.567795351438988,47.48710589146478,
42,42,0.04,1050,3.0,1,500000.0,,24710.5,4.9421,,525.0,0.053876269775116725,0.009790016314820868,0.007309425060652319,4.875546629811832,48.191282152096555,
43,43,0.04,1050,5.0,1,500000.0,,22592.25,4.5184500000000005,,525.0,0.05178787879123092,0.008900360745869255,0.00748312111486053,5.068753963271742,45.80578467534927,
44,44,0.04,1150,1.5,1,500000.0,,32703.0,6.5406,,575.0,0.09037287548852646,0.01007987365801534,0.0075585111098566285,3.1814912890208413,41.61678860947413,
45,45,0.04,1150,2.25,1,500000.0,,27399.0,5.4798,,575.0,0.06311704167688958,0.008946217380474554,0.007448368838393287,4.5646893607187895,50.02095398936709,
46,46,0.04,1150,3.0,1,500000.0,,25966.25,5.193250000000001,,575.0,0.06331680036595344,0.009964914985839667,0.007379273329555765,4.551244310454692,47.27011623732183,
47,47,0.04,1150,5.0,1,500000.0,,23800.75,4.76015,,575.0,0.05719544586236225,0.009199971034150373,0.00730960891479539,5.029807901122496,47.887115112244885,
48,48,0.04,1250,1.5,1,500000.0,,34275.5,6.8551,,625.0,0.1043001985155456,0.009201476808046897,0.007457958360491223,2.9965354779413262,41.08283879787096,
49,49,0.04,1250,2.25,1,500000.0,,28478.0,5.695600000000001,,625.0,0.07501781127723461,0.008702091675178183,0.007181794111117984,4.175409571524173,47.55961954368769,
50,50,0.04,1250,3.0,1,500000.0,,27088.75,5.41775,,625.0,0.07087400188277115,0.009853349567035779,0.007334239160145449,4.410153970361185,47.78653559816624,
51,51,0.04,1250,5.0,1,500000.0,,24906.0,4.9812,,625.0,0.06552305616332887,0.009381411303027564,0.0073320364331866065,4.77685882109281,47.58578885505466,
52,52,0.04,1350,1.5,1,500000.0,,35647.75,7.12955,,675.0,0.1103966218307164,0.009934510754384894,0.00764530564641129,3.076937583822195,43.87704967188768,
