,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.04,500,1.5,1,500000.0,,44737.5,8.947500000000002,,500.0,0.05598387152583939,0.01899479023777991,0.014531256785654131,8.962234439710086,80.19002950748877,
1,1,0.04,500,2.25,1,500000.0,,36503.15,7.30063,,500.0,0.042204714890402784,0.01900753238515892,0.01455286972152508,11.876064249576372,86.69931141065244,
2,2,0.04,500,3.0,1,500000.0,,32872.6,6.57452,,500.0,0.03987274306110748,0.01863800362289332,0.014394420641383077,12.561747780446838,82.59349572453394,
3,3,0.04,500,5.0,1,500000.0,,24892.65,4.978530000000001,,500.0,0.03689261146239744,0.019220316311080055,0.01466443632473076,13.569787698604705,67.5582861696507,
4,4,0.04,600,1.5,1,500000.0,,49503.2,9.90064,,600.0,0.07274445191314385,0.01924921233331196,0.014548324113526648,8.26506666145701,81.8307390286744,
5,5,0.04,600,2.25,1,500000.0,,40686.95,8.13739,,600.0,0.05527584867974724,0.0188093251960864,0.014698201205389028,10.8650947943791,88.41668161399603,
6,6,0.04,600,3.0,1,500000.0,,37141.1,7.42822,,600.0,0.051853955966572586,0.018984580348934476,0.014446603112572476,11.595492339082796,86.13552313263082,
7,7,0.04,600,5.0,1,500000.0,,28962.85,5.79257,,600.0,0.049946549371429685,0.019056688260737246,0.014644015586163217,12.021165566598595,69.63003135607364,
8,8,0.04,700,1.5,1,500000.0,,53857.9,10.771579999999998,,700.0,0.08905475443592081,0.01875027102247654,0.014615483630640696,7.883871270797568,84.92265567923533,
9,9,0.04,700,2.25,1,500000.0,,44443.65,8.88873,,700.0,0.0692423568217464,0.019286275260561016,0.014622963750351029,10.132095973747036,90.06246483033665,
10,10,0.04,700,3.0,1,500000.0,,40922.9,8.18458,,700.0,0.06428872754633516,0.018884134789909295,0.014464513587315129,10.900460614298972,89.21816589125706,
11,11,0.04,700,5.0,1,500000.0,,32719.85,6.54397,,700.0,0.06280177744122284,0.018740088383312262,0.01445369538352754,11.15093981912876,72.97445661053078,
12,12,0.04,800,1.5,1,500000.0,,57839.55,11.56791,,800.0,0.11022869165057612,0.01905669608362868,0.014562736747082148,7.272503056022954,84.13122193010841,
13,13,0.04,800,2.25,1,500000.0,,47964.55,9.59291,,800.0,0.08353741755595932,0.01852550670998932,0.01453928145134321,9.587162379925966,91.96633067057266,
14,14,0.04,800,3.0,1,500000.0,,44416.75,8.883349999999998,,800.0,0.07948160015187114,0.019047550155898277,0.014444231346990516,10.081209018259639,89.5528054015625,
15,15,0.04,800,5.0,1,500000.0,,36122.75,7.22455,,800.0,0.07560020137546529,0.018882986701562247,0.014414816918524503,10.588648597299047,76.49895583963776,
16,16,0.04,900,1.5,1,500000.0,,61573.55,12.31471,,900.0,0.1276127239765117,0.01895394209763961,0.014470574203484382,7.077377929877352,87.15075778869927,
17,17,0.04,900,2.25,1,500000.0,,50936.75,10.18735,,900.0,0.10169525527348924,0.01890195334306939,0.014422985066017588,8.86509181069126,90.31126738682592,
18,18,0.04,900,3.0,1,500000.0,,47586.65,9.51733,,900.0,0.0939026930984312,0.01864733084180645,0.014420570629001404,9.594861099799871,91.3201479337995,
19,19,0.04,900,5.0,1,500000.0,,39416.25,7.883250000000001,,900.0,0.09097641452693779,0.019062081206922966,0.014584035371936779,9.902334873158033,78.06104731816734,
20,20,0.04,1000,1.5,1,500000.0,,64956.25,12.99125,,1000.0,0.1479317830136438,0.018704144287486943,0.014626290266740711,6.766701422561896,87.9073178089358,
21,21,0.04,1000,2.25,1,500000.0,,53942.55,10.788509999999999,,1000.0,0.1174478567938479,0.019100414555832446,0.014553633096397647,8.524483178595062,91.96090936640255,
22,22,0.04,1000,3.0,1,500000.0,,50554.45,10.11089,,1000.0,0.11028080240885174,0.019082411074377893,0.014617203145235683,9.080625146324865,91.80938839494739,
23,23,0.04,1000,5.0,1,500000.0,,42538.05,8.507609999999998,,1000.0,0.10653484116170377,0.019046398387359106,0.014463430197051288,9.39324518993632,79.91140310898042,
24,24,0.04,1100,1.5,1,500000.0,,68307.5,13.6615,,1100.0,0.1723463464775477,0.01870992775570012,0.014635422991424184,6.39338712019044,87.34626667617603,
25,25,0.04,1100,2.25,1,500000.0,,56663.25,11.33265,,1100.0,0.13466388761087272,0.01877496691590088,0.014475879185276175,8.189782948358989,92.8153367158636,
26,26,0.04,1100,3.0,1,500000.0,,53373.5,10.6747,,1100.0,0.1259976527930462,0.01924294715469429,0.014540197307258714,8.74194879744802,93.31354039168104,
27,27,0.04,1100,5.0,1,500000.0,,45400.35,9.08007,,1100.0,0.12153034150243228,0.019231132601088115,0.014413472365627091,9.061521976161009,82.27748316461316,
28,28,0.04,1200,1.5,1,500000.0,,71377.75,14.27555,,1200.0,0.1945027286657364,0.01844149713670624,0.01458242001600708,6.184386905781968,88.28913016113641,
29,29,0.04,1200,2.25,1,500000.0,,59290.7,11.858140000000002,,1200.0,0.15282744148385063,0.019050535820394066,0.014443292081626728,7.874462244086059,93.37700684548163,
30,30,0.04,1200,3.0,1,500000.0,,55872.45,11.174489999999999,,1200.0,0.14415339003151076,0.019247132640352473,0.01464246800247799,8.338789151004633,93.18738118313152,
