,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.04,500,1.5,1,500000.0,,2236.875,0.4473750000000001,,25.0,0.0027991935762919696,0.0009497395118889955,0.0007265628392827065,0.4481117219855044,4.00950147537444,
1,1,0.04,500,2.25,1,500000.0,,1825.1575,0.36503150000000006,,25.0,0.00211023574452014,0.0009503766192579461,0.000727643486076254,0.5938032124788185,4.334965570532622,
2,2,0.04,500,3.0,1,500000.0,,1643.6299999999999,0.328726,,25.0,0.0019936371530553743,0.0009319001811446659,0.0007197210320691539,0.628087389022342,4.129674786226697,
3,3,0.04,500,5.0,1,500000.0,,1244.6325,0.24892650000000005,,25.0,0.001844630573119872,0.0009610158155540029,0.0007332218162365379,0.6784893849302353,3.377914308482535,
4,4,0.04,600,1.5,1,500000.0,,2475.16,0.495032,,30.0,0.0036372225956571927,0.0009624606166655977,0.0007274162056763323,0.4132533330728504,4.09153695143372,
5,5,0.04,600,2.25,1,500000.0,,2034.3475,0.4068695,,30.0,0.0027637924339873614,0.00094046625980432,0.0007349100602694515,0.543254739718955,4.420834080699802,
6,6,0.04,600,3.0,1,500000.0,,1857.055,0.371411,,30.0,0.002592697798328629,0.0009492290174467235,0.0007223301556286237,0.5797746169541398,4.306776156631541,
7,7,0.04,600,5.0,1,500000.0,,1448.1425,0.28962849999999996,,30.0,0.002497327468571484,0.0009528344130368624,0.0007322007793081607,0.6010582783299299,3.481501567803682,
8,8,0.04,700,1.5,1,500000.0,,2692.895,0.5385789999999999,,35.0,0.00445273772179604,0.0009375135511238269,0.0007307741815320349,0.3941935635398784,4.246132783961767,
9,9,0.04,700,2.25,1,500000.0,,2222.1825,0.4444365,,35.0,0.00346211784108732,0.0009643137630280509,0.0007311481875175513,0.5066047986873519,4.503123241516834,
10,10,0.04,700,3.0,1,500000.0,,2046.145,0.409229,,35.0,0.0032144363773167575,0.0009442067394954648,0.0007232256793657564,0.5450230307149486,4.460908294562853,
11,11,0.04,700,5.0,1,500000.0,,1635.9924999999998,0.3271985,,35.0,0.003140088872061142,0.0009370044191656131,0.0007226847691763769,0.557546990956438,3.6487228305265385,
12,12,0.04,800,1.5,1,500000.0,,2891.9775,0.5783955000000001,,40.0,0.005511434582528807,0.000952834804181434,0.0007281368373541075,0.36362515280114766,4.206561096505421,
13,13,0.04,800,2.25,1,500000.0,,2398.2275,0.4796455,,40.0,0.004176870877797967,0.0009262753354994659,0.0007269640725671604,0.47935811899629827,4.5983165335286325,
14,14,0.04,800,3.0,1,500000.0,,2220.8375,0.44416749999999994,,40.0,0.0039740800075935565,0.0009523775077949136,0.0007222115673495258,0.5040604509129819,4.477640270078124,
15,15,0.04,800,5.0,1,500000.0,,1806.1375,0.3612275,,40.0,0.0037800100687732647,0.0009441493350781123,0.0007207408459262253,0.5294324298649523,3.824947791981888,
16,16,0.04,900,1.5,1,500000.0,,3078.6775,0.6157355,,45.0,0.006380636198825585,0.0009476971048819804,0.000723528710174219,0.3538688964938676,4.357537889434964,
17,17,0.04,900,2.25,1,500000.0,,2546.8375,0.5093675,,45.0,0.005084762763674462,0.0009450976671534696,0.0007211492533008793,0.44325459053456295,4.515563369341296,
18,18,0.04,900,3.0,1,500000.0,,2379.3325,0.4758665,,45.0,0.00469513465492156,0.0009323665420903228,0.0007210285314500702,0.4797430549899936,4.566007396689974,
19,19,0.04,900,5.0,1,500000.0,,1970.8125,0.3941625000000001,,45.0,0.004548820726346889,0.0009531040603461483,0.0007292017685968389,0.49511674365790154,3.9030523659083673,
20,20,0.04,1000,1.5,1,500000.0,,3247.8125,0.6495624999999999,,50.0,0.007396589150682188,0.0009352072143743472,0.0007313145133370357,0.3383350711280948,4.395365890446791,
21,21,0.04,1000,2.25,1,500000.0,,2697.1275,0.5394254999999999,,50.0,0.005872392839692395,0.0009550207277916224,0.0007276816548198822,0.4262241589297531,4.598045468320128,
22,22,0.04,1000,3.0,1,500000.0,,2527.7225,0.5055445000000001,,50.0,0.005514040120442586,0.0009541205537188946,0.0007308601572617842,0.4540312573162432,4.590469419747371,
23,23,0.04,1000,5.0,1,500000.0,,2126.9025,0.4253805,,50.0,0.0053267420580851875,0.0009523199193679552,0.0007231715098525643,0.46966225949681606,3.9955701554490206,
24,24,0.04,1100,1.5,1,500000.0,,3415.375,0.683075,,55.0,0.008617317323877386,0.0009354963877850059,0.0007317711495712092,0.31966935600952207,4.367313333808801,
25,25,0.04,1100,2.25,1,500000.0,,2833.1625,0.5666325000000001,,55.0,0.006733194380543636,0.0009387483457950438,0.0007237939592638088,0.4094891474179495,4.64076683579318,
26,26,0.04,1100,3.0,1,500000.0,,2668.675,0.5337350000000001,,55.0,0.00629988263965231,0.0009621473577347144,0.0007270098653629356,0.43709743987240096,4.665677019584051,
27,27,0.04,1100,5.0,1,500000.0,,2270.0175,0.4540035,,55.0,0.0060765170751216156,0.0009615566300544058,0.0007206736182813545,0.45307609880805055,4.113874158230658,
28,28,0.04,1200,1.5,1,500000.0,,3568.8875,0.7137775,,60.0,0.009725136433286818,0.000922074856835312,0.0007291210008003539,0.30921934528909834,4.414456508056821,
29,29,0.04,1200,2.25,1,500000.0,,2964.535,0.5929070000000001,,60.0,0.007641372074192533,0.0009525267910197032,0.0007221646040813364,0.3937231122043029,4.668850342274082,
30,30,0.04,1200,3.0,1,500000.0,,2793.6225,0.5587245,,60.0,0.007207669501575539,0.0009623566320176237,0.0007321234001238995,0.41693945755023176,4.659369059156576,
31,31,0.04,1200,5.0,1,500000.0,,2416.22,0.483244,,60.0,0.006991082038688319,0.0009374178738481066,0.0007165314853481663,0.4296559547638464,4.152625618790534,
32,32,0.04,1300,1.5,1,500000.0,,3715.6125,0.7431224999999998,,65.0,0.010910638793840235,0.0009299972538795064,0.0007265666861168195,0.29868384926427655,4.439364039606851,
33,33,0.04,1300,2.25,1,500000.0,,3086.32,0.6172639999999999,,65.0,0.00859856598013323,0.0009351494169222659,0.0007257997533242296,0.3787877126809212,4.676328868908288,
34,34,0.04,1300,3.0,1,500000.0,,2912.4575,0.5824915000000002,,65.0,0.008079169362783318,0.0009291613820134721,0.0007307429283120233,0.4032812416402748,4.698240757885808,
35,35,0.04,1300,5.0,1,500000.0,,2546.82,0.509364,,65.0,0.007803813909135329,0.0009385030734801487,0.0007169077871041369,0.41685901450983354,4.2465623083000335,
36,36,0.04,1400,1.5,1,500000.0,,3861.035,0.7722069999999999,,70.0,0.012361753346165755,0.0009334471866633645,0.0007320567207010749,0.28380965111175704,4.383370727285148,
37,37,0.04,1400,2.25,1,500000.0,,3204.315,0.640863,,70.0,0.009791999624816297,0.0009234044030843139,0.0007248706978365287,0.3580190439930589,4.589009433503644,
38,38,0.04,1400,3.0,1,500000.0,,3035.01,0.607002,,70.0,0.009122284923274151,0.0009294559916887384,0.0007314923181048623,0.3842786406944948,4.665202086661211,
39,39,0.04,1400,5.0,1,500000.0,,2673.215,0.534643,,70.0,0.00881068929958644,0.0009426515975278288,0.0007130798087044865,0.3977995041376874,4.2536566633516575,
40,40,0.04,1500,1.5,1,500000.0,,3997.74,0.799548,,75.0,0.013598665012204946,0.0009686708751290562,0.0007325829026890522,0.2761073696042851,4.415206331672268,
41,41,0.04,1500,2.25,1,500000.0,,3325.05,0.66501,,75.0,0.010721871488156011,0.0009406119924385864,0.0007262584726116349,0.34993037083733103,4.654128835601204,
42,42,0.04,1500,3.0,1,500000.0,,3146.845,0.6293690000000002,,75.0,0.010019823144642146,0.0009523974446560789,0.0007248193318077909,0.37495566588128054,4.719548278244504,
43,43,0.04,1500,5.0,1,500000.0,,2791.605,0.5583210000000001,,75.0,0.009798562624149552,0.0009404454470338998,0.0007300809259571188,0.3831795429854586,4.278698525656837,
44,44,0.04,1600,1.5,1,500000.0,,4126.1925,0.8252385,,80.0,0.014685691377456464,0.0009043893397540579,0.0007269695324640101,0.2729584931978813,4.504953710314158,
45,45,0.04,1600,2.25,1,500000.0,,3437.6675000000005,0.6875335,,80.0,0.01185791571710638,0.0009437886999043631,0.0007305453239794733,0.33758943972517247,4.642110382581194,
46,46,0.04,1600,3.0,1,500000.0,,3253.18,0.6506359999999999,,80.0,0.011317609631224171,0.0009479360668909476,0.0007353001130362168,0.353811904502237,4.604044885565561,
47,47,0.04,1600,5.0,1,500000.0,,2911.155,0.582231,,80.0,0.010710254856286952,0.0009468078470233312,0.0007305082487009945,0.3737948386643089,4.352778775940052,
48,48,0.04,1700,1.5,1,500000.0,,4260.3025,0.8520605,,85.0,0.0163103932565582,0.0009450461066699198,0.0007326352292592355,0.2610394029782536,4.448484338036377,
49,49,0.04,1700,2.25,1,500000.0,,3546.745,0.709349,,85.0,0.013000480022793111,0.000928902748368852,0.0007262879706315078,0.32738097685615425,4.644535104745011,
50,50,0.04,1700,3.0,1,500000.0,,3365.7975,0.6731595,,85.0,0.012241009570638539,0.0009468190886216515,0.0007240631856136143,0.34755079518385174,4.679191788513832,
51,51,0.04,1700,5.0,1,500000.0,,3020.8125,0.6041624999999999,,85.0,0.011731870039279783,0.0009472788882172317,0.000723063303820037,0.362780975062208,4.383464071853967,
52,52,0.04,1800,1.5,1,500000.0,,4385.0025000000005,0.8770005,,90.0,0.017648269591143163,0.0009233362806934637,0.0007327531109371587,0.25569666866705204,4.484924201443606,
53,53,0.04,1800,2.25,1,500000.0,,3649.845,0.7299689999999999,,90.0,0.014266470997756072,0.0009602393401503584,0.0007301771552452968,0.31632049250820804,4.618112426153836,
54,54,0.04,1800,3.0,1,500000.0,,3456.5625,0.6913124999999999,,90.0,0.01331816077912606,0.0009449660776618405,0.0007353766327232333,0.33828229395084625,4.6772357878555555,
55,55,0.04,1800,5.0,1,500000.0,,3126.8,0.62536,,90.0,0.012873524115780697,0.0009335957635615504,0.0007263480262577513,0.34980112555770393,4.374888453923299,
56,56,0.04,1900,1.5,1,500000.0,,4507.435,0.9014869999999998,,95.0,0.019266968889107262,0.000931133693988856,0.0007384878316366894,0.2472356817907524,4.457357553963606,
57,57,0.04,1900,2.25,1,500000.0,,3751.2325,0.7502465,,95.0,0.015395150698603288,0.0009312870997351006,0.0007322314904239438,0.3089184041272377,4.635295936114839,
58,58,0.04,1900,3.0,1,500000.0,,3557.315,0.711463,,95.0,0.014509243920146556,0.0009433294757578579,0.0007285601060571081,0.32788168742251866,4.665643048333445,
59,59,0.04,1900,5.0,1,500000.0,,3228.2975,0.6456595,,95.0,0.01386127109089216,0.0009334901960316354,0.0007227213484170769,0.34312802336202824,4.430943208143103,
