,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.02,502,2,500000.0,1.17662360156545,,500000.0,100.0,,502.0,0.5018481948789599,0.17893405035695922,0.03840384890168103,1.0003025104079524,100.03025104079524,
1,1,0.02,522,2,500000.0,1.184814908884,,500000.0,100.0,,522.0,0.5215370852573642,0.18046976758968303,0.0383671690101874,1.0008881633797895,100.08881633797894,
2,2,0.02,542,2,500000.0,1.19557065892945,,500000.0,100.0,,542.0,0.5418342890375243,0.18106839898272367,0.037481010233208704,1.0003058431379857,100.03058431379856,
3,3,0.02,562,2,500000.0,1.20653239223348,,500000.0,100.0,,562.0,0.5618786353811629,0.17995289310172535,0.037186993700327395,1.0002160045308548,100.02160045308548,
4,4,0.02,582,2,500000.0,1.21559007975785,,500000.0,100.0,,582.0,0.5801904817189438,0.1781254530279519,0.03669815627916344,1.0031279171382923,100.31279171382921,
5,5,0.02,602,2,500000.0,1.22050059246538,,500000.0,100.0,,602.0,0.6019059292648308,0.178613547111113,0.036651995123418185,1.0001562910352568,100.01562910352568,
6,6,0.02,622,2,500000.0,1.22741865002142,,500000.0,100.0,,622.0,0.6219150522617838,0.18938781943588529,0.0361818317254964,1.0001365918521015,100.01365918521014,
7,7,0.02,642,2,500000.0,1.23521015912391,,500000.0,100.0,,642.0,0.6418273250700963,0.17783785423872148,0.03599974242004739,1.0002690464473922,100.0269046447392,
8,8,0.02,662,2,500000.0,1.24314995045508,,500000.0,100.0,,662.0,0.6618524935144025,0.1776761090164256,0.03612851189231704,1.000222871296005,100.02228712960051,
9,9,0.02,682,2,500000.0,1.2512710931248,,500000.0,100.0,,682.0,0.681713458821605,0.17786222684445446,0.03583280701810723,1.0004203593790035,100.04203593790037,
10,10,0.02,702,2,500000.0,1.25928548443795,,500000.0,100.0,,702.0,0.7017760455670441,0.17947249042534597,0.03497422292871471,1.0003191476656983,100.03191476656984,
11,11,0.02,722,2,500000.0,1.26742532522346,,500000.0,100.0,,722.0,0.7209714278363322,0.17962533905718756,0.034709725445153425,1.0014266524962117,100.14266524962117,
12,12,0.02,742,2,500000.0,1.27528577565715,,500000.0,100.0,,742.0,0.7416624417782031,0.17961490348306353,0.034797752568267656,1.000455188350546,100.04551883505462,
13,13,0.02,762,2,500000.0,1.28337129179016,,500000.0,100.0,,762.0,0.7602046665300578,0.1789501741134802,0.03457990382581573,1.0023656097083595,100.23656097083592,
14,14,0.02,782,2,500000.0,1.29164824012589,,500000.0,100.0,,782.0,0.7813348599582355,0.1777507844707888,0.0360419475097573,1.0008517095849752,100.08517095849751,
15,15,0.02,802,2,500000.0,1.30021834112426,,500000.0,100.0,,802.0,0.8004517723010166,0.18038286700701736,0.03431909213881759,1.001936337144827,100.1936337144827,
16,16,0.02,822,2,500000.0,1.30869521201282,,500000.0,100.0,,822.0,0.820938126229521,0.17734336559848884,0.0336949594802914,1.0012941167204354,100.12941167204355,
17,17,0.02,842,2,500000.0,1.31711516242917,,500000.0,100.0,,842.0,0.8418118311529952,0.17752537886103195,0.033273217350809056,1.0002235509494735,100.02235509494736,
18,18,0.02,862,2,500000.0,1.3257059739536,,500000.0,100.0,,862.0,0.8618654177525968,0.17931931437472592,0.033844169663709595,1.000156152497206,100.0156152497206,
19,19,0.02,882,2,500000.0,1.33418690330805,,500000.0,100.0,,882.0,0.8814821614298013,0.17776216742399265,0.033033716476733324,1.00058777215949,100.058777215949,
20,20,0.02,902,2,500000.0,1.34305723027778,,500000.0,100.0,,902.0,0.9015936632125657,0.18649464675573524,0.03308760724829689,1.0004506883309976,100.04506883309976,
21,21,0.02,922,2,500000.0,1.35202507217289,,500000.0,100.0,,922.0,0.7735302351886341,0.17665251830571416,0.03306478923218494,1.236364794469519,123.63647944695188,
22,22,0.02,942,2,500000.0,1.36109770020853,,500000.0,100.0,,942.0,0.9417276065123588,0.17889078759535676,0.03290348935787367,1.0002892811554038,100.02892811554035,
23,23,0.02,962,2,500000.0,1.37010270270469,,500000.0,100.0,,962.0,0.9616900609233312,0.17879803756177265,0.03282475555674218,1.0003222991884606,100.03222991884604,
24,24,0.02,982,2,500000.0,1.37934440695512,,500000.0,100.0,,982.0,0.9818318280234735,0.1786494329113187,0.03274616404194711,1.0001712851540212,100.01712851540212,
25,25,0.02,1002,2,500000.0,1.38819192301866,,500000.0,100.0,,1002.0,1.001879091091382,0.17842515432582867,0.03256537270876551,1.000120682411157,100.01206824111571,
26,26,0.02,1022,2,500000.0,1.39749037919015,,500000.0,100.0,,1022.0,1.019806637364411,0.17661209095270053,0.03251225040336982,1.0021524476190202,100.215244761902,
27,27,0.02,1042,2,500000.0,1.40690115714451,,500000.0,100.0,,1042.0,1.041369994723368,0.18021443779514776,0.03213431940499397,1.0006051685487207,100.0605168548721,
