,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
447,447,0.02,1000.0,10,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15210.4,3.8026,1000.0,0.073674682952394,0.0074515940570318,0.0065731632614423,-0.0006838577650473,5.770446893530507e-07,28968196550404.31,13.616848353117309,51.77493571217596,394421320700273.4,0.0012652905393226,0.000666706480146
448,448,0.02,1000.0,10,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15199.5,3.799875,1000.0,0.0768011345841773,0.0073268160042545,0.0065678944691658,-0.0006764946592077,-2.917234708359955e-06,28947437507749.33,13.094075179030902,49.7604738428144,379075155609293.75,0.001264383813209,0.0006662287083166
449,449,0.02,1000.0,10,1,400000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15193.7,3.798425,1000.0,0.0757313960144187,0.0072815299883338,0.0065706547785511,-0.0006822638079134,6.664864734278249e-07,28936391411657.68,13.278305152745542,50.43530497877792,384216017384112.0,0.0012639013350935,0.0006659744811047
450,450,0.02,1000.0,10,1,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15183.14,3.795785,1000.0,0.074287631528075,0.0072449021478933,0.0065699566872037,-0.0006839424405876,-4.289769577396561e-07,28916279898773.58,13.522764202714493,51.33681547554579,391083721918542.3,0.0012630228921798,0.0006655116122498
451,451,0.02,1000.0,10,1,400000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15208.34,3.802085,1000.0,0.0746657192078441,0.0074188245358848,0.0065715330979785,-0.0006830638788811,-1.8040579128451447e-06,28964273281792.445,13.457163837565004,51.16596169507148,389782158279411.25,0.0012651191764057,0.0006666161856535
452,452,0.02,1000.0,10,1,400000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15186.48,3.79662,1000.0,0.0755987966515567,0.0073361157427922,0.0065727075647035,-0.0006919066821793,1.003590241850817e-07,28922640926522.91,13.28911773580867,50.45050821426474,384331835591071.4,0.0012633007330256,0.0006656580120581
453,453,0.02,1000.0,10,1,400000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15199.08,3.79977,1000.0,0.0739001968571733,0.0073615443699695,0.0065752872110767,-0.0006727730919477,-2.541978415082211e-07,28946637618032.336,13.611712100119682,51.72103833301335,394010730611088.8,0.0012643488751386,0.0006662102987599
454,454,0.02,1000.0,10,1,400000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15184.54,3.796135,1000.0,0.1368877572319002,0.0072488358446059,0.0065724412277326,-0.0006911980161722,-1.7028801830989123e-06,28918946197830.184,7.33410504181618,27.83892739130673,212076873829434.6,0.0012631393524145,0.0006655729774389
455,455,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15202.32,3.80058,1000.0,0.0751784700165103,0.0073914538543887,0.0065692538181073,-0.0006917224621663,3.76079532750014e-06,28952808195849.05,13.381154534272458,50.84884832128927,387366389452691.2,0.0012646183973962,0.0006663523153404
456,456,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15161.56,3.79039,1000.0,0.0743189076403564,0.0073116225569186,0.0065689205190105,-0.0006826195778306,5.039171501447573e-07,28875180803315.363,13.514494339677194,51.21965329755448,390191180762405.44,0.0012612277408466,0.0006645657116922
457,457,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15192.24,3.79806,1000.0,0.0759379020376127,0.0073328536156437,0.0065725496786715,-0.0006894400523474,2.88141578612468e-06,28933610842641.504,13.236333083655447,50.26360502558217,382908007603470.06,0.0012637798837058,0.0006659104859789
458,458,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15240.76,3.81019,1000.0,0.0748430410164337,0.0073658382705244,0.0065721268792407,-0.0006830917623282,8.463046490921248e-07,29026017149946.09,13.43253134198474,51.18372374594758,389917469535109.2,0.0012678160626997,0.0006680372281038
459,459,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15230.12,3.80753,1000.0,0.0746711584159424,0.0072691470979305,0.0065744780059135,-0.0006811384338461,-2.981772867388563e-07,29005753277115.902,13.465389994349048,51.2677602401038,390557659321077.5,0.0012669309649153,0.0006675708526667
460,460,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15180.12,3.79503,1000.0,0.0776542857233812,0.0073118591203014,0.0065720907493947,-0.0006845162790902,-5.919948510404362e-07,28910528310808.625,12.93773438262284,49.09726735523298,374022850374517.06,0.0012627716708162,0.0006653792387704
461,461,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15216.02,3.804005,1000.0,0.0800695781618128,0.0073650082540818,0.0065707090650581,-0.0006864961295372,-4.318247601736538e-06,28978899836617.246,12.543597330414087,47.72550485334652,363572767332618.9,0.0012657580439794,0.0006669528175479
462,462,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,13810.36,3.4525900000000007,1000.0,0.6550602329660387,0.0072767275435624,0.0065708604436176,-0.0006844116350765,-1.4985190521620709e-06,26301821313827.5,1.5291547388443527,5.2794347394691234,40218719614993.49,0.0011488269771104,0.0006053395377603
463,463,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15194.18,3.7985450000000007,1000.0,0.0746896074686173,0.0073907376751265,0.0065766616111471,-0.0006789171067059,-1.490964821812399e-06,28937305571334.246,13.455696348121831,51.112280007443154,389373211327753.06,0.0012639412643168,0.0006659955205981
464,464,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15245.3,3.811325000000001,1000.0,0.0731119751054734,0.0073839722038433,0.0065703565239986,-0.0006757666382008,5.904002505062193e-07,29034663576886.8,13.730915860824515,52.33808439782356,398711385869616.25,0.0012681937266038,0.0006682362266456
465,465,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15206.38,3.801595,1000.0,0.0750828616566491,0.0073676386085239,0.0065692506399556,-0.0006865120153353,3.873832580057797e-06,28960540463113.203,13.404843733881776,50.96030696282241,388215481083463.2,0.0012649561320771,0.0006665302743888
466,466,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15221.12,3.80528,1000.0,0.0751780878786462,0.0073188071895221,0.0065699541145559,-0.0006879708272727,1.8780342251658247e-06,28988612783180.58,13.362051676723524,50.84367090457026,387326947906081.1,0.0012661822919775,0.0006671763621654
467,467,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.0,15207.84,3.80196,1000.0,0.0747384345981413,0.0071017709692197,0.0065683436746569,-0.0006837197652438,3.0425906993584844e-06,28963321032129.38,13.430271242135085,51.06050008460707,388978752015156.4,0.0012650775834647,0.0006665942695145
468,468,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,15179.58,3.794894999999999,1000.0,0.0742773533166928,0.0073702320412552,0.0065723948844847,-0.0006784000290614,-1.2602234771730033e-07,28909499881172.504,13.543719658923967,51.40327475445712,391590008526153.2,0.0012627267504399,0.0006653555693404
469,469,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,1.0,15180.26,3.795065,1000.0,0.076645856086734,0.0073329581210905,0.0065668637592738,-0.0006878980670759,-4.41855796888181e-07,28910794940714.29,13.117737498958506,49.78160890812824,379236162479886.6,0.0012627833168396,0.0006653853752894
470,470,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,1.0,15171.82,3.792955,1000.0,0.0841292210062783,0.0073033814670439,0.0065693026260728,-0.0006816080747782,-1.995408435884584e-06,28894720966401.625,11.927547733785874,45.23706802288555,344615862265544.2,0.0012620812279957,0.0006650154308637
471,471,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.0,15192.68,3.798169999999999,1000.0,0.0743107236283435,0.0074233775211973,0.0065723262820125,-0.0006902800337777,-4.046369696717573e-06,28934448822345.004,13.514984412745155,51.32738734552423,391011898449450.6,0.0012638164854939,0.0006659297721812
472,472,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.0,15193.56,3.798389999999999,1000.0,0.0742594013060329,0.0072992067231461,0.006571628859093,-0.0006868164488962,-1.861356682804302e-07,28936124781752.02,13.545093978495874,51.450505201868026,391949809947223.7,0.00126388968907,0.0006659683445857
473,473,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.0,15187.3,3.796825000000001,1000.0,0.0755795236257563,0.0073125554817898,0.0065706526616852,-0.0006834982210362,-7.344034574401149e-07,28924202615970.355,13.282042913615312,50.43109199358593,384183922874275.1,0.0012633689454488,0.0006656939545259
474,474,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,1.0,14803.34,3.700835,1000.0,0.0733736245680142,0.007854299254336,0.0065722290330908,-0.0006987297249212,-6.767578754982827e-07,28192951054703.5,13.730780887160495,50.81278499049404,387091659095898.9,0.0012314288942024,0.000648864113094
475,475,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,1.0,15204.08,3.8010199999999994,1000.0,0.075346253334012,0.0074175493235191,0.0064354644356436,-0.0006799938938165,-3.395663354299989e-07,28956160114663.07,13.343372137998342,50.71592086068063,386353748416069.8,0.0012647648045485,0.0006664294601495
476,476,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,1.0,15191.74,3.7979350000000007,1000.0,0.0745371669322616,0.007388415204059,0.0064186928036672,-0.0006823751786954,1.4416242830221251e-06,28932658592978.44,13.486573071640343,51.21774693086569,390176658066108.56,0.0012637382907648,0.0006658885698399
477,477,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,1.0,15157.8,3.78945,1000.0,0.0731883547354095,0.0072302875677438,0.0063209181122725,-0.0006867847182372,4.4645126653618905e-06,28868019885849.05,13.724877829172808,52.00719942980044,396190705075089.1,0.0012609149619303,0.0006644009023272
478,478,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.0,15186.74,3.796685000000001,1000.0,0.0746776872454665,0.0073672853585316,0.0071417607941045,-0.0006921036698591,4.386980447469704e-06,28923136096347.71,13.452762419808131,51.07716446700093,389105701235315.4,0.0012633223613549,0.0006656694084503
479,479,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,1.0,15215.76,3.80394,1000.0,0.073309584458509,0.0073422300874507,0.0065748807351842,-0.000689850875334,-1.5333192124721574e-06,28978404666792.46,13.73152487732742,52.2293567875768,397883099227822.8,0.0012657364156501,0.0006669414211557
480,480,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.0,15183.78,3.795945000000001,1000.0,0.07425009957891,0.0073721969427488,0.0065724953354382,-0.0006917989873631,-3.7363134304613783e-06,28917498778342.32,13.52126528858267,51.32088335136774,390962351039497.44,0.0012630761311442,0.0006655396649077
481,481,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,1.0,15215.62,3.803905,1000.0,0.074879274198538,0.0073995428405464,0.0065742766321595,-0.0006897915935347,-5.289701914082245e-07,28978138036886.8,13.42883582296556,51.07776297993912,389110260705265.44,0.0012657247696266,0.0006669352846368
482,482,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.0,15200.94,3.800235,1000.0,0.0735447043687236,0.0073001524773026,0.0065733796913084,-0.0006863200895937,-1.0330123032616704e-06,28950179986778.977,13.686868357518756,52.01394484112832,396242091600403.1,0.0012645036008791,0.0006662918267968
483,483,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,1.0,15226.66,3.8066650000000006,1000.0,0.0747488051657569,0.0074329504893994,0.0065704493525065,-0.0006925011349738,3.5757071546490392e-06,28999163709447.438,13.425835079012948,51.10908050797197,389348837549405.44,0.0012666431417637,0.0006674191929851
484,484,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,1.0,15241.32,3.810330000000001,1000.0,0.0732541554114095,0.0074032889968873,0.006571805025029,-0.0006849306849434,-1.438199764002022e-06,29027083669568.73,13.74090686825487,52.36427190439784,398910882224112.6,0.0012678626467936,0.0006680617741794
485,485,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,1.0,15186.44,3.79661,1000.0,0.0741502507414338,0.007488203726284,0.0065757827667807,-0.0006813101599285,1.0784154592597257e-06,28922564746549.87,13.541661472819635,51.40823485514912,391627794559855.4,0.0012632974055903,0.0006656562587669
486,486,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,1.0,15200.3,3.800075000000001,1000.0,0.0744856363123585,0.0073039612759361,0.0065751011359691,-0.0006849065314112,-7.309739372342246e-07,28948961107210.246,13.50277802329347,51.31611516404011,390926027001287.75,0.0012644503619146,0.000666263774139
487,487,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.0,15194.06,3.798514999999999,1000.0,0.0742989163674315,0.0073485558496241,0.0065819929189975,-0.0006806388020541,-1.9942841897538744e-06,28937077031415.1,13.518942801462972,51.35545199178065,391225694848986.0,0.001263931282011,0.0006659902607247
488,488,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,1.0,15219.02,3.804755000000001,1000.0,0.0735370173653359,0.0074044180910606,0.0065905746240014,-0.000682184936709,2.783302382507196e-06,28984613334595.684,13.650689761289469,51.93486359769639,395639650901095.75,0.0012660076016253,0.0006670843143817
489,489,0.02,1000.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.0,15234.3,3.808574999999999,1000.0,0.0740705961900448,0.007292757178206,0.0066355268554531,-0.0006861922274244,-2.325316816773262e-06,29013714084299.19,13.583287188217277,51.729199669217294,394072903648292.4,0.001267278681902,0.0006677540715884
490,490,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18355.46,4.588864999999999,1250.0,0.1025768378085194,0.0072916736099164,0.0065760160687353,-0.0006650207413405,2.5668993443478867e-06,34071557814166.68,12.244072579956107,56.183063487845445,417149882553337.75,0.0018624313772622,0.0011827404100406
491,491,0.02,1250.0,10,1,400000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,1.25,18367.48,4.591870000000001,1250.0,0.1097528020476829,0.0092368661600259,0.0063688987772099,-0.0006501715340552,-1.676153172557755e-06,34093869438333.33,11.442947954796228,52.53641071255857,390074093472295.1,0.0018636509830446,0.0011835149228956
492,492,0.02,1250.0,10,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18397.28,4.599320000000002,1250.0,0.1034575684916307,0.007685945293356,0.0065736591777906,-0.000662516294395,4.718486804763625e-06,34149184446666.684,12.137299688524251,55.83680069313124,414578939013050.6,0.0018666746313238,0.0011854350961966
493,493,0.02,1250.0,10,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18362.42,4.590605,1250.0,0.1043889400235457,0.0091546704468256,0.0065736187941454,-0.0006466735672507,2.2323155343151633e-08,34084477024166.67,12.020735119383115,55.17945179549604,409698233006258.8,0.0018631375716254,0.0011831888800465
494,494,0.02,1250.0,10,1,400000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18360.46,4.590114999999999,1250.0,0.1037156379222233,0.0106224146740849,0.0065726423783797,-0.0006382173842905,4.074356824977057e-06,34080838855833.33,12.118256046752146,55.62508958183622,413007019296870.3,0.001862938700799,0.001183062586769
495,495,0.02,1250.0,10,1,400000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18073.92,4.51848,1250.0,0.1035609007604534,0.0230051827375054,0.0065793515651006,-0.0005232426580277,-1.230518222972112e-06,33548960920000.0,12.138779454825883,54.84845406314602,407240630009848.8,0.0018338650035536,0.0011645992828206
496,496,0.02,1250.0,10,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18367.38,4.591845000000001,1250.0,0.1023204747514773,0.007268992067372,0.0065743601728284,-0.0006653910489579,1.0828515794255475e-06,34093683817500.0,12.27703871215598,56.37568630499063,418580074866837.7,0.0018636408365739,0.001183508479361
497,497,0.02,1250.0,10,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18382.44,4.59561,1250.0,0.1049588593643511,0.0073291499998237,0.006575715503289,-0.0006665543041999,8.643537038278792e-07,34121638315000.01,11.962244639647317,54.97071353986992,408148386247944.3,0.0018651688950667,0.0011844788756668
498,498,0.02,1250.0,10,1,400000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18342.6,4.585650000000001,1250.0,0.1043595388954645,0.007344680396568,0.0065743529918749,-0.000663850333028,-1.3193075795073038e-06,34047686975000.0,12.031588974986583,55.17921027803961,409696439779397.8,0.0018611265411256,0.0011819117714953
499,499,0.02,1250.0,10,1,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18400.36,4.600090000000002,1250.0,0.1038775433724185,0.0072770656320689,0.0065762168131286,-0.0006650336521769,2.542085634888302e-06,34154901568333.336,12.104355022029486,55.68296199819871,413436712342959.1,0.0018669871426225,0.0011856335570612
500,500,0.02,1250.0,10,1,400000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18424.86,4.606215000000001,1250.0,0.1045141119099798,0.0072532655257698,0.0065735311590803,-0.0006687063300736,-2.6435406177566044e-07,34200378672500.0,12.00755876970001,55.30930905762991,410662401534726.0,0.0018694730279526,0.0011872122230302
501,501,0.02,1250.0,10,1,400000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18355.7,4.588924999999999,1250.0,0.1035965128651923,0.00729550960573,0.0065721645737166,-0.0006639138003531,1.097567511560952e-06,34072003304166.67,12.126638248368897,55.65595109785788,413236160909745.2,0.001862455728792,0.0011827558745236
502,502,0.02,1250.0,10,1,400000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18372.76,4.59319,1250.0,0.1048270676231641,0.0071693135236972,0.0065736871939136,-0.0006645468237083,-1.104820958213611e-06,34103670218333.336,11.986381920755862,55.05307389822939,408759898182037.06,0.0018641867166995,0.0011838551415207
503,503,0.02,1250.0,10,1,400000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18343.66,4.585915,1250.0,0.1931606957831399,0.0073947612446995,0.0065719084724501,-0.0006638009916916,-2.0196195731788987e-06,34049654555833.34,6.495922812237751,29.786830771633245,221162254007581.56,0.0018612340937154,0.0011819800729617
504,504,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18401.64,4.60041,1250.0,0.1035203388821537,0.0073358783490832,0.0065764430949703,-0.0006572105109159,-6.942396261067573e-07,34157277515000.02,12.129007739928303,55.79205824409708,414246733786046.9,0.0018671170174479,0.0011857160343037
505,505,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18393.46,4.598364999999999,1250.0,0.103488553344473,0.0073658168809568,0.0065728537648005,-0.0006679699584829,-2.405786797826773e-06,34142093730833.33,12.12699361744319,55.76148223845829,414019712040179.75,0.0018662870361417,0.0011851889531761
506,506,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18406.38,4.6015950000000005,1250.0,0.104397634600873,0.0073031913433455,0.0065720692138503,-0.0006577400743996,8.796094079158187e-07,34166075942500.004,12.009328701964863,55.260653553097775,410301142522825.6,0.0018675979601607,0.0011860214578422
507,507,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18372.16,4.593039999999999,1250.0,0.103319640263644,0.0071796788376447,0.0065787225868477,-0.0006596252307479,4.8303788937112e-07,34102556493333.324,12.142093284724302,55.76991179139321,414082300065796.2,0.0018641258378751,0.0011838164803133
508,508,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18340.24,4.58506,1250.0,0.1067836714169788,0.0073321966105146,0.0065789873612262,-0.0006579792594436,-3.9526386818753787e-07,34043306323333.34,11.755598958844198,53.89672194712932,400174177670444.2,0.0018608870844163,0.0011817597040795
509,509,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18356.72,4.58918,1250.0,0.1066276963111977,0.0073248159740854,0.0065772961691509,-0.0006602470675131,-4.159500589115306e-06,34073896636666.664,11.768068504357815,54.00443292177643,400973913705369.8,0.0018625592227935,0.0011828215985762
510,510,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18361.26,4.590315,1250.0,0.113823858151627,0.0073100464305931,0.0065751947807558,-0.0006692388184499,-1.714518196548082e-06,34082323822500.01,11.024065310013771,50.6089465608208,375762993389667.7,0.0018630198725649,0.0011831141350455
511,511,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,15974.48,3.993619999999999,1250.0,0.9130519790204836,0.0072834627222924,0.0065695097652814,-0.0006675780618601,-1.4972841215179837e-06,29651962896666.67,1.3712760491436635,5.476704071532887,40663614947119.76,0.0016208459383447,0.0010293211407061
512,512,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18346.2,4.58655,1250.0,0.1043741063656943,0.0071852674709846,0.0065746331777922,-0.0006689008783226,1.1583622810745845e-06,34054369325000.0,12.046605507055313,55.25250338770962,410240628903179.4,0.0018614918140721,0.0011821437387397
513,513,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18383.86,4.595965,1250.0,0.1040981736542289,0.0072355521779704,0.0065730336141759,-0.0006622213551458,4.489339614644425e-06,34124274130833.336,12.075597070574666,55.49335319766964,412028898600497.44,0.0018653129749511,0.0011845703738577
514,514,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18341.78,4.585445,1250.0,0.105520422380141,0.0073396335050161,0.0065743628307349,-0.0006670527124405,-1.679817855316533e-06,34046164884166.67,11.90576296034864,54.59891948850614,405387877382243.5,0.0018610433400656,0.0011818589345119
515,515,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,18408.46,4.602115,1250.0,0.1052925950415556,0.0073749819560425,0.0065735467662717,-0.0006602452684282,-3.916724626217688e-07,34169936855833.33,11.91757095635304,54.84466927269152,407212528571522.3,0.001867809006752,0.0011861554833612
516,516,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.25,18359.68,4.589919999999999,1250.0,0.1041679939911864,0.0072769875229322,0.0065778382419917,-0.0006633037314364,-2.017990269508403e-06,34079391013333.33,12.059413490206648,55.35701782139309,411016631154206.8,0.0018628595583273,0.0011830123271994
517,517,0.02,1250.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.25,18411.7,4.602924999999998,1250.0,0.1057468403333677,0.0072766377687268,0.0065736257323244,-0.0006629576925827,1.6201820804981714e-06,34175950970833.336,11.869963613806055,54.63951057625288,405689259443581.5,0.0018681377524039,0.0011863642538812
