,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
202,202,0.03,1500.0,10,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32128.26,8.032065,1500.0,0.1982675057993765,0.0070891389951859,0.009878382209777,-0.0006434312436346,1.0883109719061272e-06,51029841209760.5,7.584513986714573,60.9222194387656,387055033058919.6,0.0033357651630964,0.0021671022915281
203,203,0.03,1500.0,10,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32106.64,8.026659999999998,1500.0,0.1981502469474253,0.0072321626978591,0.0098744420677338,-0.0006384944036374,2.2865238001688937e-06,50995501809900.21,7.586472248231679,60.8956026159674,386885929317739.75,0.0033335204339132,0.0021656439881048
204,204,0.03,1500.0,10,1,400000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32064.9,8.016225,1500.0,0.1955803675578045,0.0071282523138504,0.0098767662732092,-0.0006403937340677,-3.246512928416046e-06,50929205484730.52,7.692436413669622,61.670527360201575,391809231936404.5,0.0033291867153145,0.0021628285586465
205,205,0.03,1500.0,10,1,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32069.1,8.017275000000003,1500.0,0.2004016502956074,0.0071201296393056,0.0098771387630633,-0.0006425947056437,1.0836681611989008e-06,50935876413473.07,7.502783394579037,60.15152922666162,382158633547015.6,0.0033296227866636,0.0021631118553337
206,206,0.03,1500.0,10,1,400000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32115.0,8.028750000000002,1500.0,0.1976047441709306,0.0072460695902264,0.0098705120249584,-0.0006447245163977,4.604176659427245e-08,51008780134730.54,7.605911525611062,61.06911086018207,387988273254306.5,0.0033343884235511,0.0021662078834156
207,207,0.03,1500.0,10,1,400000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32103.66,8.025915000000001,1500.0,0.1996281825235928,0.007328496274636,0.0098690133193081,-0.0006404710651275,2.6915021070178674e-06,50990768627125.73,7.530259426787681,60.43787571160362,383977868781984.9,0.0033332110309083,0.0021654429823601
208,208,0.03,1500.0,10,1,400000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32106.04,8.02651,1500.0,0.1996364191745578,0.0072719192903231,0.0098712670393759,-0.0006394412133724,1.477892071707924e-06,50994548820079.84,7.53022525867081,60.44163483638975,384001751499682.3,0.0033334581380062,0.0021656035171495
209,209,0.03,1500.0,10,1,400000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32083.8,8.020950000000001,1500.0,0.2746341754974674,0.0072919923223037,0.0098753603286729,-0.0006436587515035,-1.2120174998930942e-06,50959224664071.87,5.477703660887265,43.93674125022991,279141781008192.16,0.0033311490363858,0.002164103393739
210,210,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32093.3,8.023325,1500.0,0.1990251887559452,0.0071674203949216,0.0098768137215584,-0.0006388191955634,-2.088213424310251e-06,50974313669560.87,7.550481807366025,60.58040460670162,384883392689554.5,0.003332135388247,0.0021647441838649
211,211,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32108.12,8.02703,1500.0,0.1984881319550868,0.0072623842973757,0.0098769469730602,-0.0006478637610545,1.983404548740928e-06,50997852518123.75,7.574646125651173,60.79964258444235,386276269763041.6,0.0033336740971505,0.0021657438164613
212,212,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32071.92,8.017979999999998,1500.0,0.198563656369356,0.0073712047897468,0.0098748634550026,-0.0006436580159964,1.40426679597751e-06,50940355465628.72,7.56953384304902,60.69264096385223,385596460061812.94,0.0033299155774267,0.0021633020688237
213,213,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32140.34,8.035084999999999,1500.0,0.1986101567112063,0.0071617750138073,0.0098780611208047,-0.0006459287290008,2.340868235774407e-06,51049028071477.07,7.571414865740779,60.83818908838892,386521165935518.3,0.0033370193873578,0.0021679171067619
214,214,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32068.7,8.017175000000002,1500.0,0.2011540290494576,0.0073320188028095,0.0098722574170565,-0.0006445673085392,-1.304371413953048e-06,50935241086926.14,7.471026679659361,59.896056135690806,380535545179876.06,0.0033295812560589,0.0021630848746968
215,215,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32115.86,8.028965,1500.0,0.201362811689014,0.0072055945639773,0.0098759244354059,-0.0006397049299865,-5.476133906227947e-07,51010146086806.38,7.464264895421529,59.93072008289257,380755774438654.56,0.0033344777143512,0.0021662658917849
216,216,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32070.6,8.017649999999998,1500.0,0.2011653169625015,0.0071898246935316,0.0098741114212035,-0.0006452542499317,3.9934114500033055e-06,50938258888023.95,7.473055821222261,59.917781766801966,380673573881808.2,0.0033297785264312,0.002163213032722
217,217,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,26640.8,6.6602,1500.0,1.2168255868456936,0.0072643846268222,0.0098715063511891,-0.0006433978641534,-8.270705691565252e-07,42314018677045.91,1.2336118740152644,8.216253784515178,52200041454209.23,0.0027660213331509,0.0017969643774092
218,218,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32122.02,8.030505000000003,1500.0,0.2009705341205881,0.0072207417446128,0.0098772350997063,-0.0006451161370453,9.235955399546552e-07,51019930115628.75,7.475124681496222,60.02822187921536,381375229234403.7,0.0033351172856633,0.0021666813935928
219,219,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32086.7,8.021675000000005,1500.0,0.1983532027529418,0.0072694062461688,0.0098720115573778,-0.0006415499808394,-1.464094751854631e-06,50963830781536.93,7.582348654428004,60.82369255059212,386429065582512.9,0.0033314501332697,0.0021642990033564
220,220,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32087.24,8.021809999999999,1500.0,0.1980003617894453,0.0072232710602237,0.0098742972005261,-0.0006410169485278,3.045367716042148e-06,50964688472375.26,7.585311364450405,60.846578565821645,386574466512794.9,0.003331506199586,0.0021643354272162
221,221,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,32102.3,8.025575,1500.0,0.1987159678911985,0.0073146221698215,0.0098732504767242,-0.0006442285552015,3.62393417482916e-06,50988608516866.28,7.558190873933302,60.66044559950842,385391914365263.25,0.0033330698268524,0.0021653512481947
222,222,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.5,32067.62,8.016904999999998,1500.0,0.198910024731399,0.0073818208725866,0.0098785894612786,-0.0006490024965425,2.4702803667563344e-06,50933525705249.5,7.558365678356695,60.591400452105546,384953252214462.3,0.0033294691234263,0.0021630120269773
223,223,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.5,32093.16,8.023290000000001,1500.0,0.19679466698341,0.007290753994002,0.0098743207173709,-0.0006414752117903,4.094462010550572e-06,50974091305269.46,7.643090159803788,61.32764122624613,389630785301725.06,0.0033321208525354,0.002164734740642
224,224,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,1.5,32094.08,8.02352,1500.0,0.1992344992317521,0.0072814807316478,0.0098760388924239,-0.000639282053734,1.9026109589659131e-06,50975552556327.35,7.54210565781517,60.51428246271303,384463301155411.25,0.0033322163729261,0.0021647967961068
225,225,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,1.5,32087.36,8.021839999999997,1500.0,0.2026055974840483,0.0072788617506791,0.0098724392579319,-0.0006429544795514,2.7611080978835813e-06,50964879070339.32,7.425804911503735,59.568368127059614,378453656270014.0,0.0033315186587674,0.0021643435214072
226,226,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.5,32100.84,8.02521,1500.0,0.197765065082649,0.0072223291777057,0.0098750327865825,-0.0006488626947499,-1.5831687486898322e-06,50986289574970.05,7.601605271444537,61.0057632672105,387585809179332.0,0.0033329182401453,0.0021652527688701
227,227,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.5,32079.56,8.019889999999998,1500.0,0.1984439006392131,0.0072691432785673,0.0098773450576392,-0.0006451653050831,1.3360496407710372e-06,50952490202674.66,7.570990103277292,60.71926503295023,385765609840658.9,0.0033307088119761,0.0021638173989881
228,228,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.5,32104.96,8.026240000000001,1500.0,0.1973206811403451,0.0073505598246785,0.0098748173968147,-0.0006470142883993,-1.8102849162011764e-06,50992833438403.18,7.614891112194551,61.11652327684583,388289496923901.1,0.0033333460053735,0.0021655306694299
229,229,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,1.5,31294.62,7.823655000000001,1500.0,0.1987675056320222,0.0077462869661928,0.009873845049902,-0.0006625299700292,8.877931199134081e-07,49705757153353.28,7.556918618438913,59.12174202750114,375616122094107.2,0.0032492112298748,0.0021108719462088
230,230,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,1.5,32117.8,8.029449999999999,1500.0,0.1988328505611843,0.0071944352651802,0.0097382332974036,-0.0006492114068234,2.1907150471979787e-07,51013227420558.89,7.562840736566056,60.72420382910683,385796987323739.4,0.0033346791377839,0.0021663967478737
231,231,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,1.5,32119.46,8.029865,1500.0,0.197421135972927,0.0073709840004219,0.0097307711261348,-0.0006453570080167,7.78086759405137e-07,51015864025728.55,7.617524752421104,61.1669208275064,388609685942238.06,0.0033348514897933,0.0021665087175168
232,232,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,1.5,32137.58,8.034395,1500.0,0.1990525862697677,0.0072761455015825,0.0096354645720457,-0.0006478778274667,2.8787521278729987e-06,51044644318303.38,7.550714307854532,60.66684782447541,385432589400070.9,0.0033367328261855,0.0021677309403674
233,233,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.5,32115.18,8.028794999999997,1500.0,0.1975077186165345,0.0071819382359277,0.0094312438159852,-0.0006473011215716,8.363463053030445e-06,51009066031676.64,7.609315896752325,61.092059319785086,388134070910270.4,0.0033344071123232,0.0021662200247022
234,234,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,1.5,32109.44,8.027359999999998,1500.0,0.1984665700265759,0.0073634152198204,0.0098749259095887,-0.0006470784181587,-1.894773651755217e-06,50999949095728.53,7.578353077413649,60.83256904593532,386485460313863.25,0.003333811148146,0.0021658328525629
235,235,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.5,32120.5,8.030125000000002,1500.0,0.1989771387823339,0.0072267261289169,0.0098730833442421,-0.0006424384421833,1.1939749529124905e-06,51017515874750.49,7.555831643918911,60.67414053163488,385478921904643.6,0.0033349594693655,0.0021665788671726
236,236,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,1.5,32084.38,8.021094999999999,1500.0,0.1958670192691033,0.00719150370942,0.0098747177156606,-0.0006434073387635,-2.707418244425104e-06,50960145887564.87,7.670514470503998,61.52437037496435,390880657809034.8,0.0033312092557625,0.0021641425156625
237,237,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.5,32106.9,8.026725,1500.0,0.1997033802824626,0.0071908817723193,0.0098780715779036,-0.0006448911571461,-4.862825306155144e-07,50995914772155.69,7.525422415973153,60.4047145121868,383767186878817.1,0.0033335474288063,0.0021656615255188
238,238,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,1.5,32087.08,8.021769999999998,1500.0,0.1989682212858133,0.0072157501675193,0.0098746170033087,-0.0006442957824862,5.217222260830163e-07,50964434341756.47,7.55356690767097,60.5895499712329,384941495618232.94,0.0033314895873442,0.0021643246349614
239,239,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,1.5,32093.66,8.023414999999998,1500.0,0.1968719952949322,0.0073497660354798,0.0098739961558897,-0.000644635337732,1.0455770876539543e-06,50974885463453.09,7.634748020930663,61.25939239307581,389197182346640.25,0.0033321727657912,0.0021647684664381
240,240,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,1.5,32108.12,8.027030000000002,1500.0,0.199236134461571,0.0073693133539014,0.0098753977094401,-0.0006421673920241,2.682646367753565e-07,50997852518123.74,7.545561824099779,60.56973319331632,384815594367387.75,0.0033336740971505,0.0021657438164613
241,241,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,1.5,32083.6,8.020900000000001,1500.0,0.197463351996298,0.00730838993226,0.009874586248591,-0.00064378496863,5.500681850873859e-07,50958907000798.4,7.61000544376502,61.04023824920756,387804837892000.8,0.0033311282710834,0.0021640899034206
242,242,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.5,32101.72,8.02543,1500.0,0.1979215292508297,0.0072099589795061,0.0098827601650115,-0.0006426035418672,9.891256554717194e-07,50987687293373.26,7.600898074553998,60.99441506553904,387513711041516.8,0.0033330096074756,0.0021653121262712
243,243,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,1.5,32092.84,8.023209999999997,1500.0,0.1999915388453291,0.0073095830354043,0.0098876602265152,-0.0006479598099195,-1.8109301720377883e-06,50973583044031.95,7.513009639822413,60.2810407703419,382981454765324.3,0.0033320876280516,0.0021647131561325
244,244,0.03,1500.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.5,32153.02,8.038255000000001,1500.0,0.1974440258205004,0.0072507176836424,0.0099926410904662,-0.0006475780147719,4.080988377437246e-06,51069167923013.98,7.612134159342795,61.1897307798129,388754603624577.94,0.0033383359075263,0.0021687723929509
245,245,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10462.26,2.615565,1750.0,0.2763766071585587,0.0072126030797804,0.0095454393687827,-0.0009027795945623,4.819232181436524e-05,13708693013173.652,6.342187743296771,16.586756752679165,86934469763383.34,0.0010212609898501,0.0006615174859539
246,246,0.03,1750.0,10,1,400000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,1.75,10478.38,2.619595,1750.0,0.27831065387958,0.0091494781818898,0.0091549146769241,-0.0008812302717575,4.773908875459199e-05,13729815039520.95,6.304543914892421,16.515900480333865,86563098038482.77,0.0010228345243595,0.0006625367362759
247,247,0.03,1750.0,10,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10465.04,2.6162600000000005,1750.0,0.2721509923208441,0.0075610925166658,0.009572715754026,-0.0008988203917849,5.271354057004798e-05,13712335645508.98,6.4536559522828245,16.88442386019508,88494601894320.64,0.0010215323562233,0.0006616932623742
248,248,0.03,1750.0,10,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10444.46,2.6111150000000003,1750.0,0.2720250310458232,0.0091082412542419,0.0095713383378434,-0.0008955972516558,4.533635400296458e-05,13685369683832.332,6.451628940799742,16.84499234042971,88287933507373.19,0.0010195234641511,0.0006603920110326
249,249,0.03,1750.0,10,1,400000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10454.84,2.61371,1750.0,0.2746723989892553,0.0105128028000087,0.0095076449922669,-0.000887441839863,4.4054993790935695e-05,13698970591616.766,6.387155340961177,16.69343085278906,87493569801372.48,0.0010205366954295,0.000661048327307
250,250,0.03,1750.0,10,1,400000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10293.94,2.573485,1750.0,0.27741859769872,0.0228896753281334,0.0095584240647172,-0.0007539621674236,4.412248455558596e-05,13488143417964.074,6.322283954690749,16.269105615408918,85269597383563.52,0.0010048306344764,0.0006508747927657
251,251,0.03,1750.0,10,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10513.22,2.628305,1750.0,0.2771724005728901,0.0072672046558878,0.0095730466047863,-0.0009038232341281,4.545008067492316e-05,13775465870658.682,6.328731404338822,16.63605526962748,87192853032332.6,0.0010262353892669,0.0006647396321331
252,252,0.03,1750.0,10,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10476.52,2.61913,1750.0,0.2722746741538595,0.0072255332065955,0.0095679193701813,-0.0008971930043531,5.379254972932483e-05,13727377882634.729,6.44307856600447,16.874685083868993,88443559043166.77,0.0010226529626853,0.0006624191304695
253,253,0.03,1750.0,10,1,400000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10467.32,2.6168300000000007,1750.0,0.2758357873033447,0.0073268280873499,0.0095202447191941,-0.0008969382230911,4.757883334622337e-05,13715323128143.713,6.362608822442724,16.65047207585696,87268414362611.23,0.0010217549156948,0.0006618374243304
254,254,0.03,1750.0,10,1,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10475.98,2.618995,1750.0,0.2726381280590931,0.0072997774274079,0.0095211398387972,-0.0009130378680269,4.58699492767578e-05,13726670320958.08,6.43502180265101,16.852248349420105,88325963684313.94,0.0010226002512315,0.0006623849868483
255,255,0.03,1750.0,10,1,400000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10459.8,2.6149499999999994,1750.0,0.2762580058941739,0.0073669532584739,0.0095734461942316,-0.0008959247829969,4.02771111185871e-05,13705469676646.695,6.346344866824784,16.59563572187453,86981006195463.11,0.0010210208598939,0.0006613619427906
256,256,0.03,1750.0,10,1,400000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10476.5,2.6191250000000004,1750.0,0.2732832420602972,0.007254234881888,0.009524059906146,-0.0008973939928774,4.790435185209727e-05,13727351676646.71,6.415622000887786,16.803951257456664,88072829081596.84,0.0010226510104093,0.0006624178658909
257,257,0.03,1750.0,10,1,400000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10465.86,2.6164650000000007,1750.0,0.2738189510243001,0.0072898388400625,0.0095816927135399,-0.0009084657882852,4.529381833756513e-05,13713410091017.96,6.409433286747625,16.770044658885073,87895117898376.81,0.001021612399542,0.0006617451100953
258,258,0.03,1750.0,10,1,400000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10462.96,2.61574,1750.0,0.3648268110596382,0.0073528208495649,0.0095415024999531,-0.000899485752379,4.953866473881235e-05,13709610222754.492,4.813441250987263,12.5909051787703,65991422065114.17,0.0010213293195124,0.0006615617462036
259,259,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10459.08,2.614770000000001,1750.0,0.2732815174485358,0.0071945491313009,0.0095398633776816,-0.0009044497967708,4.7711418916852966e-05,13704526261077.84,6.423089707286708,16.793927593055805,88020293075747.81,0.0010209505779555,0.0006613164179624
260,260,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10483.52,2.62088,1750.0,0.273506313036737,0.0071604684602115,0.0095348134299141,-0.000908178951453,4.6763136554379206e-05,13736549978443.115,6.414376679768356,16.810913978998755,88109322081066.05,0.0010233362593085,0.0006628617329666
261,261,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10461.98,2.615495000000001,1750.0,0.2750790592948624,0.0072809602616014,0.0095372957293669,-0.000901288674968,4.671408775399678e-05,13708326129341.314,6.384089059432878,16.69609670669488,87507542068478.4,0.0010212336579851,0.000661499781854
262,262,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10493.36,2.62334,1750.0,0.2695879177199867,0.0072455042255008,0.0095445291305621,-0.000907097020922,4.432113051258027e-05,13749443324550.898,6.505178694694158,17.06554392238767,89443887930463.92,0.0010242967791331,0.0006634839056197
263,263,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10500.22,2.6250550000000006,1750.0,0.2756063018877239,0.007283173862214,0.0095707868199841,-0.000909768126745,4.357763550812993e-05,13758431978443.11,6.365674422992519,16.71141499274278,87587828232622.17,0.0010249664098238,0.000663917656067
264,264,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10467.32,2.6168299999999998,1750.0,0.2766142349459051,0.0073112172479472,0.0095044040272091,-0.0009045034091341,4.397747943155984e-05,13715323128143.713,6.342742630455527,16.598802984455588,86997606444516.62,0.0010217549156948,0.0006618374243304
265,265,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10474.84,2.6187100000000005,1750.0,0.2797946843445197,0.0072838955344878,0.0095732665070805,-0.000905948157885,4.1171297287042513e-05,13725176579640.717,6.268545509564988,16.417300530751987,86046316218901.77,0.0010224889714958,0.0006623129058702
266,266,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,8350.64,2.087660000000001,1750.0,1.49949826319968,0.0072964348939211,0.009512913603717,-0.0009012487355322,5.072504706352669e-05,10941838591616.766,1.1699068744908552,2.442274194159265,12800441656668.992,0.0008151377304981,0.0005280020166681
267,267,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10500.26,2.625065,1750.0,0.2725886188126424,0.0072974972478129,0.0095970324430935,-0.000895885221879,4.435222994002822e-05,13758484390419.16,6.433115178251768,16.88691436730236,88507655134206.05,0.001024970314376,0.0006639201852241
268,268,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10461.08,2.61527,1750.0,0.2721830250719358,0.0073433329314274,0.0095074467520235,-0.0009033313028626,4.400956881481954e-05,13707146859880.238,6.443633724298155,16.85283322994283,88329029158708.73,0.0010211458055622,0.0006614428758187
269,269,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10477.18,2.619295,1750.0,0.2744860797617275,0.0072976418108908,0.0095548198672058,-0.0009009468561919,5.548596196595356e-05,13728242680239.518,6.389192003369012,16.73422642505822,87707387457035.69,0.0010227173877955,0.0006624608615621
270,270,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,10471.78,2.617945,1750.0,0.2760857357511713,0.0071793700980839,0.0095804263197114,-0.0009014283830321,4.658826571023072e-05,13721167063473.057,6.350035543048335,16.624986185233002,87134837773717.03,0.0010221902732576,0.00066211942535
271,271,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.75,10492.98,2.6232450000000007,1750.0,0.2713499828975454,0.0071896127184572,0.0095647706959273,-0.000892362572262,5.165792884062504e-05,13748945410778.44,6.464575758025513,16.958589729487766,88883319870814.69,0.0010242596858879,0.0006634598786271
272,272,0.03,1750.0,10,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.75,10485.02,2.621255,1750.0,0.2722664381388449,0.0072597293662953,0.009565409564309,-0.0009030377377536,4.334700479317409e-05,13738515427544.918,6.448781441841062,16.903382392071784,88593967306183.16,0.0010234826800135,0.0006629565763589
