,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.04,500,1.5,1,500000.0,,250000.0,50.0,,250.0,0.24992472281996925,0.08920402267589359,0.018942275669862868,0.5001506019604761,50.01506019604761,
1,1,0.04,500,2.25,1,500000.0,,250000.0,50.0,,250.0,0.24994954532718336,0.08993876769787273,0.018923456362527208,0.5001009343251289,50.010093432512896,
2,2,0.04,500,3.0,1,500000.0,,250000.0,50.0,,250.0,0.2498894158245406,0.0890673950630761,0.018778752070273623,0.5002212761861783,50.02212761861783,
3,3,0.04,500,5.0,1,500000.0,,250000.0,50.0,,250.0,0.24990937211482844,0.09016609754997373,0.019227728200225544,0.5001813648256956,50.01813648256955,
4,4,0.04,510,1.5,1,500000.0,,250000.0,50.0,,255.0,0.25427632771189224,0.08967726453409897,0.0188238873377958,0.501426696219315,50.1426696219315,
5,5,0.04,510,2.25,1,500000.0,,250000.0,50.0,,255.0,0.21410773305453376,0.08963454156021891,0.01889391020597185,0.6178368166446286,61.78368166446286,
6,6,0.04,510,3.0,1,500000.0,,250000.0,50.0,,255.0,0.25493871037835447,0.08933493202718992,0.019016057150993863,0.5001202094812321,50.012020948123215,
7,7,0.04,510,5.0,1,500000.0,,250000.0,50.0,,255.0,0.2549479814501012,0.0895865891039326,0.01904621818640985,0.5001020230638047,50.010202306380464,
8,8,0.04,520,1.5,1,500000.0,,250000.0,50.0,,260.0,0.2599339842402344,0.08802319468648918,0.018917204701356563,0.5001269889794313,50.01269889794314,
9,9,0.04,520,2.25,1,500000.0,,250000.0,50.0,,260.0,0.2181671779464769,0.0904963780502376,0.01878393703446412,0.6182863414460441,61.828634144604415,
10,10,0.04,520,3.0,1,500000.0,,250000.0,50.0,,260.0,0.25995924060924835,0.08905003521615137,0.01901093929042731,0.5000783957890281,50.00783957890282,
11,11,0.04,520,5.0,1,500000.0,,250000.0,50.0,,260.0,0.25994726527108014,0.08945669323051639,0.01879717568334296,0.5001014421134585,50.01014421134585,
12,12,0.04,530,1.5,1,500000.0,,250000.0,50.0,,265.0,0.2644379141564741,0.08923187436714838,0.018663283105109764,0.501063374432904,50.106337443290414,
13,13,0.04,530,2.25,1,500000.0,,250000.0,50.0,,265.0,0.26490173076780366,0.08957195655103828,0.019026326195994935,0.5001855179394636,50.01855179394636,
14,14,0.04,530,3.0,1,500000.0,,250000.0,50.0,,265.0,0.2647649213961927,0.0894136674629142,0.018735106800000324,0.5004440404751611,50.04440404751611,
15,15,0.04,530,5.0,1,500000.0,,250000.0,50.0,,265.0,0.26492337920794284,0.08913028415510901,0.019009799178671367,0.5001446258285641,50.01446258285641,
16,16,0.04,540,1.5,1,500000.0,,250000.0,50.0,,270.0,0.2699674640419403,0.09006981791335962,0.018983153380242576,0.500060260345998,50.0060260345998,
17,17,0.04,540,2.25,1,500000.0,,250000.0,50.0,,270.0,0.22676887088922093,0.08835897116704004,0.018830837455300262,0.6176742741750267,61.767427417502674,
18,18,0.04,540,3.0,1,500000.0,,250000.0,50.0,,270.0,0.2699516829497384,0.08894639118274425,0.019958286078748794,0.5000894935542641,50.00894935542641,
19,19,0.04,540,5.0,1,500000.0,,250000.0,50.0,,270.0,0.2699455238495432,0.08972156938495146,0.018688423536156858,0.5001009070211553,50.01009070211553,
20,20,0.04,550,1.5,1,500000.0,,250000.0,50.0,,275.0,0.27470195774958484,0.0905964085189876,0.018826712986774304,0.5005424839592497,50.054248395924986,
21,21,0.04,550,2.25,1,500000.0,,250000.0,50.0,,275.0,0.27494865413146385,0.08835221176722688,0.01868658049956613,0.5000933769434404,50.00933769434404,
22,22,0.04,550,3.0,1,500000.0,,250000.0,50.0,,275.0,0.27493084459172223,0.0890590661660891,0.018713691498184425,0.5001257857409209,50.012578574092096,
23,23,0.04,550,5.0,1,500000.0,,250000.0,50.0,,275.0,0.23104210603066935,0.08990783124055454,0.01844308728432475,0.6174655557071624,61.74655557071625,
24,24,0.04,560,1.5,1,500000.0,,250000.0,50.0,,280.0,0.2799045395815653,0.09565434367583053,0.01867806683641486,0.5001705283476522,50.01705283476522,
25,25,0.04,560,2.25,1,500000.0,,250000.0,50.0,,280.0,0.2799194915588714,0.09038128249226736,0.01860981327275457,0.5001438076445011,50.0143807644501,
26,26,0.04,560,3.0,1,500000.0,,250000.0,50.0,,280.0,0.279961173888978,0.08888117539016381,0.01856933962703477,0.5000693424856768,50.00693424856769,
27,27,0.04,560,5.0,1,500000.0,,250000.0,50.0,,280.0,0.2798320836068058,0.08891471636287769,0.01842699268274857,0.50030009634519,50.03000963451901,
28,28,0.04,570,1.5,1,500000.0,,250000.0,50.0,,285.0,0.28495203672528646,0.09005596421773533,0.018332167570826924,0.5000841606200246,50.008416062002446,
29,29,0.04,570,2.25,1,500000.0,,250000.0,50.0,,285.0,0.28494091458944126,0.09006229412397923,0.01840474185282848,0.5001036857130383,50.01036857130384,
30,30,0.04,570,3.0,1,500000.0,,250000.0,50.0,,285.0,0.28494212433187727,0.09023766370403395,0.01831250358602072,0.5001015659359609,50.010156593596086,
31,31,0.04,570,5.0,1,500000.0,,250000.0,50.0,,285.0,0.2848244538675715,0.08930681331747553,0.018405993212805134,0.5003082413137954,50.030824131379546,
32,32,0.04,580,1.5,1,500000.0,,250000.0,50.0,,290.0,0.28990484495429314,0.08931111911992899,0.01819516993065439,0.5001641170267142,50.01641170267142,
33,33,0.04,580,2.25,1,500000.0,,250000.0,50.0,,290.0,0.2898261766322321,0.08922142728368175,0.01839379662403048,0.5002999036956036,50.029990369560366,
34,34,0.04,580,3.0,1,500000.0,,250000.0,50.0,,290.0,0.2899315299992793,0.09046764514051618,0.01845804047202157,0.5001180801299204,50.011808012992056,
35,35,0.04,580,5.0,1,500000.0,,250000.0,50.0,,290.0,0.2898494321311489,0.08894092995861219,0.018400592296857792,0.5002598353294784,50.02598353294782,
