,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.04,500,1.5,1,500000.0,,876.0,0.1752,,500.0,0.05071918340098591,0.0186640845795546,0.012696394826606623,9.859377969725282,1.7269324740489445,
1,1,0.04,500,2.25,1,500000.0,,1075.5,0.2151,,500.0,0.04153283803282193,0.01635157697181895,0.013654581685692687,12.249264812861451,2.624376982331127,
2,2,0.04,500,3.0,1,500000.0,,910.0,0.182,,500.0,0.03732552684599,0.02208871741188427,0.012881686068491396,13.428604187569587,2.4421435547260995,
3,3,0.04,500,5.0,1,500000.0,,510.5,0.1021,,500.0,0.03756829370553305,0.017816542351091178,0.013286386062597383,13.328653110121367,1.3624382433573992,
4,4,0.04,510,1.5,1,500000.0,,910.0,0.182,,510.0,0.05618650253802571,0.014723692892162955,0.013498572578786224,9.082652714362201,1.6513988734267955,
5,5,0.04,510,2.25,1,500000.0,,1093.0,0.2186,,510.0,0.04221322066152311,0.021381747787148696,0.013923329316112659,12.081852317254032,2.6408532539839578,
6,6,0.04,510,3.0,1,500000.0,,926.0,0.1852,,510.0,0.033348858069274456,0.016449876861648144,0.013211349035150787,15.317872688000127,2.8342711967967245,
7,7,0.04,510,5.0,1,500000.0,,501.0,0.1002,,510.0,0.03589940723546192,0.01956358140158344,0.013180277077178311,14.238103155794912,1.4275990901492213,
8,8,0.04,520,1.5,1,500000.0,,927.0,0.1854,,520.0,0.053941634750117366,0.02021362504816736,0.012572696301458545,9.652558430373048,1.789653830728962,
9,9,0.04,520,2.25,1,500000.0,,1167.0,0.2334,,520.0,0.04238718320476664,0.019081436051903863,0.01411948537804243,12.281315623050004,2.8691421207207704,
10,10,0.04,520,3.0,1,500000.0,,984.5,0.1969,,520.0,0.04162112525170869,0.01860737291226795,0.01320890905196094,12.548213236100928,2.463544745874975,
11,11,0.04,520,5.0,1,500000.0,,513.0,0.1026,,520.0,0.03508917910352238,0.020453710110247176,0.012817738749757338,14.81948344698126,1.5203404162600207,
