,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,500000.0,,500000.0,100.0,,500.0,0.4998996687349063,0.17927503518773208,0.03837765903467504,1.0002007065721092,100.02007065721092,,,
1,1,0.04,500,2.25,1,500000.0,,500000.0,100.0,,500.0,0.46791814770863366,0.1783914042446841,0.03825690880688805,1.0942744082372196,109.42744082372197,,,
2,2,0.04,500,3.0,1,500000.0,,500000.0,100.0,,500.0,0.4678778908266173,0.18359904774318692,0.03845972262545119,1.094358308293087,109.43583082930868,,,
3,3,0.04,500,5.0,1,500000.0,,500000.0,100.0,,500.0,0.49966794997160374,0.18009019039564192,0.03828231494415114,1.000664975778188,100.0664975778188,,,
4,4,0.04,501,1.5,1,500000.0,,500000.0,100.0,,501.0,0.5007920850494998,0.17875582735721013,0.03827129683839504,1.0004154300772063,100.04154300772068,,,
5,5,0.04,501,2.25,1,500000.0,,500000.0,100.0,,501.0,0.4999566231428957,0.17935667455007337,0.038279378186182336,1.0020996559720892,100.20996559720892,,,
6,6,0.04,501,3.0,1,500000.0,,500000.0,100.0,,501.0,0.5009031627085847,0.179721805809142,0.03828699171792281,1.0001933585672118,100.01933585672118,,,
7,7,0.04,501,5.0,1,500000.0,,500000.0,100.0,,501.0,0.5008366758517241,0.183861774948272,0.03824245795474616,1.0003262041144363,100.03262041144365,,,
8,8,0.04,502,1.5,1,500000.0,,500000.0,100.0,,502.0,0.501848284935204,0.18406036897420905,0.03800256371596413,1.0003023776263704,100.03023776263704,,,
9,9,0.04,502,2.25,1,500000.0,,500000.0,100.0,,502.0,0.5019083885102985,0.17771621766253867,0.03817240568737766,1.00018255206286,100.01825520628599,,,
10,10,0.04,502,3.0,1,500000.0,,500000.0,100.0,,502.0,0.5017449207708523,0.1783741060992407,0.03826603040071894,1.000508443098993,100.0508443098993,,,
11,11,0.04,502,5.0,1,500000.0,,500000.0,100.0,,502.0,0.5017665213018858,0.17953846605215712,0.0378930631936376,1.0004653663270036,100.04653663270037,,,
12,12,0.04,503,1.5,1,500000.0,,500000.0,100.0,,503.0,0.5028696944627994,0.17895883962156206,0.03823339311676058,1.0002591816588613,100.02591816588613,,,
13,13,0.04,503,2.25,1,500000.0,,500000.0,100.0,,503.0,0.5026370548376917,0.17736861469998283,0.03821299678898785,1.0007225872875527,100.07225872875529,,,
14,14,0.04,503,3.0,1,500000.0,,500000.0,100.0,,503.0,0.5026642439043256,0.17891360787458283,0.038345731601709246,1.0006682714317972,100.06682714317976,,,
15,15,0.04,503,5.0,1,500000.0,,500000.0,100.0,,503.0,0.5028176515690461,0.1778972822711973,0.03801815560856774,1.0003626785093227,100.03626785093228,,,
16,16,0.04,504,1.5,1,500000.0,,500000.0,100.0,,504.0,0.5037651012331139,0.18035516708872773,0.03842779943839717,1.0004663784234022,100.0466378423402,,,
17,17,0.04,504,2.25,1,500000.0,,500000.0,100.0,,504.0,0.4716377497846552,0.17937288544405727,0.037983308155396446,1.094439559093192,109.4439559093192,,,
18,18,0.04,504,3.0,1,500000.0,,500000.0,100.0,,504.0,0.5034769895105912,0.1792557687224382,0.037951397455021914,1.0010398527226214,100.10398527226216,,,
19,19,0.04,504,5.0,1,500000.0,,500000.0,100.0,,504.0,0.5038298313647829,0.17902135777929634,0.03833882000307133,1.0003377605059929,100.0337760505993,,,
20,20,0.04,505,1.5,1,500000.0,,500000.0,100.0,,505.0,0.5047865350181041,0.18002950345280297,0.038182724602086555,1.0004230764914928,100.04230764914928,,,
21,21,0.04,505,2.25,1,500000.0,,500000.0,100.0,,505.0,0.5047334200038561,0.17841219283865475,0.03830499531949911,1.0005282964094295,100.05282964094296,,,
22,22,0.04,505,3.0,1,500000.0,,500000.0,100.0,,505.0,0.5047090258527647,0.17845214315025867,0.0380548288092418,1.0005768034061664,100.05768034061664,,,
23,23,0.04,505,5.0,1,500000.0,,500000.0,100.0,,505.0,0.5047357907036826,0.18009435895526146,0.0383330640927108,1.0005235917743192,100.05235917743192,,,
24,24,0.04,506,1.5,1,500000.0,,500000.0,100.0,,506.0,0.5057084169968334,0.17995376590580242,0.03805903170229336,1.000576899623031,100.05768996230316,,,
25,25,0.04,506,2.25,1,500000.0,,500000.0,100.0,,506.0,0.5057365203994664,0.18092065880476968,0.038109563553018415,1.0005211156123155,100.05211156123154,,,
