# SourcePhotonFlux	NumberRaysSurvived	PercentageRaysSurvived	PhotonFlux	PhotonEnergy	Bandwidth	HorizontalFocusFWHM	VerticalFocusFWHM	EnergyPerMilPerBw	FluxPerMilPerBwPerc	FluxPerMilPerBwAbs	AXUVCurrentAmp	GaAsPCurrentAmp
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.000000000000000000e+02	4.998996687349063217e-01	1.792750351877320791e-01	3.837765903467503514e-02	1.000200706572109244e+00	1.000200706572109368e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.000000000000000000e+02	4.679181477086336582e-01	1.783914042446841097e-01	3.825690880688804862e-02	1.094274408237219776e+00	1.094274408237219660e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.000000000000000000e+02	4.678778908266172931e-01	1.835990477431869439e-01	3.845972262545118564e-02	1.094358308293087001e+00	1.094358308293086850e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.000000000000000000e+02	4.996679499716037975e-01	1.800901903956419192e-01	3.828231494415114400e-02	1.000664975778188026e+00	1.000664975778188079e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.010000000000000000e+02	5.007920850494997911e-01	1.787558273572101286e-01	3.827129683839503721e-02	1.000415430077206569e+00	1.000415430077206764e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.010000000000000000e+02	4.999566231428957397e-01	1.793566745500733695e-01	3.827937818618234317e-02	1.002099655972089387e+00	1.002099655972089352e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.010000000000000000e+02	5.009031627085847038e-01	1.797218058091419879e-01	3.828699171792281086e-02	1.000193358567211810e+00	1.000193358567211845e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.010000000000000000e+02	5.008366758517240891e-01	1.838617749482719665e-01	3.824245795474615767e-02	1.000326204114436290e+00	1.000326204114436592e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.020000000000000000e+02	5.018482849352039477e-01	1.840603689742090487e-01	3.800256371596412441e-02	1.000302377626370420e+00	1.000302377626370571e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.020000000000000000e+02	5.019083885102986198e-01	1.777162176625386725e-01	3.817240568737766127e-02	1.000182552062859997e+00	1.000182552062859855e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.020000000000000000e+02	5.017449207708523096e-01	1.783741060992407035e-01	3.826603040071893669e-02	1.000508443098993006e+00	1.000508443098993041e+02	nan	nan	nan
nan	5.000000000000000000e+05	1.000000000000000000e+02	nan	5.020000000000000000e+02	5.017665213018858150e-01	1.795384660521571196e-01	3.789306319363759668e-02	1.000465366327003780e+00	1.000465366327003665e+02	nan	nan	nan
