,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
52,52,0.04,513,1.5,1,500000.0,,940.0,0.188,,513.0,0.058087994806692224,0.01845024274100405,0.013505831908207897,8.859879837082966,1.6663097991945388,,,
53,53,0.04,513,2.25,1,500000.0,,1176.8,0.23536,,513.0,0.041264409327959585,0.018599450976612766,0.013994998296731233,12.46685944741532,2.9331270216657344,,,
54,54,0.04,513,3.0,1,500000.0,,980.2,0.19604,,513.0,0.03941792630600958,0.017053394446328935,0.013519405877211633,13.041671137552736,2.5577323395692964,,,
55,55,0.04,513,5.0,1,500000.0,,575.8,0.11516,,513.0,0.034008317489292485,0.017252326769166156,0.013588797480292751,15.354395728571477,1.7669042084431923,,,
56,56,0.04,514,1.5,1,500000.0,,915.8,0.18316,,514.0,0.055732661363731485,0.017201154569427207,0.013574112840626516,9.258937197794094,1.6974322270648023,,,
57,57,0.04,514,2.25,1,500000.0,,1157.4,0.23148000000000005,,514.0,0.043068018609778845,0.01933395862730372,0.013363288570633524,12.077676103686676,2.789761630348676,,,
58,58,0.04,514,3.0,1,500000.0,,977.2,0.19544,,514.0,0.03969590562087433,0.01739496864206641,0.012229406220707903,13.144068102896648,2.565174095385982,,,
59,59,0.04,514,5.0,1,500000.0,,576.8,0.11536,,514.0,0.03429436377709862,0.019184364432979127,0.013616744824948578,15.13155123890234,1.745852150635656,,,
60,60,0.04,515,1.5,1,500000.0,,913.6,0.18272000000000005,,515.0,0.05432573638872783,0.017308294881408497,0.01348638287397243,9.520100949150526,1.74017437069902,,,
61,61,0.04,515,2.25,1,500000.0,,1132.0,0.2264,,515.0,0.04200822394175248,0.018903131425954543,0.0135740568858413,12.394150168430375,2.8055864330780813,,,
62,62,0.04,515,3.0,1,500000.0,,988.2,0.19764,,515.0,0.04200209191660633,0.01883603888315804,0.013526059972859845,12.279549283827675,2.4287539679824883,,,
63,63,0.04,515,5.0,1,500000.0,,595.6,0.11912,,515.0,0.03470693005845078,0.01768210784121277,0.01338462949691733,14.968131549812284,1.7862821772468807,,,
64,64,0.04,516,1.5,1,500000.0,,930.2,0.18604,,516.0,0.05220101883624011,0.018749205284349212,0.013764464526853272,9.943066560497785,1.8471110592557327,,,
65,65,0.04,516,2.25,1,500000.0,,1157.2,0.23144,,516.0,0.03820448406884225,0.01723315151891714,0.013392460148100149,13.739959355892172,3.16701986437442,,,
66,66,0.04,516,3.0,1,500000.0,,990.2,0.19804,,516.0,0.041191074952075725,0.0175686097212737,0.013090040121315488,12.569825437039858,2.48867225798624,,,
67,67,0.04,516,5.0,1,500000.0,,600.2,0.12004,,516.0,0.037604217036050616,0.017037908201806635,0.012682539686100844,13.798207974786536,1.6563107780435111,,,
68,68,0.04,517,1.5,1,500000.0,,920.4,0.18408,,517.0,0.05267482115493749,0.01929011255498377,0.014228292935797516,9.824491193161522,1.807641155845548,,,
69,69,0.04,517,2.25,1,500000.0,,1161.2,0.23224,,517.0,0.04681311810288662,0.018315153760827232,0.013687608702396967,11.06636059676284,2.568408259548156,,,
70,70,0.04,517,3.0,1,500000.0,,1007.4,0.20148,,517.0,0.04025053294590179,0.018236348756755703,0.014243086962898064,12.872529428097703,2.5931558946596844,,,
71,71,0.04,517,5.0,1,500000.0,,577.8,0.11556,,517.0,0.033763098657345836,0.017336104419478943,0.012369275771723195,15.372165486444912,1.775098281270131,,,
72,72,0.04,518,1.5,1,500000.0,,952.8,0.19056,,518.0,0.05097930932636245,0.018404101127889008,0.013610953919523132,10.22490384297072,1.9491768704044272,,,
73,73,0.04,518,2.25,1,500000.0,,1176.6,0.23532,,518.0,0.04129884489423148,0.01850321541705182,0.013763632264324716,12.572764231563866,2.95958799822932,,,
74,74,0.04,518,3.0,1,500000.0,,1027.4,0.20548,,518.0,0.038921568619730354,0.018976629663547327,0.014047371184042643,13.365792852898208,2.746858081581132,,,
75,75,0.04,518,5.0,1,500000.0,,572.0,0.1144,,518.0,0.036348505927776394,0.019424182896390217,0.012694785654542892,14.295609600711838,1.637291540794117,,,
76,76,0.04,519,1.5,1,500000.0,,947.4,0.18948,,519.0,0.0631261926472007,0.018400272216107804,0.013446439649965732,8.238917394104552,1.5612463757744963,,,
