# SourcePhotonFlux	NumberRaysSurvived	PercentageRaysSurvived	PhotonFlux	PhotonEnergy	Bandwidth	HorizontalFocusFWHM	VerticalFocusFWHM	EnergyPerMilPerBw	FluxPerMilPerBwPerc	FluxPerMilPerBwAbs	AXUVCurrentAmp	GaAsPCurrentAmp
nan	9.356000000000000227e+02	1.871200000000000085e-01	nan	5.110000000000000000e+02	5.686991595122208032e-02	1.882773169944438815e-02	1.378390312596217658e-02	9.036156318765762308e+00	1.693828678853308789e+00	nan	nan	nan
nan	1.149799999999999955e+03	2.299599999999999977e-01	nan	5.110000000000000000e+02	4.206698642861965431e-02	1.943008130309947096e-02	1.335443448827761635e-02	1.226791012618745746e+01	2.815666391785269784e+00	nan	nan	nan
nan	9.752000000000000455e+02	1.950400000000000189e-01	nan	5.110000000000000000e+02	3.830919617554399970e-02	1.717560281755032767e-02	1.370247661439055742e-02	1.339638493953843579e+01	2.610612947693632169e+00	nan	nan	nan
nan	5.712000000000000455e+02	1.142400000000000082e-01	nan	5.110000000000000000e+02	3.698018027077978193e-02	1.765682216890192974e-02	1.331239578721129038e-02	1.394495966961318345e+01	1.595544700786613479e+00	nan	nan	nan
nan	9.100000000000000000e+02	1.819999999999999951e-01	nan	5.120000000000000000e+02	5.352954676477565676e-02	1.837942101595689548e-02	1.287915246077681389e-02	9.746966812529944235e+00	1.776638608714310452e+00	nan	nan	nan
nan	1.161599999999999909e+03	2.323199999999999987e-01	nan	5.120000000000000000e+02	4.284835967524713851e-02	1.677654865616909352e-02	1.311380811768284894e-02	1.213690488456909478e+01	2.809712672301576397e+00	nan	nan	nan
nan	9.786000000000000227e+02	1.957199999999999773e-01	nan	5.120000000000000000e+02	4.046302935663561445e-02	1.989900926844360637e-02	1.383011635578832929e-02	1.285643493311144780e+01	2.508640366230087793e+00	nan	nan	nan
nan	5.782000000000000455e+02	1.156400000000000067e-01	nan	5.120000000000000000e+02	3.388980019693690199e-02	1.785373536341667081e-02	1.302142766998218640e-02	1.513026278369065381e+01	1.749676264076370114e+00	nan	nan	nan
nan	9.400000000000000000e+02	1.880000000000000004e-01	nan	5.130000000000000000e+02	5.808799480669222387e-02	1.845024274100405190e-02	1.350583190820789890e-02	8.859879837082965892e+00	1.666309799194538810e+00	nan	nan	nan
nan	1.176799999999999955e+03	2.353600000000000136e-01	nan	5.130000000000000000e+02	4.126440932795958499e-02	1.859945097661276983e-02	1.399499829673123488e-02	1.246685944741532026e+01	2.933127021665734357e+00	nan	nan	nan
nan	9.802000000000000455e+02	1.960399999999999920e-01	nan	5.130000000000000000e+02	3.941792630600957775e-02	1.705339444632893511e-02	1.351940587721163489e-02	1.304167113755273633e+01	2.557732339569296354e+00	nan	nan	nan
nan	5.757999999999999545e+02	1.151599999999999985e-01	nan	5.130000000000000000e+02	3.400831748929249165e-02	1.725232676916615623e-02	1.358879748029275317e-02	1.535439572857147894e+01	1.766904208443192514e+00	nan	nan	nan
nan	9.157999999999999545e+02	1.831600000000000172e-01	nan	5.140000000000000000e+02	5.573266136373149215e-02	1.720115456942720999e-02	1.357411284062651734e-02	9.258937197794093521e+00	1.697432227064802346e+00	nan	nan	nan
nan	1.157400000000000091e+03	2.314800000000000468e-01	nan	5.140000000000000000e+02	4.306801860977884505e-02	1.933395862730371770e-02	1.336328857063352402e-02	1.207767610368667732e+01	2.789761630348675858e+00	nan	nan	nan
nan	9.772000000000000455e+02	1.954400000000000026e-01	nan	5.140000000000000000e+02	3.969590562087432772e-02	1.739496864206641069e-02	1.222940622070790330e-02	1.314406810289664840e+01	2.565174095385982067e+00	nan	nan	nan
nan	5.767999999999999545e+02	1.153599999999999903e-01	nan	5.140000000000000000e+02	3.429436377709862288e-02	1.918436443297912714e-02	1.361674482494857827e-02	1.513155123890234144e+01	1.745852150635656130e+00	nan	nan	nan
nan	9.136000000000000227e+02	1.827200000000000490e-01	nan	5.150000000000000000e+02	5.432573638872782024e-02	1.730829488140849665e-02	1.348638287397243077e-02	9.520100949150526404e+00	1.740174370699020034e+00	nan	nan	nan
nan	1.132000000000000000e+03	2.263999999999999901e-01	nan	5.150000000000000000e+02	4.200822394175247887e-02	1.890313142595454604e-02	1.357405688584130063e-02	1.239415016843037520e+01	2.805586433078081310e+00	nan	nan	nan
nan	9.882000000000000455e+02	1.976399999999999824e-01	nan	5.150000000000000000e+02	4.200209191660633085e-02	1.883603888315804262e-02	1.352605997285984477e-02	1.227954928382767719e+01	2.428753967982488327e+00	nan	nan	nan
nan	5.956000000000000227e+02	1.191200000000000037e-01	nan	5.150000000000000000e+02	3.470693005845078283e-02	1.768210784121276857e-02	1.338462949691733052e-02	1.496813154981228422e+01	1.786282177246880654e+00	nan	nan	nan
nan	9.302000000000000455e+02	1.860399999999999832e-01	nan	5.160000000000000000e+02	5.220101883624010675e-02	1.874920528434921574e-02	1.376446452685327337e-02	9.943066560497786810e+00	1.847111059255733156e+00	nan	nan	nan
nan	1.157200000000000045e+03	2.314400000000000068e-01	nan	5.160000000000000000e+02	3.820448406884224823e-02	1.723315151891714053e-02	1.339246014810014859e-02	1.373995935589217154e+01	3.167019864374419846e+00	nan	nan	nan
nan	9.902000000000000455e+02	1.980400000000000216e-01	nan	5.160000000000000000e+02	4.119107495207572495e-02	1.756860972127369941e-02	1.309004012131548787e-02	1.256982543703985833e+01	2.488672257986239700e+00	nan	nan	nan
nan	6.002000000000000455e+02	1.200399999999999939e-01	nan	5.160000000000000000e+02	3.760421703605061616e-02	1.703790820180663482e-02	1.268253968610084589e-02	1.379820797478653560e+01	1.656310778043511345e+00	nan	nan	nan
nan	9.203999999999999773e+02	1.840799999999999936e-01	nan	5.170000000000000000e+02	5.267482115493749006e-02	1.929011255498376889e-02	1.422829293579751589e-02	9.824491193161522418e+00	1.807641155845547853e+00	nan	nan	nan
nan	1.161200000000000045e+03	2.322400000000000020e-01	nan	5.170000000000000000e+02	4.681311810288661668e-02	1.831515376082723176e-02	1.368760870239696913e-02	1.106636059676284134e+01	2.568408259548156103e+00	nan	nan	nan
nan	1.007399999999999977e+03	2.014800000000000202e-01	nan	5.170000000000000000e+02	4.025053294590179298e-02	1.823634875675570269e-02	1.424308696289806539e-02	1.287252942809770317e+01	2.593155894659684435e+00	nan	nan	nan
nan	5.777999999999999545e+02	1.155599999999999961e-01	nan	5.170000000000000000e+02	3.376309865734583582e-02	1.733610441947894265e-02	1.236927577172319478e-02	1.537216548644491354e+01	1.775098281270131029e+00	nan	nan	nan
nan	9.527999999999999545e+02	1.905600000000000072e-01	nan	5.180000000000000000e+02	5.097930932636245138e-02	1.840410112788901098e-02	1.361095391952313327e-02	1.022490384297072197e+01	1.949176870404427220e+00	nan	nan	nan
nan	1.176599999999999909e+03	2.353200000000000292e-01	nan	5.180000000000000000e+02	4.129884489423148175e-02	1.850321541705182010e-02	1.376363226432471623e-02	1.257276423156386613e+01	2.959587998229319616e+00	nan	nan	nan
nan	1.027400000000000091e+03	2.054800000000000237e-01	nan	5.180000000000000000e+02	3.892156861973035398e-02	1.897662966354733000e-02	1.404737118404264518e-02	1.336579285289820973e+01	2.746858081581131650e+00	nan	nan	nan
nan	5.720000000000000000e+02	1.144000000000000156e-01	nan	5.180000000000000000e+02	3.634850592777638667e-02	1.942418289639021717e-02	1.269478565454289221e-02	1.429560960071183828e+01	1.637291540794117095e+00	nan	nan	nan
nan	9.473999999999999773e+02	1.894800000000000095e-01	nan	5.190000000000000000e+02	6.312619264720069345e-02	1.840027221610780403e-02	1.344643964996573328e-02	8.238917394104552372e+00	1.561246375774496542e+00	nan	nan	nan
nan	1.175000000000000000e+03	2.350000000000000144e-01	nan	5.190000000000000000e+02	4.323512011376351438e-02	1.873623269324285745e-02	1.357555234259248157e-02	1.203381465092267355e+01	2.829428514137563244e+00	nan	nan	nan
nan	9.862000000000000455e+02	1.972400000000000264e-01	nan	5.190000000000000000e+02	3.782251647896828217e-02	1.855462459146949711e-02	1.338213989871859209e-02	1.391021946887437366e+01	2.747306601067124099e+00	nan	nan	nan
nan	6.070000000000000000e+02	1.213999999999999940e-01	nan	5.190000000000000000e+02	3.523714692064459225e-02	1.915061073302161757e-02	1.357620787600632636e-02	1.505643642058243969e+01	1.835741727042009330e+00	nan	nan	nan
nan	9.173999999999999773e+02	1.834800000000000042e-01	nan	5.200000000000000000e+02	5.609732608106696855e-02	1.803693081068152154e-02	1.343154485592103556e-02	9.299424806554863920e+00	1.706414101309735143e+00	nan	nan	nan
nan	1.175599999999999909e+03	2.351199999999999957e-01	nan	5.200000000000000000e+02	4.180804343370710108e-02	1.699360314180754089e-02	1.339047049228334584e-02	1.246761405245398180e+01	2.931602739195930063e+00	nan	nan	nan
nan	1.014000000000000000e+03	2.028000000000000080e-01	nan	5.200000000000000000e+02	4.070527929243326209e-02	2.008784304843354990e-02	1.368288740882177279e-02	1.315216307855625999e+01	2.659186030651192745e+00	nan	nan	nan
nan	5.952000000000000455e+02	1.190399999999999930e-01	nan	5.200000000000000000e+02	3.499803882286869200e-02	1.665456885150434427e-02	1.269243983085774005e-02	1.493984190318204242e+01	1.777043384395736059e+00	nan	nan	nan
nan	9.263999999999999773e+02	1.852800000000000280e-01	nan	5.210000000000000000e+02	5.654487350643648547e-02	1.919278626145295291e-02	1.372733834049605015e-02	9.252121866519004811e+00	1.714732588791915591e+00	nan	nan	nan
nan	1.181000000000000000e+03	2.362000000000000210e-01	nan	5.210000000000000000e+02	4.271804862542012693e-02	1.843668893742003712e-02	1.324078168998520620e-02	1.222631115631852872e+01	2.888131740984048346e+00	nan	nan	nan
nan	9.747999999999999545e+02	1.949599999999999944e-01	nan	5.210000000000000000e+02	3.926576669834958011e-02	1.682122583032336083e-02	1.402193711766506513e-02	1.327830270980152783e+01	2.589588371033589631e+00	nan	nan	nan
nan	5.852000000000000455e+02	1.170399999999999913e-01	nan	5.210000000000000000e+02	3.557626785122920687e-02	1.779187990691362062e-02	1.311907307941706860e-02	1.466895694602144218e+01	1.717437663097040046e+00	nan	nan	nan
nan	9.437999999999999545e+02	1.887599999999999834e-01	nan	5.220000000000000000e+02	5.950869074154070681e-02	1.772898226978191286e-02	1.334085981261887675e-02	8.817903252424846627e+00	1.664332315701572140e+00	nan	nan	nan
nan	1.192000000000000000e+03	2.384000000000000008e-01	nan	5.220000000000000000e+02	4.383434300284534679e-02	1.812864279442257670e-02	1.458079472478597018e-02	1.195333859104891516e+01	2.850663646176254673e+00	nan	nan	nan
nan	9.847999999999999545e+02	1.969600000000000239e-01	nan	5.220000000000000000e+02	3.816237266114512472e-02	1.821735495708575597e-02	1.453440775571223156e-02	1.370591140437887745e+01	2.698467949291018186e+00	nan	nan	nan
nan	5.877999999999999545e+02	1.175599999999999978e-01	nan	5.220000000000000000e+02	3.382922279456579417e-02	1.904916107625369975e-02	1.207531785573314614e-02	1.548460345428082441e+01	1.822196241365738656e+00	nan	nan	nan
nan	9.386000000000000227e+02	1.877199999999999980e-01	nan	5.230000000000000000e+02	6.041550818902123587e-02	1.944078861224009941e-02	1.350676252398611520e-02	8.781821406266910657e+00	1.646531736826810199e+00	nan	nan	nan
nan	1.155200000000000045e+03	2.310399999999999954e-01	nan	5.230000000000000000e+02	4.410516998391358218e-02	1.839515447436112019e-02	1.360255530820891900e-02	1.193621226427841364e+01	2.760023245506244116e+00	nan	nan	nan
nan	1.025000000000000000e+03	2.049999999999999878e-01	nan	5.230000000000000000e+02	3.928864334548052423e-02	1.811823617469571213e-02	1.343066472468572650e-02	1.336227394029066318e+01	2.738351779981308631e+00	nan	nan	nan
nan	5.670000000000000000e+02	1.133999999999999869e-01	nan	5.230000000000000000e+02	3.472578846262876912e-02	1.537798616986100694e-02	1.230472775403360954e-02	1.511215697986443374e+01	1.715227908058197359e+00	nan	nan	nan
nan	9.540000000000000000e+02	1.908000000000000251e-01	nan	5.240000000000000000e+02	5.888960325223706327e-02	1.785262627363084359e-02	1.384419638447476932e-02	8.936054083544743065e+00	1.704194619504233232e+00	nan	nan	nan
nan	1.174599999999999909e+03	2.349199999999999622e-01	nan	5.240000000000000000e+02	4.287789782624713830e-02	1.878367849174604476e-02	1.406425742204215137e-02	1.225772090677217463e+01	2.881132433705369866e+00	nan	nan	nan
nan	1.018000000000000000e+03	2.036000000000000032e-01	nan	5.240000000000000000e+02	3.879571824211325293e-02	1.817762174367085898e-02	1.287963273481635383e-02	1.357741329327294011e+01	2.762478102455079743e+00	nan	nan	nan
nan	5.892000000000000455e+02	1.178399999999999864e-01	nan	5.240000000000000000e+02	3.883320883098804327e-02	1.913979453921097265e-02	1.421695341970736527e-02	1.374203462966823963e+01	1.614264527597217391e+00	nan	nan	nan
nan	9.357999999999999545e+02	1.871599999999999930e-01	nan	5.250000000000000000e+02	6.072986317908544290e-02	1.798111620916683501e-02	1.357451969481767926e-02	8.715129851875136779e+00	1.630328244714748909e+00	nan	nan	nan
nan	1.157000000000000000e+03	2.313999999999999946e-01	nan	5.250000000000000000e+02	4.055229586508631023e-02	1.892260827824874744e-02	1.402347498057921436e-02	1.321475836947663574e+01	3.047426641167773731e+00	nan	nan	nan
nan	1.016799999999999955e+03	2.033600000000000407e-01	nan	5.250000000000000000e+02	3.982196197641769964e-02	1.836214700141725054e-02	1.392955096004313588e-02	1.326387177219937463e+01	2.700510136541152573e+00	nan	nan	nan
nan	5.912000000000000455e+02	1.182399999999999840e-01	nan	5.250000000000000000e+02	3.536812903366808036e-02	1.801943477179288738e-02	1.353444077881646099e-02	1.490542056301277363e+01	1.760058867456321341e+00	nan	nan	nan
nan	9.447999999999999545e+02	1.889599999999999891e-01	nan	5.260000000000000000e+02	5.686923824282530404e-02	1.789200003073878123e-02	1.316372160620018529e-02	9.276107537909382472e+00	1.754874400051570804e+00	nan	nan	nan
nan	1.165200000000000045e+03	2.330399999999999971e-01	nan	5.260000000000000000e+02	4.274019162362492630e-02	1.828777690464631484e-02	1.399044379931158565e-02	1.247519555041663786e+01	2.909132263681662778e+00	nan	nan	nan
nan	1.002399999999999977e+03	2.004799999999999915e-01	nan	5.260000000000000000e+02	4.278313321860878482e-02	1.742164849580312563e-02	1.250171184481584617e-02	1.238285223128329271e+01	2.481899814304397101e+00	nan	nan	nan
nan	6.076000000000000227e+02	1.215199999999999891e-01	nan	5.260000000000000000e+02	3.657586606248060257e-02	1.951494859830710596e-02	1.288040227810754654e-02	1.449264845071065011e+01	1.762170151315693101e+00	nan	nan	nan
nan	9.323999999999999773e+02	1.864799999999999791e-01	nan	5.270000000000000000e+02	5.831375653965551603e-02	1.829140332139344086e-02	1.334240375302802803e-02	9.211613076217121332e+00	1.710969199458780121e+00	nan	nan	nan
nan	1.147400000000000091e+03	2.294799999999999895e-01	nan	5.270000000000000000e+02	4.208341643222866107e-02	1.803257409398199146e-02	1.344914708008716243e-02	1.258214010970994323e+01	2.888023004950952100e+00	nan	nan	nan
nan	1.032599999999999909e+03	2.065199999999999814e-01	nan	5.270000000000000000e+02	3.735646350237402380e-02	1.770027958286143205e-02	1.250033553901677176e-02	1.424500124672207768e+01	2.947061905854421404e+00	nan	nan	nan
nan	6.053999999999999773e+02	1.210800000000000071e-01	nan	5.270000000000000000e+02	3.560421109702929104e-02	1.850453388453369638e-02	1.327380812132799605e-02	1.554095254013797600e+01	1.876599861748369902e+00	nan	nan	nan
nan	9.370000000000000000e+02	1.873999999999999833e-01	nan	5.280000000000000000e+02	5.866487363612123140e-02	1.685277654865480201e-02	1.358317967704270046e-02	9.011323856350148986e+00	1.688427225593688519e+00	nan	nan	nan
nan	1.201599999999999909e+03	2.403200000000000058e-01	nan	5.280000000000000000e+02	4.465014768748006013e-02	1.828793421988785667e-02	1.397343378003772750e-02	1.190575441673873769e+01	2.859339805701758497e+00	nan	nan	nan
nan	1.005200000000000045e+03	2.010399999999999687e-01	nan	5.280000000000000000e+02	3.840287574298599516e-02	1.883446596137646617e-02	1.356368330278563336e-02	1.382593190123624183e+01	2.773468017267717745e+00	nan	nan	nan
nan	6.046000000000000227e+02	1.209199999999999997e-01	nan	5.280000000000000000e+02	3.782010284012358309e-02	1.833895803534225585e-02	1.333346326915148261e-02	1.404242104048691431e+01	1.697818048675226787e+00	nan	nan	nan
nan	9.343999999999999773e+02	1.868799999999999906e-01	nan	5.290000000000000000e+02	5.505692504582384433e-02	1.830013353691675032e-02	1.339513146318397664e-02	9.628051529245199802e+00	1.801513308309216965e+00	nan	nan	nan
nan	1.166599999999999909e+03	2.333200000000000274e-01	nan	5.290000000000000000e+02	4.400340679399050714e-02	1.886157459399822461e-02	1.364458269271098811e-02	1.209208646744812832e+01	2.823916604573807998e+00	nan	nan	nan
nan	1.006799999999999955e+03	2.013600000000000390e-01	nan	5.290000000000000000e+02	3.915476720490005530e-02	1.883106107304982624e-02	1.296860769257407973e-02	1.355574155730937136e+01	2.728132832378565631e+00	nan	nan	nan
nan	6.003999999999999773e+02	1.200799999999999923e-01	nan	5.290000000000000000e+02	3.876912999342039395e-02	1.879708585811540322e-02	1.312967796519492678e-02	1.386722529735096110e+01	1.668093107260746333e+00	nan	nan	nan
nan	9.623999999999999773e+02	1.924800000000000122e-01	nan	5.300000000000000000e+02	5.535221393743085944e-02	1.953752392876202670e-02	1.386688966268179515e-02	9.786205763259911095e+00	1.879580976237473333e+00	nan	nan	nan
nan	1.201000000000000000e+03	2.402000000000000246e-01	nan	5.300000000000000000e+02	4.388827725724695622e-02	1.851475247415927325e-02	1.365610558387239312e-02	1.211977641850006293e+01	2.913712675417506670e+00	nan	nan	nan
nan	1.038799999999999955e+03	2.077600000000000002e-01	nan	5.300000000000000000e+02	3.989962645139257663e-02	1.911102317635176434e-02	1.361646632900640440e-02	1.338533636473543353e+01	2.778075549240928144e+00	nan	nan	nan
