,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalDivergenceFWHM,VerticalDivergenceFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500,2,100000.0,1.17577026432641,,0.5,6529.0,6.528999999999999,500.0,0.0458690919153354,2.398461186230146,0.0296916166251864,0.0140277922413934,0.0052480582257568,-0.0005029278802557,3.632367191103191e-06,90575532318059.3,10.926718596154744,71.33964873024476,989680909653129.6,0.0019654087987894,0.0010990255624994
1,1,0.03,1074,2,100000.0,1.42225871849266,,1.074,7063.0,7.063,1074.0,0.0900600465461138,2.352900647854981,0.0292638998391286,0.013610521143138,0.0047958163871986,-0.0113114692588691,2.2477895048297385e-07,57393585554890.21,12.001375074643144,84.79938213137066,689075547693423.8,0.0026938619198861,0.0013731015599815
2,2,0.03,1650,2,100000.0,1.73009007495967,,1.65,7789.6,7.7896,1650.0,0.1445278558559039,2.297729286712632,0.0295351455698776,0.0129791728350872,0.0046882568972067,-0.0017838824529063,-3.2697901636632844e-06,44288973090909.086,11.463179025428044,89.28504914851273,507643927693203.2,0.0031520853140219,0.0020482723211319
3,3,0.03,2548,2,100000.0,2.38210252419051,,2.548,8417.6,8.4176,2548.0,0.2410349434806448,2.2714885248151484,0.0295410639358984,0.0136738663575009,0.0052196747935266,-0.0024798244843935,-3.772971935800125e-05,31396706170629.367,10.584021756957988,89.07971766470159,332257379927919.9,0.0034450095058916,0.0018029101201317
4,4,0.03,3696,2,100000.0,3.69916552933537,,3.696,8873.0,8.873000000000001,3696.0,0.3908868516813527,2.27712601328074,0.0297855911231929,0.0131686064669429,0.0077533215932869,0.0008952501636882,-5.66090712874452e-05,18348903524950.1,9.48225196034716,84.15269958623892,174023415538375.56,0.002938527546137,0.0010396862920332
5,5,0.03,4848,2,100000.0,5.63675358463856,,4.848,6812.6,6.812600000000001,4848.0,0.5421923813195463,2.244261172096688,0.0293687116811303,0.0133031515909212,0.0110600065622901,0.0039907950281993,1.660299195854854e-05,8917584615968.062,9.042766817493842,61.585071920555016,80613875749644.48,0.0017601207853626,0.0003995040066933
6,6,0.03,6000,2,100000.0,7.77006215966874,,6.0,1323.6,1.3236,6000.0,0.7506901005383042,2.2063473613117486,0.0285576698219179,0.0122569125971594,0.0128923179156886,-0.0061588622101556,-6.031000917695238e-06,968345760000.0,8.011608108937093,10.599892276666449,7754881189609.174,0.0001957729648042,3.142571704885474e-05
