,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalDivergenceFWHM,VerticalDivergenceFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500,2,100000.0,1.17577026432641,,0.0,44006.6,44.0066,500.0,0.0,0.0073236764720329,0.0086681727169204,0.2029971530938938,0.020182654711294,-0.0002512675380358,8.060718866411841e-06,610494902819407.0,,,,0.013247198475235,0.0074076241872707
1,1,0.03,2548,2,100000.0,2.38210252419051,,0.0,58320.0,58.31999999999999,2548.0,0.0,0.0072361093415954,0.0049354775019452,0.1888954306478793,0.0168416575918705,-0.0002752800103244,3.053635724298041e-06,217527074685314.7,,,,0.0238681992947639,0.012491175418894
2,2,0.03,6000,2,100000.0,7.77006215966874,,0.0,365.8,0.3658,6000.0,0.0,0.0067765010279533,0.0034492903150758,0.141454434038984,0.03242298712524,-0.0004018027540283,1.9098589442369235e-05,267619280000.0,,,,5.4105281448627016e-05,8.685046310419357e-06
