,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.03,500,1.5,1,300000.0,,315.0,0.105,500.0,0.048240742387918,0.0129709160756589,0.0111498254972673,,10.36468294744206,1.0882917094814162,,,
1,1,0.03,500,2.25,1,300000.0,,417.0,0.1389999999999999,500.0,0.0306039510727487,0.0150802830793878,0.0093053597544162,,16.3377597491072,2.2709486051259,,,
2,2,0.03,500,3.0,1,300000.0,,338.0,0.1126666666666666,500.0,0.0300253022583092,0.0172908440806606,0.0086856485796603,,16.65262170213888,1.8761953784409808,,,
3,3,0.03,500,5.0,1,300000.0,,202.0,0.0673333333333333,500.0,0.0278100369390585,0.0175408766428836,0.0072615941592271,,17.979120311694405,1.210594100987423,,,
4,4,0.03,501,1.5,1,300000.0,,315.0,0.105,501.0,0.0404981113906615,0.014978327559209,0.010627896550099,,12.37094725645715,1.2989494619280006,,,
5,5,0.03,501,2.25,1,300000.0,,391.0,0.1303333333333333,501.0,0.034029188090642,0.0138119359671674,0.0094481774505316,,14.722655112002924,1.9188527162643816,,,
6,6,0.03,501,3.0,1,300000.0,,346.0,0.1153333333333333,501.0,0.0269790655046904,0.0137819267735106,0.0097918197240481,,18.56995380039753,2.1417346716458487,,,
7,7,0.03,501,5.0,1,300000.0,,237.0,0.079,501.0,0.023884831872408,0.0049317885360527,0.0112750168453676,,20.97565528936205,1.657076767859602,,,
8,8,0.03,502,1.5,1,300000.0,,346.0,0.1153333333333333,502.0,0.05805163968148,0.0165746520550977,0.0101052277221009,,8.647473228222191,0.997341912321626,,,
9,9,0.03,502,2.25,1,300000.0,,404.0,0.1346666666666666,502.0,0.0272266753685812,0.0161663458030098,0.0103505039336173,,18.43780017957288,2.482957090849148,,,
10,10,0.03,502,3.0,1,300000.0,,325.0,0.1083333333333333,502.0,0.0273182221157526,0.0093558465913978,0.0085539435519064,,18.376012826637403,1.9907347228857184,,,
11,11,0.03,502,5.0,1,300000.0,,212.0,0.0706666666666666,502.0,0.0273577128652959,0.0048636530295396,0.010299482107457,,18.34948712532183,1.2966970901894097,,,
12,12,0.03,503,1.5,1,300000.0,,322.0,0.1073333333333333,503.0,0.0513696983372256,0.0115442073639622,0.0110943668413147,,9.79176472281317,1.0509827469152802,,,
13,13,0.03,503,2.25,1,300000.0,,425.0,0.1416666666666666,503.0,0.0269297417017924,0.0113458845503088,0.0104569197727005,,18.678233366290364,2.646083060224468,,,
14,14,0.03,503,3.0,1,300000.0,,295.0,0.0983333333333333,503.0,0.0306032081273315,0.0108987629026583,0.0099756471093473,,16.43618531453158,1.616224889262272,,,
15,15,0.03,503,5.0,1,300000.0,,211.0,0.0703333333333333,503.0,0.0182819068739945,0.0110050446196431,0.0075320304435257,,27.513541309823747,1.93511907212427,,,
16,16,0.03,504,1.5,1,300000.0,,336.0,0.1119999999999999,504.0,0.0466152611363668,0.0143209697842912,0.0108822963647413,,10.811909827676695,1.2109339006997897,,,
17,17,0.03,504,2.25,1,300000.0,,452.0,0.1506666666666666,504.0,0.0343978719367896,0.0161490179551678,0.0112901070202913,,14.652069201436708,2.207578426349797,,,
18,18,0.03,504,3.0,1,300000.0,,315.0,0.105,504.0,0.0337310585139789,0.0123261294654,0.0096702908571783,,14.94171906260014,1.5688805015730145,,,
19,19,0.03,504,5.0,1,300000.0,,217.0,0.0723333333333333,504.0,0.0261210507583768,0.0129405366108471,0.0106411259416376,,19.29478276590269,1.3956559534002948,,,
20,20,0.03,505,1.5,1,300000.0,,326.0,0.1086666666666666,505.0,0.0439863390631671,0.0102516223864197,0.0095202895162128,,11.480837249828587,1.2475843144813732,,,
