,Simulation Number,CPMU20.photonEnergy,CPMU20.energySpread,CPMU20.numberRays,M3.radius,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
26,26,1000,0,500000.0,227.59999999999985,,0.0,499679.2,99.93584,1000.0,0.0,2.4355091347791533,0.023054797155443,0.001257576979915,-2.788336040271292e-06,761310959751159.0,,,,0.0332530039686713,0.0175216620540799
27,27,1000,0,500000.0,227.69999999999985,,0.0,499673.6,99.93472,1000.0,0.0,2.41242176595091,0.0217293302925538,0.0011651174154607,-6.202761022341692e-06,761302427594177.8,,,,0.03325263129592,0.0175214656854748
28,28,1000,0,500000.0,227.79999999999984,,0.0,499661.4,99.93228,1000.0,0.0,2.37726243401476,0.021612101113021,0.0007816485406476,-1.5747430271539707e-06,761283839680754.8,,,,0.0332518194017118,0.0175210378824423
29,29,1000,0,500000.0,227.89999999999984,,0.0,499678.6,99.93572,1000.0,0.0,2.4243459470855666,0.0188029147759345,-0.0001642180527714,-5.567063039213456e-06,761310045591482.4,,,,0.033252964039448,0.0175216410145865
30,30,1000,0,500000.0,227.99999999999983,,0.0,499681.8,99.93636,1000.0,0.0,2.4374942576413003,0.0193178571929713,-0.0017341786068032,-9.461935976879558e-06,761314921109757.4,,,,0.0332531769953058,0.017521753225218
31,31,1000,0,500000.0,228.09999999999985,,0.0,499670.2,99.93404,1000.0,0.0,2.423995567895644,0.0207040480709161,0.0001701662421599,-2.7189602618073387e-06,761297247356010.8,,,,0.033252405030321,0.0175213464616788
32,32,1000,0,500000.0,228.19999999999985,,0.0,499686.4,99.93728,1000.0,0.0,2.379017042891944,0.0196984834505177,0.000491714566691,-1.540184410354386e-05,761321929667277.6,,,,0.0332534831193515,0.0175219145280008
33,33,1000,0,500000.0,228.2999999999998,,0.0,499682.6,99.93652,1000.0,0.0,2.372907371853861,0.0204931349629205,0.0008011549242504,-1.7374241957524966e-05,761316139989326.1,,,,0.0332532302342703,0.0175217812778758
34,34,1000,0,500000.0,228.3999999999998,,0.0,499672.2,99.93444,1000.0,0.0,2.417065100311792,0.0176236905377006,0.0003538036970503,-6.797165566619348e-06,761300294554932.6,,,,0.0332525381277322,0.0175214165933235
35,35,1000,0,500000.0,228.4999999999998,,0.0,499674.0,99.9348,1000.0,0.0,2.4314143286525605,0.0188683093569755,0.0004137765351118,-4.605739673570125e-06,761303037033962.2,,,,0.0332526579154022,0.0175214797118037
36,36,1000,0,500000.0,228.5999999999998,,0.0,499677.4,99.93548,1000.0,0.0,2.4254141906077127,0.019012079921716,-0.0001596399514234,9.94170413636272e-07,761308217272129.2,,,,0.0332528841810013,0.0175215989355997
37,37,1000,0,500000.0,228.6999999999998,,0.0,499675.6,99.93512,1000.0,0.0,2.416340752917548,0.0174715346950942,0.0006882505691433,-4.58826303584848e-06,761305474793099.6,,,,0.0332527643933312,0.0175215358171195
38,38,1000,0,500000.0,228.79999999999976,,0.0,499679.2,99.93584,1000.0,0.0,2.436344115304253,0.0179143179754793,0.0008351898234355,-7.797620054466776e-06,761310959751159.0,,,,0.0332530039686713,0.0175216620540799
39,39,1000,0,500000.0,228.89999999999975,,0.0,499682.8,99.93656,1000.0,0.0,2.446922163744929,0.0187731195186997,0.0014310043022783,3.7374703536539502e-06,761316444709218.2,,,,0.0332532435440115,0.0175217882910403
40,40,1000,0,500000.0,228.99999999999977,,0.0,499669.8,99.93395999999998,1000.0,0.0,2.426859685303806,0.0168813265657636,0.0015262718453069,-5.376478600141302e-06,761296637916226.2,,,,0.0332523784108388,0.0175213324353499
41,41,1000,0,500000.0,229.09999999999977,,0.0,499679.8,99.93596,1000.0,0.0,2.435295941104248,0.0174299537606828,0.0005130205735357,2.0511593562242637e-06,761311873910835.6,,,,0.0332530438978947,0.0175216830935733
42,42,1000,0,500000.0,229.19999999999976,,0.0,499679.2,99.93584,1000.0,0.0,2.4385801970432954,0.0153962951210664,0.0014284061289906,3.743853829934588e-06,761310959751159.0,,,,0.0332530039686713,0.0175216620540799
43,43,1000,0,500000.0,229.29999999999976,,0.0,499679.0,99.9358,1000.0,0.0,2.3504936563068,0.0167551299529693,0.0005825443358747,-1.3716392132967425e-05,761310655031266.8,,,,0.0332529906589302,0.0175216550409154
44,44,1000,0,500000.0,229.39999999999972,,0.0,499659.8,99.93196000000002,1000.0,0.0,2.431900686337348,0.0164250708005229,0.0007957459129353,2.9133238491781684e-06,761281401921617.2,,,,0.033251712923783,0.0175209817771265
45,45,1000,0,500000.0,229.49999999999972,,0.0,499691.0,99.9382,1000.0,0.0,2.4264555598160444,0.01549977934498,0.0013776627136392,1.767288112994497e-06,761328938224797.8,,,,0.0332537892433972,0.0175220758307835
46,46,1000,0,500000.0,229.5999999999997,,0.0,499674.8,99.93496,1000.0,0.0,2.403735567475638,0.0151906271907304,0.000597517058267,9.18609740743719e-06,761304255913530.9,,,,0.0332527111543668,0.0175215077644616
47,47,1000,0,500000.0,229.69999999999973,,0.0,499683.4,99.93668,1000.0,0.0,2.4368783919847408,0.0164840025661629,0.0006181648525749,-1.3596763891866314e-05,761317358868894.8,,,,0.0332532834732348,0.0175218093305337
48,48,1000,0,500000.0,229.79999999999973,,0.0,499669.0,99.9338,1000.0,0.0,2.422558155501118,0.0158000655593105,0.00266420922895,-2.488441176577593e-06,761295419036657.6,,,,0.0332523251718743,0.017521304382692
49,49,1000,0,500000.0,229.8999999999997,,0.0,499681.0,99.9362,1000.0,0.0,2.355758664327536,0.0153520514467303,-6.833701613780013e-05,-8.428045406019063e-06,761313702230188.8,,,,0.0332531237563414,0.0175217251725601
50,50,1000,0,500000.0,229.9999999999997,,0.0,499681.6,99.93632,1000.0,0.0,2.427455983279182,0.0157631891243493,0.000402851748568,-5.825094834536462e-06,761314616389865.1,,,,0.0332531636855647,0.0175217462120535
51,51,1000,0,500000.0,230.0999999999997,,0.0,499686.0,99.9372,1000.0,0.0,2.4259210886948224,0.0154898403999724,0.0001353410183642,-6.244662413641448e-06,761321320227493.2,,,,0.0332534564998693,0.0175219005016718
52,52,1000,0,500000.0,230.1999999999997,,0.0,499671.2,99.93424000000002,1000.0,0.0,2.441996923348357,0.0142727203444039,-9.119447060331997e-05,1.473529470950084e-05,761298770955471.8,,,,0.0332524715790266,0.0175213815275012
53,53,1000,0,500000.0,230.2999999999997,,0.0,499672.0,99.9344,1000.0,0.0,2.4120357217508293,0.0145582662271868,0.0008985962461609,5.961540301028535e-06,761299989835040.4,,,,0.0332525248179911,0.017521409580159
54,54,1000,0,500000.0,230.3999999999997,,0.0,499665.6,99.93312,1000.0,0.0,2.4264988615032883,0.0157458257513366,0.0002752571786298,3.543372193296312e-06,761290238798490.6,,,,0.0332520989062753,0.0175211851588961
55,55,1000,0,500000.0,230.4999999999997,,0.0,499661.8,99.93236,1000.0,0.0,2.4099996140573685,0.0159123106657034,0.0004005667813338,5.809467967414714e-06,761284449120539.0,,,,0.0332518460211941,0.0175210519087712
56,56,1000,0,500000.0,230.59999999999968,,0.0,499671.0,99.9342,1000.0,0.0,2.365521060754413,0.0152531668695731,-0.0007673979957396,-1.6337090515519704e-05,761298466235579.6,,,,0.0332524582692855,0.0175213745143367
57,57,1000,0,500000.0,230.69999999999968,,0.0,499665.0,99.933,1000.0,0.0,2.366846119183795,0.0133574348186519,0.0009789732696025,-2.422161339054899e-06,761289324638814.0,,,,0.033252058977052,0.0175211641194027
58,58,1000,0,500000.0,230.79999999999967,,0.0,499674.6,99.93492,1000.0,0.0,2.411459509487497,0.0140197275080829,0.0021167263542357,-1.207524148416075e-06,761303951193638.8,,,,0.0332526978446256,0.0175215007512971
59,59,1000,0,500000.0,230.8999999999997,,0.0,499659.4,99.93188,1000.0,0.0,2.4218593992274355,0.0149293174079749,0.0007532217484309,9.128252444949952e-07,761280792481832.8,,,,0.0332516863043007,0.0175209677507976
60,60,1000,0,500000.0,230.9999999999997,,0.0,499688.8,99.93776,1000.0,0.0,2.421425177425472,0.0139518078784663,-0.0004721485389788,-7.262032855070107e-06,761325586305983.8,,,,0.0332536428362449,0.0175219986859743
61,61,1000,0,500000.0,231.09999999999965,,0.0,499672.2,99.93444,1000.0,0.0,2.4378468197229077,0.0135449906943407,0.0019289457272894,-6.486567338044412e-06,761300294554932.6,,,,0.0332525381277322,0.0175214165933235
62,62,1000,0,500000.0,231.19999999999965,,0.0,499685.6,99.93712,1000.0,0.0,2.4316500392510365,0.0144913018123869,-0.0007911138981411,2.9208385247971346e-07,761320710787708.9,,,,0.0332534298803871,0.0175218864753428
63,63,1000,0,500000.0,231.29999999999964,,0.0,499671.2,99.93424,1000.0,0.0,2.400510245688627,0.0147538627355731,0.0007211232262349,-3.725034236261108e-06,761298770955471.8,,,,0.0332524715790266,0.0175213815275012
64,64,1000,0,500000.0,231.39999999999964,,0.0,499672.2,99.93444,1000.0,0.0,2.385601579452223,0.0133824433891429,0.0007595339658886,-8.121947630289456e-07,761300294554932.6,,,,0.0332525381277322,0.0175214165933235
65,65,1000,0,500000.0,231.49999999999963,,0.0,499693.2,99.93864,1000.0,0.0,2.4193672292577064,0.0141326531803218,0.0004126964439215,8.633792751773261e-07,761332290143611.8,,,,0.0332539356505495,0.0175221529755926
66,66,1000,0,500000.0,231.5999999999996,,0.0,499678.8,99.93576,1000.0,0.0,2.4498232783797875,0.0158348564252793,0.0011609347921859,3.969144933815436e-06,761310350311374.8,,,,0.0332529773491891,0.0175216480277509
67,67,1000,0,500000.0,231.6999999999996,,0.0,499674.0,99.9348,1000.0,0.0,2.382071472835969,0.0147283727371189,-0.0002939346577124,-1.452457372291437e-07,761303037033962.2,,,,0.0332526579154023,0.0175214797118037
68,68,1000,0,500000.0,231.7999999999996,,0.0,499664.0,99.9328,1000.0,0.0,2.4196748666692347,0.0138126751793948,0.0005359963951168,-2.287991259762475e-07,761287801039353.1,,,,0.0332519924283464,0.0175211290535804
69,69,1000,0,500000.0,231.8999999999996,,0.0,499676.8,99.93536,1000.0,0.0,2.429214417444091,0.0147254222042115,0.0015371035354339,-2.1916672191733075e-06,761307303112452.8,,,,0.0332528442517779,0.0175215778961063
70,70,1000,0,500000.0,231.9999999999996,,0.0,499660.4,99.93208,1000.0,0.0,2.3809510218388814,0.0146819985666493,0.0013483969855839,8.885084517324651e-07,761282316081293.8,,,,0.0332517528530063,0.0175210028166199
71,71,1000,0,500000.0,232.0999999999996,,0.0,499687.4,99.93748,1000.0,0.0,2.423547149142152,0.0156843465254014,-0.0004212960174016,-1.0192412032284964e-05,761323453266738.5,,,,0.0332535496680571,0.0175219495938231
72,72,1000,0,500000.0,232.1999999999996,,0.0,499668.4,99.93368,1000.0,0.0,2.4190904439228014,0.0150467943375192,7.485491854920156e-05,-6.061789800877392e-06,761294504876981.2,,,,0.033252285242651,0.0175212833431986
73,73,1000,0,500000.0,232.2999999999996,,0.0,499677.6,99.93552,1000.0,0.0,2.3861630242442224,0.0139152260789225,0.0010985280099321,1.771266174887329e-06,761308521992021.5,,,,0.0332528974907424,0.0175216059487641
74,74,1000,0,500000.0,232.3999999999996,,0.0,499674.8,99.93496,1000.0,0.0,2.419629858137501,0.0144563958118593,0.0011755628873068,8.34504812978176e-08,761304255913530.9,,,,0.0332527111543667,0.0175215077644616
75,75,1000,0,500000.0,232.4999999999996,,0.0,499674.6,99.93492,1000.0,0.0,2.381492336995616,0.0139175406349578,0.0009124077649654,1.2592289717854269e-06,761303951193638.8,,,,0.0332526978446256,0.0175215007512971
76,76,1000,0,500000.0,232.5999999999996,,0.0,499682.6,99.93652,1000.0,0.0,2.4241765689127344,0.0144716658412751,0.0004770669204141,-1.973564476902424e-06,761316139989326.1,,,,0.0332532302342703,0.0175217812778758
77,77,1000,0,500000.0,232.6999999999996,,0.0,499667.6,99.93352,1000.0,0.0,2.374914377575635,0.0129189014166852,0.0002940442318471,-3.0453446221095453e-06,761293285997412.4,,,,0.0332522320036865,0.0175212552905407
78,78,1000,0,500000.0,232.7999999999996,,0.0,499672.4,99.93448,1000.0,0.0,2.4051295575250995,0.0139943461136798,0.0006192136995494,1.600007010599263e-07,761300599274824.8,,,,0.0332525514374733,0.017521423606488
79,79,1000,0,500000.0,232.89999999999955,,0.0,499671.2,99.93424,1000.0,0.0,2.446835061858262,0.0153334216029457,0.0002575964324159,-5.935305408122456e-06,761298770955471.6,,,,0.0332524715790266,0.0175213815275012
80,80,1000,0,500000.0,232.99999999999957,,0.0,499674.0,99.9348,1000.0,0.0,2.3779216223295654,0.0143644496604047,0.0006130946833627,-2.860791419004066e-07,761303037033962.1,,,,0.0332526579154023,0.0175214797118037
81,81,1000,0,500000.0,233.09999999999957,,0.0,499679.8,99.93596,1000.0,0.0,2.4234762725776307,0.015782236856806,-0.00049253765321,5.406190900367471e-06,761311873910835.6,,,,0.0332530438978947,0.0175216830935733
82,82,1000,0,500000.0,233.19999999999956,,0.0,499670.6,99.93412,1000.0,0.0,2.364275499045535,0.0150880937843452,0.0005082647363118,-8.759215523825714e-06,761297856795795.2,,,,0.0332524316498033,0.0175213604880078
83,83,1000,0,500000.0,233.29999999999956,,0.0,499675.8,99.93516,1000.0,0.0,2.4242867725983386,0.0146318712315347,0.0003099474507285,-2.038955956270119e-06,761305779512991.8,,,,0.0332527777030723,0.017521542830284
84,84,1000,0,500000.0,233.39999999999952,,0.0,499673.6,99.93472,1000.0,0.0,2.424804079301513,0.0144991123818686,0.0002919504627882,-7.100162757244416e-06,761302427594177.8,,,,0.03325263129592,0.0175214656854748
85,85,1000,0,500000.0,233.49999999999952,,0.0,499681.4,99.93628,1000.0,0.0,2.4312594022576244,0.015749629471986,-6.446035054706004e-05,4.005278499305735e-06,761314311669973.0,,,,0.0332531503758236,0.017521739198889
86,86,1000,0,500000.0,233.5999999999995,,0.0,499681.6,99.93632,1000.0,0.0,2.3751605410905823,0.0148576704066339,0.0003685684064017,-8.374982085314252e-06,761314616389865.2,,,,0.0332531636855647,0.0175217462120535
87,87,1000,0,500000.0,233.6999999999995,,0.0,499671.6,99.93432,1000.0,0.0,2.420104237155699,0.0144713316407075,0.0019391341853007,-1.6802637861695226e-06,761299380395256.0,,,,0.0332524981985089,0.0175213955538301
88,88,1000,0,500000.0,233.7999999999995,,0.0,499682.2,99.93644,1000.0,0.0,2.4202199219046183,0.0150636120698073,0.0011200326515403,1.0882549715108704e-05,761315530549541.8,,,,0.0332532036147881,0.0175217672515469
89,89,1000,0,500000.0,233.8999999999995,,0.0,499674.4,99.93488,1000.0,0.0,2.407153889487779,0.0143094128520805,-0.0012380842476109,-1.8749079432287727e-06,761303646473746.6,,,,0.0332526845348845,0.0175214937381327
90,90,1000,0,500000.0,233.9999999999995,,0.0,499687.2,99.93744,1000.0,0.0,2.3410004055061053,0.0151965884597721,0.0017228110366539,-6.496608462060496e-06,761323148546846.4,,,,0.033253536358316,0.0175219425806586
91,91,1000,0,500000.0,234.09999999999948,,0.0,499675.8,99.93516,1000.0,0.0,2.4263883636295325,0.0148282929248493,0.0016275616395986,2.209468575195522e-06,761305779512991.9,,,,0.0332527777030724,0.0175215428302839
92,92,1000,0,500000.0,234.19999999999948,,0.0,499669.8,99.93396,1000.0,0.0,2.4239573938438888,0.0128323916558906,3.5115713417419993e-05,-4.264688251609219e-06,761296637916226.4,,,,0.0332523784108388,0.0175213324353499
93,93,1000,0,500000.0,234.29999999999947,,0.0,499672.6,99.93452,1000.0,0.0,2.375407988480964,0.0146604664586366,0.000830040276727,-6.127452034411136e-08,761300903994716.9,,,,0.0332525647472145,0.0175214306196525
94,94,1000,0,500000.0,234.3999999999995,,0.0,499665.4,99.93308,1000.0,0.0,2.4250161318492185,0.0167605716746361,0.0014571510005163,4.906433301351224e-06,761289934078598.4,,,,0.0332520855965342,0.0175211781457316
95,95,1000,0,500000.0,234.49999999999943,,0.0,499682.8,99.93656,1000.0,0.0,2.4399373933530617,0.0160107759822086,-0.0007275065174974,-1.0852855352759464e-05,761316444709218.2,,,,0.0332532435440114,0.0175217882910403
96,96,1000,0,500000.0,234.59999999999943,,0.0,499673.2,99.93464,1000.0,0.0,2.3922754275968185,0.0155165420952989,3.339142137046007e-05,-3.690619806475172e-06,761301818154393.4,,,,0.0332526046764378,0.0175214516591458
97,97,1000,0,500000.0,234.69999999999945,,0.0,499673.6,99.93472,1000.0,0.0,2.433074193751307,0.015733837651548,-9.66716177929e-05,-3.414653683952477e-06,761302427594177.9,,,,0.03325263129592,0.0175214656854748
98,98,1000,0,500000.0,234.79999999999944,,0.0,499687.2,99.93744,1000.0,0.0,2.4172134613309617,0.0152421752354988,0.0005455412200239,2.2173435296825533e-06,761323148546846.4,,,,0.033253536358316,0.0175219425806586
99,99,1000,0,500000.0,234.89999999999944,,0.0,499678.4,99.93568,1000.0,0.0,2.4446909413791897,0.0176468148393232,-0.0003934811128684,1.0347099915687771e-05,761309740871590.2,,,,0.0332529507297069,0.017521634001422
100,100,1000,0,500000.0,234.99999999999943,,0.0,499675.4,99.93508,1000.0,0.0,2.433386494657899,0.0147634335534541,-0.0007111008160347,-1.396028738391741e-05,761305170073207.6,,,,0.0332527510835901,0.017521528803955
101,101,1000,0,500000.0,235.09999999999943,,0.0,499670.8,99.93416,1000.0,0.0,2.424463878957292,0.0163189786784978,0.001309683443753,1.0353275049392828e-06,761298161515687.2,,,,0.0332524449595444,0.0175213675011722
102,102,1000,0,500000.0,235.19999999999945,,0.0,499670.6,99.93412,1000.0,0.0,2.4161536592533954,0.0180668344290741,0.0014601080490362,1.0462020549470873e-07,761297856795795.2,,,,0.0332524316498033,0.0175213604880078
103,103,1000,0,500000.0,235.2999999999994,,0.0,499677.0,99.9354,1000.0,0.0,2.432387945942863,0.0162924024020527,0.0009884973468897,-6.434927013678062e-06,761307607832345.0,,,,0.033252857561519,0.0175215849092707
104,104,1000,0,500000.0,235.3999999999994,,0.0,499675.8,99.93516,1000.0,0.0,2.4190713268172988,0.0191436899554855,0.0002623952875233,8.34824860626019e-06,761305779512991.9,,,,0.0332527777030723,0.017521542830284
105,105,1000,0,500000.0,235.4999999999994,,0.0,499695.4,99.93908,1000.0,0.0,2.4292124948487226,0.0168554595402807,-0.0002530636458396,-1.0008848571742206e-05,761335642062425.8,,,,0.0332540820577018,0.0175222301204018
106,106,1000,0,500000.0,235.5999999999994,,0.0,499676.0,99.9352,1000.0,0.0,2.4128375239034616,0.0162921645378762,0.00033634149752,-8.307473949876207e-06,761306084232884.0,,,,0.0332527910128135,0.0175215498434484
107,107,1000,0,500000.0,235.6999999999994,,0.0,499688.0,99.9376,1000.0,0.0,2.4085558154616806,0.0191089489163178,0.0005945798104643,-1.948240710146434e-06,761324367426415.0,,,,0.0332535895972805,0.0175219706333165
108,108,1000,0,500000.0,235.7999999999994,,0.0,499679.2,99.93584,1000.0,0.0,2.4332012781979016,0.0177118759297923,5.200997850620011e-06,-8.660137429894554e-06,761310959751159.0,,,,0.0332530039686713,0.0175216620540799
109,109,1000,0,500000.0,235.89999999999935,,0.0,499659.2,99.93184,1000.0,0.0,2.422290303636632,0.0184399179469534,0.0005951962082773,-3.647911857224111e-06,761280487761940.6,,,,0.0332516729945596,0.0175209607376331
110,110,1000,0,500000.0,235.99999999999935,,0.0,499687.0,99.9374,1000.0,0.0,2.425540062761367,0.0176956356785695,0.0009133070421151,9.667537917260293e-06,761322843826954.2,,,,0.0332535230485749,0.0175219355674941
111,111,1000,0,500000.0,236.09999999999937,,0.0,499687.6,99.93752,1000.0,0.0,2.4226242634129704,0.0201786765371665,0.0005886819633854,-1.6858577486782238e-06,761323757986630.8,,,,0.0332535629777983,0.0175219566069875
112,112,1000,0,500000.0,236.19999999999936,,0.0,499671.2,99.93424,1000.0,0.0,2.404740699136398,0.0202533437245686,0.000614237595414,-3.9942455483508456e-06,761298770955471.6,,,,0.0332524715790266,0.0175213815275011
113,113,1000,0,500000.0,236.29999999999936,,0.0,499674.2,99.93484,1000.0,0.0,2.421086595212385,0.0193394131739651,6.223079598597996e-05,-8.693125289341054e-06,761303341753854.4,,,,0.0332526712251434,0.0175214867249682
114,114,1000,0,500000.0,236.39999999999932,,0.0,499677.0,99.9354,1000.0,0.0,2.45951150989708,0.0193627234968372,0.0008495403438253,1.0721335201995926e-05,761307607832345.0,,,,0.033252857561519,0.0175215849092708
115,115,1000,0,500000.0,236.49999999999932,,0.0,499677.8,99.93556,1000.0,0.0,2.4031339054932603,0.0191415337854893,-0.0003875928340133,6.208703144058087e-06,761308826711913.8,,,,0.0332529108004835,0.0175216129619286
116,116,1000,0,500000.0,236.5999999999993,,0.0,499677.8,99.93556,1000.0,0.0,2.41622962464098,0.0207141426753886,-4.751009232503997e-05,2.7103515568029817e-06,761308826711913.8,,,,0.0332529108004835,0.0175216129619286
117,117,1000,0,500000.0,236.6999999999993,,0.0,499665.4,99.93308,1000.0,0.0,2.407172833361213,0.020166526089289,-0.0008457506001517,-3.241848072733292e-06,761289934078598.4,,,,0.0332520855965342,0.0175211781457316
118,118,1000,0,500000.0,236.79999999999933,,0.0,499671.8,99.93436,1000.0,0.0,2.3774019129256865,0.0219534597044361,0.0011058706497484,-4.6470594081306575e-06,761299685115148.2,,,,0.03325251150825,0.0175214025669946
