,Simulation Number,CPMU20.photonEnergy,CPMU20.energySpread,CPMU20.numberRays,M3.radius,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
10,10,500,0.1,50000.0,231.0,5.0,,0.5,3403.05,6.806100000000001,500.0,0.0404044668842857,1.9489994141987477,0.0294187490981246,0.0109035558160481,-7.479151964456558e-06,94419686094339.64,12.443056212927484,84.65825877608903,1174447366176180.2,0.0020488235297045,0.0011456697627397
11,11,500,0.1,50000.0,231.0,10.0,,0.5,2980.25,5.9605,500.0,0.0411857035727762,1.9072723879094904,0.0286581449798666,0.0142256379131932,6.75738566888466e-05,82688843679245.27,12.255457736084846,73.05611219827861,1013493069604373.0,0.0017942746431589,0.0010033300452256
12,12,500,0.1,50000.0,231.5,1.6,,0.5,4265.1,8.5302,500.0,0.052181430630955,1.959190718484857,0.0294145929096105,0.006260335442925,-3.911706553885415e-06,118337786150943.4,9.61935140100958,82.04800823885554,1138235874080388.5,0.002567825108812,0.001435887249691
13,13,500,0.1,50000.0,231.5,2.25,,0.5,3703.2,7.4064,500.0,0.0426225309824985,1.9583244807293656,0.0286864337237024,0.0069767473659548,2.6210352110003712e-05,102747529876010.78,11.805088085503453,87.44315277018129,1213081652585166.5,0.002229530361059,0.0012467181691064
14,14,500,0.1,50000.0,231.5,5.0,,0.5,3410.25,6.8205,500.0,0.0385327990021607,1.975373571688708,0.0287118413836465,0.0085818504866675,-3.622908201384879e-05,94619454460916.42,13.03005557192104,88.86971699586407,1232872097389442.5,0.0020531583262587,0.0011480937125176
15,15,500,0.1,50000.0,231.5,10.0,,0.5,2987.1,5.9742000000000015,500.0,0.0420156189799512,1.958277623729684,0.0291153908179354,0.0171862022444809,3.066648997090409e-05,82878901083557.95,11.992387885140667,71.65777941417254,994094274034117.0,0.0017983987204361,0.0010056361641115
16,16,500,0.1,50000.0,232.0,1.6,,0.5,4262.65,8.5253,500.0,0.052060516091302,1.9304518783974,0.0293347151707495,0.0045288785187504,2.9612751583606143e-05,118269809415094.31,9.660255849237766,82.35353609438334,1142474401902784.8,0.0025663500738734,0.0014350624334471
17,17,500,0.1,50000.0,232.0,2.25,,0.5,3726.5,7.453,500.0,0.0421508607875665,1.942656819029776,0.0293105040348892,0.003029137144664,-1.6799277937664846e-05,103394002506738.52,11.919425479996445,88.81145644306808,1232063860204170.5,0.0022435582443525,0.0012545623399155
18,18,500,0.1,50000.0,232.0,5.0,,0.5,3390.0,6.780000000000001,500.0,0.0397888906476139,1.901705562175017,0.0289420041644992,0.0114288355355004,3.310603406637601e-05,94057605929919.16,12.635377453184242,85.64176958022253,1188091418040930.2,0.0020409667109499,0.0011412763537672
19,19,500,0.1,50000.0,232.0,10.0,,0.5,2998.85,5.997700000000002,500.0,0.041208961109649,1.9650706386440904,0.029099269051073,0.0140513806958626,-1.4048811845279376e-05,83204911959568.73,12.199875278676862,73.18348464424791,1015260082484802.2,0.0018054728675906,0.0010095919154852
20,20,500,0.1,50000.0,232.5,1.6,,0.5,4244.9,8.489799999999999,500.0,0.0535291315945698,1.9435927783967208,0.0289208902582704,0.005957323712097,2.717111314747081e-05,117777324900269.56,9.383392189467315,79.68784662672866,1105493816433728.8,0.0025556635962571,0.0014290867239252
21,21,500,0.1,50000.0,232.5,2.25,,0.5,3727.35,7.454700000000001,500.0,0.0426838589730578,1.943421148483911,0.0294140999410869,0.0027420712643387,1.7324208297120806e-05,103417586272237.2,11.790158411051303,87.90940610919569,1219549893414742.8,0.0022440699911679,0.0012548485006531
22,22,500,0.1,50000.0,232.5,5.0,,0.5,3385.6,6.7712,500.0,0.0384598815431786,1.950605430306727,0.0293702884320088,0.0111436060664926,2.5338776374162943e-05,93935525261455.52,13.0854978707868,88.61759281764598,1229374428274363.0,0.0020383176686112,0.0011397950511251
23,23,500,0.1,50000.0,232.5,10.0,,0.5,2994.0,5.987999999999999,500.0,0.0409915710302527,1.863655526063414,0.0292452443431616,0.0149375354777912,4.214402717352436e-05,83070345768194.1,12.280817701050232,73.567581813243,1020588586933200.2,0.0018025529004673,0.001007959115982
24,24,500,0.1,50000.0,233.0,1.6,,0.5,4238.55,8.477099999999998,500.0,0.0528444815309199,1.943050816365215,0.0283334548852042,0.0024561509766926,1.2831194812500492e-05,117601140299191.38,9.50133329436996,80.5653965542542,1117667893906741.4,0.0025518405465183,0.001426948934885
25,25,500,0.1,50000.0,233.0,2.25,,0.5,3692.2,7.384400000000001,500.0,0.0419342387189459,1.9405350527954817,0.0295079398546876,-0.0004566222729893,-6.923293355269475e-06,102442328204851.77,11.971281110322286,88.38367563706879,1226129341255046.2,0.0022229077552122,0.0012430149125012
26,26,500,0.1,50000.0,233.0,5.0,,0.5,3376.6,6.7532,500.0,0.0378582998265727,1.9000414023062155,0.0293382598397779,0.0090854683249648,1.8201788939827297e-05,93685814803234.5,13.258431373550517,89.55713768855527,1242408549398472.0,0.0020328991729185,0.0011367651139027
27,27,500,0.1,50000.0,233.0,10.0,,0.5,2987.8,5.975599999999999,500.0,0.0405024234814816,1.9286736151008963,0.0294284981297515,0.0109610049331239,-3.274808783777465e-05,82898323008086.25,12.392344767061758,74.03255431367309,1027039058941120.6,0.00179882015899,0.0010058718258954
28,28,500,0.1,50000.0,233.5,1.6,,0.5,4251.2,8.5024,500.0,0.0551022371196637,1.9472594764016395,0.0295310317789988,0.0019601036274254,-2.581745041542388e-05,117952122221024.28,9.09906019623005,77.35462782243766,1073125531058761.2,0.002559456543242,0.0014312076799809
29,29,500,0.1,50000.0,233.5,2.25,,0.5,3709.25,7.418499999999999,500.0,0.043678970736866,1.974515391725976,0.0294990696038023,0.0068843996145023,-1.711275493132397e-05,102915390795148.23,11.47921407305127,85.15788564673505,1181378591443322.0,0.0022331727942746,0.0012487549602392
30,30,500,0.1,50000.0,233.5,5.0,,0.5,3383.0,6.766000000000001,500.0,0.037582662499534,1.9603351463578795,0.0294434569072124,0.013055262717342,8.533388578578139e-06,93863386684636.12,13.43533675397347,90.8581443674428,1260457159061450.8,0.0020367523254111,0.0011389197359276
31,31,500,0.1,50000.0,233.5,10.0,,0.5,2987.45,5.9749,500.0,0.0416515029845271,1.89351091845541,0.028658298864686,0.0113720991043992,9.15981961548218e-06,82888612045822.1,12.121672602669411,72.45398823292507,1005139922310245.4,0.0017986094397131,0.0010057539950035
32,32,1000,0.1,50000.0,230.0,1.6,,1.0,6144.0,12.288,1000.0,0.1474855569063265,1.9296303134705923,0.0292478270064054,0.0044619764504337,-3.592449711546415e-05,93609950878706.2,6.813134131110691,83.72808860067201,637840353277739.8,0.0040887524712558,0.0021544441245556
33,33,1000,0.1,50000.0,230.0,2.25,,1.0,5361.75,10.7235,1000.0,0.1219546079281428,1.9150527810574915,0.0294396240948482,0.0069535679121481,-1.0455109005717132e-05,81691594095687.31,8.215467275513673,88.10060350413934,671150160026599.6,0.0035681752218027,0.0018801417293027
34,34,1000,0.1,50000.0,230.0,5.0,,1.0,4891.7,9.7834,1000.0,0.1165588818815194,1.9030507018040084,0.0295617704885822,0.0077988448782684,-1.0774512786149436e-05,74529914829649.6,8.663039902563495,84.76627959798529,645749289496913.9,0.0032553630311917,0.0017153148313946
35,35,1000,0.1,50000.0,230.0,10.0,,1.0,4249.3,8.4986,1000.0,0.1342163021134524,1.9185979196012477,0.0296801681243395,0.0109521363941642,2.9511748402323077e-06,64742311892722.375,7.505045604519291,63.77650755519956,485849262651177.1,0.0028278541465018,0.0014900519886839
36,36,1000,0.1,50000.0,230.5,1.6,,1.0,6143.5,12.287,1000.0,0.144641780994624,1.8950564476478164,0.0294145470743784,0.0024993542216795,2.158976977164375e-06,93602332881401.62,6.930761853415126,85.15510996851492,648711398211548.5,0.0040884197277279,0.0021542687954439
37,37,1000,0.1,50000.0,230.5,2.25,,1.0,5352.4,10.7048,1000.0,0.1239394849137511,1.8969616384126269,0.0294190564727568,0.0054404554767814,-3.116027169141964e-05,81549137546091.66,8.08500450837611,86.53319940390637,659209679815833.1,0.0035619529178303,0.0018768630749139
38,38,1000,0.1,50000.0,230.5,5.0,,1.0,4893.35,9.7867,1000.0,0.1138054952318952,1.8684731608220453,0.0294764332966144,0.0035915292289219,-2.530329125872383e-05,74555054220754.73,8.847097123320754,86.5674676123513,659470734935400.0,0.0032564610848339,0.0017158934174632
39,39,1000,0.1,50000.0,230.5,10.0,,1.0,4247.65,8.4953,1000.0,0.1223981046354197,1.8901059373535536,0.0288435735487392,0.007156413140834,1.040488315553068e-05,64717172501617.234,8.205648955861006,69.70627934505791,531022248163105.8,0.0028267560928596,0.0014894734026153
40,40,1000,0.1,50000.0,231.0,1.6,,1.0,6146.85,12.2937,1000.0,0.143710526626711,1.928146765229076,0.0293780143564229,0.0030165758512192,-3.089696672612781e-05,93653373463342.31,6.992785353411034,85.96801359831045,654904095872215.8,0.004090649109365,0.0021554435004922
41,41,1000,0.1,50000.0,231.0,2.25,,1.0,5349.0,10.698,1000.0,0.1208071508114016,1.9473456325042569,0.0294330084764527,0.0053408178342936,-8.998191966381423e-06,81497335164420.47,8.298435818596198,88.79465561837661,676437447162098.8,0.0035596902618404,0.0018756708369544
42,42,1000,0.1,50000.0,231.0,5.0,,1.0,4894.5,9.789,1000.0,0.1106893083602698,1.900266229578942,0.0290834445772683,0.0101502010801357,-3.30907819025246e-05,74572575614555.27,9.068626309278384,88.78548096549501,676367554681176.1,0.0032572263949482,0.0017162966744201
43,43,1000,0.1,50000.0,231.0,10.0,,1.0,4250.85,8.501699999999998,1000.0,0.1127067513561143,1.9105430392923992,0.0291619273948269,0.0079290668143814,-4.483668038643815e-05,64765927684366.58,8.930869619856553,75.95497358323708,578624784026713.0,0.0028288856514384,0.0014905955089302
44,44,1000,0.1,50000.0,231.5,1.6,,1.0,6130.35,12.260699999999998,1000.0,0.1416516846924309,1.917639007591846,0.0295774737031954,0.0059125176075442,-2.0824418266838617e-05,93401979552291.1,7.082927777464879,86.85329997463,661648205100801.5,0.0040796685729432,0.0021496576398062
45,45,1000,0.1,50000.0,231.5,2.25,,1.0,5332.55,10.6651,1000.0,0.1176660626067814,1.892799599926661,0.0293637987652729,0.0044304101682909,3.325056329100114e-05,81246703053099.73,8.517613976476218,90.84282290631783,692040380040968.4,0.0035487429997713,0.0018699025091795
46,46,1000,0.1,50000.0,231.5,5.0,,1.0,4870.8,9.7416,1000.0,0.1061654749152182,1.869204371254636,0.0293632104521758,0.008994908199898,-4.150702214970792e-05,74211482542318.06,9.461750425433555,92.19113068104616,702311785034596.0,0.0032414543517241,0.0017079860745256
47,47,1000,0.1,50000.0,231.5,10.0,,1.0,4231.45,8.462900000000001,1000.0,0.1110801815216347,1.8643300228079984,0.0294956762979442,0.0086565875286771,2.0276675574320248e-05,64470349388948.77,9.029929293819553,76.4160669798471,582137392279248.8,0.0028159752025546,0.0014837927393962
48,48,1000,0.1,50000.0,232.0,1.6,,1.0,6144.0,12.288,1000.0,0.1426090672811426,1.930434236690896,0.0295166586580877,0.0058869138281048,2.0457262085630343e-05,93609950878706.2,7.054784381298501,86.70337689780587,660506091505660.5,0.0040887524712558,0.0021544441245556
49,49,1000,0.1,50000.0,232.0,2.25,,1.0,5355.6,10.711199999999998,1000.0,0.118796581244544,1.8936428475778968,0.0295807226071601,0.0048771296980261,2.1990295991694728e-05,81597892728840.97,8.434267346219281,90.34476254936438,688246157584177.8,0.0035640824764091,0.0018779851812288
50,50,1000,0.1,50000.0,232.0,5.0,,1.0,4861.45,9.7229,1000.0,0.1104641041226955,1.93628318659664,0.0296101091525687,0.0038997662294054,-3.323274353675796e-05,74069025992722.38,9.073653625992645,88.20693177996796,671960168545262.9,0.0032352320477517,0.0017047074201368
51,51,1000,0.1,50000.0,232.0,10.0,,1.0,4233.25,8.4665,1000.0,0.1102624012536068,1.9347293961410836,0.0295745512727143,0.0119264723340546,-4.775563276830853e-05,64497774179245.27,9.100493494471635,77.04299493740203,586913327770069.4,0.0028171730792551,0.0014844239241984
52,52,1000,0.1,50000.0,232.5,1.6,,1.0,6126.55,12.2531,1000.0,0.140815398250902,1.926690507157555,0.0294212540497056,0.0043985413097113,5.355661658941223e-05,93344082772776.28,7.107664888694686,87.08903358164187,663444023083617.2,0.0040771397221309,0.0021483251385573
53,53,1000,0.1,50000.0,232.5,2.25,,1.0,5363.25,10.726499999999998,1000.0,0.1177052363014354,1.9248849033826383,0.0292747238857912,0.002010610793648,-1.3267118055018074e-05,81714448087601.06,8.543980449417706,91.63044944807194,698040516913068.4,0.0035691734523865,0.0018806677166378
54,54,1000,0.1,50000.0,232.5,5.0,,1.0,4908.45,9.8169,1000.0,0.1084855250610246,1.8939242623485115,0.0287455961575098,0.0068839199507902,3.14662437355417e-05,74785117739353.1,9.246100242949671,90.79419948656856,691669966960378.6,0.0032665099393775,0.0017211883566365
55,55,1000,0.1,50000.0,232.5,10.0,,1.0,4199.75,8.3995,1000.0,0.1135431310052638,1.88258190821682,0.0293662251311634,0.0070337132134251,-1.7078446088753103e-05,63987368359838.29,8.868065493723986,74.47309810239958,567335860607966.4,0.0027948792628835,0.0014726768737145
56,56,1000,0.1,50000.0,233.0,1.6,,1.0,6114.8,12.2296,1000.0,0.142637202057682,1.889717800616293,0.0294854371498848,0.0020795348528205,-1.1931535218658564e-05,93165059836118.6,7.031486893255166,85.98554988906069,655037687287883.2,0.0040693202492245,0.0021442049044323
57,57,1000,0.1,50000.0,233.0,2.25,,1.0,5345.85,10.6917,1000.0,0.1156258622533073,1.9279625275144312,0.0294025011985861,0.0047843127799668,-5.471849686754405e-06,81449341781401.6,8.680334169998403,92.77710672029345,706775748922131.6,0.0035575939776144,0.0018745662635507
58,58,1000,0.1,50000.0,233.0,5.0,,1.0,4855.6,9.7112,1000.0,0.1108531133204393,1.912117826048315,0.0292249224106324,0.0070856857922721,-6.118581296532579e-06,73979895424258.77,9.059584167473322,87.98026885914854,670233451025411.8,0.0032313389484749,0.0017026560695299
59,59,1000,0.1,50000.0,233.0,10.0,,1.0,4239.7,8.479400000000002,1000.0,0.1099439723528234,1.8915009995327232,0.0293836224790877,0.0120539800682307,5.174246500260862e-06,64596046344474.39,9.158431858516996,77.63479183219701,591421634919477.9,0.0028214654707655,0.0014866856697393
60,60,1000,0.1,50000.0,233.5,1.6,,1.0,6155.9,12.311800000000002,1000.0,0.1435148679177643,1.8770609650209968,0.0294672366832639,0.0046428321433832,1.2109069180931371e-05,93791259214555.23,6.998607207873045,86.20988051567687,656746637396780.9,0.0040966717672206,0.002158616957414
61,61,1000,0.1,50000.0,233.5,2.25,,1.0,5346.75,10.693499999999998,1000.0,0.1212406112345263,1.9096993842187977,0.0292484034919644,0.0028634470490903,-3.4800942701048536e-05,81463054176549.89,8.273650438815622,88.46185030074986,673902137149467.4,0.0035581929159647,0.0018748818559517
62,62,1000,0.1,50000.0,233.5,5.0,,1.0,4898.0,9.796,1000.0,0.1103874068587344,1.890280166562064,0.0296149089712493,0.0077288787473536,1.4996378463555746e-05,74625901595687.34,9.107049295285716,89.20611148428637,679571916839553.6,0.0032595555996437,0.001717523978202
63,63,1000,0.1,50000.0,233.5,10.0,,1.0,4252.8,8.5056,1000.0,0.1157836774162376,1.8919802388005704,0.0291536110249192,0.0119204981575638,-4.069953314215333e-06,64795637873854.42,8.699927723655241,74.01628407144571,563855852551464.6,0.0028301833511973,0.0014912792924658
64,64,1500,0.1,50000.0,230.0,1.6,,1.5,7571.85,15.1437,1500.0,0.2673750763038128,1.910844604444955,0.0295465674854906,0.0033233904335163,2.1366208740028628e-05,96211946283832.34,5.620741773953832,85.1058916374473,540700322553916.0,0.0062892701815017,0.0040858667070317
65,65,1500,0.1,50000.0,230.0,2.25,,1.5,6618.05,13.236100000000002,1500.0,0.2261253538196229,1.9328078901627748,0.0297088091657564,0.0047295004575208,6.344697021293868e-06,84092457075049.9,6.656597404273889,88.11840975469106,559839649883123.9,0.0054970323665534,0.0035711840779296
66,66,1500,0.1,50000.0,230.0,5.0,,1.5,5991.3,11.9826,1500.0,0.2135921396460048,1.9062898271833468,0.0295672890295347,0.0030433990818766,2.049014735485763e-05,76128638809580.84,7.057873803072418,84.5792247782177,537354268183473.0,0.0049764462368418,0.0032329817946525
67,67,1500,0.1,50000.0,230.0,10.0,,1.5,5144.55,10.2891,1500.0,0.2392769380998402,1.8694451191813115,0.0293675000549873,0.0080960897133403,2.4545027658775548e-05,65369383737724.54,6.314664705131701,65.0112695727626,413033854076505.6,0.0042731254465215,0.0027760647091081
68,68,1500,0.1,50000.0,230.5,1.6,,1.5,7562.1,15.124199999999998,1500.0,0.2605754888048182,1.945685312519664,0.0296129239298728,0.0047403424687552,1.4089366587362054e-05,96088057607185.64,5.770015609347616,87.26896552872343,554442905214389.7,0.0062811717135883,0.0040806054828404
69,69,1500,0.1,50000.0,230.5,2.25,,1.5,6589.6,13.179199999999998,1500.0,0.2214042007932448,1.8986700808958623,0.029656044945686,0.0012883146993111,-4.20781885282652e-05,83730956269860.28,6.798862274579291,89.61707025938509,569361037917443.1,0.0054734014524882,0.0035558320955455
70,70,1500,0.1,50000.0,230.5,5.0,,1.5,6021.15,12.0423,1500.0,0.2044989644975089,1.8929024362475144,0.0294875650381163,0.0055783852366887,1.7855395763469703e-05,76507928758083.84,7.365481174112054,88.7058212730506,563571631198846.8,0.005001240007838,0.0032490892348692
71,71,1500,0.1,50000.0,230.5,10.0,,1.5,5165.7,10.331400000000002,1500.0,0.2225298768978973,1.9157250997234248,0.0296822061361293,0.011962241042301,5.345702928294924e-06,65638126867065.86,6.765272347100394,69.88162191016538,443976495403891.5,0.0042906928923028,0.0027874775185079
72,72,1500,0.1,50000.0,231.0,1.6,,1.5,7541.3,15.082600000000005,1500.0,0.2608376014597411,1.9163777858060087,0.0290249430015985,0.0055808694427998,2.1108360810623538e-05,95823761763672.69,5.761429565990232,86.89845194049363,552088934028471.1,0.0062638949820399,0.0040693815378987
73,73,1500,0.1,50000.0,231.0,2.25,,1.5,6595.4,13.1908,1500.0,0.217097774559329,1.9302384528579133,0.0295015812690861,0.005964866778035,-7.880206155319943e-06,83804654149301.4,6.926146914449856,91.35546650975029,580405530786434.9,0.0054782190026316,0.0035589618494235
74,74,1500,0.1,50000.0,231.0,5.0,,1.5,6055.7,12.1114,1500.0,0.1983271714599823,1.886831192987384,0.0291219100666161,0.0046363013595925,4.847578290616421e-06,76946939401996.02,7.586746229697669,91.89626066610552,583841339625877.4,0.0050299376556746,0.0032677328549525
75,75,1500,0.1,50000.0,231.0,10.0,,1.5,5126.2,10.2524,1500.0,0.2044018849243457,1.914825742455328,0.0286750499861656,0.0106344716962752,-1.5185928984879988e-05,65136218895009.984,7.371574596118182,75.60672555491116,480349598696855.3,0.0042578837146026,0.0027661628153735
76,76,1500,0.1,50000.0,231.5,1.6,,1.5,7555.55,15.111100000000004,1500.0,0.2573869633547019,1.9135345469734788,0.0295586403537842,0.0051433764553667,-8.73121264163475e-07,96004829829540.92,5.846020444332698,88.31643702895546,561097769726640.2,0.0062757312043748,0.0040770710194092
77,77,1500,0.1,50000.0,231.5,2.25,,1.5,6560.9,13.1218,1500.0,0.2223420292587433,1.926352250746536,0.0295336953650671,0.0059295079957678,-1.1691680795977973e-05,83366278831936.14,6.762639552581007,88.72092656143793,563667599105958.2,0.0054495628853998,0.003540345209977
78,78,1500,0.1,50000.0,231.5,5.0,,1.5,6038.2,12.0764,1500.0,0.1966691660721494,1.9284078327281933,0.0296462348734453,0.0054510411414636,2.683782290266e-06,76724575110578.84,7.66522925364232,92.56648076770188,588099425854020.6,0.0050154019440352,0.0032582896320449
79,79,1500,0.1,50000.0,231.5,10.0,,1.5,5143.1,10.2862,1500.0,0.2042697823843354,1.8997013372306315,0.029390521259841,0.0104640971918451,3.182772779272086e-05,65350959267864.266,7.368501117350478,75.80427794739832,481604701490374.5,0.0042719210589857,0.0027752822706386
80,80,1500,0.1,50000.0,232.0,1.6,,1.5,7545.95,15.0919,1500.0,0.258973251894156,1.9318724501292248,0.0297474688221013,0.0075649523934681,-8.736870323639853e-06,95882847132534.92,5.814981840879474,87.76702584742627,557607214638714.4,0.0062677573282755,0.0040718907371285
81,81,1500,0.1,50000.0,232.0,2.25,,1.5,6567.1,13.134200000000003,1500.0,0.2195525542332575,1.8859279668234816,0.0295147423324478,0.0033638026646664,-1.0835381722604864e-05,83445059323752.47,6.847718517943884,89.93882826211266,571405251925566.8,0.0054547126803805,0.00354369080895
82,82,1500,0.1,50000.0,232.0,5.0,,1.5,6022.25,12.044500000000005,1500.0,0.1958709844695477,1.8919904324279413,0.0293093687089651,0.004789990441224,-2.8572807298843057e-05,76521905942115.77,7.6689727836583215,92.37196549405388,586863618682747.5,0.0050021536811411,0.0032496828088805
83,83,1500,0.1,50000.0,232.0,10.0,,1.5,5121.9,10.243799999999998,1500.0,0.202344005263319,1.908629035997525,0.0288668224558941,0.0059558275789477,-1.756196480255841e-05,65081580811976.05,7.455336643500248,76.36192092045151,485147555335138.2,0.0042543120825998,0.0027638424806019
84,84,1500,0.1,50000.0,232.5,1.6,,1.5,7566.35,15.1327,1500.0,0.2594247032861858,1.907693010397292,0.0296249357786679,0.0045994654890765,3.3353659500323213e-06,96142060363672.66,5.796798272518658,87.73996229963458,557435272735059.4,0.0062847018149865,0.0040828988369751
85,85,1500,0.1,50000.0,232.5,2.25,,1.5,6555.1,13.110200000000004,1500.0,0.2165503119965933,1.861311946646634,0.0294313968337203,0.0029715301585404,-2.3281896893067583e-05,83292580952495.02,6.939897780751332,90.9755177561144,577991615489947.2,0.0054447453352564,0.0035372154560991
86,86,1500,0.1,50000.0,232.5,5.0,,1.5,6008.85,12.0177,1500.0,0.1999937042499027,1.8965399545648167,0.029553032453254,0.0090976507778254,-7.574192667367702e-05,76351638427544.9,7.517137707468066,90.33491670592824,573921706958354.8,0.0049910234790858,0.0032424519981969
87,87,1500,0.1,50000.0,232.5,10.0,,1.5,5139.8,10.2796,1500.0,0.1964007876037044,1.895231212650803,0.0294238523126492,0.0119001594194238,-4.606197198578406e-05,65309027715768.46,7.665118557158,78.81565858721346,500736802123513.6,0.0042691800390766,0.0027735015486046
88,88,1500,0.1,50000.0,233.0,1.6,,1.5,7542.25,15.084499999999997,1500.0,0.2586840255529182,1.9205368194887968,0.0294766569884453,0.0032226848429138,-2.322352764288724e-05,95835832968063.86,5.819223978375341,87.7827941719878,557707394990656.4,0.0062646840635289,0.0040698941699994
89,89,1500,0.1,50000.0,233.0,2.25,,1.5,6552.2,13.104399999999998,1500.0,0.2210327615182336,1.885266280236764,0.0295382832712566,0.0026607698541854,1.4353574000843878e-05,83255732012774.45,6.801681725920231,89.13101822606572,566273020317988.0,0.0054423365601848,0.0035356505791601
90,90,1500,0.1,50000.0,233.0,5.0,,1.5,6006.6,12.0132,1500.0,0.1938896318071442,1.878181070638281,0.0295542518593869,0.0047910923596992,-1.4262624854243942e-05,76323048732934.14,7.760527115143546,93.23592227284912,592352565452229.2,0.0049891546018751,0.0032412378695374
91,91,1500,0.1,50000.0,233.0,10.0,,1.5,5145.25,10.290499999999998,1500.0,0.1994963490715804,1.9333797986853052,0.0289908245254989,0.0090019874883583,3.848999199297172e-06,65378278309381.25,7.549125905620151,77.68238152352203,493536792087882.8,0.0042737068749871,0.0027764424380244
92,92,1500,0.1,50000.0,233.5,1.6,,1.5,7536.75,15.0735,1500.0,0.2560518537205212,1.907564484850688,0.0296066871582974,0.0045148261077784,2.001008104818665e-05,95765947047904.2,5.873950982081363,88.54783698301263,562567915064294.1,0.0062601156970136,0.0040669262999427
93,93,1500,0.1,50000.0,233.5,2.25,,1.5,6594.8,13.1896,1500.0,0.218514775821427,1.8987434665649925,0.0293254100080209,0.0023192021556,-6.064202048407674e-06,83797030230738.55,6.884471437298684,90.78894714907632,576806282894710.2,0.0054777206353754,0.0035586380817809
94,94,1500,0.1,50000.0,233.5,5.0,,1.5,6015.4,12.0308,1500.0,0.2033323175808618,1.9449329808642049,0.0294821390313553,0.0063925222264317,1.5709907038540076e-05,76434866205189.62,7.436473025130404,89.47329448898707,568447592280085.8,0.0049964639882994,0.0032459864616281
