,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
312,312,0.03,730.0,2.25,1,500000.0,,1479.9,0.29598,730.0,0.0712566292493079,0.0086748732373591,0.0092712207432373,-0.0002899705923131,6.454370559339241e-06,3421472664843.2817,10.273704022069753,3.0414759971756338,35158885685226.68,0.0001087628294605,6.169295298826502e-05
313,313,0.03,731.0,2.25,1,500000.0,,1476.7,0.29534,731.0,0.0702719118078903,0.0084102498226606,0.0094136656901689,-0.0002528691304436,7.081130557926585e-06,3410313712069.481,10.496374383944527,3.1021651819092613,35820940126531.02,0.0001085446270716,6.156638849528405e-05
314,314,0.03,732.0,2.25,1,500000.0,,1500.9,0.30018,732.0,0.0736744954785535,0.0090771238730934,0.0094788250340274,-0.0002637309239175,1.7805983486727912e-06,3462605517879.605,9.999509202061832,2.998525998740724,34588289255596.93,0.0001103678750323,6.258638497740461e-05
315,315,0.03,733.0,2.25,1,500000.0,,1479.1,0.2958199999999999,733.0,0.0708024993004414,0.0091701582093956,0.0095280818002567,-0.0002178887701699,-3.6302595135226255e-05,3408768677987.421,10.47143713222913,3.092067980750373,35630263278310.06,0.0001088002988778,6.168826073604974e-05
316,316,0.03,734.0,2.25,1,500000.0,,1482.5,0.2965,734.0,0.0742580249404681,0.0083735931755511,0.0093696238940273,-0.0002115073699142,-1.0800535670026013e-05,3413052436358.191,9.963414964253309,2.947347162475685,33927320113595.4,0.0001090936724386,6.184103413649084e-05
317,317,0.03,735.0,2.25,1,500000.0,,1527.1,0.3054199999999999,735.0,0.077222587066376,0.0087052921270196,0.0094282071424185,-0.0002269463704457,3.686685534809228e-06,3512072967894.579,9.57088265026285,2.922622555386113,33607699797428.29,0.000112424080282,6.371280792936913e-05
318,318,0.03,736.0,2.25,1,500000.0,,1506.8,0.3013599999999999,736.0,0.0737693964732556,0.008782802555144,0.0094914631911364,-0.0002219556823517,-2.0085415596447124e-06,3461776201976.6387,10.036037207014845,3.0246549517855725,34744752227508.945,0.000110948482064,6.287706796605217e-05
319,319,0.03,737.0,2.25,1,500000.0,,1506.3,0.30126,737.0,0.0721911368344762,0.008616134014541,0.0093561252573711,-0.0002450050932744,-2.5911324454750644e-05,3457018499371.0693,10.334097698248613,3.1105963844747846,35694713022658.484,0.0001109424556563,6.286743243234867e-05
320,320,0.03,738.0,2.25,1,500000.0,,1497.4,0.2994799999999999,738.0,0.0753267754302669,0.0083861598794248,0.0091628727751959,-0.0002116530984158,7.378122210265273e-05,3433004983887.392,9.824846675797836,2.9432896262095687,33739575116206.44,0.0001103294204678,6.250716899356489e-05
321,321,0.03,739.0,2.25,1,500000.0,,1503.9,0.30078,739.0,0.0722694120443634,0.0093231382401214,0.009396167496886,-0.0002246573720886,3.994032159434414e-05,3444303934770.8896,10.301307629395072,3.0944699189322327,35435517380837.98,0.0001108547686994,6.278976972135558e-05
322,322,0.03,740.0,2.25,1,500000.0,,1525.9,0.3051799999999999,740.0,0.0719602532770863,0.0092527191922084,0.0092786898399256,-0.0002205553423777,5.772541061209612e-05,3491033445402.8154,10.358028472791656,3.158840195027227,36134795102964.81,0.0001124942414826,6.371975704958658e-05
323,323,0.03,741.0,2.25,1,500000.0,,1502.4,0.3004799999999999,741.0,0.0722312278982485,0.0090400663964795,0.0095154375895744,-0.0002726712583976,7.80326541055513e-06,3433601276741.8647,10.381611891257306,3.113216373873629,35574892558926.29,0.0001108175376326,6.274546535061072e-05
324,324,0.03,742.0,2.25,1,500000.0,,1504.2,0.30084,742.0,0.0728606691747358,0.009066873327045,0.0092691858365723,-0.0002162081099807,4.3791118012150754e-07,3433811123298.0635,10.279625086422133,3.091598068592038,35287740449069.77,0.0001109575420925,6.282346300544775e-05
325,325,0.03,743.0,2.25,1,500000.0,,1514.0,0.3028,743.0,0.0758990656173977,0.0089760436244846,0.0092792476286354,-0.0002871171976812,-3.060098434292185e-07,3452253388301.0586,9.874826829931646,2.9900159866488645,34089474309718.867,0.0001117161418069,6.323561208387551e-05
326,326,0.03,744.0,2.25,1,500000.0,,1519.9,0.30398,744.0,0.0737448256852985,0.0087405706372731,0.0093744710255176,-0.0002789522277274,3.091551340625874e-05,3461762047853.864,10.200175453030996,3.104372510231032,35352980256328.086,0.0001121704912377,6.348490521271956e-05
327,327,0.03,745.0,2.25,1,500000.0,,1536.7,0.30734,745.0,0.0753185275049076,0.0085134779366014,0.0093563691306503,-0.0002323695477725,2.960970658266827e-05,3496037904591.736,9.978489832777209,3.0676181603252384,34894609765442.18,0.0001134417275555,6.418953157557768e-05
328,328,0.03,746.0,2.25,1,500000.0,,1522.3,0.30446,746.0,0.0755269694493107,0.0082482758938855,0.0092843622304656,-0.0002509381173378,-3.044527150469935e-05,3459326610680.7744,9.914677177445366,3.0192071410597547,34304748099012.78,0.0001124135712817,6.359091338152186e-05
329,329,0.03,747.0,2.25,1,500000.0,,1525.3,0.30506,747.0,0.0762662269656516,0.0089383689422382,0.0094155933295504,-0.0002873810194597,4.585252272081116e-05,3462185258913.954,9.87107373187575,3.009897897883961,34159916517701.277,0.0001126407037281,6.37191292353185e-05
330,330,0.03,748.0,2.25,1,500000.0,,1526.6,0.30532,748.0,0.0742521451872448,0.0086103291227281,0.0094541600437427,-0.0002454186742184,-8.236857906604393e-06,3461174021121.98,10.135280493442153,3.093315579281951,35066499155451.914,0.0001127544022929,6.377634296942133e-05
331,331,0.03,749.0,2.25,1,500000.0,,1529.0,0.3057999999999999,749.0,0.0755248391344025,0.0092922275493219,0.0093388858114051,-0.000244434049271,-7.251707119156764e-06,3462647148532.6406,9.98758298681344,3.0542359163514368,34583849858405.1,0.0001129656634539,6.387952507997545e-05
332,332,0.03,750.0,2.25,1,500000.0,,1558.3,0.31166,750.0,0.074833570802275,0.0092406421144963,0.0095056194716535,-0.0002307925341779,-3.409914033785393e-05,3524957041505.2905,10.05882812186333,3.1340045698106858,35446420703535.7,0.0001151604735549,6.510661992795317e-05
333,333,0.03,751.0,2.25,1,500000.0,,1539.4,0.30788,751.0,0.0755439927775568,0.0085046684195572,0.0096172753435798,-0.0002571335792573,1.1536396870248222e-06,3478273147409.405,9.97615535049323,3.072336948064409,34709715169047.03,0.0001137868227981,6.43180967519213e-05
334,334,0.03,752.0,2.25,1,500000.0,,1541.2,0.3082399999999999,752.0,0.0759555680192647,0.0085568172053432,0.0093730294138226,-0.0002251610280506,-1.1689991642142611e-05,3478647643486.074,9.989785540650823,3.07899889334203,34748093189139.9,0.000113958986389,6.439893625444348e-05
335,335,0.03,753.0,2.25,1,500000.0,,1525.6,0.3051199999999999,753.0,0.0733956226308009,0.0087161865322793,0.0093605603241615,-0.0002263060188582,2.3021033299925306e-05,3439781605510.632,10.348527633225038,3.157425768221544,35595356182137.33,0.0001128190003612,6.375268034045781e-05
336,336,0.03,754.0,2.25,1,500000.0,,1516.7,0.30334,754.0,0.0777654196737216,0.0088176276966725,0.0093927661102128,-0.0002030827555021,1.4221911183186367e-05,3416080807307.5776,9.746818604651256,2.9580322231746146,33312049531826.22,0.0001122028284099,6.338633105562794e-05
337,337,0.03,755.0,2.25,1,500000.0,,1543.5,0.3087,755.0,0.0777544836440597,0.0090486848223078,0.0093153611651287,-0.0002221876495981,5.912907972351101e-06,3472744641509.4336,9.73149015847988,3.0039791686690376,33793497120833.707,0.0001142110571828,6.451204449316674e-05
338,338,0.03,756.0,2.25,1,500000.0,,1535.5,0.3071,756.0,0.0761025878341001,0.0089679963735807,0.0095075378668736,-0.0002885925173568,-1.2956383474808891e-05,3451066371368.6733,9.962168378869624,3.0586454360904893,34371828089977.72,0.0001136567945916,6.418334120719408e-05
339,339,0.03,757.0,2.25,1,500000.0,,1551.3,0.31026,757.0,0.0765083822500741,0.0089590837077352,0.0094104867449398,-0.000311741268358,-1.2778463005602623e-05,3482860379874.214,9.946132527663698,3.0846114527258077,34626671230596.773,0.0001148682899909,6.484951126075471e-05
340,340,0.03,758.0,2.25,1,500000.0,,1525.2,0.30504,758.0,0.0760087523791184,0.0086936678877826,0.0094025730903063,-0.0002214056010838,-2.017736907624755e-05,3420608383827.4927,10.003296561555,3.049026920994625,34190686626245.55,0.0001129475682371,6.376409660718819e-05
341,341,0.03,759.0,2.25,1,500000.0,,1539.5,0.3078999999999999,759.0,0.0748594254252907,0.0087829947025839,0.0095191600387767,-0.0002535245123091,-4.7550085474232513e-07,3448990861335.729,10.222510801087072,3.1402311009962287,35175798537896.16,0.0001140307995801,6.436765583603298e-05
342,342,0.03,760.0,2.25,1,500000.0,,1527.3,0.30546,760.0,0.0782322258970338,0.0089183752193087,0.0094185185728678,-0.0002808295928352,-2.335478921298981e-05,3417999513746.631,9.765489218588328,2.9876207773253927,33430519099579.395,0.0001131675353442,6.386325104252624e-05
343,343,0.03,761.0,2.25,1,500000.0,,1566.7,0.31334,761.0,0.0768091113278841,0.008893518468629,0.0093441792075663,-0.0003209062471516,1.510211325160875e-05,3502360508604.511,10.041510344470035,3.147549044778235,35181756154104.625,0.0001161217883348,6.551274549280569e-05
344,344,0.03,762.0,2.25,1,500000.0,,1587.1,0.31742,762.0,0.0740033749780422,0.0089889872162725,0.0093746506829495,-0.0002768695420519,-5.503976773902784e-05,3543845697504.492,10.334594944844216,3.280366487879962,36623756109606.61,0.0001176473138586,6.636303316057391e-05
345,345,0.03,763.0,2.25,1,500000.0,,1553.3,0.31066,763.0,0.0778690204224289,0.0086485456026938,0.0094420044651533,-0.0002405331767036,8.391855146807414e-06,3464342138630.465,9.901397389699625,3.076953391157449,34312815591285.195,0.0001151716175278,6.49470180776431e-05
346,346,0.03,764.0,2.25,1,500000.0,,1590.6,0.3181199999999999,764.0,0.0735484716623659,0.0089790571926821,0.0093110853687472,-0.0002084002222548,-1.2149049244935752e-05,3543404611060.092,10.49106783754096,3.3395087693909558,37197380774976.48,0.0001179370806399,6.650384396485237e-05
347,347,0.03,765.0,2.25,1,500000.0,,1586.6,0.3173199999999999,765.0,0.0771089520667601,0.0089390291238487,0.0094818166366191,-0.0003042710662529,-4.024203642136947e-06,3530376000159.7124,9.98341978224192,3.172926013791615,35300711740112.016,0.0001176658966803,6.633383031733906e-05
348,348,0.03,766.0,2.25,1,500000.0,,1565.4,0.31308,766.0,0.0805833711535,0.0087536035729949,0.0095682954533478,-0.000297021514021,-8.328278055017366e-06,3479140720942.304,9.546549307730766,2.99047934876998,33232076394029.195,0.0001161098265148,6.544474329998784e-05
349,349,0.03,767.0,2.25,1,500000.0,,1589.8,0.3179599999999999,767.0,0.0777002855437785,0.008737059105984,0.0093016002252152,-0.000269294804531,-1.510883369090822e-05,3529244279177.4805,9.950556900112884,3.158898236682385,35062660492876.9,0.0001179443755327,6.646204551416915e-05
350,350,0.03,768.0,2.25,1,500000.0,,1590.9,0.3181799999999999,768.0,0.0773907081465722,0.009011300126605,0.0093679073676689,-0.0002217305252502,3.474236432128773e-05,3527557293910.96,9.968119780167196,3.1718989687340997,35165803453097.7,0.000118050379164,6.650523349341388e-05
351,351,0.03,769.0,2.25,1,500000.0,,1583.4,0.3166799999999999,769.0,0.0793398473854949,0.0087730536449499,0.0094865751052971,-0.0002295896008432,-2.820211811341296e-06,3506817842922.7397,9.716360693686475,3.076808201551171,34071636669352.875,0.0001174961751966,6.618891609166403e-05
352,352,0.03,770.0,2.25,1,500000.0,,1607.2,0.32144,770.0,0.0785392837729545,0.0086393491183466,0.0095349598899094,-0.0002298811080609,1.6532048910964827e-05,3555357420962.268,9.933768839584186,3.195298910902092,35342302436126.195,0.0001192730166792,6.71809588236723e-05
353,353,0.03,771.0,2.25,1,500000.0,,1586.5,0.3173,771.0,0.0806005458589652,0.0087813145122712,0.0094247258764923,-0.0002584590204213,-1.0087854704024397e-05,3505448556997.405,9.622006718291033,3.0523982252261077,33722108269777.164,0.0001177600897991,6.631267651003123e-05
354,354,0.03,772.0,2.25,1,500000.0,,1600.1,0.3200199999999999,772.0,0.079113753832712,0.0090986921283979,0.0094028560764625,-0.0003152276452375,-4.542767476660232e-05,3531345630425.2344,9.816430569519952,3.137993428177468,34627021376468.98,0.0001187970304525,6.687807546398606e-05
355,355,0.03,773.0,2.25,1,500000.0,,1588.8,0.31776,773.0,0.0769705318358432,0.0087806283404993,0.0095773171926461,-0.0002331287318021,1.2785389268340718e-05,3502283602794.969,10.120074780181016,3.2177479226578143,35465337951447.75,0.0001179676409773,6.64027381573039e-05
356,356,0.03,774.0,2.25,1,500000.0,,1608.2,0.32164,774.0,0.080526018985472,0.0090380320932641,0.0091949497822665,-0.0002799979541497,-1.0911785193565125e-05,3540874336114.9937,9.648875993917612,3.104949689905478,34181807834580.617,0.0001194305687948,6.721046250477841e-05
357,357,0.03,775.0,2.25,1,500000.0,,1617.4,0.3234800000000001,775.0,0.0832904536968498,0.0091816508693726,0.0094160618953784,-0.0002486479283575,-2.0429249067849445e-05,3556932866280.6943,9.380313051380725,3.036583981116478,33389777926470.5,0.0001201139618977,6.759184295822404e-05
358,358,0.03,776.0,2.25,1,500000.0,,1616.4,0.32328,776.0,0.0752008422877338,0.0088528031443496,0.0094419080806314,-0.0002249839564606,-2.6585740481539364e-05,3550538610341.3853,10.385840133043292,3.3567443364467864,36866649256369.36,0.000120061570303,6.754693819729514e-05
359,359,0.03,777.0,2.25,1,500000.0,,1618.2,0.32364,777.0,0.0791878237989294,0.0087939274716258,0.0094895061119492,-0.0002167737333115,-9.057880779530536e-06,3550292679097.624,9.8919740091157,3.199845827543149,35101931824766.78,0.0001202035421969,6.761903261897254e-05
360,360,0.03,778.0,2.25,1,500000.0,,1652.5,0.3305,778.0,0.0829442435469672,0.0087776980724406,0.009409922500818,-0.0002516760338807,-4.101843880564863e-05,3621257290876.423,9.424368454769194,3.1158787537977166,34140389272849.992,0.0001227775527028,6.904911369196449e-05
361,361,0.03,779.0,2.25,1,500000.0,,1651.0,0.3301999999999999,779.0,0.0740712225283459,0.0089759711068823,0.0092189114421197,-0.0002300715304652,2.859700776278772e-06,3613685332002.397,10.572691332303306,3.4901119145204325,38195536743032.36,0.0001226873301435,6.898323397283717e-05
362,362,0.03,780.0,2.25,1,500000.0,,1643.5,0.3287,780.0,0.0755784135101407,0.0085235300506816,0.0094391144253301,-0.0002480528661338,-2.062668392277802e-05,3593004016370.5337,10.373557145904288,3.4104824971733136,37279821448448.805,0.0001221238152657,6.866666825360834e-05
363,363,0.03,781.0,2.25,1,500000.0,,1663.2,0.3326399999999999,781.0,0.0760721415350416,0.0087307731036848,0.0093507985001158,-0.0001882271977574,1.2161768749110043e-05,3631755350943.396,10.425885435960335,3.468774431669607,37871994057935.71,0.0001236264714978,6.948782285349378e-05
364,364,0.03,782.0,2.25,1,500000.0,,1634.2,0.32684,782.0,0.0770776845417117,0.009009758970735,0.0095659354655206,-0.0002582250634954,2.09185497697568e-06,3564189384286.7124,10.2467702672529,3.352463914124815,36558610616595.11,0.0001214639830044,6.827431068996897e-05
365,365,0.03,783.0,2.25,1,500000.0,,1668.4,0.33368,783.0,0.0811358012937716,0.0085385287713529,0.0092909233231882,-0.0002431568301894,-2.988690084442078e-05,3634449089028.6514,9.709385012583368,3.2392492235534305,35281965924480.14,0.0001240258684816,6.970118473592003e-05
366,366,0.03,784.0,2.25,1,500000.0,,1643.6,0.32872,784.0,0.0810304822676812,0.0083894899933255,0.0094608205691395,-0.0002608225486253,-3.731854126393124e-05,3576158564360.587,9.733748870082742,3.1992633808201907,34804919502814.96,0.0001221880654338,6.866318484670292e-05
367,367,0.03,785.0,2.25,1,500000.0,,1662.9,0.33258,785.0,0.080925767499059,0.0085617973640542,0.0094600544030406,-0.000214699260314,2.7532136469231124e-07,3613835462593.591,9.74102931005812,3.238325439741664,35187850482763.266,0.0001236465169478,6.946751251334469e-05
368,368,0.03,786.0,2.25,1,500000.0,,1663.4,0.33268,786.0,0.0773039464539351,0.0090776819991018,0.0093525254199698,-0.0003115141127322,3.4436903056942925e-05,3610604568713.188,10.21771658032626,3.3997700690878228,36897996104433.23,0.0001236751558285,6.948644391964916e-05
369,369,0.03,787.0,2.25,1,500000.0,,1663.4,0.33268,787.0,0.0813588955226464,0.0092361518919406,0.0093273361138902,-0.0002429732828949,7.400155902115723e-06,3606287068463.612,9.686662949419324,3.2222421528070404,34929452347981.176,0.0001236935209723,6.948448329342587e-05
370,370,0.03,788.0,2.25,1,500000.0,,1668.3,0.33366,788.0,0.0762485377864322,0.0090445486856922,0.0093305702157603,-0.0002258880738963,-5.540166393730959e-06,3612580155495.6577,10.394536797732032,3.4695279683979257,37565029933379.81,0.0001240668153456,6.96871978535403e-05
371,371,0.03,789.0,2.25,1,500000.0,,1656.5,0.3313,789.0,0.0820095709046313,0.008951294967407,0.0094234332043136,-0.0002235232454436,-4.001705050111805e-05,3582728538284.9155,9.675069331578834,3.2059595860519594,34669734082512.68,0.0001232068236446,6.919233388738226e-05
372,372,0.03,790.0,2.25,1,500000.0,,1676.9,0.3353799999999999,790.0,0.0787038582813465,0.0086058670079837,0.0094799102434229,-0.0002326914766127,1.4422105573806352e-05,3622497737526.2056,10.111735747239534,3.3908648178314564,36625320922093.336,0.0001247415099508,7.004245547107239e-05
373,373,0.03,791.0,2.25,1,500000.0,,1712.2,0.3424399999999999,791.0,0.0828832464721585,0.0083767988227147,0.0093303478362328,-0.0003244672847839,-2.2652926764436185e-05,3694262409103.613,9.612869138086994,3.289219610075019,35484290272125.305,0.0001273597255805,7.151054045669445e-05
374,374,0.03,792.0,2.25,1,500000.0,,1707.7,0.3415399999999999,792.0,0.0799303695321781,0.0088421420948611,0.0094554002888817,-0.0002982082989925,1.508170340929754e-05,3679780188700.339,9.976213347181131,3.407716933643255,36715023895060.95,0.0001270441775976,7.131055681562949e-05
375,375,0.03,793.0,2.25,1,500000.0,,1696.0,0.3392,793.0,0.0776829465223158,0.0089093912590394,0.0095295396355102,-0.0002095315044412,-1.5221216970271431e-05,3649828567777.999,10.3263092417243,3.501296294533325,37674325589749.36,0.0001261506546074,7.081000101036065e-05
376,376,0.03,794.0,2.25,1,500000.0,,1711.2,0.34224,794.0,0.083687665780269,0.0088043275782151,0.0091580728175396,-0.000211097878999,-2.1865579858937984e-05,3677756544459.972,9.56835013114504,3.277523107371453,35220699093484.53,0.0001272855964381,7.143249986908947e-05
377,377,0.03,795.0,2.25,1,500000.0,,1703.7,0.34074,795.0,0.0825920212094615,0.0089883282512923,0.0093592649710157,-0.0002635901632436,-3.1631523281126806e-05,3656875556238.7705,9.695733021353927,3.3047100658308346,35466670952025.0,0.0001267223134154,7.110732586403145e-05
378,378,0.03,796.0,2.25,1,500000.0,,1712.3,0.34246,796.0,0.0805453599145834,0.008509390580585,0.0094706583282556,-0.0002741271286375,-4.017342768972578e-06,3670549042683.1694,9.93587663694565,3.401170145491757,36454364952220.26,0.0001273655005076,7.145408219539456e-05
379,379,0.03,797.0,2.25,1,500000.0,,1724.3,0.34486,797.0,0.0848732830828907,0.0084642722773726,0.009375378629207,-0.0002637178774688,3.6942792781055016e-05,3691453317388.7,9.431601931204964,3.251870313461401,34808697605825.336,0.0001282329274706,7.194254574765162e-05
380,380,0.03,798.0,2.25,1,500000.0,,1707.8,0.34156,798.0,0.0817923114321387,0.0083127872597622,0.0094897029829803,-0.0002802711265485,-1.4903500084870393e-05,3651356181433.421,9.768305417335508,3.335403657601397,35656244181867.016,0.0001270131936677,7.124191522031172e-05
381,381,0.03,799.0,2.25,1,500000.0,,1727.2,0.3454399999999999,799.0,0.0837559778664057,0.0087866801148448,0.0094312096345103,-0.0003008912394689,-4.5240167040595893e-07,3688006817169.095,9.583984941630115,3.3074351856440005,35311033788791.125,0.0001284441346024,7.203882622187128e-05
382,382,0.03,800.0,2.25,1,500000.0,,1716.2,0.34324,800.0,0.0785570740383832,0.0093897887172144,0.0094846426763449,-0.000194420739176,1.111796314979726e-05,3659722322060.292,10.304934458196907,3.5321612735462424,37660906240281.12,0.0001276279606304,7.15677123397239e-05
383,383,0.03,801.0,2.25,1,500000.0,,1723.8,0.34476,801.0,0.0807585534181839,0.00890815872804,0.0094316179035669,-0.0002784270440794,9.840069083910302e-06,3671152612878.107,10.02623625097328,3.454609255267376,36786163690531.73,0.0001281960327939,7.186953476792563e-05
384,384,0.03,802.0,2.25,1,500000.0,,1719.7,0.3439399999999999,802.0,0.0808018690723883,0.0089728766507404,0.0095299588727101,-0.0002681978840506,3.573638802983541e-05,3657957268723.1694,10.033572572780704,3.4523310568593017,36717100318303.27,0.00012788062247,7.168939801217697e-05
385,385,0.03,803.0,2.25,1,500000.0,,1736.3,0.3472599999999999,803.0,0.0793650790869946,0.0091893430308592,0.0095330135297885,-0.0002443185354981,-9.251930127538727e-06,3688760249895.178,10.146813372090826,3.52162523585226,37408371782064.016,0.0001291420052599,7.237209818161729e-05
386,386,0.03,804.0,2.25,1,500000.0,,1757.0,0.3514,804.0,0.0837568313300493,0.0086373584935357,0.0094175709822595,-0.0002833102840592,7.87066272554436e-06,3728176844164.92,9.625806153541502,3.384923686459731,35912333827901.32,0.0001306700998354,7.322547316702275e-05
387,387,0.03,805.0,2.25,1,500000.0,,1719.8,0.34396,805.0,0.0836466082050719,0.0091453569526621,0.0093021571516684,-0.0002508070484035,-1.936545841845082e-06,3644778303603.8735,9.641185714100308,3.3157736097928208,35135654473296.805,0.0001279153279668,7.166585172237327e-05
388,388,0.03,806.0,2.25,1,500000.0,,1748.5,0.3496999999999999,806.0,0.081973361472842,0.0088285027418492,0.00942983602155,-0.0002383637726042,3.55207750016782e-05,3701063931716.082,9.856866270519223,3.4480069253518595,36492119152779.61,0.0001300472759129,7.285237681874031e-05
389,389,0.03,807.0,2.25,1,500000.0,,1778.2,0.3556399999999999,807.0,0.0866996992520284,0.0086910583679922,0.0093980964894966,-0.0002513797014293,-7.298917113957686e-06,3759314685514.625,9.359936607878174,3.3339006938784266,35241204134924.55,0.0001322676894615,7.408023140724351e-05
390,390,0.03,808.0,2.25,1,500000.0,,1779.8,0.3559599999999999,808.0,0.0805700696715461,0.0092766626546233,0.0094979398080892,-0.0002277625629784,1.872401507294625e-05,3758077638734.152,10.091725953516798,3.5928990917439947,37932334349116.05,0.0001323734165896,7.413724297089988e-05
391,391,0.03,809.0,2.25,1,500000.0,,1765.9,0.3531799999999999,809.0,0.0830430424554833,0.0087401589746474,0.0093603586468552,-0.0003258428377882,-2.2960618993407966e-05,3724144006948.189,9.811209466463088,3.465105919790991,36538177259840.05,0.0001313501517564,7.354865047095165e-05
392,392,0.03,810.0,2.25,1,500000.0,,1778.9,0.35578,810.0,0.0860585260864581,0.0089248664548489,0.0092504567870913,-0.0002916219329057,5.457534636895587e-06,3746942692382.948,9.469508528002256,3.3687472150921955,35478393276955.17,0.0001323127513252,7.408041005593084e-05
393,393,0.03,811.0,2.25,1,500000.0,,1762.0,0.3523999999999999,811.0,0.0864319603397006,0.0088566718987129,0.0094518252208908,-0.0002443486967456,-1.8225382216681684e-05,3706735827510.481,9.423999430581182,3.32095623249072,34931632941451.688,0.0001310690043635,7.336285131891306e-05
394,394,0.03,812.0,2.25,1,500000.0,,1783.6,0.35672,812.0,0.0813837387873263,0.0086727873949594,0.0094762158532677,-0.0002735686407296,-5.711247637813694e-05,3747190842084.249,10.070857899846958,3.5974976558129987,37790172320817.5,0.0001326726087274,7.42419041827793e-05
395,395,0.03,813.0,2.25,1,500000.0,,1800.8,0.36016,813.0,0.0862167072935562,0.0091171777083847,0.0093545956321493,-0.0002756420108092,-9.637031771892154e-06,3778293388700.34,9.537670587440797,3.4329241146355165,36013423162587.016,0.000133918882016,7.493732347958938e-05
396,396,0.03,814.0,2.25,1,500000.0,,1795.0,0.359,814.0,0.0844014991983953,0.009056971356195,0.0091905161964077,-0.0001972358598975,-1.7914463949856196e-05,3761107326811.7393,9.75163346970005,3.4966943824871786,36633545575470.69,0.0001334982327597,7.46754624110162e-05
397,397,0.03,815.0,2.25,1,500000.0,,1795.0,0.359,815.0,0.0843153558326321,0.0088184842726332,0.0094813456454746,-0.0002551351734752,1.1800318390675656e-06,3756090357356.758,9.747096955480384,3.496309389295808,36580651764540.055,0.0001334692285993,7.46549153068064e-05
398,398,0.03,816.0,2.25,1,500000.0,,1793.8,0.35876,816.0,0.0833719586104279,0.0086649806234804,0.009348625203383,-0.0002290954751708,2.7512344435951383e-05,3748565706528.249,9.880839005599714,3.54513413863114,37041945192092.914,0.0001333750864635,7.458442977642871e-05
399,399,0.03,817.0,2.25,1,500000.0,,1819.4,0.3638799999999999,817.0,0.0835204243318684,0.0091525378269179,0.0094424201489647,-0.0002333410739162,8.542360715686264e-07,3796977742463.565,9.83145015623624,3.575568715687578,37309978097490.3,0.0001352581917651,7.56279374956144e-05
400,400,0.03,818.0,2.25,1,500000.0,,1819.2,0.36384,818.0,0.0872526555922263,0.0088888505144331,0.0093915975326657,-0.0002185814233289,3.19843036459551e-05,3791475746855.661,9.45114481439746,3.4416250168075235,35864219934579.57,0.0001352374493064,7.559866684802606e-05
401,401,0.03,819.0,2.25,1,500000.0,,1802.2,0.36044,819.0,0.0856589825863579,0.0086826717475358,0.0093863210033502,-0.0002392981725757,3.4133377877755176e-05,3751008196446.396,9.611438701999395,3.465946716897251,36069233557674.14,0.0001339674261156,7.487140941270676e-05
402,402,0.03,820.0,2.25,1,500000.0,,1810.6,0.36212,820.0,0.0882692105463206,0.0089356663685103,0.0094339598580469,-0.0002609784917745,2.3046230427076985e-05,3763430961868.636,9.31693298518935,3.37163630897356,35040650826664.043,0.0001345603888251,7.519943575647676e-05
403,403,0.03,821.0,2.25,1,500000.0,,1834.3,0.3668599999999999,821.0,0.0846415703135789,0.0087488614336878,0.0092086958190946,-0.00026575623037,-2.868067220344923e-05,3807565850174.703,9.78793267856734,3.59191013098256,37279709839245.88,0.0001362994330614,7.615925279763557e-05
404,404,0.03,822.0,2.25,1,500000.0,,1815.1,0.36302,822.0,0.0878460258359381,0.0086190302345694,0.0093741236031142,-0.0002259146896219,1.6482488704836137e-05,3762637610901.468,9.369640725110958,3.4010123560018792,35250887019539.64,0.0001348651050359,7.533776335019371e-05
405,405,0.03,823.0,2.25,1,500000.0,,1828.7,0.36574,823.0,0.0824144043908063,0.0084894486491044,0.0094576971706319,-0.0002194937268668,-4.164537603928524e-05,3785718256044.724,10.0540724338435,3.6808747449123578,38100166019655.17,0.0001358724413999,7.587769945674505e-05
406,406,0.03,824.0,2.25,1,500000.0,,1824.3,0.36486,824.0,0.0867639520944748,0.0087112075998949,0.0094028499422392,-0.0002787006295762,-1.3278215753498713e-05,3771510140880.503,9.531718436459306,3.4779680237313317,35951300967935.21,0.0001355070587973,7.567059315795426e-05
407,407,0.03,825.0,2.25,1,500000.0,,1822.4,0.3644799999999999,825.0,0.0837520197828552,0.0095250172902063,0.0091716652640205,-0.0003138752306032,5.616548812639011e-06,3762488070440.252,9.890014368970814,3.603112760591975,37194547789119.695,0.0001353718268668,7.556721929707203e-05
408,408,0.03,826.0,2.25,1,500000.0,,1822.7,0.36454,826.0,0.0858665773123902,0.0089992070786056,0.0095010399053356,-0.0002551231067014,3.19374900286003e-05,3758012545352.9,9.75831624909458,3.555048294682056,36648697236930.375,0.0001353597722584,7.555504110785477e-05
