,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.02,502,2,300000.0,1.17662360156545,,300000.0,100.0,502.0,0.5018240799828391,0.1818541837067867,0.0373601494716713,,1.000350561131237,100.03505611312374,,,
1,1,0.02,504,2,300000.0,1.17747901516844,,300000.0,100.0,504.0,0.5038646830965945,0.1758251664036522,0.0377179218773174,,1.0002685580235031,100.02685580235033,,,
2,2,0.02,506,2,300000.0,1.17837189466193,,300000.0,100.0,506.0,0.5049916272259338,0.1747008104349454,0.0383046880808312,,1.0019968108770545,100.19968108770544,,,
3,3,0.02,508,2,300000.0,1.1791362468331,,300000.0,100.0,508.0,0.5074027039345879,0.1812699667668078,0.0380873192520617,,1.0011771637415026,100.11771637415026,,,
4,4,0.02,510,2,300000.0,1.18000708146274,,300000.0,100.0,510.0,0.5099136992368472,0.1791710021791881,0.0371047816215585,,1.0001692458219538,100.01692458219536,,,
5,5,0.02,512,2,300000.0,1.18089388467086,,300000.0,100.0,512.0,0.5118114049627138,0.1766921525186179,0.0372458492503524,,1.0003684854136845,100.03684854136846,,,
6,6,0.02,514,2,300000.0,1.18169303123046,,300000.0,100.0,514.0,0.5138450097101668,0.1738853161320755,0.0382168390711197,,1.0003016284811652,100.03016284811652,,,
7,7,0.02,516,2,300000.0,1.18256256858225,,300000.0,100.0,516.0,0.5157045944600895,0.1792967794830272,0.0380065630740216,,1.0005728192905083,100.05728192905082,,,
8,8,0.02,518,2,300000.0,1.18333929872482,,300000.0,100.0,518.0,0.5178596822973986,0.1752457333543032,0.0384979490653351,,1.0002709569935602,100.02709569935602,,,
9,9,0.02,520,2,300000.0,1.18413280440169,,300000.0,100.0,520.0,0.5199643440982982,0.1799566589276804,0.0380934341499418,,1.0000685737437702,100.00685737437702,,,
10,10,0.02,522,2,300000.0,1.184814908884,,300000.0,100.0,522.0,0.521543401519807,0.1798146287236406,0.0363347648393754,,1.0008754755191274,100.08754755191272,,,
11,11,0.02,524,2,300000.0,1.18564428721044,,300000.0,100.0,524.0,0.5238771705336376,0.177863284751305,0.0371699466638127,,1.0002344623382564,100.02344623382564,,,
12,12,0.02,526,2,300000.0,1.18623535979449,,300000.0,100.0,526.0,0.3577822061051217,0.1809512002734494,0.0371211244074051,,1.4701681386733174,147.0168138673317,,,
13,13,0.02,528,2,300000.0,1.18691311580508,,300000.0,100.0,528.0,0.5270352825453983,0.1794635468836966,0.0370681375650108,,1.001830460856325,100.18304608563253,,,
14,14,0.02,530,2,300000.0,1.18740617352132,,300000.0,100.0,530.0,0.5296086676996765,0.1795562469950594,0.0368097980430421,,1.000738908413307,100.07389084133068,,,
15,15,0.02,532,2,300000.0,1.18810554884438,,300000.0,100.0,532.0,0.5318733701643623,0.1784081371944263,0.0375407185545932,,1.0002380826767066,100.02380826767066,,,
16,16,0.02,534,2,300000.0,1.18943277689967,,300000.0,100.0,534.0,0.533884799046632,0.1769368515984048,0.0367121387716375,,1.0002157786728032,100.02157786728031,,,
17,17,0.02,536,2,300000.0,1.19165789569026,,300000.0,100.0,536.0,0.5351269240244392,0.1769541825186954,0.0367686076386936,,1.0016315306450942,100.16315306450942,,,
18,18,0.02,538,2,300000.0,1.1933953170949,,300000.0,100.0,538.0,0.5377510894403486,0.1754763106305083,0.0369128644503301,,1.0004628731852696,100.04628731852696,,,
19,19,0.02,540,2,300000.0,1.19462031821519,,300000.0,100.0,540.0,0.5396035391702299,0.1715639460003403,0.037505079271347,,1.0007347261479786,100.07347261479786,,,
20,20,0.02,542,2,300000.0,1.19557065892945,,300000.0,100.0,542.0,0.541888327312563,0.1797255309326488,0.0374368289849697,,1.0002060806291786,100.02060806291786,,,
21,21,0.02,544,2,300000.0,1.19668353378915,,300000.0,100.0,544.0,0.5428327689221533,0.1764826861666444,0.0377255650198899,,1.0021502590570657,100.21502590570654,,,
22,22,0.02,546,2,300000.0,1.19757869607337,,300000.0,100.0,546.0,0.5459424759084186,0.1776485366824198,0.0419444729160142,,1.0001053665800337,100.01053665800336,,,
23,23,0.02,548,2,300000.0,1.19860065465315,,300000.0,100.0,548.0,0.5477867371596403,0.1775223597545153,0.0375315633132139,,1.000389317276036,100.0389317276036,,,
24,24,0.02,550,2,300000.0,1.19963845879841,,300000.0,100.0,550.0,0.5498295686129495,0.1800036989301401,0.0356486809575267,,1.000309971301617,100.03099713016172,,,
25,25,0.02,552,2,300000.0,1.20065872263705,,300000.0,100.0,552.0,0.5519060724122937,0.1793949754671601,0.0417763452665663,,1.0001701876322828,100.01701876322828,,,
26,26,0.02,554,2,300000.0,1.20181115118366,,300000.0,100.0,554.0,0.553941515891438,0.1819030796894903,0.0368318036331461,,1.0001055781285284,100.01055781285284,,,
27,27,0.02,556,2,300000.0,1.20295231364558,,300000.0,100.0,556.0,0.5558861807279527,0.181669092105476,0.0374082974722015,,1.00020475283609,100.020475283609,,,
28,28,0.02,558,2,300000.0,1.20410472404016,,300000.0,100.0,558.0,0.5576845923545761,0.1759343966589881,0.0373979993648198,,1.0005655663608928,100.05655663608928,,,
29,29,0.02,560,2,300000.0,1.20514112000624,,300000.0,100.0,560.0,0.380503290959114,0.1797308214892344,0.0371826359399208,,1.471734971301926,147.17349713019257,,,
30,30,0.02,562,2,300000.0,1.20653239223348,,300000.0,100.0,562.0,0.5600624355913624,0.180726407035936,0.0373261378974804,,1.0034595507313249,100.34595507313249,,,
31,31,0.02,564,2,300000.0,1.20811897847302,,300000.0,100.0,564.0,0.5635276695197717,0.1789800701063786,0.0370781669900625,,1.0008381673266031,100.08381673266032,,,
32,32,0.02,566,2,300000.0,1.2098506842126,,300000.0,100.0,566.0,0.5658232273534622,0.1732835053686532,0.0362047347284235,,1.0003124167372284,100.03124167372285,,,
33,33,0.02,568,2,300000.0,1.21147483348648,,300000.0,100.0,568.0,0.5658408898577818,0.1790339897643106,0.0357297576169278,,1.0038157548896138,100.3815754889614,,,
34,34,0.02,570,2,300000.0,1.21322571296527,,300000.0,100.0,570.0,0.5699217520748334,0.1767318869663904,0.0370266574729674,,1.0001372959092747,100.01372959092748,,,
35,35,0.02,572,2,300000.0,1.22040172983306,,300000.0,100.0,572.0,0.5718087525731335,0.2022101345149424,0.0373630855185206,,1.000334460474776,100.03344604747758,,,
36,36,0.02,574,2,300000.0,1.22372713714585,,300000.0,100.0,574.0,0.573703863355604,0.1761421399233659,0.0372129438652437,,1.0005161838072067,100.05161838072068,,,
37,37,0.02,576,2,300000.0,1.22027554950736,,300000.0,100.0,576.0,0.5749861739460584,0.1793942937047179,0.0371547841210929,,1.0017632181431144,100.17632181431144,,,
38,38,0.02,578,2,300000.0,1.21702969464689,,300000.0,100.0,578.0,0.577747402869818,0.1788397717903799,0.0368857356909775,,1.0004372103257018,100.0437210325702,,,
