,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.02,502,2,300000.0,1.17662360156545,,6697.0,2.232333333333333,502.0,0.0375241603285303,0.0114445404795341,0.007498570563009,,13.378047519382324,29.86426141243448,,,
1,1,0.02,504,2,300000.0,1.17747901516844,,6749.0,2.2496666666666667,504.0,0.0366127119405632,0.0126571810715183,0.0071270790912358,,13.765710685900268,30.96826047304697,,,
2,2,0.02,506,2,300000.0,1.17837189466193,,6700.0,2.2333333333333334,506.0,0.0406204286975935,0.010431413492904,0.0074980157118411,,12.456786307377818,27.820156086477127,,,
3,3,0.02,508,2,300000.0,1.1791362468331,,6814.0,2.271333333333333,508.0,0.0374264734973621,0.0112203922354832,0.007400510169866,,13.573279887986349,30.82944305224633,,,
4,4,0.02,510,2,300000.0,1.18000708146274,,6620.0,2.2066666666666666,510.0,0.0366595482229286,0.0117763729715179,0.0073028437043546,,13.911791735639069,30.69868709664354,,,
5,5,0.02,512,2,300000.0,1.18089388467086,,6723.0,2.241,512.0,0.0383663598944394,0.0115084871036121,0.0074919291298738,,13.345024167231598,29.90619915876601,,,
6,6,0.02,514,2,300000.0,1.18169303123046,,6695.0,2.2316666666666665,514.0,0.0446247561419568,0.0108167370992766,0.007331419065058,,11.51827022572186,25.704939720402617,,,
7,7,0.02,516,2,300000.0,1.18256256858225,,6614.0,2.2046666666666668,516.0,0.0434084023722789,0.0118946522163701,0.0073998728205505,,11.887099542956756,26.207092125705334,,,
8,8,0.02,518,2,300000.0,1.18333929872482,,6541.0,2.180333333333333,518.0,0.0378618960667154,0.0107069181936653,0.0072853366218539,,13.681301091927525,29.82979681409931,,,
9,9,0.02,520,2,300000.0,1.18413280440169,,6771.0,2.257,520.0,0.040070312791272,0.010674474916772,0.0073861559846846,,12.977188441445469,29.28951431234242,,,
10,10,0.02,522,2,300000.0,1.184814908884,,6779.0,2.259666666666667,522.0,0.0379824376867645,0.0115909608880842,0.0075668113239138,,13.743193744036526,31.05503679694121,,,
11,11,0.02,524,2,300000.0,1.18564428721044,,6707.0,2.235666666666667,524.0,0.0436544087817765,0.0104276452851904,0.007484742539252,,12.00336952492971,26.835533134567854,,,
12,12,0.02,526,2,300000.0,1.18623535979449,,6597.0,2.199,526.0,0.043542339039277,0.0125733274641962,0.0075365388516174,,12.080196232120771,26.56435151443357,,,
13,13,0.02,528,2,300000.0,1.18691311580508,,6634.0,2.211333333333333,528.0,0.0417845709250741,0.0112370353017781,0.0078062488057562,,12.636243194809426,27.942945784788574,,,
14,14,0.02,530,2,300000.0,1.18740617352132,,6680.0,2.2266666666666666,530.0,0.0369534993540128,0.010716734122021,0.0071655354545335,,14.342349419269455,31.93563137357332,,,
15,15,0.02,532,2,300000.0,1.18810554884438,,6575.0,2.191666666666667,532.0,0.0380491794326189,0.012201996579411,0.0075140680371807,,13.981904680549418,30.64367442487081,,,
16,16,0.02,534,2,300000.0,1.18943277689967,,6631.0,2.2103333333333333,534.0,0.0434393179812104,0.0123780095188696,0.0074857552908625,,12.29301068287904,27.171651279390304,,,
17,17,0.02,536,2,300000.0,1.19165789569026,,6648.0,2.216,536.0,0.0425620066350802,0.0126574038504108,0.007488081188845,,12.5933912044039,27.90695490895904,,,
18,18,0.02,538,2,300000.0,1.1933953170949,,6581.0,2.1936666666666667,538.0,0.0381425803536785,0.0109992494974947,0.0073403281333094,,14.10497126862876,30.94160530628196,,,
19,19,0.02,540,2,300000.0,1.19462031821519,,6484.0,2.1613333333333333,540.0,0.040601985216881,0.0112521822023543,0.0070769726000564,,13.299842288881097,28.74539246703501,,,
20,20,0.02,542,2,300000.0,1.19557065892945,,6481.0,2.160333333333333,542.0,0.0424558543051034,0.012286709618435,0.0073843986492904,,12.766201714020116,27.579251102854784,,,
21,21,0.02,544,2,300000.0,1.19668353378915,,6338.0,2.1126666666666667,544.0,0.0436962994956502,0.012126430687612,0.007368469823674,,12.44956681181098,26.30178481775266,,,
22,22,0.02,546,2,300000.0,1.19757869607337,,6480.0,2.16,546.0,0.0403293874226164,0.0129149538372623,0.0072877323341473,,13.538514589334088,29.24319151296164,,,
23,23,0.02,548,2,300000.0,1.19860065465315,,6446.0,2.1486666666666667,548.0,0.0407715689901806,0.0122551377511757,0.007418114002975,,13.44073857280252,28.879666946761684,,,
24,24,0.02,550,2,300000.0,1.19963845879841,,6393.0,2.131,550.0,0.0393671479113209,0.0109755560583258,0.0075279239800462,,13.97104004686698,29.772286339873528,,,
25,25,0.02,552,2,300000.0,1.20065872263705,,6443.0,2.147666666666667,552.0,0.0405271869306034,0.0119573221112137,0.0076487628831791,,13.62048643902216,29.252264708873263,,,
26,26,0.02,554,2,300000.0,1.20181115118366,,6119.0,2.0396666666666667,554.0,0.0419455735043357,0.0118393605316419,0.0070150348511497,,13.207591498128782,26.939084125683337,,,
27,27,0.02,556,2,300000.0,1.20295231364558,,6206.0,2.0686666666666667,556.0,0.0436557120162888,0.0110280988041364,0.0073879919633861,,12.736019510861382,26.346579028135245,,,
28,28,0.02,558,2,300000.0,1.20410472404016,,5982.0,1.994,558.0,0.04370451602108,0.0130243737756239,0.0073939635465227,,12.767559300527644,25.458513245252124,,,
29,29,0.02,560,2,300000.0,1.20514112000624,,6085.0,2.0283333333333333,560.0,0.035054402556284,0.0121727612037325,0.0073171325158717,,15.975168856489669,32.40296749724654,,,
30,30,0.02,562,2,300000.0,1.20653239223348,,5938.0,1.9793333333333327,562.0,0.0383849332476984,0.0114594776145257,0.0074301152588014,,14.641161321641682,28.979738642636104,,,
31,31,0.02,564,2,300000.0,1.20811897847302,,5588.0,1.8626666666666667,564.0,0.0405299791382276,0.0124743406440519,0.0072916275159007,,13.915625223405025,25.920171249462427,,,
32,32,0.02,566,2,300000.0,1.2098506842126,,5388.0,1.796,566.0,0.0430642654375788,0.0119283342473224,0.0075098784212708,,13.14314767124987,23.60509321756477,,,
33,33,0.02,568,2,300000.0,1.21147483348648,,5097.0,1.699,568.0,0.0442313315297724,0.0122716740244155,0.007128280101738,,12.841575877445043,21.817837415779127,,,
34,34,0.02,570,2,300000.0,1.21322571296527,,4790.0,1.596666666666667,570.0,0.0421102577272449,0.0111652478957417,0.0073118532145418,,13.535894358376604,21.61231132554131,,,
