,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,50,2.25,1,500000.0,,21.0,0.0042,,50.0,0.001994164211989909,0.012553826303942642,0.008418104762985134,25.22312227493377,0.10443718552968112,
1,1,0.05,60,2.25,1,500000.0,,42.4,0.008480000000000001,,60.0,0.002780793324888338,0.012280135844460976,0.009361802795168803,21.673994401527896,0.1848799188032497,
2,2,0.05,70,2.25,1,500000.0,,73.4,0.014680000000000002,,70.0,0.0034550097868970716,0.012647309928837412,0.008338681769438753,20.330042536032103,0.2980740801375622,
3,3,0.05,80,2.25,1,500000.0,,109.8,0.02196,,80.0,0.003257387671729921,0.011712955157960033,0.008733884175418085,26.46577832681462,0.5912217894845897,
4,4,0.05,90,2.25,1,500000.0,,149.6,0.029919999999999995,,90.0,0.0030312721986462065,0.008085674248874474,0.009947747607971489,30.200964130088153,0.9091840611121824,
5,5,0.05,100,2.25,1,500000.0,,212.4,0.04248,,100.0,0.004961082621682067,0.010850905494652924,0.009436355581420456,22.016511606228484,0.9371152741317236,
6,6,0.05,110,2.25,1,500000.0,,260.2,0.05204,,110.0,0.003822849344081192,0.009152158539486555,0.0100881600293841,30.219282516630336,1.558155317602331,
7,7,0.05,120,2.25,1,500000.0,,301.8,0.06036,,120.0,0.005900780524709148,0.009024273430400942,0.010683246874657588,20.597374122852806,1.2442070620115566,
8,8,0.05,130,2.25,1,500000.0,,393.0,0.0786,,130.0,0.005786275015651654,0.009925272328935633,0.010107574751357583,23.437158660719884,1.8369571381756764,
9,9,0.05,140,2.25,1,500000.0,,435.6,0.08712,,140.0,0.0060725776497122285,0.009818223324363632,0.010755112770622174,23.41643187500328,2.038156073066523,
10,10,0.05,150,2.25,1,500000.0,,448.8,0.08976,,150.0,0.006998458754907233,0.008970724316931347,0.010731115120987714,22.00631122699982,1.9706723164845517,
11,11,0.05,160,2.25,1,500000.0,,436.8,0.08736000000000002,,160.0,0.007521787150329827,0.010210534001868788,0.010504807542575175,21.945134495703357,1.9140612010973768,
12,12,0.05,170,2.25,1,500000.0,,368.8,0.07376,,170.0,0.007464295790617826,0.009382528434914194,0.010323426339473724,24.406888664707402,1.8234658486908413,
13,13,0.05,180,2.25,1,500000.0,,293.2,0.05864,,180.0,0.009883828095314583,0.009231360159698148,0.010636549128206444,18.78607135918182,1.1077634386615118,
14,14,0.05,190,2.25,1,500000.0,,129.6,0.02592,,190.0,0.011410652688402932,0.008245446866199591,0.009116985652490157,17.308023988469756,0.4566116290685319,
15,15,0.05,200,2.25,1,500000.0,,135.4,0.02708,,200.0,0.011632573397201895,0.009515987871907983,0.010044277603205152,18.752585192668835,0.5148501401309883,
16,16,0.05,210,2.25,1,500000.0,,130.2,0.02604,,210.0,0.01145958226339303,0.008944447508164121,0.010133764491793356,18.570674586875548,0.48438426488097286,
17,17,0.05,220,2.25,1,500000.0,,134.0,0.0268,,220.0,0.01226499544554258,0.008338541801576633,0.010823819751801264,19.8867412609993,0.5308814571255817,
18,18,0.05,230,2.25,1,500000.0,,145.6,0.02912,,230.0,0.010765187299324451,0.009691538011549799,0.009730881366435554,25.231733278842633,0.7496458065993643,
19,19,0.05,240,2.25,1,500000.0,,156.8,0.031360000000000006,,240.0,0.013444671937389784,0.007616801570748372,0.010475279421314775,18.08836231860503,0.5674624707725556,
20,20,0.05,250,2.25,1,500000.0,,176.0,0.035199999999999995,,250.0,0.01566262418241422,0.008335153618714109,0.010821660839298919,17.021731534426987,0.5996568053077195,
21,21,0.05,260,2.25,1,500000.0,,177.4,0.03548,,260.0,0.014882726366090535,0.009738506229336728,0.010118439851426894,18.105633445855375,0.6433903287814342,
22,22,0.05,270,2.25,1,500000.0,,187.0,0.0374,,270.0,0.015374608350578,0.008874048149512006,0.00989522318456899,18.22285650452912,0.6828647432346218,
23,23,0.05,280,2.25,1,500000.0,,213.2,0.04264,,280.0,0.015060053227819026,0.008429569507954097,0.009896481647109294,18.75232918939668,0.7989522616372382,
24,24,0.05,290,2.25,1,500000.0,,223.2,0.04464,,290.0,0.014797773734142084,0.008284760132780816,0.010379546057087763,19.927854681269167,0.8951353988835062,
25,25,0.05,300,2.25,1,500000.0,,231.0,0.0462,,300.0,0.01776290267901004,0.010766303753521712,0.010013839522083932,17.21634477590913,0.7983194175110312,
26,26,0.05,310,2.25,1,500000.0,,264.0,0.0528,,310.0,0.017500332199915647,0.008936458882335565,0.01065443308760745,18.53224025910755,0.9827772776465161,
27,27,0.05,320,2.25,1,500000.0,,275.2,0.05504,,320.0,0.019566436276977583,0.008735903147489987,0.0103481564653366,16.828240937038096,0.9317277441491943,
