,Simulation Number,CPMU20.photonEnergy,CPMU20.numberRays,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalDivergenceFWHM,VerticalDivergenceFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,600,100000.0,,0.0,85657.0,85.65700000000001,600.0,0.0,0.1276077846147782,0.7029436221665483,0.0134044849315926,0.0001765552237491,0.0033155163228397,0.0004788409177508,1112278506291304.8,,,,0.028955064999301,0.0165255734036282
1,1,1000,100000.0,,0.0,86055.6,86.0556,1000.0,0.0,0.127264730437429,0.5395950243385608,0.0135261386895397,0.0001546623803017,0.0032334651323187,-0.0002152333727271,655571328844204.8,,,,0.0286344439424974,0.0150880519047128
2,2,1500,100000.0,,0.0,85769.4,85.7694,1500.0,0.0,0.1290225662530425,0.4517818689443332,0.0134153957500116,0.0001434850715549,0.0033023557008558,-0.000488736172655,544915767322155.7,,,,0.0356205504536736,0.0231411303672217
