,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
86,86,0.03,672,2,500000.0,1.24722718437682,,15891.0,0.0152058660209875,672.0,0.0569288567276089,0.0110015122034863,0.009474318614498,186046457369.18423,11.80420684039661,0.1794931876990957,2196130864708.8809,5.436803199657819e-06,3.092359977986303e-06
87,87,0.03,674,2,500000.0,1.24809630082086,,15847.0,0.0153583690870672,674.0,0.0556510606980964,0.0110622367204463,0.0095515008281985,187575082305.9348,12.111179760910726,0.1860079688478861,2271755540474.8013,5.497787850311895e-06,3.12743875601328e-06
88,88,0.03,676,2,500000.0,1.24884567323607,,15976.0,0.0156795816479476,676.0,0.0669173548166099,0.0100272744490183,0.0096679125088622,191153789761.14404,10.10201317509648,0.158395340387568,1931038102636.7,5.619511238319161e-06,3.1970232024379526e-06
89,89,0.03,678,2,500000.0,1.24968323318255,,15678.0,0.0156292965165809,678.0,0.0587390354766057,0.01083572539968,0.0093806714074536,190197524149.4721,11.542579725709489,0.1804024010993887,2195370086127.838,5.6085615040083866e-06,3.190958433273912e-06
90,90,0.03,680,2,500000.0,1.25043238280315,,16098.0,0.0163015905616925,680.0,0.0563153205193884,0.0096129134101173,0.0097432470321601,198020878282.4403,12.074866905283558,0.1968395363768639,2391075749727.8223,5.856266473848941e-06,3.3326132217155816e-06
91,91,0.03,682,2,500000.0,1.2512710931248,,15826.0,0.0162755546081664,682.0,0.0617711300955079,0.0103044693390826,0.0095081500577356,197347168227.0397,11.040756401016464,0.1796944337202072,2178862010825.1616,5.853939172172992e-06,3.3312306677316805e-06
92,92,0.03,684,2,500000.0,1.25210187482514,,15942.0,0.0166465617085052,684.0,0.0589890106305119,0.0103128517319235,0.0095488870512849,201480164821.8567,11.595380100275865,0.193023210372816,2336239093775.658,5.995388183378607e-06,3.411221209114338e-06
93,93,0.03,686,2,500000.0,1.2528606408531,,16145.0,0.0171134505674123,686.0,0.0586877948024948,0.0112335581645146,0.0095582410544208,206755255244.6005,11.688972167187949,0.2000386473670298,2416756423973.976,6.1708013914859216e-06,3.511089074695745e-06
94,94,0.03,688,2,500000.0,1.2537017293449,,16063.0,0.0172857086723678,688.0,0.0634674595628439,0.0111432935684003,0.0092526138683018,208456742300.3712,10.840200706611853,0.1873805513644882,2259712925182.4883,6.239492789524573e-06,3.5506910942515106e-06
95,95,0.03,690,2,500000.0,1.25445082841514,,15938.0,0.0174164031828099,690.0,0.0558742658279243,0.0111182012007397,0.0098000651344186,209650340170.3883,12.349155550875413,0.2150778720412818,2589004662058.0693,6.2939248190660986e-06,3.5818561753455987e-06
96,96,0.03,692,2,500000.0,1.25529326238378,,15981.0,0.0177293168273499,692.0,0.0586433540948974,0.0104170534746266,0.0097900763731887,213004415492.17737,11.800143608433396,0.2092084846421437,2513482692038.1084,6.412916669675399e-06,3.649786988662204e-06
97,97,0.03,694,2,500000.0,1.25608149875268,,15971.0,0.0179808727838326,694.0,0.0623155021846741,0.0104503204509676,0.0095516145257907,215595905659.24084,11.136875667683888,0.2002507445899856,2401064795788.67,6.510177961301706e-06,3.7050106866367694e-06
98,98,0.03,696,2,500000.0,1.25688263441476,,16082.0,0.0183686584001177,696.0,0.0620312969801943,0.0102229537511128,0.0094642689046952,219805512527.1045,11.220142635776613,0.2060989672771776,2466249202684.096,6.656174643450259e-06,3.7884477737671658e-06
99,99,0.03,698,2,500000.0,1.25768349177669,,16199.0,0.0187670231845428,698.0,0.0581597358423096,0.0097621722385837,0.0097017682513788,224122879551.7557,12.001430025275738,0.2252311155320179,2689795056003.6987,6.80691753335623e-06,3.874239225351493e-06
100,100,0.03,700,2,500000.0,1.25848494585637,,16183.0,0.0190318086254955,700.0,0.0556290601385853,0.0110145142551068,0.0098828917686549,226829104592.264,12.583351188320124,0.2394839316835106,2854270282816.655,6.909357636215275e-06,3.932604783921108e-06
101,101,0.03,702,2,500000.0,1.25928548443795,,16026.0,0.0191297979350516,702.0,0.0585091259493992,0.0105935298131279,0.0095094821405726,227538692193.5877,11.998128302362849,0.2295217700230261,2730038422690.513,6.95026306064035e-06,3.955740310320479e-06
102,102,0.03,704,2,500000.0,1.2600864681475,,16109.0,0.019516861910927,704.0,0.0617350760045383,0.0109712089861887,0.0094012053967997,231675047634.40176,11.40356577755322,0.2225618185726796,2641921644716.676,7.097554964972451e-06,4.038741360475513e-06
103,103,0.03,706,2,500000.0,1.26088685337121,,16194.0,0.0199318856781704,706.0,0.0614653356437884,0.0102553007609302,0.009886054016201,236124084458.9052,11.486148942413644,0.228940607602627,2712156402986.0444,7.2557410237668444e-06,4.127666748924403e-06
104,104,0.03,708,2,500000.0,1.26168753417693,,16028.0,0.0200364130450586,708.0,0.0581413328654889,0.0094146449010091,0.0095935361352718,236882363263.7558,12.177223415878188,0.2439878781024949,2884569460743.9697,7.300199727404782e-06,4.152388094778886e-06
