Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor
0,0.03,500,2,100000.0,1.17577026432641
1,0.03,520,2,100000.0,1.18413280440169
2,0.03,540,2,100000.0,1.19462031821519
3,0.03,560,2,100000.0,1.20514112000624
4,0.03,580,2,100000.0,1.21534946177801
5,0.03,600,2,100000.0,1.21985929056978
6,0.03,620,2,100000.0,1.22668718395639
7,0.03,640,2,100000.0,1.23422873606346
8,0.03,660,2,100000.0,1.24231942993718
9,0.03,680,2,100000.0,1.25043238280315
10,0.03,700,2,100000.0,1.25848494585637
11,0.03,720,2,100000.0,1.266694990595
12,0.03,740,2,100000.0,1.27448555561608
13,0.03,760,2,100000.0,1.28257035434233
14,0.03,780,2,100000.0,1.29084637328192
15,0.03,800,2,100000.0,1.29941365924252
16,0.03,820,2,100000.0,1.30778091275259
17,0.03,840,2,100000.0,1.31630553599908
18,0.03,860,2,100000.0,1.32489377407417
19,0.03,880,2,100000.0,1.33329262758449
20,0.03,900,2,100000.0,1.3422067252821
21,0.03,920,2,100000.0,1.35104631264484
22,0.03,940,2,100000.0,1.36010248136541
23,0.03,960,2,100000.0,1.36926953155921
24,0.03,980,2,100000.0,1.37836355581004
25,0.03,1000,2,100000.0,1.38719560853008
26,0.03,1020,2,100000.0,1.39664356222928
27,0.03,1040,2,100000.0,1.40604835471862
28,0.03,1060,2,100000.0,1.4155721082738
29,0.03,1080,2,100000.0,1.42522230999383
30,0.03,1100,2,100000.0,1.43421228863291
31,0.03,1120,2,100000.0,1.44409865044327
32,0.03,1140,2,100000.0,1.45381420065885
33,0.03,1160,2,100000.0,1.46375114566509
34,0.03,1180,2,100000.0,1.47374179461199
35,0.03,1200,2,100000.0,1.48319437300648
36,0.03,1220,2,100000.0,1.49333246877473
37,0.03,1240,2,100000.0,1.50355521895399
38,0.03,1260,2,100000.0,1.5138667440428
39,0.03,1280,2,100000.0,1.52426622902487
40,0.03,1300,2,100000.0,1.53429754702107
41,0.03,1320,2,100000.0,1.5451051452317
42,0.03,1340,2,100000.0,1.55521345874571
