,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,500000.0,,177.4,0.0354799999999999,100.0,0.0104919511432558,0.0037932413367627,0.0026921897826238,,1.974295074947824,0.3494551400688227,,,
1,1,0.04,500,2.25,1,500000.0,,223.72,0.0447439999999999,100.0,0.008033880087371,0.003479727006831,0.0026477348681673,,2.5116134315897587,0.5612183394285741,,,
2,2,0.04,500,3.0,1,500000.0,,191.64,0.038328,100.0,0.0072022931030232,0.0037256124545847,0.0026143504009151,,2.8143779761672554,0.5388023300198048,,,
3,3,0.04,500,5.0,1,500000.0,,108.68,0.0217359999999999,100.0,0.0066945861996464,0.0035873329981113,0.002370385936711,,3.01513299584471,0.3276600434453239,,,
4,4,0.04,501,1.5,1,500000.0,,178.72,0.0357439999999999,100.2,0.0107698038160651,0.0035374587056339,0.0027702543504661,,1.882534384147644,0.3361588145321162,,,
5,5,0.04,501,2.25,1,500000.0,,220.96,0.0441919999999999,100.2,0.0076498913967907,0.0038247722843318,0.0027828879874743,,2.635137105244405,0.5832870035087134,,,
6,6,0.04,501,3.0,1,500000.0,,187.6,0.03752,100.2,0.0077247451396465,0.0033650317680608,0.0027488617005066,,2.621153978374656,0.4916402116314645,,,
7,7,0.04,501,5.0,1,500000.0,,109.12,0.0218239999999999,100.2,0.00665474058987,0.0036383009699364,0.0024573201950076,,3.0359937696031314,0.3315381785764378,,,
8,8,0.04,502,1.5,1,500000.0,,176.76,0.0353519999999999,100.4,0.0111183921188262,0.0040685165999755,0.002804925562678,,1.8275207967905267,0.3224370088024815,,,
9,9,0.04,502,2.25,1,500000.0,,231.4,0.0462799999999999,100.4,0.0079514358668779,0.0033302270403662,0.0027538112617488,,2.534653203165961,0.5861913381938434,,,
10,10,0.04,502,3.0,1,500000.0,,188.04,0.037608,100.4,0.0074333043252204,0.0038555919027142,0.0027754033741357,,2.7051148748881992,0.5086720308919571,,,
