,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.02,502,2,500000.0,1.17662360156545,,6900.75,1.38015,,251.0,0.018703310035562023,0.009378545968047448,0.003750754904851332,6.710819190011934,18.525094537942326,
1,1,0.02,522,2,500000.0,1.184814908884,,7045.75,1.40915,,261.0,0.018627445040806375,0.009706963818454184,0.0036208937648108752,7.005798774833297,19.744571454450032,
2,2,0.02,542,2,500000.0,1.19557065892945,,7010.0,1.402,,271.0,0.020630011322850805,0.009029912233794927,0.0035816116713986903,6.568504094987125,18.417900262635538,
3,3,0.02,562,2,500000.0,1.20653239223348,,6996.5,1.3993,,281.0,0.022705162464149,0.009051127620700926,0.0035880759425566513,6.188676890127577,17.31994993640522,
4,4,0.02,582,2,500000.0,1.21559007975785,,7081.75,1.41635,,291.0,0.022100237632116656,0.008894175860013325,0.003608249210445636,6.583725408594137,18.64974510779018,
5,5,0.02,602,2,500000.0,1.22050059246538,,7143.75,1.42875,,301.0,0.02154463128891848,0.009225317225583686,0.003617147079248296,6.987784542203078,19.964371732444572,
6,6,0.02,622,2,500000.0,1.22741865002142,,7152.0,1.4304,,311.0,0.021481560485511864,0.009178652161365524,0.00359779370898532,7.239804907635774,20.71237955515949,
7,7,0.02,642,2,500000.0,1.23521015912391,,7123.5,1.4247,,321.0,0.023898672384831343,0.009140163181848003,0.003558541946569048,6.7204881754834895,19.14734722588482,
8,8,0.02,662,2,500000.0,1.24314995045508,,7233.75,1.44675,,331.0,0.024574555616709404,0.009662650144275092,0.003721191143621775,6.7400846562212,19.49807366823529,
9,9,0.02,682,2,500000.0,1.2512710931248,,7253.0,1.4506,,341.0,0.022891385961059996,0.009685287994132255,0.0037442949223502383,7.44946154967968,21.614958800863302,
10,10,0.02,702,2,500000.0,1.25928548443795,,7308.0,1.4615999999999996,,351.0,0.023005498926551127,0.009016583905347136,0.003774901716258352,7.645077930818535,22.345040422524256,
11,11,0.02,722,2,500000.0,1.26742532522346,,7289.25,1.45785,,361.0,0.025438228889214543,0.009293826014657506,0.0037007075275390794,7.10702814832544,20.71817486589393,
12,12,0.02,742,2,500000.0,1.27528577565715,,7352.5,1.4705,,371.0,0.024918526323403967,0.009238569420890493,0.0036987291752297465,7.446510719164864,21.90168961573689,
13,13,0.02,762,2,500000.0,1.28337129179016,,7367.25,1.47345,,381.0,0.028188015803806366,0.009147057222980969,0.003629080318432258,6.758273867808963,19.91598326332886,
14,14,0.02,782,2,500000.0,1.29164824012589,,7358.0,1.4716,,391.0,0.026786294516028875,0.009373410451969402,0.003588755209199701,7.31282246616996,21.531058047542555,
15,15,0.02,802,2,500000.0,1.30021834112426,,7466.25,1.49325,,401.0,0.026731096221737968,0.009872337307964947,0.0036512077432804824,7.514168171094894,22.452705861562148,
16,16,0.02,822,2,500000.0,1.30869521201282,,7464.0,1.4928,,411.0,0.02641292241040105,0.009411280313107,0.0036373922804814112,7.788332450549163,23.254447859724195,
17,17,0.02,842,2,500000.0,1.31711516242917,,7502.75,1.50055,,421.0,0.029957033068228608,0.00923238409061128,0.0036285935954237774,7.0441367048889845,21.138793045613728,
