,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,50,2.25,1,500000.0,,635.52,0.127104,,10.0,0.0006333871744556063,0.0031009399002541508,0.001676005283771148,3.1763429475462965,2.0178589524847235,
1,1,0.05,60,2.25,1,500000.0,,838.0399999999998,0.167608,,12.0,0.0007687906964704892,0.0031337530036697047,0.0017365077022301286,3.1343312976101334,2.6270238666267,
2,2,0.05,70,2.25,1,500000.0,,1025.08,0.20501599999999995,,14.0,0.0009575349762116048,0.003112396608884429,0.0018090115061754329,2.9251660586666963,2.9989495201211014,
3,3,0.05,80,2.25,1,500000.0,,1249.84,0.249968,,16.0,0.0010482846641292555,0.002983518672842573,0.001734553067673712,3.05724815254538,3.820252897041031,
4,4,0.05,90,2.25,1,500000.0,,1448.0,0.2896,,18.0,0.0012066442774607822,0.003047785402809457,0.0017245381459638606,2.9978222561086807,4.341847576060367,
5,5,0.05,100,2.25,1,500000.0,,1643.2400000000002,0.328648,,20.0,0.0013488636537761067,0.0029684977599870425,0.001782750074758014,2.969479694200756,4.8785268093313565,
6,6,0.05,110,2.25,1,500000.0,,1853.28,0.370656,,22.0,0.0014890318058229468,0.0029788984549047742,0.0017705882880133645,2.9732877455258095,5.510324272941534,
7,7,0.05,120,2.25,1,500000.0,,2062.4,0.41248,,24.0,0.0016116737027692804,0.003096038388393211,0.0017327289968655465,2.980460504328166,6.1464337395592,
8,8,0.05,130,2.25,1,500000.0,,2256.96,0.451392,,26.0,0.0017998702767158647,0.0031203672284483446,0.00177079755810045,2.890999631723417,6.526119672789624,
9,9,0.05,140,2.25,1,500000.0,,2454.6400000000003,0.490928,,28.0,0.0019683092108630264,0.0030618192291414826,0.001730158928402776,2.850764142460264,6.9971670221448345,
10,10,0.05,150,2.25,1,500000.0,,2628.4,0.52568,,30.0,0.0021354348753618523,0.0031353328593199544,0.001774787128827226,2.820649754961474,7.415390739343907,
11,11,0.05,160,2.25,1,500000.0,,2831.88,0.5663760000000001,,32.0,0.002379703742928996,0.002969215112967991,0.0017717398155173449,2.691851726590219,7.623142294545373,
12,12,0.05,170,2.25,1,500000.0,,3006.56,0.601312,,34.0,0.0025286712838897074,0.0030252339205561014,0.001762057420996236,2.691952140334348,8.094164242692958,
13,13,0.05,180,2.25,1,500000.0,,3209.08,0.641816,,36.0,0.0027451207051637995,0.003021395756142505,0.0017558731899380137,2.623451287904609,8.419580420078628,
14,14,0.05,190,2.25,1,500000.0,,3376.44,0.675288,,38.0,0.0029330170611899576,0.0030011625502750394,0.0017871955877013252,2.5942423247134547,8.75989473299077,
15,15,0.05,200,2.25,1,500000.0,,3558.16,0.711632,,40.0,0.0031391027932534143,0.002964665539212456,0.0017375827463610943,2.5618662793483225,9.116585094306995,
16,16,0.05,210,2.25,1,500000.0,,3730.8,0.7461599999999998,,42.0,0.0033264630607584425,0.0029385211051110366,0.0017334898787556,2.526499947434211,9.42534476011483,
17,17,0.05,220,2.25,1,500000.0,,3893.08,0.7786159999999999,,44.0,0.003536627479534217,0.00294743420814702,0.0017772976961114044,2.493609269105556,9.709002882405155,
18,18,0.05,230,2.25,1,500000.0,,4074.36,0.814872,,46.0,0.0038236204026190984,0.0029345554951435296,0.0017805172831596417,2.4110750074121805,9.82484065116308,
19,19,0.05,240,2.25,1,500000.0,,4202.719999999999,0.8405439999999998,,48.0,0.004096136790957416,0.0028099720522189128,0.0017932895056570774,2.355598809374615,9.89973206282547,
20,20,0.05,250,2.25,1,500000.0,,4376.0,0.8752,,50.0,0.004435370179611481,0.002950384340362209,0.0017672221425482088,2.2651935511454178,9.91253100813716,
21,21,0.05,260,2.25,1,500000.0,,4510.88,0.9021759999999999,,52.0,0.0045715414369715286,0.002992533532863888,0.0017606385476425603,2.2807244566026523,10.287833902431512,
22,22,0.05,270,2.25,1,500000.0,,4671.36,0.9342720000000002,,54.0,0.004676010802211294,0.002924628063468137,0.001781891410174772,2.3119104117229945,10.7984269042441,
23,23,0.05,280,2.25,1,500000.0,,4814.12,0.962824,,56.0,0.004885349404066801,0.002821145088251432,0.0017505495647182575,2.293179908004704,11.040845593793172,
24,24,0.05,290,2.25,1,500000.0,,4966.16,0.993232,,58.0,0.005203358892838424,0.002937792601196136,0.001739114425724156,2.235899162506661,11.103766910994228,
25,25,0.05,300,2.25,1,500000.0,,5118.04,1.023608,,60.0,0.005401591268084758,0.0030556036440958956,0.0017082388875783003,2.229645044874902,11.413523369473996,
26,26,0.05,310,2.25,1,500000.0,,5245.4400000000005,1.049088,,62.0,0.00551427208848736,0.00293676532003664,0.0017840494422093158,2.2539100179277614,11.821440900546364,
27,27,0.05,320,2.25,1,500000.0,,5388.4,1.07768,,64.0,0.005753816690532858,0.0027996912954667986,0.001757031751792092,2.2277019766085777,12.00536641407184,
28,28,0.05,330,2.25,1,500000.0,,5538.280000000001,1.107656,,66.0,0.006026262589991801,0.0029528013119157195,0.0017286540093135812,2.1934716793384683,12.147719322174561,
29,29,0.05,340,2.25,1,500000.0,,5643.68,1.1287359999999995,,68.0,0.006176717726191328,0.0028936360587604247,0.001718960441151867,2.2030331100669134,12.434543831253643,
30,30,0.05,350,2.25,1,500000.0,,5786.84,1.157368,,70.0,0.006934524384982979,0.0029513493673599335,0.0017318011173581417,2.0198200652656633,11.688475901403574,
31,31,0.05,360,2.25,1,500000.0,,5892.0,1.1784,,72.0,0.006506133948287242,0.0029104090509444462,0.0017554578663246175,2.21661807085266,13.05960648547944,
32,32,0.05,370,2.25,1,500000.0,,6053.6,1.21072,,74.0,0.00699559782477536,0.0029888966137024088,0.0017215477192296623,2.123776935411884,12.859631884544903,
33,33,0.05,380,2.25,1,500000.0,,6158.0,1.2315999999999998,,76.0,0.00735259620336592,0.002936412551521576,0.001764611473646886,2.075398614337199,12.779030774450195,
34,34,0.05,390,2.25,1,500000.0,,6286.32,1.257264,,78.0,0.007773701300714039,0.0028860726518382014,0.0017644527531276576,2.0099771962562456,12.636216263216172,
35,35,0.05,400,2.25,1,500000.0,,6403.2,1.28064,,80.0,0.007959878258516254,0.0029935327033950338,0.00175551536995601,2.015044310641533,12.901614336800288,
36,36,0.05,410,2.25,1,500000.0,,6505.04,1.301008,,82.0,0.008299775201942338,0.0029037695285875974,0.0017526933494975317,1.9821458395542733,12.89473976870598,
37,37,0.05,420,2.25,1,500000.0,,6597.48,1.319496,,84.0,0.008775142530907942,0.0029537923521929174,0.0017908739537400998,1.9205476333472595,12.67072008853891,
38,38,0.05,430,2.25,1,500000.0,,6739.52,1.3479040000000002,,86.0,0.008862441370315537,0.002930907684539722,0.0017545168838972833,1.9486410655810344,13.134701947159437,
39,39,0.05,440,2.25,1,500000.0,,6860.44,1.372088,,88.0,0.008634140284075326,0.0029417245190945483,0.0017653024607237676,2.0391699534710312,13.989326941962826,
40,40,0.05,450,2.25,1,500000.0,,6967.360000000001,1.3934719999999998,,90.0,0.009390992740438833,0.0028782805951139867,0.0017583530721927171,1.9191803962083744,13.37305901027768,
41,41,0.05,460,2.25,1,500000.0,,7061.88,1.4123759999999999,,92.0,0.009772789387579906,0.002785277708450633,0.0017908531179551112,1.888755938792688,13.339559114845324,
42,42,0.05,470,2.25,1,500000.0,,7166.839999999999,1.4333679999999995,,94.0,0.010071916464887636,0.0028734858097270695,0.0017633497097928712,1.8754694998248225,13.438808765821696,
43,43,0.05,480,2.25,1,500000.0,,7273.960000000002,1.4547919999999999,,96.0,0.010098168326248925,0.0029457192544180134,0.0017694352208446331,1.90833418119864,13.880246176220762,
44,44,0.05,490,2.25,1,500000.0,,7370.2,1.47404,,98.0,0.01027263342136848,0.002944960403014493,0.001783077225919797,1.9180007389989575,14.13691786155887,
45,45,0.05,500,2.25,1,500000.0,,7454.519999999999,1.490904,,100.0,0.011017899071621286,0.002892209354516371,0.0017097026745334523,1.8170171095789451,13.544043340692639,
46,46,0.05,510,2.25,1,500000.0,,7581.6399999999985,1.516328,,102.0,0.011133103400300114,0.00286517625212454,0.001757888943798138,1.835097098969492,13.912446300516407,
47,47,0.05,520,2.25,1,500000.0,,7639.839999999998,1.527968,,104.0,0.011176641941183332,0.0030441745313866727,0.001755245379525902,1.8681090693788815,14.273080252721645,
48,48,0.05,530,2.25,1,500000.0,,7777.56,1.5555120000000002,,106.0,0.01133350436587534,0.0030274776557467466,0.001766195116377662,1.8787168591522136,14.609694631796817,
49,49,0.05,540,2.25,1,500000.0,,7853.039999999998,1.570608,,108.0,0.011472587888792986,0.002898468458773263,0.0017328606270317023,1.8838203927871209,14.794400318362811,
50,50,0.05,550,2.25,1,500000.0,,7994.76,1.598952,,110.0,0.012365316932014137,0.002914193589877417,0.001772294785743117,1.7820759615434092,14.246609687278914,
51,51,0.05,560,2.25,1,500000.0,,8066.92,1.613384,,112.0,0.012725309866423232,0.002757215244527995,0.0017626578991801623,1.767815677470006,14.264485207054548,
52,52,0.05,570,2.25,1,500000.0,,8138.56,1.627712,,114.0,0.012738668352249075,0.0028337584974344205,0.0017572959902217894,1.7935491149426397,14.595964720147496,
53,53,0.05,580,2.25,1,500000.0,,8258.880000000001,1.651776,,116.0,0.013354544766507387,0.0028725900390729623,0.001796092488714148,1.738692147540926,14.358616971476284,
54,54,0.05,590,2.25,1,500000.0,,8325.92,1.665184,,118.0,0.013066949872591067,0.0029186595074583662,0.0017541108501660867,1.8078973426973877,15.050658623601368,
55,55,0.05,600,2.25,1,500000.0,,8419.239999999998,1.6838480000000005,,120.0,0.013828616518799209,0.0028401660188381445,0.0017447360224324433,1.738856364281426,14.63876722108466,
56,56,0.05,610,2.25,1,500000.0,,8533.52,1.7067039999999996,,122.0,0.01408164701590522,0.002944712742783418,0.0017603713336982716,1.7360822036544596,14.814635575223733,
57,57,0.05,620,2.25,1,500000.0,,8608.8,1.7217599999999995,,124.0,0.01473869598999954,0.002790643696929547,0.0017506294954627727,1.6855597467032184,14.511223800645206,
58,58,0.05,630,2.25,1,500000.0,,8676.319999999998,1.735264,,126.0,0.014759268308698665,0.002760191658487458,0.0017502098283840855,1.7109674536144983,14.84361119503697,
59,59,0.05,640,2.25,1,500000.0,,8749.16,1.749832,,128.0,0.014594348361629272,0.0028959607510197333,0.001754190712199196,1.7542657958070296,15.348372711470926,
60,60,0.05,650,2.25,1,500000.0,,8850.479999999998,1.770096,,130.0,0.015347544220403504,0.0029106350129157327,0.0017495701602303633,1.6958111478334423,15.006922538912795,
61,61,0.05,660,2.25,1,500000.0,,8941.719999999998,1.788344,,132.0,0.01612294285437656,0.0029394749082864314,0.0017078686088436968,1.6423658088802011,14.686407206259906,
62,62,0.05,670,2.25,1,500000.0,,8982.08,1.796416,,134.0,0.015868764618230672,0.002887535961145834,0.001746308657722248,1.6974608282908623,15.249730878713024,
63,63,0.05,680,2.25,1,500000.0,,9103.080000000002,1.8206160000000005,,136.0,0.016145430616124938,0.0028358972118303215,0.0017440365150995375,1.6879107311770742,15.3647832368558,
64,64,0.05,690,2.25,1,500000.0,,9193.4,1.83868,,138.0,0.01733440579741,0.002746240277817796,0.0017669484588310144,1.594044347231591,14.653770314005904,
65,65,0.05,700,2.25,1,500000.0,,9277.32,1.855464,,140.0,0.016990276244237067,0.0028986557068911047,0.0017573221572045109,1.65209595020688,15.325758620764136,
66,66,0.05,710,2.25,1,500000.0,,9341.6,1.86832,,142.0,0.017413054184276005,0.0029175195420554885,0.0017333168433330067,1.632965887868888,15.252818427293354,
67,67,0.05,720,2.25,1,500000.0,,9410.960000000001,1.882192,,144.0,0.017893241790161482,0.0029477897993717087,0.0017439964718876852,1.6145877856026032,15.19599847940211,
