,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
32,32,0.03,532.0,2.25,1,500000.0,,1164.0,0.2328,532.0,0.0492890118362083,0.0090890790227949,0.0087491060913863,-3.5324067968406554e-05,-4.122316872596506e-05,3167768950289.4795,10.793480741060131,2.5127223165188,34191253157077.773,7.322609992980013e-05,4.131754339753428e-05
33,33,0.03,533.0,2.25,1,500000.0,,1136.0,0.2272,533.0,0.0409865923252255,0.0083087881323848,0.0096947902827492,-0.0002713833430264,-0.0001419783948309,3089753988420.843,13.004252604624591,2.954566191770708,40179941351570.96,7.155959897190082e-05,4.0390345447578215e-05
34,34,0.03,534.0,2.25,1,500000.0,,1138.0,0.2275999999999999,534.0,0.0405128330456818,0.0079617446484825,0.0092351887763519,-0.0001243010717693,-0.0001063782341207,3093376167698.143,13.181008580611158,2.9999975529470992,40773817809487.28,7.176731892662631e-05,4.052856775987658e-05
35,35,0.03,535.0,2.25,1,500000.0,,1168.0,0.2336,535.0,0.0471091911033454,0.0078040132836764,0.0087228203720135,-0.0003431735298908,-6.955023893821115e-05,3173058427630.265,11.356594912155204,2.652900571479456,36035139195197.06,7.37674297198701e-05,4.166617548359404e-05
36,36,0.03,536.0,2.25,1,500000.0,,1155.0,0.231,536.0,0.0562980273193716,0.008471779040983,0.009158933089782,-0.0001802699851601,-7.839753803411552e-06,3135897173088.441,9.520759883101046,2.1992955329963424,29856124003070.406,7.303977114358969e-05,4.127115608416066e-05
37,37,0.03,537.0,2.25,1,500000.0,,1095.0,0.219,537.0,0.0534443501250052,0.0079244810162284,0.010087518195348,-9.803486966368486e-05,-1.244349518759189e-05,2971244571770.8125,10.047834780364395,2.2004758168998024,29854574549207.684,6.933643365359357e-05,3.91926551777508e-05
38,38,0.03,538.0,2.25,1,500000.0,,1142.0,0.2284,538.0,0.0385745917096755,0.0085108792389216,0.0095266526360394,-0.0003887066958898,-4.256438598962511e-05,3096953526851.667,13.94700439214382,3.1854958031656486,43193224441265.5,7.24178837846945e-05,4.0943471339955256e-05
39,39,0.03,539.0,2.25,1,500000.0,,1140.0,0.2279999999999999,539.0,0.0469130775639996,0.0092597359363903,0.009667157699872,-0.0003123682172272,2.527980944172004e-05,3089709067678.179,11.48933363548121,2.6195680688897154,35498698315126.195,7.236943222790073e-05,4.094053189114808e-05
40,40,0.03,540.0,2.25,1,500000.0,,1074.0,0.2148,540.0,0.0383979734149306,0.0090724441991495,0.0092405539165832,-0.0004053926304356,-6.520270231388285e-05,2909115861848.673,14.063242196788082,3.0207844238700803,40911600943695.78,6.828348225025471e-05,3.8635369967723326e-05
41,41,0.03,541.0,2.25,1,500000.0,,1116.0,0.2232,541.0,0.0497146355662607,0.0100678838001411,0.0092078956267964,-0.0002911111849888,-7.252891111767896e-05,3020968884097.035,10.882107327910374,2.428886355589596,32874507631021.57,7.102714413049848e-05,4.0207806145762384e-05
42,42,0.03,542.0,2.25,1,500000.0,,1171.0,0.2342,542.0,0.04279944495579,0.0073696999257968,0.0095288320478444,-0.0003535242963659,2.933526671993602e-06,3167747536388.14,12.66371562901955,2.9658422003163785,40115453985346.66,7.462953419331563e-05,4.2252926546985045e-05
43,43,0.03,543.0,2.25,1,500000.0,,1114.0,0.2228,543.0,0.0522399840322123,0.0095749534582165,0.0091997781162899,-0.0003271800745873,2.707435203374684e-05,3011551367475.292,10.394337020952657,2.315858288268252,31303079869449.027,7.108058401463211e-05,4.025693105154406e-05
44,44,0.03,544.0,2.25,1,500000.0,,1122.0,0.2244,544.0,0.0501033309343483,0.0092888538036559,0.0093269365039675,-0.0001972482277736,6.514073901742545e-05,3031162134770.889,10.85756156038441,2.436436814150261,32911029477781.152,7.13476082292718e-05,4.060745469008952e-05
45,45,0.03,545.0,2.25,1,500000.0,,1150.0,0.2299999999999999,545.0,0.044987202569473,0.0099184094971227,0.0094491631750711,-0.0002746056100531,-8.467451218047312e-05,3104739622641.51,12.114556337624338,2.786347957653597,37612543072145.09,7.320297109778517e-05,4.168406498213356e-05
46,46,0.03,546.0,2.25,1,500000.0,,1222.0,0.2444,546.0,0.0516384679610837,0.0111651519342912,0.0094212604910048,-0.0003585224275976,-0.0001249698419303,3296927453728.6616,10.573512762064931,2.58416651904867,34860104507602.25,7.789427642155951e-05,4.436133680762313e-05
47,47,0.03,547.0,2.25,1,500000.0,,1124.0,0.2248,547.0,0.0493480644411192,0.0083203927624899,0.009951445637543,-0.0004356483041205,2.0615791462415803e-05,3030505976639.7124,11.084527958592275,2.491801885091544,33591728226743.887,7.17335071902557e-05,4.086606457458872e-05
48,48,0.03,548.0,2.25,1,500000.0,,1186.0,0.2372,548.0,0.0431657196008927,0.0070579029071595,0.009713369444878,-0.0003907396152949,4.386547692359338e-05,3195537940700.8086,12.69525922576456,3.0113154883513533,40568182522962.63,7.578659002131872e-05,4.31863183462277e-05
49,49,0.03,549.0,2.25,1,500000.0,,1116.0,0.2232,549.0,0.0383797977212907,0.0105706705195653,0.0098928810260522,-0.0003203140585314,0.0001074885539099,3004925757412.399,14.304400559553985,3.192742204892449,42983661685748.1,7.140922215402122e-05,4.06998289401814e-05
50,50,0.03,550.0,2.25,1,500000.0,,1113.0,0.2226,550.0,0.047561262781187,0.0086408055393065,0.0092218160532567,-0.0002660616892377,2.5733743172079624e-05,2994848000000.0005,11.5640327408959,2.574153688123428,34632520326006.61,7.128881276199338e-05,4.065297833812507e-05
51,51,0.03,551.0,2.25,1,500000.0,,1157.0,0.2314,551.0,0.0507353993489232,0.0101691910649093,0.0091032749612009,-0.0002629337795479,-0.0001820542122654,3111163760630.8643,10.86026732953456,2.513065860054297,33788070146411.258,7.421144769868918e-05,4.232019672524571e-05
52,52,0.03,552.0,2.25,1,500000.0,,1103.0,0.2206,552.0,0.0390689534907551,0.0089288845459656,0.0091754756161752,-0.0001014091621923,8.402689734985843e-05,2963976359153.524,14.12886577908005,3.1168277908650595,41877624150846.5,7.08183737485957e-05,4.040253953460271e-05
53,53,0.03,553.0,2.25,1,500000.0,,1162.0,0.2324,553.0,0.0462588869544333,0.0071904500058807,0.0093610995919058,-0.0003320689897261,-2.219890037072678e-05,3120433036933.5195,11.954459702947988,2.778216434965113,37303090995769.375,7.470548762012537e-05,4.262455176236285e-05
54,54,0.03,554.0,2.25,1,500000.0,,1102.0,0.2203999999999999,554.0,0.0426247099155716,0.00885045221877,0.0085815408364736,-0.0002309063700164,8.391551838421562e-06,2957329092034.3374,12.997155900822044,2.864573160541178,38436867259206.78,7.092868799896948e-05,4.048158959321881e-05
55,55,0.03,555.0,2.25,1,500000.0,,1115.0,0.223,555.0,0.0505721003294183,0.0096290601080108,0.0092045915531635,-0.0002919768994682,0.0001248884418609,2990212520463.1665,10.974430493984247,2.4472980001584874,32815879468064.48,7.185479584057189e-05,4.101803252900951e-05
56,56,0.03,556.0,2.25,1,500000.0,,1123.0,0.2246,556.0,0.0505494923638707,0.0077587893020115,0.0094719122369633,-0.0002526388768223,4.607809135792089e-05,3009649192054.3022,10.999121336328,2.4704026521392697,33103496643186.81,7.246557379564467e-05,4.1371897977026194e-05
57,57,0.03,557.0,2.25,1,500000.0,,1080.0,0.216,557.0,0.0471904279179398,0.0063185097304176,0.0090603575497245,-0.0005371263577806,6.127680385710526e-06,2892468333000.599,11.80324113543908,2.549500085254841,34140501211027.58,6.975647546050868e-05,3.984528334818931e-05
58,58,0.03,558.0,2.25,1,500000.0,,1098.0,0.2196,558.0,0.0432543341141808,0.0098280725385224,0.0094921764266581,-0.0005187247319075,-9.528259469175758e-05,2938703289678.578,12.900441341369772,2.832936918564802,37910569408188.88,7.100137013392383e-05,4.0568105937740766e-05
59,59,0.03,559.0,2.25,1,500000.0,,1166.0,0.2332,559.0,0.0428707120943272,0.0081071936290826,0.009354640684946,-0.0003240315050681,-3.2423295677956475e-05,3118604457177.081,13.039204918501184,3.0407425869944764,40664122576883.11,7.548854133730077e-05,4.314315781811366e-05
60,60,0.03,560.0,2.25,1,500000.0,,1111.0,0.2222,560.0,0.0449451503189948,0.0108733201553193,0.0090218543448026,-0.0004063833988546,-2.048277188978725e-05,2969504266520.263,12.459631262226118,2.768530066466644,36998928192449.71,7.202134841858548e-05,4.116804031703661e-05
61,61,0.03,561.0,2.25,1,500000.0,,1121.0,0.2242,561.0,0.0465632481386819,0.010071786803359,0.0092665350172278,-0.0004143597631454,-1.298191310988206e-05,2994218303254.1426,12.048128565454498,2.7011904243748983,36074727070642.93,7.273966911068608e-05,4.159404289005766e-05
62,62,0.03,562.0,2.25,1,500000.0,,1097.0,0.2194,562.0,0.0520878700453977,0.0083589505763902,0.0091109271513788,-0.0002882770822777,2.234500098520353e-05,2928142666600.12,10.789460185455525,2.367207564688941,31593078718615.555,7.127972428199766e-05,4.075802143088372e-05
63,63,0.03,563.0,2.25,1,500000.0,,1092.0,0.2184,563.0,0.053968999223116,0.0081766548870898,0.0094572221284071,-0.000279599145314,-2.865915399290139e-05,2912834460371.332,10.431914767818329,2.2783301852915225,30386440823357.83,7.102010879396743e-05,4.062670583451524e-05
64,64,0.03,564.0,2.25,1,500000.0,,1126.0,0.2252,564.0,0.0488246171443051,0.0098476078860285,0.0093366181955609,-0.0001944858518764,1.3280996679762264e-05,3001503950089.8384,11.55154987356176,2.6014090315261087,34672022575155.4,7.332557646156222e-05,4.194801709181814e-05
65,65,0.03,565.0,2.25,1,500000.0,,1105.0,0.221,565.0,0.0530851086635948,0.0105238185237088,0.0094155194608692,-0.0003635262575253,-3.489091085089839e-05,2943540208624.476,10.643286115894693,2.352166231612727,31328940634030.65,7.203970853369732e-05,4.122123265170636e-05
66,66,0.03,566.0,2.25,1,500000.0,,1086.0,0.2171999999999999,566.0,0.0481443093844973,0.008933855456416,0.0093870411226506,-0.0001750069713563,-2.519373978821424e-05,2890976012377.72,11.756321925395705,2.553473122195947,33987244680109.234,7.088373150423427e-05,4.056726746354276e-05
67,67,0.03,567.0,2.25,1,500000.0,,1108.0,0.2216,567.0,0.0432423896363616,0.0084437460417558,0.009643122426473,-0.000372174300256,1.3618727494215037e-05,2947550087442.6035,13.112133829052352,2.9056488565180016,38648671214382.375,7.241194445613069e-05,4.144522619488675e-05
68,68,0.03,568.0,2.25,1,500000.0,,1038.0,0.2076,568.0,0.0536538244120947,0.0093027979713794,0.0088467036120057,-0.0004777206985776,4.7200748860330126e-05,2759467981233.78,10.58638421815762,2.197733363689522,29212788287044.547,6.790088104968125e-05,3.8879666230272575e-05
69,69,0.03,569.0,2.25,1,500000.0,,1018.0,0.2036,569.0,0.0546499019567363,0.0090293335811418,0.0097316632334253,-0.0001934364385987,5.68403760747857e-05,2704469933719.3057,10.411729566330228,2.119828139704834,28158209570156.445,6.666473216882294e-05,3.81825542220083e-05
70,70,0.03,570.0,2.25,1,500000.0,,918.0,0.1835999999999999,570.0,0.0452076226248436,0.0089275567162331,0.0088944712016197,-0.0003798856055846,0.00023240515364,2437155479736.474,12.608493145728008,2.314919341555662,30728858161330.79,6.018550775144587e-05,3.447890907792096e-05
71,71,0.03,570.2,2.25,1,500000.0,,947.0,0.1894,570.2,0.0430121875206168,0.0099380585945838,0.0087178156781098,-0.0002999476548053,-0.0002340711385942,2513805922739.07,13.256707758160136,2.51082044939553,33324790478483.93,6.210243329141246e-05,3.557554183071367e-05
72,72,0.03,570.4000000000001,2.25,1,500000.0,,890.0,0.178,570.4000000000001,0.0417809603513887,0.0089054300377151,0.0085548818257118,-0.0003531685808482,-0.0001350246338478,2362179934118.5864,13.652151487251302,2.430082964730732,32248838300732.246,5.8379193669735e-05,3.344123469392342e-05
73,73,0.03,570.6000000000001,2.25,1,500000.0,,828.0,0.1656,570.6000000000001,0.0459004107411828,0.0082284870166588,0.0094010863511731,-0.0003413227698369,0.0001239138833477,2197305351302.785,12.431261306514736,2.05861687235884,27315276992248.08,5.43255133886512e-05,3.111783275200193e-05
74,74,0.03,570.8000000000002,2.25,1,500000.0,,764.0,0.1528,570.8000000000002,0.0530765821044951,0.0079281675735272,0.0088084228571669,-0.0002887674871173,-0.0001397446018021,2027160242787.2617,10.754271985265191,1.643252759348521,21800632608650.43,5.013833188201908e-05,2.871816336472044e-05
75,75,0.03,571.0000000000002,2.25,1,500000.0,,736.0,0.1472,571.0000000000002,0.042094770012909,0.0083176883809703,0.0092031813171434,-0.0001445203380867,-2.5772067423372546e-05,1952572511530.398,13.564630471312553,1.996713605377208,26485924587352.52,4.831226644225082e-05,2.7671038384723243e-05
76,76,0.03,571.2000000000003,2.25,1,500000.0,,633.0,0.1266,571.2000000000003,0.054447528924129,0.0081683097340137,0.0092017485849413,-0.0002444865227351,-5.853188530310372e-05,1679065707696.915,10.490834226764443,1.3281396131083785,17614799995293.26,4.155945181900117e-05,2.380322126349013e-05
77,77,0.03,571.4000000000003,2.25,1,500000.0,,605.0,0.121,571.4000000000003,0.0417994437020752,0.0080161491833315,0.0088257961000325,-0.0002464921862147,4.633416035027379e-05,1604552649495.8564,13.67003838789443,1.6540746449352262,21934296314006.07,3.972903546133597e-05,2.27547370489003e-05
78,78,0.03,571.6000000000004,2.25,1,500000.0,,515.0,0.103,571.6000000000004,0.0440498437776568,0.00992783242293,0.0093618085383658,-0.0004260226723241,-7.143215094875606e-05,1365653216531.8958,12.976209470461953,1.3365495754575811,17721002201728.01,3.3825674504254386e-05,1.937350237897645e-05
79,79,0.03,571.8000000000004,2.25,1,500000.0,,401.0,0.0802,571.8000000000004,0.0509441977724236,0.0083360216696415,0.0083349999055968,-4.294881498486984e-05,-0.0001447153034856,1063193153439.1532,11.224045622512849,0.9001684589255302,11933328459744.355,2.634330390298675e-05,1.50879345222446e-05
80,80,0.03,572.0000000000005,2.25,1,500000.0,,334.0,0.0668,572.0000000000005,0.051602069901719,0.0037448901122171,0.0087307254216292,-9.160072573976752e-05,3.757843293272434e-05,885419028850.9531,11.084826656942798,0.740466420683779,9814716453571.45,2.194618382586382e-05,1.2569454594083112e-05
81,81,0.03,572.2000000000005,2.25,1,500000.0,,246.0,0.0492,572.2000000000005,0.0282697611717139,0.0096394659879446,0.0092306530644985,0.0005132214691435,7.582337542416125e-06,652036740341.4193,20.24070866833249,0.9958428664819589,13197685702299.832,1.6167402675163676e-05,9.259545376563638e-06
82,82,0.03,572.4000000000005,2.25,1,500000.0,,201.0,0.0402,572.4000000000005,0.0324071059848165,0.0083549033412596,0.0039454348428165,-0.000408049581495,7.298733639762596e-06,532681463312.3688,17.662792853770487,0.7100442727215736,9408642343529.713,1.321276940545677e-05,7.567200604197704e-06
83,83,0.03,572.6000000000006,2.25,1,500000.0,,118.0,0.0236,572.6000000000006,0.0479505833000075,0.0087135592564594,0.0101099085598304,0.0002543837703494,-0.0004415631697789,312671351103.1245,11.94146057447252,0.2818184695575514,3733752611965.016,7.758406009521235e-06,4.443302403245719e-06
84,84,0.03,572.8000000000006,2.25,1,500000.0,,83.0,0.0166,572.8000000000006,0.0465521687681499,0.0110183834028239,0.0062273972839818,-0.0004251570901114,-0.0002367641250851,219896705001.4973,12.3044750686653,0.2042542861398439,2705713524372.572,5.458349417541129e-06,3.125983441471581e-06
85,85,0.03,573.0000000000007,2.25,1,500000.0,,54.0,0.0107999999999999,573.0000000000007,0.0481211078725319,0.0112642054887111,0.0075311904934722,-0.0009202869935734,0.0002911513899595,143043762803.2344,11.907456526516818,0.1286005304863816,1703287386968.8972,3.551974132741057e-06,2.0341693174340475e-06
86,86,0.03,573.2000000000007,2.25,1,500000.0,,38.0,0.0076,573.2000000000007,0.0541584072061024,0.0099343265713424,0.0061619517276138,-0.0010693845019917,-0.0012169811206217,100645251472.4967,10.58376768391029,0.0804366343977182,1065205960073.6353,2.499957798199647e-06,1.4317320167467606e-06
87,87,0.03,573.4000000000008,2.25,1,500000.0,,14.0,0.0028,573.4000000000008,0.04729741297131,0.0079335320206801,0.0072301071280797,0.0009824514210121,0.0007492005668029,37074238993.71066,12.123284636050116,0.0339451969809403,449461551985.7026,9.211920833915532e-07,5.275832742538563e-07
88,88,0.03,573.6000000000008,2.25,1,500000.0,,18.0,0.0036,573.6000000000008,0.0656087568794706,0.0100532940802469,0.0083673623695157,-0.0013113393940209,0.0001760031881578,47659690925.42674,8.74273537987859,0.0314738473675629,416676066047.807,1.1845892342444285e-06,6.7845394696242e-07
89,89,0.03,573.8000000000009,2.25,1,500000.0,,22.0,0.0044,573.8000000000009,0.0495947554385814,0.0097402753430422,0.0060913388070735,-0.0008531138585188,0.0016724805450385,58241948287.91053,11.569771741501972,0.0509069956626086,673846047471.4863,1.448075168630677e-06,8.293836627807879e-07
90,90,0.03,574.0000000000009,2.25,1,500000.0,,57.0,0.0114,574.0000000000009,0.0513335379946241,0.0099069840308332,0.0069965232236426,-0.0004516034676043,0.000618834578517,150876831985.62433,11.181773601112642,0.1274722190526841,1687070576916.3616,3.752463399333343e-06,2.1492781360151333e-06
91,91,0.03,574.200000000001,2.25,1,500000.0,,463.0,0.0926,574.200000000001,0.0532356910705402,0.0081500987542362,0.0105232625874597,-0.000510669734983,0.0001371287485017,1225358503943.2957,10.785996921485513,0.9987833149295584,13216713051248.48,3.048766730721391e-05,1.746158924401637e-05
