,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
280,280,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,1.75,51114.8,12.7787,1750.0,0.248663398241706,0.0073999258024509,0.0099103574925456,-0.0004741210978918,-6.059091699927471e-06,66975691832335.33,7.049653125545426,90.07767200467184,472114878755982.9,0.0049895100335867,0.0032319340172239
281,281,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,1.75,51026.2,12.75655,1750.0,0.2476689277932564,0.0073890231459725,0.0096239500141728,-0.000478214275847,5.038410847714964e-06,66859599305389.21,7.075449133039818,90.2526064665294,473031744838466.2,0.0049808614506132,0.0032263319341888
282,282,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.75,51197.1,12.799275,1750.0,0.2546630736037741,0.0073060247344044,0.0095912829841476,-0.0004797439721743,4.791907512147182e-06,67083529473053.88,6.88379848784498,88.10530562791561,461777316826359.2,0.0049975436495994,0.0032371377580117
283,283,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,1.75,51198.0,12.7995,1750.0,0.2570836957259416,0.0071010092359977,0.0098589560390477,-0.0004814958991815,9.441200965971122e-07,67084708742514.96,6.817078274382693,87.25081576005813,457298766577626.8,0.0049976315020224,0.003237194664047
284,284,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.75,51167.4,12.791850000000002,1750.0,0.253131638502873,0.0071282241448347,0.0098631913567604,-0.0004752311413042,2.3497165443910133e-06,67044613580838.31,6.937076592408959,88.73189800063867,465061411269455.1,0.004994644519641,0.0032352598588453
285,285,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,1.75,51150.1,12.787525,1750.0,0.2501970026124354,0.0070624256890333,0.0098525079857798,-0.0004951374529439,4.690866861785918e-06,67021945401197.6,7.007266134775665,89.60908049195787,469658898041921.4,0.0049929558008437,0.003234165998388
286,286,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.75,51173.9,12.793475,1750.0,0.2514859884894121,0.0073511197643272,0.0098666035003624,-0.000475021654411,8.239427809679375e-06,67053130526946.11,6.970314539895297,89.17024944973552,467358897834518.0,0.0049952790093625,0.0032356708468783
287,287,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,1.75,51244.6,12.81115,1750.0,0.2492760358751638,0.0071947184195591,0.0098593289702352,-0.0004845259307413,-1.4171353989171455e-06,67145768694610.77,7.034986817209092,90.12244559098475,472349545969324.2,0.0050021803052568,0.0032401411320994
288,288,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,1.75,51170.6,12.792649999999998,1750.0,0.2509199150195399,0.0073759393962383,0.0098625659602127,-0.0004809079030372,8.04374186407582e-07,67048806538922.15,6.990046128561387,89.41501954490964,468641786271068.9,0.0049949568838116,0.0032354621914154
289,289,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,1.75,51004.5,12.751124999999998,1750.0,0.2508120149770775,0.0073253858289672,0.0098639018260914,-0.0004774992358178,1.2067757971715654e-05,66831165808383.23,6.983817872801256,89.04927557790155,466724849867219.6,0.0049787432310813,0.0032249598664477
290,290,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,1.75,51252.0,12.813,1750.0,0.2465017327021086,0.0073786073148121,0.0098713577250547,-0.0004882012982507,-5.6511394190518265e-06,67155464910179.625,7.115513368795884,91.1696013289539,477837896115010.5,0.0050029026474013,0.0032406090261678
291,291,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.75,51008.8,12.752199999999998,1750.0,0.2528945153291942,0.0070220959013754,0.0098534968497902,-0.000475540201654,-2.117773940408911e-06,66836800095808.375,6.940240731258392,88.49535113112742,463821622383552.1,0.0049791629704355,0.0032252317508387
292,292,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,1.75,51194.2,12.79855,1750.0,0.2457504406427915,0.0070193714049336,0.009872567278447,-0.0004795660839383,1.2862948127005993e-06,67079729604790.414,7.130086214737078,91.25069511829858,478262924689487.3,0.0049972605695698,0.00323695439412
293,293,0.03,1750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.75,51138.1,12.784525,1750.0,0.2515041697322203,0.0074722536851451,0.009969472917052,-0.0004778755738793,-5.427771137573036e-06,67006221808383.23,6.971917470899291,89.13761790965128,467187869484787.9,0.0049917844352039,0.0032334072512501
294,294,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55300.2,13.82505,2000.0,0.3025561664411952,0.0070547889045838,0.0098534233885244,-0.0004655915716917,-8.489623629000253e-07,66876678744011.98,6.630855577801325,91.67766860948883,443477455169910.9,0.0056998675381656,0.0035266371751758
295,295,0.03,2000.0,5,1,400000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,2.0,55312.6,13.82815,2000.0,0.3087528633319379,0.0091978016525958,0.0098447731721298,-0.0004591109806371,1.7797635042828415e-06,66891674545409.19,6.486472755099591,89.6999627708324,433910589370367.0,0.0057011456231901,0.0035274279553352
296,296,0.03,2000.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55315.3,13.828825,2000.0,0.3203498370221723,0.0079367439340997,0.0098592467155867,-0.0004629801544192,8.90625538079787e-07,66894939760229.54,6.253661738462074,86.49239147413927,418394427392113.0,0.0057014239158971,0.0035276001413376
297,297,0.03,2000.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55249.7,13.812424999999996,2000.0,0.3033796072201994,0.008613221064926,0.0098473274528234,-0.0004600598036933,7.011875169073261e-06,66815607133483.04,6.606364520735769,91.25132104230892,441415060510681.3,0.0056946624338319,0.0035234166592039
298,298,0.03,2000.0,5,1,400000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55200.8,13.8002,2000.0,0.3090476972785154,0.0103004815192103,0.0098524942972409,-0.0004469400893844,-2.6589603741784384e-06,66756470465069.85,6.484950222989845,89.49864352459156,432936736649701.6,0.0056896222436948,0.0035202981793816
299,299,0.03,2000.0,5,1,400000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,54405.7,13.601425,2000.0,0.3042557404709441,0.0228278100680849,0.0098620895683046,-0.0003015981581537,7.931897027797647e-06,65794925167415.17,6.584564370079553,89.55674598917076,433217798914062.1,0.0056076701950658,0.0034695925902883
300,300,0.03,2000.0,5,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55297.5,13.824375,2000.0,0.3089330329743006,0.0073361939659225,0.0098598055081623,-0.000455340055114,-3.733108534055464e-08,66873413529191.61,6.4814035616477295,89.61109251662553,433480692376107.2,0.0056995892454587,0.0035264649891733
301,301,0.03,2000.0,5,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55262.8,13.8157,2000.0,0.3063822502908578,0.0070827009846032,0.0098553318921372,-0.0004691694143206,6.320801604334942e-06,66831449472055.89,6.543500944201787,90.40805322248356,437335874462050.5,0.0056960126688175,0.0035242520801788
302,302,0.03,2000.0,5,1,400000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55287.8,13.82195,2000.0,0.3065133023066664,0.0075403970032198,0.0098444261260134,-0.0004640498115494,1.1052263886317617e-06,66861682942614.766,6.533898162059967,90.31106105982164,436866688910965.25,0.0056985894531411,0.0035258463950163
303,303,0.03,2000.0,5,1,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55370.0,13.8425,2000.0,0.3076902407988428,0.0071803506296802,0.009854849436708,-0.0004593457114061,2.849287429846786e-06,66961090593812.375,6.506982323952433,90.07725275276668,435735675060122.4,0.0057070619199972,0.0035310885022022
304,304,0.03,2000.0,5,1,400000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55301.7,13.825425,2000.0,0.3082315464889234,0.007173262169132,0.0098524775675439,-0.0004610164771352,5.680515915305503e-06,66878492752245.5,6.505560254064152,89.95004833557684,435120342099791.6,0.005700022145225,0.003526732834066
305,305,0.03,2000.0,5,1,400000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55343.1,13.835774999999998,2000.0,0.3110011448766044,0.0073725010490404,0.0098643615497384,-0.000462613787298,1.4139141550596255e-06,66928559379491.016,6.4382577887137655,89.07766566935845,430900317194960.56,0.005704289300065,0.003529373019437
306,306,0.03,2000.0,5,1,400000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55218.9,13.804725,2000.0,0.3092739779757494,0.0071099721821062,0.0098694414612285,-0.0004587424310279,5.212784314333803e-06,66778359497754.48,6.482675089493132,89.49484932110184,432918382739381.4,0.0056914878355451,0.003521452463324
307,307,0.03,2000.0,5,1,400000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55277.6,13.819400000000002,2000.0,0.7324907573568907,0.0072237343215767,0.0098602166863327,-0.000461315128448,-2.944229064708866e-06,66849347686626.75,2.7304114991159576,37.73264656510141,182526217445552.4,0.0056975381251371,0.0035251959145626
308,308,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55304.6,13.826150000000002,2000.0,0.3002574759243998,0.0074937388896096,0.009857817263456,-0.0004635815282627,2.8550139312844557e-06,66881999834830.336,6.6735665460634666,92.27384449822628,446361369758720.25,0.0057003210522066,0.0035269177745872
309,309,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55333.1,13.833274999999997,2000.0,0.3053631239683455,0.0072869425998819,0.0098478436352301,-0.0004706504226516,-1.1288433880400926e-06,66916465991267.46,6.555392934440053,90.68239585542264,438662967248611.9,0.0057032585863355,0.003528735293502
310,310,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55360.9,13.840225,2000.0,0.3079379294023511,0.0072586469479321,0.0098602170957085,-0.0004552265034897,4.8026087514408e-06,66950085610528.94,6.508315321663408,90.07709111290184,435734893150667.2,0.0057061239705034,0.0035305081716013
311,311,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55214.7,13.803674999999998,2000.0,0.3105600066716079,0.0071029074331888,0.0098619631764544,-0.0004580240168523,5.877868909564699e-06,66773280274700.6,6.449040561547468,89.02471474947279,430644174782572.0,0.0056910549357788,0.0035211846184313
312,312,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55363.1,13.840775,2000.0,0.3022844756806535,0.0075606411340907,0.0098605721254166,-0.0004719689922742,2.817625740885143e-06,66952746155938.125,6.630180721061234,91.76532309102552,443901471039813.9,0.0057063507275239,0.003530648471307
313,313,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55364.3,13.841075,2000.0,0.3105337725689651,0.0073289191233142,0.0098576832198746,-0.0004677063320797,6.050276444223731e-06,66954197362524.95,6.4498634970730135,89.26986674512375,431830062085446.2,0.0057064744131714,0.0035307249984192
314,314,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55278.8,13.819699999999996,2000.0,0.3031327361665944,0.007267296906248,0.0098557594165977,-0.0004647717123083,4.868816785208712e-06,66850798893213.56,6.606709467637866,91.29415240123816,441622251011350.8,0.0056976618107846,0.0035252724416748
315,315,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,39854.6,9.96365,2000.0,1.9553208917561504,0.0071151724616199,0.0098600821299416,-0.000462345224655,1.6294898784399849e-06,48197715029441.12,1.0230502956496157,10.19345295016796,49309353545960.67,0.0041078683401972,0.0025416312049822
316,316,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55424.8,13.8562,2000.0,0.3075174526150931,0.0073772409996193,0.0098590664867098,-0.0004749152648834,3.561850931614523e-06,67027362361277.44,6.523229140178896,90.38661060482704,437232148902110.6,0.0057127102312346,0.0035345832403261
317,317,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55408.7,13.852175,2000.0,0.3053517832057878,0.0070906944702484,0.0098714181597484,-0.0004643674778662,2.7681130373896538e-06,67007892006237.52,6.560945680167568,90.8887428092763,439661140777291.9,0.0057110507821302,0.0035335565015707
318,318,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55256.7,13.814175,2000.0,0.3107746378368574,0.0073370562976921,0.0098624894853636,-0.0004672257764012,7.61194502576475e-07,66824072505239.52,6.447555688715871,89.0665961233824,430846769868181.9,0.0056953839334425,0.0035238630673584
319,319,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,55247.3,13.811825,2000.0,0.3044354211911468,0.0073493188238132,0.0098556858573285,-0.0004590208096476,-2.1938078925359346e-06,66812704720309.375,6.584578934107796,90.94516402630993,439934070249944.94,0.0056944150625368,0.0035232636049795
320,320,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,2.0,55325.9,13.831475,2000.0,0.311386240026377,0.0071285565322408,0.0098534061257593,-0.0004652225100407,1.3256603176068032e-07,66907758751746.52,6.430796116176022,88.94542450315642,430260619690153.9,0.0057025164724503,0.0035282761308288
321,321,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,55261.1,13.815275,2000.0,0.3062395894957944,0.0071641245669057,0.0098682065343834,-0.0004705205396981,5.95106023646379e-07,66829393596057.88,6.543445817162022,90.40183050823556,437305772982368.25,0.0056958374474834,0.0035241436667698
322,322,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,2.0,55237.4,13.809349999999998,2000.0,0.3044994460927682,0.0071016828376938,0.0098623972419377,-0.0004536566850633,1.474691209499811e-06,66800732265968.06,6.572739848193149,90.7648363786314,439061761349618.5,0.0056933946559446,0.0035226322563038
323,323,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2.0,55266.3,13.816574999999997,2000.0,0.3138098022064696,0.0071926784467818,0.0098644515163383,-0.0004614106159666,7.955931700720676e-07,66835682157934.125,6.383015299712036,88.19187894024085,426615452075564.4,0.0056963734186228,0.003524475284256
324,324,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,2.0,55286.8,13.821700000000002,2000.0,0.3047357994541926,0.0072316044786264,0.0098569733735403,-0.000475437885794,1.8286421222335404e-06,66860473603792.42,6.583735473508173,90.99615313650744,440180722691861.8,0.0056984863817681,0.0035257826224228
325,325,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,2.0,55322.3,13.830575,2000.0,0.3065915121286934,0.0072955426299507,0.0098569893919906,-0.0004687545750444,2.32405049330402e-06,66903405131986.02,6.533196994445599,90.36316115435298,437118715578825.9,0.0057021454155077,0.0035280465494921
326,326,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,2.0,55232.4,13.8081,2000.0,0.3101784073083536,0.0072779951271642,0.0098583615897714,-0.0004729536358615,-1.8050589981095157e-06,66794685571856.29,6.460536888362216,89.2044477272709,431513607053407.1,0.0056928792990799,0.0035223133933363
327,327,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,2.0,53839.7,13.459924999999998,2000.0,0.3009417165811101,0.007673084481595,0.009860948957502,-0.00048144384879,2.49486978969556e-06,65110439393962.08,6.652547737878595,89.54676115868003,433169498741473.9,0.0055493317979786,0.0034334973023662
328,328,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,2.0,55268.9,13.817225,2000.0,0.3096457648071691,0.0071658299531363,0.0097246533108362,-0.0004672643385592,-4.50014809333032e-06,66838826438872.25,6.463833491515237,89.31530640881593,432049869882957.1,0.0056966414041924,0.0035246410929991
329,329,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,2.0,55331.3,13.832825,2000.0,0.3042955856893968,0.0072848173077252,0.0098047667132858,-0.0004630177406424,4.2725113402818615e-06,66914289181387.21,6.581146064302116,91.03550693843827,440371091013790.9,0.0057030730578642,0.0035286205028337
330,330,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,2.0,55379.4,13.84485,2000.0,0.3099679815498575,0.0073614902718713,0.0097316129427976,-0.0004640429298469,-3.3370315760661814e-06,66972458378742.52,6.463033398988832,89.48968811384489,432893416146157.3,0.0057080307909029,0.0035316879645811
331,331,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,2.0,55230.2,13.80755,2000.0,0.3146607493268675,0.0074447752853024,0.0095263865655493,-0.0004661743480823,-7.132009719624554e-06,66792025026447.1,6.3686977145919474,87.9401578290759,425397787627011.7,0.0056926525420594,0.0035221730936306
332,332,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,2.0,55314.2,13.828549999999998,2000.0,0.3062909950182529,0.0070993681793883,0.0098604774117477,-0.0004613927696102,-6.255286407498494e-08,66893609487524.95,6.541043355973221,90.4552530525219,437564196809546.1,0.0057013105373868,0.0035275299914848
333,333,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,2.0,55310.5,13.827624999999998,2000.0,0.3067749872651802,0.007116122157688,0.009864409915935,-0.0004654587975931,2.187789688669274e-06,66889134933882.23,6.53024764744129,90.30809922819232,436852361479066.9,0.005700929173307,0.0035272940328888
334,334,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,2.0,55278.6,13.81965,2000.0,0.3102855907376579,0.0071416293669905,0.0098510648475447,-0.000463690343883,1.80854849814984e-06,66850557025449.1,6.451785776244371,89.16247527308231,431310571380127.9,0.00569764119651,0.0035252596871561
335,335,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,2.0,55416.7,13.854174999999998,2000.0,0.3065992791370718,0.0072452983335946,0.0098577278644965,-0.0004698054054609,4.118583794165844e-07,67017566716816.36,6.539197469452127,90.5963264517799,438246618963643.4,0.0057118753531138,0.0035340666823187
336,336,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,2.0,55363.3,13.840825,2000.0,0.3043550922684744,0.007236523280314,0.0098458157170166,-0.0004689575118,1.8646307164966287e-06,66952988023702.6,6.5858451175444825,91.1566442714538,440957075332400.0,0.0057063713417985,0.0035306612258257
337,337,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,2.0,55314.8,13.828699999999998,2000.0,0.3053644078180696,0.0074150056669555,0.0098626102915343,-0.0004621499832673,-1.0180605464150997e-07,66894335090818.35,6.564459408098143,90.77594402416636,439115492977500.06,0.0057013723802106,0.0035275682550409
338,338,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,2.0,55245.5,13.811375000000002,2000.0,0.309686860845818,0.0074073686366823,0.0098609613990551,-0.0004671588336948,1.0293948288572186e-05,66810527910429.14,6.467951923504503,89.33571189048503,432148578447642.3,0.0056942295340655,0.0035231488143112
339,339,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,2.0,55387.2,13.846800000000002,2000.0,0.3030102112773647,0.0071021607636767,0.0098619670514019,-0.0004654163893868,7.930527280640314e-07,66981891221556.89,6.610138260452847,91.53068779917464,442766456769694.1,0.0057088347476119,0.0035321853908104
340,340,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,2.0,55363.8,13.840949999999998,2000.0,0.3054685364754732,0.0071462254156853,0.0098675372642737,-0.000469614654384,3.241264694236246e-06,66953592693113.77,6.559696615065202,90.79178003777152,439192097401676.3,0.0057064228774849,0.0035306931121225
341,341,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,2.0,55395.4,13.848850000000002,2000.0,0.3000523386882605,0.0073495047450313,0.0098765736414529,-0.000467002660327,1.6447750367835175e-06,66991807799900.19,6.682499319774349,92.5466094343578,447680830665284.6,0.00570967993287,0.0035327083260771
342,342,0.03,2000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,2.0,55400.6,13.850150000000005,2000.0,0.311404775753158,0.0071623420063191,0.0099762106792428,-0.0004641730037811,-2.250280201375234e-06,66998096361776.45,6.432417795579212,89.09039607393203,430961898684861.0,0.0057102159040093,0.0035330399435633
343,343,0.02,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13600.0,3.4,500.0,0.0279052146104447,0.0074724527193833,0.006567410068241,-0.0006197387473115,1.4869931691448892e-06,47167530997304.58,17.951565639608,61.02910757753,846644801000288.6,0.0010234936308598,0.0005723214753404
344,344,0.02,500.0,5,1,400000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,0.5,13656.4,3.4141,500.0,0.0282254017961008,0.009224740427541,0.0064356638162143,-0.0006428798256694,7.008429506716459e-06,47363137522911.05,17.827436401729578,60.88548468384689,844652348856253.4,0.0010277381191525,0.0005746949261646
345,345,0.02,500.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13596.5,3.399125,500.0,0.0278556960472144,0.0077421509783261,0.0065559687252064,-0.0006153547154652,2.798786562114101e-06,47155392294474.39,18.040839563829543,61.31468514493447,850606562401078.8,0.0010232302317636,0.0005721741867255
346,346,0.02,500.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13670.9,3.417725,500.0,0.0271326565959156,0.0092453975465035,0.0065650940005069,-0.000624979306381,1.0927021801034325e-07,47413426434636.11,18.52207461205688,63.31669591603363,878380063901889.6,0.0010288293439795,0.0005753051218553
347,347,0.02,500.0,5,1,400000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13581.2,3.3953,500.0,0.0269272335540506,0.0105226085213205,0.0065637734633017,-0.0006247810026791,1.0790873651616886e-06,47102328822102.42,18.646963785691987,63.312944263534064,878328017964959.0,0.0010220788014289,0.0005715303250657
348,348,0.02,500.0,5,1,400000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13364.5,3.3411250000000003,500.0,0.025828775047131,0.0225743090034762,0.0065614792614019,-0.0005255501215502,-4.534211553086496e-07,46350769706873.33,19.465754087824784,65.02010235173381,902011086212741.2,0.0010057706345313,0.0005624110556755
349,349,0.02,500.0,5,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13584.3,3.3960750000000006,500.0,0.0257766179726103,0.0074103062770433,0.0065642719969853,-0.0006457883579237,-8.236715950747264e-06,47113080244609.17,19.46820620976497,66.11076855660141,917141683867390.2,0.0010223120977712,0.0005716607806961
350,350,0.02,500.0,5,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,13532.3,3.3830749999999994,500.0,0.0272496668264863,0.0075145640985005,0.0065725132361398,-0.0006507960579885,8.807515094142644e-06,46932733802560.64,18.570732024216507,62.80860659254824,871331440691625.9,0.0010183987397709,0.0005694724927022
