,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
244,244,0.03,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,23981.4,11.990700000000004,1500.0,0.2192961232473908,0.0070955165228085,0.0096999056113556,-0.000212713993901,4.269562434545829e-06,76180100259880.27,6.852561942417951,82.1637890960942,522008364071498.2,0.0049798102158212,0.0032351672262396
245,245,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26057.12,13.028559999999995,1750.0,0.2742208769492867,0.0070959351722785,0.0097069656427756,-0.0002026908866098,2.21016263737549e-06,68285257465868.29,6.392586062892963,83.28529582909337,436514693013705.5,0.0050870691731699,0.0032951275371863
246,246,0.03,1750.0,2.25,1,200000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,25992.42,12.996210000000003,1750.0,0.2765224402999297,0.0090528821758178,0.0096325632320407,-0.0001965044870492,5.114239310737706e-06,68115704723353.29,6.337777681651634,82.36688322402732,431701111067823.7,0.0050744379470212,0.0032869457138821
247,247,0.03,1750.0,2.25,1,200000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26031.16,13.015580000000009,1750.0,0.2739991574995815,0.0073922318003718,0.0097178474786712,-0.0002049951668799,3.576647978129031e-06,68217226720958.08,6.393880028187881,83.22140545734668,436179830950337.75,0.0050820010645019,0.0032918446912362
248,248,0.03,1750.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25992.85,12.996425,1750.0,0.2743504410329683,0.0089996512250598,0.0096906693185112,-0.0001965506788571,4.159113307902915e-06,68116831580838.31,6.387530403189206,83.01455821367972,435095703672272.94,0.0050745218948921,0.0032870000907604
249,249,0.03,1750.0,2.25,1,200000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25976.14,12.988070000000004,1750.0,0.2745836545557995,0.0104919438580552,0.0096955422676916,-0.0001915969899136,7.667475795661448e-06,68073041374850.31,6.379894267219193,82.86211600100853,434296723912351.8,0.0050712596415853,0.0032848869799812
250,250,0.03,1750.0,2.25,1,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25507.76,12.75388,1750.0,0.2748642465795933,0.0230027396871726,0.009719961642623,-0.0001010302183906,2.767253319446745e-06,66845605307784.4,6.374722189470243,81.30036193153445,426111262224152.4,0.0049798189351938,0.003225656649236
251,251,0.03,1750.0,2.25,1,200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26039.8,13.019900000000002,1750.0,0.2743854586824523,0.0070568554359041,0.0097278337185613,-0.0002064110771581,5.262139949377441e-06,68239868694610.78,6.384746189015359,83.12907178651197,435695891935917.44,0.0050836878310232,0.0032929372871148
252,252,0.03,1750.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26092.23,13.046115000000002,1750.0,0.2747371438165328,0.0071000471018184,0.0096831150245093,-0.0002053440395124,2.6740890215196838e-06,68377266689820.38,6.378027505363877,83.20897609019372,436114686180986.56,0.0050939236144386,0.0032995674725219
253,253,0.03,1750.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26062.99,13.031495,1750.0,0.2747903722213391,0.0070594625406424,0.0096878233790229,-0.0002011359635863,3.0211052765016703e-06,68300640380838.27,6.376128091883443,83.09174294323611,435500244091950.3,0.0050882151592208,0.003295869844803
254,254,0.03,1750.0,2.25,1,200000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26054.23,13.027114999999997,1750.0,0.2758516871008078,0.007116668266787,0.0097076799414438,-0.0002042614519836,8.790026539242655e-07,68277683935329.35,6.353520672858649,82.7718293917057,433823513951929.25,0.0050865049653868,0.0032947620739816
255,255,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26064.88,13.032439999999998,1750.0,0.2734512517104213,0.007099754008539,0.0097342588429134,-0.0002069400000873,3.531138408471684e-06,68305593312574.87,6.408192573691588,83.51120848641105,437698745892131.1,0.0050885841393974,0.0032961088501514
256,256,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26047.46,13.02373,1750.0,0.2742362033449922,0.0070796044246661,0.0096843976408433,-0.0002079616739953,4.374923838477288e-06,68259942481437.11,6.388485937733753,83.20332594786076,436085072668524.25,0.0050851832744899,0.0032939059542942
257,257,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26074.16,13.037080000000005,1750.0,0.2730315168327024,0.0071326937242787,0.0097038238898703,-0.0002073796713154,2.398038205223615e-06,68329912469461.11,6.418350689602321,83.675550105857,438560092794338.3,0.0050903958515868,0.0032972823790581
258,258,0.03,1750.0,2.25,1,200000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21984.75,10.992374999999996,1750.0,1.3752168878997872,0.0070813973467742,0.0096968479788772,-0.0002046737002797,4.088231834429906e-06,57613209520958.07,1.273912229697233,14.003375898892289,73394460220254.19,0.0042920301247739,0.0027801443568267
259,259,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26064.6,13.032299999999994,1750.0,0.2767352150220017,0.0070825140364394,0.0096817715119772,-0.0002059921743577,7.30143961322437e-07,68304859544910.16,6.33253132628206,82.52521967329189,432530983686460.5,0.0050885294756675,0.0032960734419516
260,260,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26073.04,13.036520000000005,1750.0,0.2738927199615386,0.0070650432164935,0.0096999304509852,-0.0002014862120757,5.913506306083527e-06,68326977398802.37,6.396677603248939,83.38885903117185,437057488220383.7,0.0050901771966674,0.003297140746259
261,261,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26073.52,13.03676,1750.0,0.2739560210311424,0.007082602683938,0.0096959858262626,-0.0002035939533079,3.801900421467425e-06,68328235286227.52,6.394959061234875,83.3666679146131,436941180193428.3,0.0050902709059186,0.0032972014460301
262,262,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26057.26,13.02863,1750.0,0.2743747757154346,0.0071088312109279,0.0096910269802628,-0.0002019465469524,2.4979935550383567e-06,68285624349700.63,6.386022604693824,83.20226414311512,436079507540034.8,0.0050870965050349,0.0032951452412862
263,263,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26071.11,13.035555000000004,1750.0,0.2752969015611302,0.0070670887191937,0.0096837130117316,-0.0002072851832552,1.6376313204282278e-06,68321919643113.75,6.364703261782342,82.96672287618725,434844989215983.2,0.0050898004073866,0.0032968966825963
264,264,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26055.63,13.027815,1750.0,0.2756798056041794,0.0071387492150163,0.0097009916746295,-0.0002071782070271,2.568132507631341e-06,68281352773652.65,6.358819663022245,82.84365896963668,434199986963734.3,0.0050867782840361,0.0032949391149804
265,265,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26051.45,13.025725,1750.0,0.2775588455195884,0.0070769950628726,0.009671506244919,-0.0002016455358913,5.097243687048455e-06,68270398670658.73,6.313150163932054,82.23124321325689,430990194968260.8,0.0050859622326404,0.003294410521141
266,266,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16165.81,8.082905,1750.0,1.7190996301331598,0.0070976355497401,0.0097585153981838,-0.0002072889212815,4.677015295791651e-06,42364102325748.49,1.0183956843462003,8.231534243910144,43143097562932.16,0.0031560123954728,0.0020442936783467
267,267,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,26076.06,13.03803,1750.0,0.2748086893485674,0.0070795529437691,0.0096962520043724,-0.0002043215439901,5.632019642961522e-06,68334891607185.6,6.377561000422394,83.1480323059194,435795267764821.2,0.0050907667840394,0.0032975226489851
268,268,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,26057.21,13.028604999999995,1750.0,0.2757856007102009,0.0071214267006133,0.0097154788717827,-0.0002075930160941,1.830463588943598e-06,68285493319760.48,6.354116510924154,82.78464947965863,433890706566201.25,0.0050870867436545,0.0032951389183934
269,269,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,26045.45,13.022725,1750.0,0.2736237150190049,0.006962115082403,0.0096548674591528,-0.0002047263470959,-3.33465264185211e-07,68254675077844.33,6.403866769364223,83.39492065254471,437089258375804.6,0.0050847908670006,0.003293651774003
270,270,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,26057.74,13.028869999999994,1750.0,0.2741268580642236,0.0071682648234916,0.0097099650815235,-0.0002044167744779,2.8828584972033257e-06,68286882237125.73,6.392115744505141,83.28191257422328,436496960706384.2,0.005087190214286,0.0032952059410573
271,271,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,26069.83,13.034915000000003,1750.0,0.2752663922276337,0.0071066762900186,0.0096920897452056,-0.000205338099804,2.1397376819378173e-06,68318565276646.68,6.364906542982833,82.96681494424074,434845471762844.6,0.0050895505160502,0.0032967348165402
272,272,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,26057.48,13.028739999999996,1750.0,0.2748301420790471,0.0071288979382805,0.0097217998152195,-0.0002061964606633,4.416355381916777e-06,68286200881437.13,6.376711149703907,83.0798091708545,435437696832727.8,0.0050871394551083,0.0032951730620146
273,273,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,26063.66,13.03183,1750.0,0.2762104995220806,0.0071235139643925,0.009674877272964,-0.0002059611185548,6.244251483297196e-06,68302396182035.89,6.344657868921613,82.68272165272143,433356482683796.25,0.0050883459617173,0.0032959545715667
274,274,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,26054.71,13.027354999999996,1750.0,0.2783060988410443,0.0070522621142174,0.0097209116133616,-0.0002035703769558,4.503434493279071e-06,68278941822754.49,6.297441261563217,82.03814281749926,429978117636531.4,0.005086598674638,0.0032948227737526
275,275,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,26065.45,13.032725000000005,1750.0,0.274032779160766,0.0070993168404435,0.0097190222579593,-0.0002057886617392,1.0405665769878095e-06,68307087053892.23,6.394604264385143,83.34164014545162,436810004709646.2,0.0050886954191331,0.0032961809311295
276,276,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,26047.91,13.023954999999996,1750.0,0.2742895389856721,0.0071168615292524,0.009695659515736,-0.0002059280452379,3.1207082638122475e-06,68261121750898.17,6.388480175613178,83.20276629537115,436082139419236.25,0.0050852711269129,0.0032939628603296
277,277,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,26044.44,13.022220000000004,1750.0,0.2752847166219294,0.0071475893395864,0.0096957768786187,-0.0001992170669504,5.9867961853132e-06,68252028273053.87,6.362634216584179,82.8535467300214,434251810669779.5,0.0050845936871179,0.0032935240515681
278,278,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,25202.66,12.601329999999995,1750.0,0.274628464559737,0.0075932309096188,0.0096949928459174,-0.0002236315847415,4.613263397709635e-06,66046060613173.64,6.379767514215054,80.39433005155935,421362570104963.25,0.0049202549924122,0.0031870743572714
279,279,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,26071.63,13.035815,1750.0,0.2745399094219897,0.0069973078082434,0.0097737574766452,-0.0002074474824192,3.2986528728855077e-06,68323282354490.99,6.381248667451887,83.18693478441747,435999163341945.8,0.0050899019257421,0.0032969624406816
280,280,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,26057.12,13.028559999999995,1750.0,0.2757891818666144,0.0070955569935268,0.0096618762223787,-0.0002036706981674,1.5216126743980652e-06,68285257465868.23,6.353792481825109,82.78150853474737,433874244253255.6,0.0050870691731699,0.0032951275371863
281,281,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,26060.05,13.030024999999997,1750.0,0.2762911355991946,0.0070309189215936,0.0096158111118597,-0.0002074942209634,6.532884862158654e-06,68292935820359.29,6.342316048747333,82.64142936641863,433140061651729.94,0.0050876411900573,0.0032954980587054
282,282,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,26050.65,13.025325,1750.0,0.2764864356975704,0.0070790664626822,0.0095679045073011,-0.0002031438894921,2.1449714620295253e-06,68268302191616.76,6.336724470158561,82.5389420179146,432602905206229.2,0.0050858060505551,0.0032943093548559
283,283,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,26048.25,13.024125000000003,1750.0,0.2743042875217452,0.0071295893853775,0.0097189066197536,-0.0002036981791316,2.429234913045118e-06,68262012754491.03,6.3876472596560845,83.19322780822635,436032146323259.7,0.0050853375042992,0.0032940058560007
284,284,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,26040.8,13.0204,1750.0,0.2765944999474163,0.0070577708342762,0.0097237850141355,-0.0002021615332505,4.685823435776165e-06,68242489293413.18,6.335544305679313,82.49191222365756,432356412761215.5,0.0050838830586298,0.0032930637449711
285,285,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,26045.05,13.022525000000003,1750.0,0.2746152218723455,0.0070241264967567,0.0097205039739803,-0.0002078394367416,2.5481668192100117e-06,68253626838323.34,6.3819115184070645,83.1094793456536,435593204081818.6,0.005084712775958,0.0032936011908605
286,286,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,26051.38,13.025689999999996,1750.0,0.273983767674897,0.0070060934477336,0.0096835052218833,-0.0002065625926406,3.952712993601016e-07,68270215228742.51,6.395640873123194,83.30708054924852,436628871036803.8,0.0050859485667079,0.003294401669091
287,287,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,26042.45,13.021225000000005,1750.0,0.2740452281682815,0.0071157947459046,0.0096989807595942,-0.0002065422290716,4.7242654240830694e-07,68246813281437.1,6.3929607912711495,83.24671343411937,436312475057581.06,0.0050842051841807,0.0032932724004341
288,288,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,26020.11,13.010054999999998,1750.0,0.2739785271148958,0.0071632514699734,0.0096839911604292,-0.0002070369464846,2.269834082809174e-06,68188269104191.61,6.39611619243101,83.21111450025558,436125894010680.8,0.0050798437994487,0.0032904473319238
289,289,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,26080.98,13.040490000000007,1750.0,0.2758325636354561,0.0071605527616853,0.0097203731004921,-0.0002065282289375,3.2028221750246734e-06,68347784953293.4,6.353952099638143,82.86083039444233,434289985794296.2,0.005091727303864,0.0032981448216382
290,290,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,26071.53,13.035765000000003,1750.0,0.2760229616190554,0.0070394984119795,0.0097123773915818,-0.0002025358968493,4.747682574635277e-06,68323020294610.77,6.346856440640291,82.73258688442198,433617836216747.6,0.0050898824029814,0.003296949794896
291,291,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,26043.52,13.021759999999995,1750.0,0.276586723530288,0.0070872334388829,0.0097055665276581,-0.0002024883837733,1.056650827304532e-06,68249617322155.67,6.334126557909527,82.48263169807136,432307771692741.75,0.0050844140777198,0.0032934077103403
292,292,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,26062.36,13.03118,1750.0,0.2748809056273558,0.0070329445390218,0.0096916138038089,-0.0002061126333119,2.2337223213562005e-06,68298989403592.78,6.375159080216309,83.07586744358112,435417037461183.7,0.0050880921658287,0.0032957901763535
293,293,0.03,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,26025.34,13.012670000000004,1750.0,0.2740015558440768,0.0071649456756272,0.0096764729482334,-0.0002080388367335,2.3140792971680507e-06,68201974835928.13,6.395027022712394,83.21433968085857,436142797819532.4,0.0050808648398314,0.0032911087065124
294,294,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27964.22,13.982110000000004,2000.0,0.3348299425368941,0.0070497127509522,0.0097597492458984,-0.0002029364903565,4.077407561505363e-06,67636433765768.47,5.978673443713645,83.59539538831237,404380628052905.94,0.005764621097505,0.0035667016693174
295,295,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,27891.56,13.945779999999996,2000.0,0.3370725891257575,0.0091606069751142,0.0096381081963258,-0.000187700407204,4.060156449222899e-06,67460692648103.81,5.943483361172063,82.88593850749561,400948733057870.9,0.0057496427655885,0.0035574342360297
296,296,0.03,2000.0,2.25,1,200000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27901.35,13.950675,2000.0,0.3367381037061568,0.0073453060244673,0.0097596170655498,-0.0001993472817947,4.575138943797211e-06,67484371502245.52,5.946591419903906,82.9579460742592,401297059241833.06,0.0057516609030708,0.0035586829034105
297,297,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27921.68,13.96084,2000.0,0.337887971524567,0.0089260095541427,0.0097623255860005,-0.0001948330291544,3.7677826309037054e-06,67533543218762.51,5.9255134099334725,82.72791881176413,400184335646891.25,0.0057558517850947,0.0035612758970622
298,298,0.03,2000.0,2.25,1,200000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27860.62,13.930309999999997,2000.0,0.3361008119521853,0.0105570527659428,0.0097493703130849,-0.0001824608922345,2.73368316763872e-06,67385858761776.44,5.957219345932167,82.98704937974011,401437842270540.25,0.0057432647090306,0.0035534879879438
299,299,0.03,2000.0,2.25,1,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27345.05,13.672524999999991,2000.0,0.3354591481269904,0.0229945169997703,0.0097599737986,-0.0001042843887156,7.038888684031406e-06,66138861128493.01,5.969130711249498,81.61434671525615,394797591775696.6,0.0056369836935315,0.0034877295158802
300,300,0.03,2000.0,2.25,1,200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27937.06,13.968529999999998,2000.0,0.3354929465479586,0.0071111873501683,0.0097717844364226,-0.0001980442007245,3.831884161641324e-06,67570742480938.11,5.967996570359269,83.36610087396218,403271449021079.1,0.0057590222605265,0.0035632375420384
301,301,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27960.6,13.980299999999998,2000.0,0.3348793624359928,0.0071212589080774,0.0097504425463268,-0.0001983747218836,2.476311623326544e-07,67627678152694.64,5.977291982628059,83.56359918928415,404226818541353.1,0.0057638748607648,0.0035662399557404
302,302,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27949.08,13.974540000000005,2000.0,0.3383051757890553,0.0071142211014759,0.0097523316861216,-0.0002040327153272,2.492438555595438e-06,67599814986227.55,5.918529035868357,82.70789917587048,400087493555309.06,0.0057615000963322,0.0035647706351862
303,303,0.03,2000.0,2.25,1,200000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27936.67,13.968334999999994,2000.0,0.3358921415579743,0.0070078276951443,0.0097067144086654,-0.0001974275575718,5.294419114644546e-06,67569799196656.71,5.960724166462804,83.26117157221772,402763868708269.8,0.0057589418648556,0.0035631877994154
304,304,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27932.17,13.966085000000003,2000.0,0.3368786905210026,0.0070630624574463,0.0097496421566281,-0.0001999439325518,1.7346577537849832e-06,67558915147255.49,5.944818276526085,83.02578533839699,401625221865040.0,0.0057580142224991,0.0035626138460739
305,305,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27928.34,13.964169999999998,2000.0,0.3374079037811862,0.0070586128902419,0.0097434015641487,-0.0001998390745295,5.951191324418229e-07,67549651611876.26,5.93541570880088,82.88137508863967,400926658179530.2,0.0057572246957824,0.0035621253480077
306,306,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27959.31,13.979655000000005,2000.0,0.3366164272813989,0.0071349855154654,0.009746036570263,-0.0001916980421225,3.0814714921832733e-06,67624558058532.93,5.9503334594792605,83.1830528151211,402385980525425.44,0.0057636089366226,0.0035660754224492
307,307,0.03,2000.0,2.25,1,200000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22790.75,11.395374999999992,2000.0,1.6750903209752164,0.0071220970273037,0.0097905842090299,-0.0002007542296651,2.925689723569425e-06,55123477531187.6,1.1955897577200645,13.62432203691556,65905686270050.7,0.0046981477859193,0.0029068504707085
308,308,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27924.52,13.96226,2000.0,0.3358293826059139,0.0070567913554237,0.009719700733723,-0.0001996312265464,4.368151943476527e-06,67540412263273.46,5.960978711485431,83.22530148534919,402590352353824.8,0.0057564372304931,0.0035616381253933
309,309,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27924.84,13.96242,2000.0,0.3348337772867307,0.0070911488460373,0.0097889527692066,-0.0001970080744523,2.1004408766292734e-06,67541186240119.75,5.982073315542316,83.5244792311491,404037581404946.3,0.0057565031961718,0.0035616789398532
310,310,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27927.93,13.963965000000004,2000.0,0.3344864268351625,0.007014153941296,0.009773780377967,-0.0002027027656407,2.374941176787093e-06,67548659954041.9,5.986786060090331,83.60084339004976,404406981972927.1,0.0057571401772566,0.003562073054481
311,311,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27939.79,13.969894999999994,2000.0,0.3354779883706146,0.0071110605118585,0.0097519103781126,-0.00019859522519,4.950800430446772e-07,67577345470908.17,5.968976607332389,83.38677786853118,403371470990126.3,0.0057595850302228,0.0035635857403989
312,312,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27940.94,13.970469999999995,2000.0,0.3373296057709239,0.0070320987400886,0.0097296953807303,-0.0001996408319622,4.932043722274814e-07,67580126950199.6,5.934924533954128,82.91409257993482,401084924309103.6,0.0057598220943806,0.0035637324173639
313,313,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27941.11,13.970555000000006,2000.0,0.338386647018242,0.0070515373956077,0.0097260182771379,-0.0002031785380658,4.596035879307163e-06,67580538125399.22,5.920775290068979,82.71699766354799,400131506172801.5,0.0057598571386474,0.0035637541000457
314,314,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27919.53,13.959765,2000.0,0.3362037682850541,0.0070350203955698,0.0097573987309897,-0.0001991129963963,2.6459047627133704e-06,67528343061826.37,5.958482932540416,83.18152950693678,402378611742522.9,0.0057554085781911,0.0035610016749102
315,315,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16450.53,8.225265,2000.0,1.965944205683381,0.0070619093532069,0.0097902319435955,-0.0001981774297132,2.8614904193668857e-06,39788529154640.695,1.019273633700977,8.383712598662298,40554996484125.86,0.0033911574255651,0.0020981859251628
