,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
591,591,0.02,1750.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17256.72,8.628359999999997,1750.0,0.1857596090328957,0.0089446648038734,0.0064821405707881,-0.0001958183420777,-5.8005249090563345e-08,45222939765269.45,9.443032276284184,81.4833200294434,427070181768690.06,0.0033689881438173,0.0021822478183895
592,592,0.02,1750.0,2.25,1,200000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17243.78,8.621890000000002,1750.0,0.186396309077113,0.0105797069102912,0.0064694182534915,-0.000189472475517,2.0351773395017523e-06,45189029216766.47,9.408053464683634,81.11100909794168,425118826606265.75,0.0033664618985875,0.0021806114537287
593,593,0.02,1750.0,2.25,1,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16914.84,8.45742,1750.0,0.186930409915401,0.0230595361916554,0.0064809303716862,-9.414121480569276e-05,2.988746592879396e-06,44327009446706.59,9.388674581451392,79.40017206997163,416151991673082.8,0.0033022437296639,0.0021390144064693
594,594,0.02,1750.0,2.25,1,200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17285.1,8.642550000000002,1750.0,0.185995367441235,0.0070305045301304,0.0064555415962621,-0.0002021459206503,5.88240105027605e-07,45297312359281.44,9.427094861864354,81.47517019312203,427027466866082.9,0.0033745287032933,0.002185836692352
595,595,0.02,1750.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17279.48,8.639740000000002,1750.0,0.186690702302692,0.0070997086136097,0.0064764450036879,-0.0002008891000304,1.9625337593688363e-06,45282584594011.96,9.400972837519806,81.22357726663324,425708818622387.8,0.0033734315241441,0.0021851259991994
596,596,0.02,1750.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17300.83,8.650415000000002,1750.0,0.1871243815571597,0.007087584484303,0.0064650910754469,-0.0002090908494634,3.086331130978466e-06,45338534378443.1,9.372197087954852,81.06732715193706,424889880895493.6,0.0033775996335456,0.002187825874432
597,597,0.02,1750.0,2.25,1,200000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17277.03,8.638515000000002,1750.0,0.190807691852915,0.0071183760142613,0.0064953742635601,-0.00020483994593,5.498454162359404e-06,45276164126946.1,9.191299425965385,79.39865015079978,416144014993964.06,0.0033729532165079,0.0021848161774515
598,598,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17282.46,8.64123,1750.0,0.1873295949582302,0.0070430606419414,0.0064843526929485,-0.0002061992368145,1.2284281665762925e-06,45290393978443.14,9.364242256564658,80.91508179447925,424091932892645.4,0.0033740133024118,0.0021855028436113
599,599,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17272.04,8.636020000000002,1750.0,0.1888972890637955,0.0070609180992289,0.006453415588941,-0.0001995990332496,2.3564356956674077e-06,45263087338922.15,9.285177792024466,80.18922264048621,420287561633321.7,0.0033719790307508,0.0021841851527484
600,600,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17268.51,8.634255,1750.0,0.1915651032905043,0.0070650034856677,0.0064590909336547,-0.0002061478361815,-1.84489066036044e-07,45253836625149.69,9.154140794335817,79.04290658020274,414279492643831.4,0.0033712898772994,0.0021837387565156
601,601,0.02,1750.0,2.25,1,200000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14609.12,7.304559999999999,1750.0,1.3552855863146782,0.0070393158973744,0.0064874473762355,-0.0002019375095281,1.292105770685931e-06,38284642376047.9,1.2930745295150246,9.44518718607016,49504092456428.08,0.0028521035325139,0.0018474379979851
602,602,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17288.74,8.64437,1750.0,0.1894451478448491,0.0070745901183242,0.0064801778964442,-0.000206504801797,-1.2860276194301792e-06,45306851338922.14,9.261727613714942,80.06259221274054,419623866538727.5,0.0033752393317814,0.002186296998949
603,603,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17284.02,8.642009999999997,1750.0,0.1879115252579845,0.0070508146914947,0.0065089559484369,-0.0002044855364316,2.700295942709877e-06,45294482112574.85,9.334112197115868,80.67012486282756,422808065209195.7,0.0033743178574782,0.0021857001178672
604,604,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17306.02,8.653009999999998,1750.0,0.1869570800829547,0.0070351343343382,0.0064489300102791,-0.0002074507066538,2.4175455154491686e-06,45352135286227.54,9.378685704561814,81.15546688993612,425351838679181.25,0.003378612864824,0.0021884821907063
605,605,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17298.85,8.649425,1750.0,0.187009211148902,0.007135984323642,0.00648760472493,-0.0002017625718308,3.0574524109537497e-06,45333345592814.37,9.377276368815336,81.10689367480431,425097256860375.7,0.0033772130828844,0.0021875754878764
606,606,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17277.35,8.638675000000001,1750.0,0.190465484869801,0.0071314191018947,0.0064813343163305,-0.0002062379112315,1.8621597716969296e-06,45277002718562.89,9.210981291955726,79.57761194667313,417081989129844.8,0.003373015689342,0.0021848566439655
607,607,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17281.27,8.640635000000003,1750.0,0.1946183249739692,0.0071517015699721,0.0064811063113249,-0.0002037629494979,2.068200220006472e-07,45287275465868.24,9.01542293894136,77.89935860172905,408285931718092.2,0.00337378098156,0.0021853523587623
608,608,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17298.44,8.64922,1750.0,0.2036022482329303,0.0071046786866437,0.006483903029481,-0.0002035999502407,2.8305705563824536e-06,45332271147305.39,8.61644493612818,74.52700173628232,390610742992414.06,0.0033771330395657,0.0021875236401553
609,609,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10742.12,5.371059999999999,1750.0,1.709260303634203,0.0070802719247888,0.0065237342898753,-0.0001983760419892,-3.044940713687629e-06,28150786807185.625,1.02784111814409,5.521071128483019,28937024774482.715,0.0020971583776907,0.0013584254675789
610,610,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,17261.97,8.630985000000003,1750.0,0.1876205655775106,0.0071234327825004,0.0064558171834952,-0.0002042505616501,1.1611408842166417e-06,45236697908982.03,9.344455639259005,80.64805253914103,422692379799157.75,0.0033700130887521,0.0021829117221352
611,611,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,17267.39,8.633695000000003,1750.0,0.1867655135007112,0.0070189059169727,0.0065012790580991,-0.0002026891351552,2.84468827357604e-06,45250901554491.01,9.398211448945428,81.13602457239182,425249937651036.56,0.00337107122238,0.0021835971237165
612,612,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,17284.43,8.642215,1750.0,0.1874412067755929,0.0071035806808786,0.006472097538288,-0.0002055107266521,1.6571934453019914e-07,45295556558083.83,9.355611954772211,80.85366046844044,423770011585728.0,0.0033743979007969,0.0021857519655882
613,613,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,17306.77,8.653385000000002,1750.0,0.187385465734751,0.0071196391587656,0.0064730069746655,-0.0002058551428458,2.532725415909191e-06,45354100735329.34,9.358754004367858,80.98435772305433,424455021723562.8,0.0033787592855289,0.0021885770340985
614,614,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,17299.76,8.649879999999998,1750.0,0.1865829529001712,0.0071416359722284,0.0064970486691539,-0.0002039703842926,1.946051332214264e-06,45335730337724.54,9.40012303070775,81.30761906391255,426149298288990.2,0.0033773907400065,0.0021876905645257
615,615,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,17259.0,8.6295,1750.0,0.1882870731406888,0.007168166420367,0.0064831384345982,-0.000204187021086,-6.474578349250873e-07,45228914730538.93,9.317611100688978,80.40912202505939,421440097761041.75,0.0033694332627604,0.0021825361423019
616,616,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,17298.52,8.64926,1750.0,0.1888216402660032,0.007066825270418,0.0064661005322386,-0.0002038782482569,1.662527657120756e-06,45332480795209.58,9.286146141904483,80.31585289508698,420951255820429.4,0.0033771486577743,0.0021875337567839
617,617,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,17289.72,8.644860000000005,1750.0,0.2031297021981163,0.0070646827134618,0.0064684682003701,-0.0002088765817067,2.859096134427956e-06,45309419525748.51,8.638938412402725,74.67849123083161,391404729368396.8,0.0033754306548359,0.0021864209276482
618,618,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,17292.03,8.646015,1750.0,0.1868671815386824,0.0070780580485088,0.0064617703526587,-0.0002030494441898,2.429249121842726e-06,45315473108982.04,9.382454045634583,81.12157526222019,425174205961174.4,0.0033758816306072,0.0021867130452963
619,619,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,17297.48,8.64874,1750.0,0.1862856955079973,0.0070309740296232,0.0064711159681997,-0.0002076589636354,1.3937070747126454e-06,45329755372455.12,9.414645717359283,81.42475917791357,426763252773917.4,0.0033769456210634,0.0021874022406133
620,620,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,17270.35,8.635175,1750.0,0.1874847933633964,0.0070830016389136,0.006460136191122,-0.0002057209464302,1.1561989824262036e-06,45258658526946.11,9.35068088745051,80.7470917228274,423211463731475.4,0.0033716490960956,0.0021839714389712
621,621,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,16706.47,8.353235000000002,1750.0,0.186033176181445,0.0075554841204127,0.0064570546660315,-0.0002255918458329,2.4121552842642226e-06,43780955274251.5,9.425324880583496,78.72684871522087,412622970918913.4,0.0032615641532713,0.002112664382947
622,622,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,17301.53,8.650765,1750.0,0.1879919905600491,0.0071035562762687,0.0065158765112093,-0.000205712497257,7.325405396147903e-07,45340368797604.81,9.32735222154652,80.68729598860311,422898062472482.2,0.0033777362928702,0.0021879143949314
623,623,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,17285.48,8.642739999999998,1750.0,0.1857006793389473,0.007073971894165,0.0064129654391009,-0.000210035109183,-3.066484031048872e-07,45298308186826.35,9.440573972378967,81.589634184012,427627395260970.2,0.0033746028897838,0.0021858847463374
624,624,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,17299.55,8.649775,1750.0,0.1864447750612998,0.007033029580844,0.0063654600595103,-0.0002047026806895,4.1369494894037436e-08,45335180011976.06,9.40419607783456,81.34305220861036,426335010402110.8,0.0033773497422091,0.0021876640083759
625,625,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,17293.61,8.646805,1750.0,0.1868473158368283,0.0070508771652057,0.0072558400615885,-0.0002053894119354,-4.955889565440024e-07,45319613655089.83,9.38392227031764,81.14106825844418,425276372606293.75,0.0033761900902257,0.0021869128487093
626,626,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,17289.31,8.644655000000002,1750.0,0.1873564042107,0.0071276186201967,0.0064742036719891,-0.000205279515616,8.514083720784676e-07,45308345080239.52,9.358892690144067,80.90468966412627,424037465683930.6,0.0033753506115172,0.0021863690799271
627,627,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,17291.01,8.645504999999998,1750.0,0.1880051504765719,0.0070378497538395,0.0064835717501479,-0.0002039061384823,-1.1972756274856503e-06,45312800098203.59,9.329759343471906,80.66183345883938,422764608322472.56,0.0033756824984485,0.0021865840582829
628,628,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,17298.88,8.649439999999998,1750.0,0.1882586362194865,0.0071084687270596,0.0064467504394005,-0.0002033040093942,2.749054526170296e-06,45333424210778.44,9.320542033658668,80.61916548129932,422540977020788.4,0.0033772189397126,0.0021875792816121
629,629,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,17282.45,8.641224999999997,1750.0,0.1861837565346945,0.0070854949038367,0.006481292231525,-0.0002028569808529,2.618646097098484e-06,45290367772455.09,9.415048913434026,81.36164549929043,426432461512688.0,0.0033740113501358,0.0021855015790327
630,630,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,17295.39,8.647695,1750.0,0.185375799899275,0.0071526006150751,0.0064741661087728,-0.0002064141955687,3.364012007747601e-06,45324278320958.08,9.462109077407057,81.82812671334086,428877381734448.9,0.0033765375953655,0.0021871379436936
631,631,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,17285.43,8.642715000000004,1750.0,0.186752406370465,0.0071244692854727,0.0064722119713829,-0.0002069835273352,2.64619255585574e-06,45298177156886.23,9.385564086891517,81.11634829783117,425146810407938.06,0.0033745931284035,0.0021858784234446
632,632,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,17287.06,8.643530000000005,1750.0,0.1884404948492783,0.007245288676884,0.0064910995960517,-0.000201530062549,1.3858337275770242e-06,45302448732934.13,9.304364147352564,80.4186590719319,421490083308266.9,0.0033749113494023,0.0021860845497504
633,633,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,17280.88,8.640440000000002,1750.0,0.1874879952264586,0.0071163920090447,0.0064418577856002,-0.0002032181093391,1.2641279460553115e-06,45286253432335.34,9.361783219442511,80.8876524981361,423948170530350.8,0.0033737048427934,0.0021853030401983
634,634,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,17300.76,8.650380000000002,1750.0,0.1862971696540694,0.0071084411891237,0.0064585277795395,-0.0002062212905995,2.3873364774948414e-06,45338350936526.94,9.41540869023838,81.446242876493,426875853083453.6,0.0033775859676131,0.002187817022382
635,635,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,17299.1,8.649550000000005,1750.0,0.1879163457698382,0.0071185526734404,0.0064560438915065,-0.0002050575248232,5.879503456963239e-07,45334000742514.98,9.331944152892955,80.71656846999764,423051485331853.44,0.0033772618897861,0.0021876071023405
636,636,0.02,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,17275.82,8.63791,1750.0,0.187048191320332,0.0070885831961893,0.0065117377231641,-0.0002031977149609,3.000204754328265e-06,45272993202395.22,9.373718103232797,80.96895170694168,424374275748813.75,0.0033727169911038,0.0021846631634453
637,637,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18548.0,9.274,2000.0,0.2274642615514517,0.0071000173401859,0.0064974430275261,-0.0001990783449368,2.8675953799983657e-06,44861632954091.79,8.811295583269434,81.71958898148209,395306686008895.5,0.0038235356507895,0.0023657081285478
638,638,0.02,2000.0,2.25,1,200000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,18547.6,9.273799999999996,2000.0,0.241191227311358,0.009034032924321,0.0064389209477241,-0.0001999816791189,1.4029243936155126e-06,44860665483033.945,8.31159462004479,77.08635648030436,372894094262205.1,0.0038234531936912,0.002365657110473
639,639,0.02,2000.0,2.25,1,200000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18577.03,9.288515000000002,2000.0,0.2271611267028856,0.0073833796474334,0.0065202944683101,-0.0001982801012737,2.341073342300469e-06,44931847166117.75,8.81827999074366,81.91502756138303,396252091857136.06,0.0038295199747027,0.0023694107653265
640,640,0.02,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18570.56,9.285279999999998,2000.0,0.2282186362026732,0.0090219582992618,0.0064903571172885,-0.0001946796894205,1.3849311284226507e-06,44916198321756.48,8.78467083621823,81.57153287910972,394590486038953.2,0.0038281862311368,0.0023685855479666
641,641,0.02,2000.0,2.25,1,200000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18553.01,9.276505,2000.0,0.2282987506434346,0.010507415386318,0.0064840668174224,-0.0001825056619768,-1.4145885326237357e-06,44873750529091.81,8.778152524901264,81.43196247659151,393915334414085.1,0.0038245684259464,0.0023663471299347
642,642,0.02,2000.0,2.25,1,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18171.42,9.08571,2000.0,0.2279771235425778,0.0231407216674812,0.0065178785934229,-8.598088818048608e-05,-4.809224086116107e-07,43950807326646.72,8.794513996101367,79.90110069107385,386510012058538.56,0.0037459064155418,0.0023176771620258
643,643,0.02,2000.0,2.25,1,200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18585.69,9.292844999999998,2000.0,0.2274363665668715,0.0070879399347228,0.006494086940588,-0.0001917266736548,1.0829978066351546e-06,44952792914520.97,8.81249821313914,81.89300984373942,396145584334232.0,0.0038313051708821,0.0023705153066459
644,644,0.02,2000.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18554.54,9.277269999999998,2000.0,0.2275251250222595,0.0070959596577036,0.0065036282549465,-0.0002028660708899,1.38044137884287e-06,44877451105888.24,8.809649677552056,81.72426142244328,395329288265893.2,0.0038248838243476,0.0023665422740708
645,645,0.02,2000.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18595.08,9.297539999999998,2000.0,0.2267816992249663,0.007129006598555,0.006500285452208,-0.0001925270357173,3.616063716152021e-06,44975504297604.79,8.834637713905833,82.13926462850739,397336806219874.5,0.0038332408512661,0.0023717129559519
646,646,0.02,2000.0,2.25,1,200000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18559.85,9.279924999999997,2000.0,0.2309091732732895,0.0070011458953581,0.0064879511029275,-0.0001986989570707,3.5170495052715967e-06,44890294284181.64,8.681829261216675,80.56917219255132,389741711269922.06,0.0038259784423283,0.0023672195390138
647,647,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18576.82,9.28841,2000.0,0.2272679073518656,0.007103410928182,0.0064830207541367,-0.000202595418753,-4.352890106768899e-07,44931339243812.37,8.819920670884168,81.9216919925224,396284330078358.8,0.0038294766847261,0.0023693839808372
648,648,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18597.01,9.298505,2000.0,0.231096264851094,0.0070397970121475,0.0065070121486843,-0.0001983396509342,2.509883602713152e-06,44980172345459.07,8.672641101604835,80.64050666953797,390086781479491.8,0.0038336387067656,0.0023719591181628
649,649,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18576.29,9.288145,2000.0,0.2337528382616415,0.007160633822256,0.0064814001914949,-0.0002010462033437,4.07079607345032e-06,44930057344660.69,8.577246364706248,79.66737827926254,385379413713506.8,0.0038293674290708,0.0023693163818881
650,650,0.02,2000.0,2.25,1,200000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15188.52,7.594260000000002,2000.0,1.660893039961595,0.0070813145333218,0.0064841845333529,-0.0002011719825352,-3.491422661933888e-07,36736133780239.53,1.2055398807519095,9.155231261659448,44287106369462.27,0.003131003218823,0.001937222623712
651,651,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18568.77,9.284385,2000.0,0.2272912440375785,0.0070500603162069,0.0064848754144243,-0.0002007154108168,2.3687502099120493e-06,44911868888772.47,8.818091940189099,81.86885231936043,396028725805897.94,0.0038278172356217,0.0023683572420818
652,652,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18563.19,9.281595,2000.0,0.2278516993464222,0.0071103602193365,0.0065020200540009,-0.0002014104870139,2.615485152200354e-06,44898372667514.97,8.7948521596883,81.63119210830806,394879078926878.8,0.0038266669590996,0.0023676455399384
653,653,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18564.92,9.282460000000002,2000.0,0.2252507006526821,0.007141163718114,0.0065006771891003,-0.0002003518293486,1.2013872066161837e-07,44902556979840.33,8.892684979815334,82.54414850320273,399295373372733.25,0.00382702358605,0.0023678661931119
654,654,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18576.09,9.288044999999997,2000.0,0.2276927198017688,0.0070868264907649,0.0065072537309665,-0.0001984981613375,8.439863258930088e-07,44929573609131.73,8.802585421991521,81.76056626659046,395504907695760.3,0.0038293262005216,0.0023692908728507
655,655,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18559.39,9.279695000000002,2000.0,0.2330012292202513,0.0070851003309193,0.0065155925626222,-0.0001980261670248,2.3960309991966966e-06,44889181692465.05,8.601316400097884,79.81513997928168,386094189554668.4,0.0038258836166652,0.0023671608682277
656,656,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18560.87,9.280435,2000.0,0.2354014046105135,0.0070961814081111,0.006504490482974,-0.0001994533350299,-3.231914230639928e-07,44892761335379.23,8.519073896674215,79.05468245972405,382415586350056.06,0.0038261887079291,0.0023673496351045
657,657,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18576.54,9.28827,2000.0,0.2470451480267866,0.0070833211209755,0.0064809293154272,-0.0001988895983667,2.916483451270388e-07,44930662014071.87,8.119290782668292,75.4167728730476,364817725168510.9,0.0038294189647572,0.0023693482681849
658,658,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10945.48,5.47274,2000.0,1.961202098634972,0.0070982555354991,0.0065661120091105,-0.0002049481449257,-3.257396654562392e-07,26473587786626.74,1.0200306220499529,5.582272459783991,27003435210326.13,0.0022563313022969,0.0013960432934471
659,659,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,18563.62,9.28181,2000.0,0.2282126625958767,0.0071045002353818,0.0065142082907983,-0.0002016621688419,1.3556728653929398e-07,44899412698902.21,8.78325669860647,81.52367134602508,394358962798726.3,0.0038267556004803,0.0023677003843688
660,660,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,18575.33,9.287665000000002,2000.0,0.2268799030363675,0.0071823745617428,0.0065158983481281,-0.0002001422767153,2.3906930120874188e-06,44927735414121.76,8.83375765252348,82.04223461081972,396867437550580.56,0.0038291695320347,0.0023691939385086
661,661,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,18585.1,9.29255,2000.0,0.2294179863495855,0.0070624644455058,0.0064735126376541,-0.0001969594611872,-2.692751561943523e-07,44951365894710.56,8.73500698476929,81.16978747734743,392647100794737.94,0.0038311835466621,0.0023704400549856
662,662,0.02,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,18586.37,9.293185,2000.0,0.2270049780068007,0.0070508483596831,0.0065102540308434,-0.0002002892233304,3.73041631443452e-06,44954437615319.37,8.831278212811146,82.06923926532124,396998068658872.3,0.0038314453479494,0.0023706020373731
