Energy	Efficiency(PM)	theta(PM)
696	0.1126005164	78.952172
698	0.1134796898	78.98309061
700	0.1143644644	79.01782863
702	0.1151838019	79.04837817
704	0.116015861	79.07874902
706	0.1168602137	79.1089437
708	0.1178815426	79.1389555
710	0.1187431844	79.16879431
712	0.1196184083	79.19846216
714	0.1205086789	79.22796226
716	0.121553208	79.25729387
718	0.1224621579	79.28645798
720	0.1233820181	79.31945441
722	0.1250139754	79.34703143
724	0.1260354918	79.37569746
726	0.1269897704	79.40420161
728	0.1279587025	79.43254564
730	0.1296073113	79.45946107
732	0.1306000219	79.48748053
734	0.1316073816	79.51534395
736	0.132634876	79.54705173
738	0.1343991004	79.57332407
740	0.1354572925	79.60072156
742	0.1365252243	79.62796581
744	0.1375990146	79.65505659
746	0.1386882665	79.68199892
748	0.139798653	79.70879239
750	0.1409134616	79.735437
752	0.1420473261	79.76193697
754	0.1423654628	79.78959749
756	0.1435136184	79.81980861
758	0.1446917923	79.84587857
760	0.145905067	79.8718071
762	0.1471363604	79.89759373
764	0.1481418513	79.92348589
766	0.1486581636	79.95007881
768	0.1499322399	79.97545145
770	0.1512048621	80.00068941
772	0.1524896613	80.0257934
774	0.152777543	80.05209922
776	0.1540905092	80.07693794
778	0.1554081755	80.10164605
780	0.1556518827	80.12756788
782	0.1570205294	80.15201538
784	0.1584159456	80.17633531
786	0.1594342941	80.20073952
788	0.1599442551	80.22595073
790	0.1612594035	80.24989326
792	0.1626741197	80.27770889
794	0.1629817914	80.30276993
796	0.1644289367	80.3263416
798	0.1658963384	80.34979116
800	0.166202393	80.37449864
802	0.1676941831	80.39770963
804	0.1682934299	80.42174271
806	0.1694057032	80.44516219
808	0.1707205194	80.46801862
810	0.1710444598	80.4921569
812	0.1725963573	80.5147831
814	0.1741744162	80.53729482
816	0.1745018453	80.56110053
818	0.1756909156	80.58338817
820	0.1773102774	80.60556199
822	0.1776468741	80.62904194
824	0.1793122512	80.65099852
826	0.1809893845	80.67284169
828	0.1808268119	80.69600353
830	0.182530146	80.71763505
832	0.1842581016	80.73915603
834	0.1846163796	80.76200651
836	0.1860984101	80.78331945
838	0.1877621929	80.80452637
840	0.188028281	80.82707295
842	0.1897495676	80.84807448
844	0.1911168254	80.86934873
846	0.1917699599	80.89122381
848	0.1935441738	80.91192057
850	0.1938228237	80.93398001
852	0.1956144403	80.95447889
854	0.1973426217	80.97894585
856	0.1976537786	80.99665042
858	0.1994925296	81.02085742
860	0.1997214135	81.03844226
862	0.2015858853	81.06245647
864	0.2018216481	81.07986113
866	0.2036952413	81.10368701
868	0.2038845009	81.12090946
870	0.2057688782	81.14455069
872	0.205963145	81.16159782
874	0.2078687972	81.18505393
876	0.2084904544	81.20155149
878	0.2100024917	81.22120284
880	0.2112248714	81.24100227
882	0.2120910921	81.26100029
884	0.2140589568	81.28401112
886	0.2141891735	81.30045528
888	0.2151821411	81.32010003
890	0.2162998184	81.33956491
892	0.2183049975	81.36223904
894	0.2184147815	81.37834211
896	0.2195572809	81.39748701
898	0.220413843	81.41678702
900	0.2208705779	81.43632636
902	0.2224340359	81.45490709
904	0.2242680467	81.47320332
906	0.2244649229	81.49270255
908	0.225817554	81.51122574
910	0.226448038	81.53018191
912	0.2273587329	81.54884812
914	0.2283939302	81.56734921
916	0.230419054	81.58503178
918	0.2303460028	81.60420605
920	0.2323918254	81.62173116
922	0.2323134898	81.6407596
924	0.2343510813	81.65813088
926	0.2342124291	81.67701125
928	0.2362632715	81.69423146
930	0.2361162746	81.71296991
932	0.2381850175	81.73003861
934	0.2380161759	81.74863243
936	0.2401111387	81.76555442
938	0.2399202082	81.78400993
940	0.241989661	81.80078467
942	0.2417454507	81.81910029
944	0.2438395302	81.83573267
946	0.2458159989	81.85238512
948	0.2456918789	81.87040164
950	0.247819635	81.88681914
952	0.2475487979	81.90479681
954	0.2496962767	81.92107565
956	0.2493868343	81.93891917
958	0.2515437286	81.95505974
960	0.2512235997	81.97277542
962	0.2534029787	81.98878048
964	0.254671197	82.00531661
966	0.2552563588	82.02223612
968	0.257475237	82.03803988
970	0.2570844564	82.05543525
972	0.2592834625	82.07110555
974	0.2588661039	82.08837734
976	0.2610937771	82.10391989
978	0.2606530885	82.12106872
980	0.2628939177	82.13648069
982	0.2631297039	82.15307903
984	0.2646910895	82.16879618
986	0.2668122314	82.18408773
988	0.2663884049	82.20086631
990	0.2686409605	82.21596499
992	0.2680862044	82.23269835
994	0.2703558054	82.24767346
996	0.269766561	82.26428878
998	0.272058578	82.27914301
1000	0.2736313389	82.29435757
1002	0.2736683415	82.31038114
1004	0.2759113197	82.32505432
1006	0.2751995585	82.34138781
1008	0.2774679838	82.35594539
1010	0.2767262345	82.37216896
1012	0.2790043226	82.38660829
1014	0.2783867838	82.40263425
1016	0.2805188498	82.41704955
1018	0.2827701857	82.43131727
1020	0.2818943405	82.44726848
1022	0.2841508826	82.461423
1024	0.2832703089	82.473271
1026	0.2855248559	82.49131503
1028	0.2872619164	82.50559735
1030	0.2868935957	82.51698965
1032	0.289170439	82.53486743
1034	0.2882420843	82.54645679
1036	0.2904753805	82.56022507
1038	0.292131061	82.57426698
1040	0.2917688541	82.5893757
1042	0.2940374425	82.60298548
1044	0.2930458543	82.61832272
1046	0.2953235852	82.63182651
1048	0.2943940256	82.64701692
1050	0.2965767282	82.66046981
1052	0.298843376	82.67381794
1054	0.2977443788	82.68891259
1056	0.3000246168	82.70215897
1058	0.3004906209	82.71632134
1060	0.3011916051	82.73030821
1062	0.3034924709	82.74340274
1064	0.3023215292	82.75826406
1066	0.3046346291	82.77126158
1068	0.3069297769	82.78420976
1070	0.3056692461	82.79893155
1072	0.3079593492	82.81178032
1074	0.3081458735	82.82566082
1076	0.3089722512	82.83916869
1078	0.311286919	82.85187311
1080	0.3099442226	82.86637164
1082	0.3122736819	82.87898244
1084	0.3145897427	82.89154554
1086	0.3131691623	82.90591407
1088	0.3154653813	82.91838306
1090	0.3173481275	82.93101609
1092	0.3163031145	82.94504438
1094	0.3186315209	82.95737721
1096	0.3188359284	82.970696
1098	0.3194404332	82.98377383
1100	0.3217838552	82.99597012
1102	0.3204930773	83.00985561
1104	0.3225015758	83.0221098
1106	0.3248123661	83.03417106
1108	0.3231458441	83.04807796
1110	0.3254771561	83.06005391
1112	0.3278177076	83.07198575
1114	0.3260987736	83.08577142
1116	0.3284432126	83.09761603
1118	0.3307936181	83.10941717
1120	0.3289943054	83.12308589
1122	0.331318526	83.13480378
1124	0.3336373967	83.1464779
1126	0.3317692825	83.16002973
1128	0.3341083404	83.17162244
1130	0.3364557053	83.18317335
1132	0.3345574231	83.19261028
1134	0.3368793486	83.20807765
1136	0.3392392587	83.21950389
1138	0.3373012382	83.22882975
1140	0.3395859177	83.24017691
1142	0.3418801269	83.25548131
1144	0.3399205319	83.26469555
1146	0.3422159314	83.27592253
1148	0.344520182	83.28710966
1150	0.3425234076	83.30021628
1152	0.3448293299	83.31132425
1154	0.3471436322	83.32239314
1156	0.3450581161	83.33539328
1158	0.3472413749	83.34643517
1160	0.348260965	83.35795302
1162	0.3491541368	83.36948896
1164	0.3500509701	83.38098659
1166	0.3509560332	83.39244636
1168	0.3518640673	83.40386755
1170	0.3527640193	83.4152487
1172	0.3536678373	83.42659196
1174	0.3545683827	83.43789618
1176	0.3554500101	83.44916034
1178	0.3563326332	83.46038668
1180	0.357207447	83.47157459
1182	0.3580883733	83.48272573
1184	0.3589742688	83.4938404
1186	0.3598667578	83.50491918
1188	0.3607558253	83.51595996
1190	0.3616405131	83.52696331
1192	0.3625320163	83.5379313
1194	0.3633993965	83.5488595
1196	0.364267591	83.55975205
1198	0.3651295393	83.57060756
1200	0.3659889917	83.58142723
1202	0.3668552677	83.59221207
1204	0.3677256192	83.60296224
1206	0.3686010329	83.61367799
1208	0.3694704424	83.62435764
1210	0.3703407835	83.63500211
1212	0.3712073595	83.64561151
1214	0.3720574111	83.65618343
1216	0.3729125543	83.66672119
1218	0.3737573252	83.67722366
1220	0.3746046777	83.68769258
1222	0.3754578267	83.6981284
1224	0.3763145952	83.70853143
1226	0.377176639	83.71890152
1228	0.3780297818	83.72923643
1230	0.3788856499	83.73953799
1232	0.3797339683	83.74980519
1234	0.3805733314	83.76003688
1236	0.3814152274	83.77023652
1238	0.3822500702	83.78040275
1240	0.3830959947	83.78653654
1242	0.3839582907	83.79663936
1244	0.3848260335	83.80671045
1246	0.3856955516	83.8167502
1248	0.3865606124	83.82675751
1250	0.387426605	83.83673318
1252	0.3882863657	83.84667604
1254	0.3891339057	83.8565854
1256	0.3899853033	83.86646435
1258	0.3908318375	83.87631071
1260	0.3916770515	83.88612613
1262	0.392529662	83.89591158
1264	0.3933849975	83.90566718
1266	0.3942451876	83.9153931
1268	0.3950994658	83.92508777
1270	0.3959568446	83.9347524
1272	0.3968059125	83.94438624
1274	0.3976408885	83.95398808
1276	0.3984794107	83.96356114
1278	0.3993180284	83.97310432
1280	0.4001540007	83.98261781
1282	0.4009936452	83.99210252
1284	0.4018372814	84.00155912
1286	0.4026865586	84.01098734
1288	0.4035346534	84.02038608
1290	0.4043736033	84.0297547
1292	0.405216376	84.03909527
1294	0.4060301713	84.0484034
1296	0.4068500238	84.05768441
1298	0.4076709185	84.06693707
1300	0.408484025	84.07616092
1302	0.4093013007	84.08535729
1304	0.4101223556	84.09452649
1306	0.4109476247	84.10366873
1308	0.4117777766	84.11278386
1310	0.412600904	84.12187126
1312	0.4134197981	84.13093083
1314	0.4142271191	84.13996102
1316	0.415025085	84.14896304
1318	0.4158278233	84.15793868
1320	0.4166282706	84.16688731
1322	0.417422569	84.17580801
1324	0.4182195463	84.18470279
1326	0.4190239914	84.1935717
1328	0.4198292835	84.20241511
1330	0.4206376808	84.21123216
1332	0.4214356224	84.22002211
1334	0.4222326019	84.22878565
1336	0.4230116765	84.23751989
1338	0.4237897381	84.24622798
1340	0.4245725543	84.25491124
1342	0.4253513577	84.26356878
1344	0.4261275698	84.27220088
1346	0.4269089707	84.28080854
1348	0.4276937393	84.28939132
1350	0.4284811308	84.29794971
1352	0.4292886743	84.30248331
1354	0.4300906218	84.31099049
1356	0.43088827	84.31947215
1358	0.4316696286	84.3279261
1360	0.4324502383	84.33635608
1362	0.4332365502	84.34476202
1364	0.4340156744	84.35314311
1366	0.4347954226	84.36149943
1368	0.4355784255	84.36983244
1370	0.4363651015	84.37814223
1372	0.4371555477	84.38642846
1374	0.4379478877	84.39469166
1376	0.4387327429	84.40293014
1378	0.4395115617	84.41114425
1380	0.4402736042	84.41933136
1382	0.4410367037	84.42749529
1384	0.4418061098	84.43563687
1386	0.4425688924	84.44375454
1388	0.4433300988	84.45184792
1390	0.4440935493	84.4599191
1392	0.4448609494	84.46796809
1394	0.4456308751	84.47599461
1396	0.4464046761	84.48399935
1398	0.4471700042	84.49198036
1400	0.4479291365	84.49993803
1402	0.4486735285	84.50787047
1404	0.4494163394	84.51578039
1406	0.4501639784	84.52366869
1408	0.4509116257	84.53153472
1410	0.4516515173	84.53937792
1412	0.452394819	84.5471996
1414	0.4531415685	84.55500002
1416	0.4538917683	84.56277928
1418	0.4546473216	84.57053747
1420	0.4553962171	84.57827398
1422	0.4561403197	84.58598845
1424	0.4568677551	84.59367769
1426	0.4575909013	84.60134482
1428	0.4583190689	84.60899119
1430	0.4590492565	84.61661704
1432	0.4597754299	84.624221
1434	0.4604983136	84.63180385
1436	0.4612254154	84.63936622
1438	0.4619546715	84.64690842
1440	0.4626870733	84.65443067
1442	0.4634221144	84.66193255
1444	0.4641504973	84.66941311
1446	0.4648687406	84.67687143
1448	0.4655771629	84.68430614
1450	0.4662893799	84.69172091
1452	0.4670021739	84.69911595
1454	0.4677176416	84.70649115
1456	0.4684291546	84.7138457
1458	0.4691390723	84.72118064
1460	0.469851478	84.72849595
1462	0.4705685642	84.73579212
1464	0.4712881446	84.74306928
1466	0.4720094075	84.75032731
1468	0.4727201296	84.75756471
1470	0.4734220639	84.76477956
1472	0.4741182273	84.77197324
1474	0.4748396724	84.77514781
1476	0.4755653509	84.78230368
1478	0.4762955229	84.78944108
1480	0.4770141458	84.79655736
1482	0.4777368258	84.80365557
1484	0.4784639014	84.81073511
1486	0.4791919991	84.81779639
1488	0.4799247515	84.82483947
1490	0.4806583221	84.83186435
1492	0.4813835177	84.83886958
1494	0.4821016277	84.84585442
1496	0.4828230757	84.85281942
1498	0.4835458658	84.85976669
1500	0.4842694949	84.86669594
1502	0.4849983377	84.87360728
1504	0.4857202187	84.88049972
1506	0.4864446737	84.88737431
1508	0.4871710766	84.89423141
1510	0.4879002241	84.90107096
1512	0.4886335038	84.90789301
1514	0.4893668063	84.91469782
1516	0.4900940657	84.92148469
1518	0.4908010521	84.92825186
1520	0.4914999961	84.93500019
1522	0.4922016702	84.94173193
1524	0.4929035412	84.94844615
1526	0.4936093309	84.95514393
1528	0.4943134481	84.9618237
1530	0.4950138837	84.96848583
1532	0.4957173768	84.97513108
1534	0.4964229958	84.98175993
1536	0.4971308693	84.9883722
1538	0.4978428361	84.99496807
1540	0.4985498413	85.0015464
1542	0.4992394851	85.00810586
1544	0.4999118631	85.0146459
1546	0.5005875035	85.02116989
1548	0.5012664985	85.02767749
1550	0.501947908	85.03416923
1552	0.5026279857	85.04064461
1554	0.5033039145	85.04710293
1556	0.5039824552	85.05354521
1558	0.5046664667	85.05997172
1560	0.5053487738	85.0663824
1562	0.506034394	85.07277733
1564	0.5067203805	85.0791564
1566	0.5073973769	85.08551837
1568	0.5080548016	85.09186138
1570	0.5087071807	85.09818797
1572	0.5093617808	85.10449926
1574	0.5100178595	85.11079495
1576	0.5106783504	85.11707549
1578	0.5113332264	85.12333976
1580	0.511987549	85.12958756
1582	0.5126442125	85.13582045
1584	0.5133007113	85.14203765
1586	0.5139614895	85.14824045
1588	0.5146229841	85.15442831
1590	0.5152874878	85.16060079
1592	0.5159324499	85.16675603
1594	0.5165601751	85.17289302
1596	0.5171893527	85.17901499
1598	0.5178193181	85.18512217
1600	0.5184522906	85.19121509
1602	0.5190888988	85.19729315
1604	0.519721709	85.20335611
1606	0.5203581854	85.20540359
1608	0.5210188862	85.21143692
1610	0.5216819439	85.21745588
1612	0.5223483474	85.22346028
1614	0.5230159534	85.22945069
1616	0.5236876267	85.23542623
1618	0.5243291299	85.24134561
1620	0.5249280082	85.24711457
1622	0.5255292487	85.25286908
1624	0.5261467139	85.26260964
1626	0.5268071068	85.26833641
1628	0.5274690171	85.27404925
1630	0.5281257871	85.27974763
1632	0.5287788377	85.28543121
1634	0.529430741	85.29110058
1636	0.5300831709	85.29675631
1638	0.5307405841	85.30239867
1640	0.5313934718	85.30802757
1642	0.5320481984	85.31364277
1644	0.5326858447	85.31924182
1646	0.5333036492	85.3248246
1648	0.5339207204	85.33039346
1650	0.5345382474	85.33594926
1652	0.535157606	85.3414917
1654	0.5357747957	85.34702077
1656	0.5363933962	85.3525368
1658	0.537004375	85.35803877
1660	0.5376188167	85.3635277
1662	0.5382323449	85.36900362
1664	0.5388461028	85.37446659
1666	0.5394618968	85.37991666
1668	0.5400775454	85.38535386
1670	0.5406817704	85.39077637
1672	0.5412675914	85.39618323
1674	0.5418428599	85.40157573
1676	0.5424220562	85.40695553
1678	0.5430000234	85.41232306
1680	0.5435798766	85.41767785
1682	0.5441584349	85.42301966
1684	0.5447361221	85.42834915
1686	0.5453061286	85.4336651
1688	0.545881229	85.43896877
1690	0.5464559445	85.44426028
1692	0.5470484434	85.45353952
1694	0.5476877329	85.45880613
1696	0.5483232373	85.46406013
1698	0.5489456764	85.46929965
1700	0.5495486491	85.47452306
1702	0.5501538723	85.47973466
1704	0.5507562855	85.48493408
1706	0.5513608488	85.49012125
1708	0.5519623946	85.49529665
1710	0.5525666538	85.50045998
1712	0.5531650158	85.50561047
1714	0.5537592214	85.51074845
1716	0.5543550697	85.5158746
1718	0.5549501817	85.52098879
1720	0.5555462217	85.52609179
1722	0.5561418921	85.53118253
1724	0.5567384367	85.53626171
1726	0.5573156356	85.54132582
1728	0.5578860086	85.54637667
1730	0.5584562794	85.55141608
1732	0.5590258551	85.55644375
1734	0.5595953603	85.56146
1736	0.5601665366	85.5664652
1738	0.5607365275	85.57145875
1740	0.5613029459	85.57644008
1742	0.5618659321	85.5814099
1744	0.5624305165	85.58636873
1746	0.5629933929	85.59131608
1748	0.5635566434	85.59625228
1750	0.5641193421	85.60117735
1752	0.5646818171	85.60609066
1754	0.565224073	85.61099047
1756	0.5657518979	85.615877
1758	0.5662797969	85.62075232
1760	0.5668491548	85.6296167
1762	0.5674466468	85.63446997
1764	0.5680428498	85.63931276
1766	0.5686388899	85.64414475
1768	0.5692327779	85.64896558
1770	0.5698220018	85.65377514
1772	0.5704138879	85.65857434
1774	0.5710031131	85.66336286
1776	0.5715935113	85.66814053
1778	0.5721833538	85.67290758
1780	0.5727709539	85.6776639
1782	0.5733424507	85.68240677
1784	0.5738981967	85.68713696
1786	0.5744528291	85.69185618
1788	0.5750042844	85.69656498
1790	0.5755567081	85.70126355
1792	0.576110505	85.70595146
1794	0.5766614917	85.71062937
1796	0.5772114999	85.71529658
1798	0.5777573201	85.71995329
1800	0.5783043891	85.72459978
1802	0.5788503137	85.72923609
1804	0.5793942193	85.73386195
1806	0.5799396707	85.73847786
1808	0.5804823529	85.74308367
1810	0.5810227897	85.74767891
1812	0.5815332255	85.75225948
1814	0.5820428511	85.75682954
1816	0.5825463845	85.76138976
1818	0.5830524142	85.76594026
1820	0.5835572656	85.77048041
1822	0.5840619341	85.77501072
1824	0.5845668463	85.77953155
1826	0.5850795309	85.78804244
1828	0.5856512647	85.7925427
1830	0.5862230025	85.79703325
1832	0.5867928155	85.80151451
1834	0.587364667	85.80598606
1836	0.5879335443	85.81044766
1838	0.5885032385	85.81489999
1840	0.5890538997	85.81933978
1842	0.5895926424	85.82376827
1844	0.590122678	85.82818622
1846	0.5906540412	85.83259479
1848	0.5911838074	85.83699393
1850	0.5917122248	85.84138367
1852	0.5922396455	85.84576403
1854	0.5927677102	85.85013505
1856	0.5932918308	85.85449648
1858	0.5938119914	85.85884836
1860	0.5943316875	85.86319075
1862	0.5948496217	85.86752402
1864	0.5953677095	85.87184809
1866	0.59588543	85.876163
1868	0.5964031836	85.88046864
1870	0.5969043367	85.88476183
1872	0.5973941419	85.88904497
1874	0.5978801032	85.89331865
1876	0.5983643188	85.89758348
1878	0.5988468116	85.901839
1880	0.5993298897	85.90608561
1882	0.5998133326	85.91032337
1884	0.6002942621	85.91455242
1886	0.6007720707	85.91877152
1888	0.6012433604	85.92298114
1890	0.6017155347	85.92718144
1892	0.6021829128	85.93137316
1894	0.6027182501	85.93955598
1896	0.6032650993	85.94372997
1898	0.603810851	85.94789516
1900	0.6043397588	85.9520494
1902	0.6048604743	85.95619404
1904	0.6053725457	85.96032943
1906	0.605880253	85.96445589
1908	0.6063904682	85.96857399
1910	0.6068984217	85.97268358
1912	0.6074057382	85.9767842
1914	0.607912382	85.98087675
1916	0.6084156345	85.98496076
1918	0.6089153943	85.9890359
1920	0.6094104561	85.99310233
1922	0.6099057539	85.99716035
1924	0.6104000565	86.00121002
1926	0.6108940113	86.00525114
1928	0.6113873348	86.00928402
1930	0.6118741813	86.01330822
1932	0.6123429119	86.01732072
1934	0.6128041591	86.02132421
1936	0.6132643828	86.0253191
1938	0.6137199189	86.02930582
1940	0.6141770925	86.03328439
1942	0.6146336665	86.03725483
1944	0.6150860625	86.04121718
1946	0.615537398	86.04517137
1948	0.6159874383	86.04911732
1950	0.6164338619	86.05305488
1952	0.6168772512	86.05698444
1954	0.6173214032	86.06090592
1956	0.6177622749	86.06481924
1958	0.6182039548	86.06872464
1960	0.6187030101	86.07662155
1962	0.6192166711	86.08050957
1964	0.6197177935	86.08438743
1966	0.6202113997	86.08825688
1968	0.6207009757	86.09211813
1970	0.6211869573	86.0959716
1972	0.6216744794	86.09981732
1974	0.6221573487	86.1036553
1976	0.6226425179	86.10748558
1978	0.6231240035	86.11130807
1980	0.623602218	86.11512268
1982	0.6240747272	86.11892917
1984	0.624546497	86.1227279
1986	0.6250149583	86.12651904
1988	0.6254832864	86.13030283
1990	0.6259521689	86.13407905
1992	0.6264159352	86.13784713
1994	0.6268651974	86.1416055
1996	0.6273058805	86.14535501
1998	0.6277372919	86.14909648
2000	0.628164399	86.15283046
2002	0.6285890351	86.15655699
2004	0.6290173098	86.16027622
2006	0.6294390267	86.16398806
2008	0.6298605474	86.16769249
2010	0.6302824535	86.17138968
2012	0.6307016869	86.17507942
2014	0.6311146451	86.17876133
2016	0.6315266379	86.18243585
2018	0.6319370851	86.18610307
2020	0.6323455611	86.18976307
2022	0.6327527725	86.19341584
2024	0.6331587696	86.19706138
2026	0.6336452107	86.2046973
2028	0.6341248714	86.20832534
2030	0.6346047664	86.21194518
2032	0.6350771913	86.21555767
2034	0.6355477715	86.21916294
2036	0.6360162318	86.22276098
2038	0.6364828875	86.2263521
2040	0.6369468399	86.22993632
2042	0.6374082334	86.23351331
2044	0.6378693441	86.23708331
2046	0.638327612	86.24064646
2048	0.6387791435	86.24420262
2050	0.6392312759	86.24775185
2052	0.6396814444	86.25129401
2054	0.6401295841	86.25482936
2056	0.6405749035	86.25835801
2058	0.6410114675	86.26187825
2060	0.641441143	86.26539086
2062	0.6418584372	86.26889498
2064	0.6422754766	86.27239213
2066	0.6426859979	86.27588215
2068	0.6430939091	86.27936545
2070	0.6435014168	86.28284205
2072	0.6439060448	86.28631218
2074	0.6443086297	86.28977558
2076	0.6447130244	86.2932322
2078	0.6451115774	86.29668201
2080	0.6455085834	86.30012511
2082	0.6458992229	86.30356124
2084	0.6462898139	86.30699065
2086	0.6466765165	86.31041316
2088	0.6470643759	86.31382932
2090	0.6474781661	86.3212391
2092	0.6479435374	86.32463991
2094	0.6484054215	86.32803382
2096	0.6488580249	86.33142072
2098	0.6493092386	86.33480118
2100	0.6497553061	86.33817523
2102	0.6501994042	86.34154273
2104	0.6506427873	86.34490382
2106	0.6510829187	86.34825874
2108	0.6515206067	86.35160722
2110	0.6519553733	86.35494918
2112	0.6523862521	86.3582845
2114	0.652814011	86.36161328
2116	0.6532361534	86.36493514
2118	0.6536563847	86.36825061
2120	0.6540738144	86.37155975
2122	0.6544878617	86.37486265
2124	0.6548987918	86.37815928
2126	0.6553028613	86.38144789
2128	0.6556969543	86.38472896
2130	0.6560865183	86.38800389
2132	0.6564742208	86.39127269
2134	0.6568549604	86.39453528
2136	0.657234686	86.39779173
2138	0.6576121061	86.40104196
2140	0.6579891727	86.40428613
2142	0.6583621185	86.40752426
2144	0.6587353122	86.41075636
2146	0.6591073449	86.41398246
2148	0.6594724088	86.41720205
2150	0.6598345404	86.42041557
2152	0.6601932523	86.42362288
2154	0.6605515412	86.42682424
2156	0.6609903206	86.43401969
2158	0.6614381912	86.43720857
2160	0.6618801517	86.44039087
2162	0.6623148236	86.44356601
2164	0.6627457305	86.44673465
2166	0.6631678252	86.44989745
2168	0.6635871443	86.45305441
2170	0.6640031759	86.45620551
2172	0.6644156679	86.45935082
2174	0.6648260577	86.46249035
2176	0.6652363321	86.46562405
2178	0.6656434243	86.46875189
2180	0.6660490388	86.47187404
2182	0.6664499183	86.47499054
2184	0.6668455225	86.47810036
2186	0.6672336504	86.48120395
2188	0.6676211448	86.48430188
2190	0.6680056919	86.48739417
2192	0.6683889858	86.49048066
2194	0.6687676917	86.49356143
2196	0.6691315722	86.49663401
2198	0.6694929541	86.49970098
2200	0.6698507299	86.50276228
2202	0.6702031358	86.50581796
2204	0.6705492183	86.50886788
2206	0.6708967555	86.51191219
2208	0.6712411944	86.51495086
2210	0.6715862467	86.51798413
2212	0.6719246682	86.52101203
2214	0.6722647552	86.52403447
2216	0.6725993567	86.52705145
2218	0.6729324361	86.53006257
2220	0.6733087681	86.53706805
2222	0.6737338349	86.54006783
2224	0.6741574852	86.54306212
2226	0.6745779202	86.54605102
2228	0.6749934585	86.54903456
2230	0.6754007977	86.55201081
2232	0.6758036172	86.55498144
2234	0.6762027297	86.55794589
2236	0.676595848	86.56090497
2238	0.6769830167	86.56385835
2240	0.6773671224	86.56680644
2242	0.6777484466	86.56974921
2244	0.6781236978	86.57268674
2246	0.6785005923	86.57561906
2248	0.678874286	86.57854615
2250	0.6792460162	86.58146804
2252	0.6796130898	86.5843847
2254	0.6799778689	86.58729591
2256	0.6803383216	86.59020184
2258	0.6806934519	86.59310196
2260	0.6810446678	86.59599695
2262	0.6813950144	86.59888681
2264	0.6817386432	86.60177129
2266	0.6820764302	86.60464933
2268	0.6824094978	86.60752207
2270	0.6827381444	86.61038866
2272	0.6830614573	86.61325017
2274	0.6833809363	86.61610654
2276	0.6836967596	86.61895786
2278	0.6840070634	86.62180402
2280	0.6843188321	86.62464517
2282	0.6846248523	86.62748134
