,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,50,2.25,1,500000.0,,34.2,0.006839999999999999,,50.0,0.0033256202720595126,0.015400040757992783,0.00761820538306175,15.177880528941467,0.10329621811136132,
1,1,0.05,60,2.25,1,500000.0,,58.4,0.01168,,60.0,0.004531102075042995,0.01873799259825109,0.007154560985122091,13.324689190183026,0.1546948157556918,
2,2,0.05,70,2.25,1,500000.0,,105.0,0.021,,70.0,0.005333144055603181,0.015037525440206765,0.007406193938886166,13.325367867829607,0.28073701362259174,
3,3,0.05,80,2.25,1,500000.0,,142.4,0.02848,,80.0,0.004689733840282884,0.015864181394874402,0.007128223594005856,18.094288145381768,0.5116706711021621,
4,4,0.05,90,2.25,1,500000.0,,203.0,0.0406,,90.0,0.003687037288105444,0.014797669013253571,0.007271924550062898,31.445800802612705,1.2624995065034574,
5,5,0.05,100,2.25,1,500000.0,,283.8,0.05676,,100.0,0.006639489134661857,0.013433051716924289,0.007840749896893505,15.164062721378096,0.8577509925146318,
6,6,0.05,110,2.25,1,500000.0,,362.8,0.07256,,110.0,0.006929040922031504,0.012836242888582443,0.007711076573895619,18.018279991411408,1.3053439699724336,
7,7,0.05,120,2.25,1,500000.0,,449.2,0.08984,,120.0,0.008289530814255385,0.015374363422943849,0.008184967573229378,14.747496018432631,1.3226153905507687,
8,8,0.05,130,2.25,1,500000.0,,539.6,0.10791999999999997,,130.0,0.00953086909644867,0.013337235663871991,0.00802393684660272,13.865733044215219,1.4977773660710425,
9,9,0.05,140,2.25,1,500000.0,,605.6,0.12112,,140.0,0.00988738460068248,0.013698524849939045,0.008351481419841994,14.601506362711175,1.7685435490472075,
10,10,0.05,150,2.25,1,500000.0,,630.6,0.12611999999999998,,150.0,0.01019709445065473,0.013484686912387222,0.007468417208699238,14.843701556091537,1.8694199258300328,
11,11,0.05,160,2.25,1,500000.0,,602.4,0.12048,,160.0,0.01140104119604075,0.014260338343346895,0.00869526370880609,14.19179358555117,1.7071667200011056,
12,12,0.05,170,2.25,1,500000.0,,557.6,0.11152,,170.0,0.012094635057519555,0.013719038779257557,0.007440834107910748,14.711742064503316,1.6385988144039179,
13,13,0.05,180,2.25,1,500000.0,,422.8,0.08456000000000001,,180.0,0.012369484491955518,0.013802898958565093,0.008564541320603221,14.984074308259112,1.2720207585071055,
14,14,0.05,190,2.25,1,500000.0,,179.6,0.035919999999999994,,190.0,0.010781665074466672,0.012788716980660215,0.006994198664591796,17.891825892738527,0.6414694030096271,
15,15,0.05,200,2.25,1,500000.0,,210.4,0.04207999999999999,,200.0,0.015603739478655143,0.012720051733219578,0.008062590877002233,13.871083438035024,0.5786911504190728,
16,16,0.05,210,2.25,1,500000.0,,190.8,0.038160000000000006,,210.0,0.014173745503018151,0.011440786029149238,0.006881587883694899,15.825961569614112,0.6078255576966667,
17,17,0.05,220,2.25,1,500000.0,,183.6,0.03672,,220.0,0.016669148212474737,0.015143099484636576,0.006978439536182833,14.340278755840131,0.5285137026996589,
18,18,0.05,230,2.25,1,500000.0,,210.0,0.042,,230.0,0.016867441780192394,0.013006990656600558,0.008060769122326953,14.158945767976627,0.5939657941353936,
19,19,0.05,240,2.25,1,500000.0,,226.0,0.0452,,240.0,0.0177919656834149,0.013157560189745189,0.006747537895760537,13.81815702857536,0.6234980681369139,
20,20,0.05,250,2.25,1,500000.0,,239.2,0.047839999999999994,,250.0,0.017555650077071046,0.012958403271450796,0.008048294689948646,14.711161673718156,0.7043348895375235,
21,21,0.05,260,2.25,1,500000.0,,254.4,0.05088,,260.0,0.021598370699052797,0.01375014611584863,0.007450485198329981,12.218135614184208,0.6256926250130903,
22,22,0.05,270,2.25,1,500000.0,,298.8,0.05976,,270.0,0.01986455000276237,0.01592257365733917,0.0073864665579349426,13.850717063320875,0.8263798328406958,
23,23,0.05,280,2.25,1,500000.0,,313.6,0.06272,,280.0,0.022640910308984984,0.013753221956339916,0.007785862068559543,12.668338570785412,0.7947521037564951,
24,24,0.05,290,2.25,1,500000.0,,327.6,0.06552,,290.0,0.022708024626138013,0.012709792186768496,0.008149710914622656,13.148521911728858,0.8683586785074378,
25,25,0.05,300,2.25,1,500000.0,,332.8,0.06656,,300.0,0.02316678557493788,0.011194968494885568,0.0076157937551296845,14.056542570330844,0.9394634345607258,
26,26,0.05,310,2.25,1,500000.0,,354.8,0.07096,,310.0,0.024858474003713125,0.013538982280641465,0.007941185400969265,13.33698199754268,0.9421745817905325,
27,27,0.05,320,2.25,1,500000.0,,398.6,0.07971999999999999,,320.0,0.025458984406213855,0.01507290885889626,0.007944904991609363,12.892756479377452,1.0328092521460317,
28,28,0.05,330,2.25,1,500000.0,,443.4,0.08867999999999998,,330.0,0.030395540588961007,0.014068916999847605,0.007572407704531947,11.056150370924016,0.979949721523206,
29,29,0.05,340,2.25,1,500000.0,,475.8,0.09516,,340.0,0.03100714047004658,0.014819853338141195,0.007500494721260821,11.342843154743766,1.0719160062355315,
30,30,0.05,350,2.25,1,500000.0,,489.2,0.09784,,350.0,0.030502725192161503,0.013974186239168988,0.008171249462101227,11.541566319293558,1.1307796006046948,
31,31,0.05,360,2.25,1,500000.0,,527.2,0.10544,,360.0,0.030986209835384672,0.013275408513343832,0.007304455191750637,11.728806618605052,1.2360694971525552,
32,32,0.05,370,2.25,1,500000.0,,595.6,0.11912,,370.0,0.033879551499319406,0.014329049058416098,0.007862135877883503,11.017933985124992,1.3111281623653435,
33,33,0.05,380,2.25,1,500000.0,,614.0,0.1228,,380.0,0.0319058634141129,0.012962661767897348,0.007497361870879127,12.120881751875972,1.4924341938346535,
34,34,0.05,390,2.25,1,500000.0,,650.0,0.12999999999999995,,390.0,0.032367195339622866,0.013255525773684312,0.007858366287057435,12.095803184820102,1.5743061970983887,
35,35,0.05,400,2.25,1,500000.0,,686.2,0.13724,,400.0,0.032921081991946724,0.013889311374376184,0.007836889085209797,12.30063644384102,1.687061383599206,
36,36,0.05,410,2.25,1,500000.0,,735.2,0.14704,,410.0,0.04161859881527334,0.013314855879483665,0.0080751220708286,9.903136022095657,1.4575365046473787,
37,37,0.05,420,2.25,1,500000.0,,781.3999999999999,0.15628000000000003,,420.0,0.0392998521862637,0.015170822173112544,0.0084394982054501,10.712778617244064,1.670606845009324,
38,38,0.05,430,2.25,1,500000.0,,826.3999999999999,0.16528,,430.0,0.042007350276310265,0.012857679090613128,0.007707575934627533,10.373104830029748,1.7100734516927387,
39,39,0.05,440,2.25,1,500000.0,,840.0,0.16799999999999998,,440.0,0.04491691510927467,0.014409363169949316,0.007714822061626813,9.861300714204932,1.6586734866336343,
40,40,0.05,450,2.25,1,500000.0,,884.2,0.17684,,450.0,0.04654708083407968,0.01583155151136418,0.008398885780608014,9.691247296838572,1.7178455397483945,
41,41,0.05,460,2.25,1,500000.0,,910.8,0.18216,,460.0,0.04323835487158476,0.013831139109378826,0.008293652093603226,10.789580175226243,1.969929541121774,
42,42,0.05,470,2.25,1,500000.0,,949.8,0.18996,,470.0,0.04674459647890217,0.01498692445811788,0.00833106833638806,10.1523541989956,1.929071743450736,
43,43,0.05,480,2.25,1,500000.0,,998.0,0.1996,,480.0,0.04893970319063783,0.013492015549302894,0.008109766697467437,9.842039735880473,1.963389657988187,
44,44,0.05,490,2.25,1,500000.0,,1059.4,0.21188,,490.0,0.04718880685658178,0.01331182766267391,0.008190137116341424,10.6863070832626,2.262685420765235,
45,45,0.05,500,2.25,1,500000.0,,1080.6,0.21612,,500.0,0.05392106136363282,0.014772223917513884,0.008171523321823705,9.29930964055164,2.0074816534905975,
46,46,0.05,510,2.25,1,500000.0,,1130.2,0.22604,,510.0,0.05805772343925354,0.013826691324150755,0.008336594859116846,8.819560481466166,1.9932549556537764,
47,47,0.05,520,2.25,1,500000.0,,1135.6,0.22712000000000004,,520.0,0.05522564214434169,0.014943611627893798,0.008004550080363989,9.586719000844903,2.179429749075024,
48,48,0.05,530,2.25,1,500000.0,,1160.6,0.23212,,530.0,0.05597982257477271,0.014710314434203843,0.00852108307616429,9.526749475439107,2.209283917614336,
49,49,0.05,540,2.25,1,500000.0,,1202.8,0.24056,,540.0,0.05228137813357989,0.013810849427700157,0.007951428361333288,10.420345209069314,2.500209896349302,
50,50,0.05,550,2.25,1,500000.0,,1160.8,0.23216,,550.0,0.06281634886529446,0.013763032886761012,0.008518845242677441,8.805376524186808,2.0429008810245115,
51,51,0.05,560,2.25,1,500000.0,,1112.2,0.22244,,560.0,0.0646903409938659,0.013300492848189488,0.007978458839671571,8.806858821176874,1.9623358221922664,
52,52,0.05,570,2.25,1,500000.0,,901.4,0.18028,,570.0,0.06436604146931586,0.012553236494341823,0.00817428215344006,8.88829900430755,1.603016734793034,
53,53,0.05,580,2.25,1,500000.0,,737.3999999999999,0.14748,,580.0,0.062331176262500766,0.01515468530757976,0.007773698626870707,9.337900307379916,1.3748989533773224,
