X-Position (mm)	Y-Position (mm)	Z-Position (mm)	Verschiebungskomponente (mm)
19,994	99,818	-251,24	2,2393e-004
19,206	99,765	-249,03	2,2735e-004
21,935	99,957	-243,03	2,1034e-004
19,207	99,765	-246,58	2,2635e-004
19,508	99,785	-243,92	2,2332e-004
21,937	99,957	-238,12	2,0634e-004
19,508	99,785	-241,46	2,2157e-004
19,666	99,796	-239,39	2,1903e-004
21,938	99,957	-235,33	2,0346e-004
21,055	99,892	-235,38	2,08e-004
19,667	99,796	-236,93	2,1665e-004
21,94	99,957	-230,38	1,973e-004
21,939	99,957	-232,88	2,0057e-004
21,056	99,892	-232,92	2,0509e-004
21,223	99,905	-230,5	2,0108e-004
21,943	99,958	-225,42	1,8977e-004
21,942	99,958	-227,92	1,9374e-004
21,225	99,905	-228,05	1,9752e-004
20,878	99,88	-225,67	1,9554e-004
21,946	99,958	-220,47	1,809e-004
21,945	99,958	-222,97	1,8553e-004
20,811	99,875	-220,83	1,8724e-004
21,95	99,958	-215,51	1,7066e-004
21,948	99,958	-218,01	1,76e-004
20,735	99,87	-215,91	1,7753e-004
21,954	99,958	-210,56	1,5906e-004
21,952	99,958	-213,06	1,6508e-004
20,731	99,869	-210,75	1,655e-004
21,958	99,959	-205,6	1,4612e-004
21,956	99,959	-208,1	1,5282e-004
20,733	99,869	-208,29	1,5924e-004
20,883	99,88	-205,91	1,5214e-004
21,963	99,959	-200,65	1,3185e-004
21,961	99,959	-203,15	1,3921e-004
20,808	99,875	-200,97	1,3836e-004
21,969	99,96	-195,69	1,1632e-004
21,966	99,959	-198,2	1,2432e-004
20,733	99,869	-196,04	1,2327e-004
21,974	99,96	-190,74	9,9464e-005
21,971	99,96	-193,24	1,0813e-004
20,658	99,864	-191,11	1,0686e-004
21,98	99,96	-185,79	8,128e-005
21,977	99,96	-188,29	9,0618e-005
20,584	99,859	-186,18	8,9124e-005
21,987	99,961	-180,83	6,181e-005
21,984	99,961	-183,33	7,1794e-005
20,401	99,846	-181,52	7,1709e-005
21,994	99,961	-175,88	4,1086e-005
21,99	99,961	-178,38	5,1698e-005
20,438	99,849	-176,31	4,9783e-005
22,001	99,962	-170,92	1,9118e-005
21,997	99,962	-173,42	3,036e-005
20,441	99,849	-173,86	3,9035e-005
20,292	99,838	-171,02	2,6901e-005
22,009	99,963	-165,97	-4,0591e-006
22,005	99,962	-168,47	7,7861e-006
20,296	99,839	-168,57	1,5509e-005
20,245	99,835	-166,09	3,9263e-006
22,017	99,963	-161,01	-2,8433e-005
22,013	99,963	-163,51	-1,598e-005
20,249	99,835	-163,63	-8,0807e-006
20,202	99,832	-161,15	-2,0315e-005
22,026	99,964	-156,06	-5,4008e-005
22,021	99,964	-158,56	-4,0951e-005
20,206	99,833	-158,69	-3,2915e-005
20,161	99,829	-156,21	-4,5752e-005
22,035	99,965	-151,1	-8,0771e-005
22,03	99,964	-153,6	-6,7125e-005
20,166	99,83	-153,76	-5,8936e-005
20,122	99,827	-151,28	-7,2377e-005
22,044	99,965	-146,15	-1,0866e-004
22,039	99,965	-148,65	-9,4449e-005
20,126	99,827	-148,82	-8,6136e-005
20,083	99,824	-146,34	-1,0011e-004
22,054	99,966	-141,19	-1,3765e-004
22,049	99,966	-143,69	-1,2288e-004
20,088	99,824	-143,89	-1,1442e-004
20,221	99,834	-141,1	-1,3148e-004
22,064	99,967	-136,24	-1,677e-004
22,059	99,966	-138,74	-1,5241e-004
20,226	99,834	-138,64	-1,4635e-004
20,166	99,83	-135,93	-1,6287e-004
22,075	99,968	-131,28	-1,9884e-004
22,069	99,967	-133,78	-1,8299e-004
20,263	99,836	-130,92	-1,95e-004
20,172	99,83	-133,48	-1,783e-004
22,086	99,968	-126,33	-2,3105e-004
22,08	99,968	-128,83	-2,1467e-004
20,277	99,837	-125,93	-2,2771e-004
20,269	99,837	-128,46	-2,1097e-004
22,097	99,969	-121,37	-2,643e-004
22,091	99,969	-123,87	-2,474e-004
20,322	99,841	-121,01	-2,6112e-004
20,283	99,838	-123,48	-2,4419e-004
22,109	99,97	-116,42	-2,9851e-004
22,103	99,97	-118,92	-2,8113e-004
20,367	99,844	-116,09	-2,9548e-004
20,328	99,841	-118,56	-2,7811e-004
22,121	99,971	-111,46	-3,337e-004
22,115	99,971	-113,96	-3,1583e-004
20,414	99,847	-111,16	-3,3086e-004
20,373	99,844	-113,64	-3,1293e-004
22,134	99,972	-106,51	-3,6979e-004
22,127	99,972	-109,01	-3,5147e-004
20,464	99,85	-106,22	-3,6725e-004
20,42	99,847	-108,71	-3,4877e-004
22,147	99,973	-101,55	-4,0681e-004
22,14	99,973	-104,05	-3,8802e-004
20,521	99,854	-101,27	-4,0467e-004
20,471	99,851	-103,77	-3,8561e-004
22,16	99,974	-96,597	-4,4472e-004
22,153	99,974	-99,097	-4,2548e-004
20,639	99,863	-96,164	-4,4422e-004
20,528	99,855	-98,81	-4,2345e-004
22,174	99,975	-91,65	-4,8344e-004
22,167	99,975	-94,142	-4,6383e-004
20,646	99,863	-93,709	-4,6346e-004
22,188	99,976	-86,697	-5,2298e-004
22,181	99,976	-89,195	-5,0294e-004
20,726	99,869	-88,781	-5,0284e-004
22,202	99,977	-81,733	-5,6338e-004
22,195	99,977	-84,242	-5,4286e-004
20,818	99,875	-83,849	-5,4302e-004
22,217	99,978	-76,778	-6,0451e-004
22,21	99,978	-79,278	-5,8365e-004
20,929	99,883	-78,913	-5,8405e-004
22,233	99,98	-71,823	-6,4644e-004
22,225	99,979	-74,323	-6,2517e-004
20,859	99,878	-73,673	-6,2808e-004
22,249	99,981	-66,868	-6,8916e-004
22,241	99,98	-69,368	-6,6752e-004
20,932	99,884	-68,763	-6,7042e-004
22,265	99,982	-61,913	-7,3249e-004
22,257	99,981	-64,413	-7,1055e-004
20,907	99,882	-63,988	-7,1206e-004
22,281	99,983	-56,958	-7,7655e-004
22,273	99,983	-59,458	-7,5424e-004
21,088	99,895	-58,987	-7,5668e-004
22,298	99,985	-52,003	-8,2126e-004
22,29	99,984	-54,503	-7,9861e-004
21,199	99,903	-53,995	-8,0174e-004
22,316	99,986	-47,049	-8,6662e-004
22,307	99,985	-49,548	-8,4366e-004
21,236	99,905	-49,137	-8,4614e-004
22,333	99,987	-42,094	-9,1262e-004
22,324	99,987	-44,594	-8,8932e-004
21,541	99,928	-44,308	-8,9115e-004
22,353	99,989	-36,823	-9,6226e-004
22,342	99,988	-39,639	-9,3565e-004
21,404	99,918	-39,467	-9,364e-004
22,371	99,99	-31,914	-1,0092e-003
21,413	99,918	-37,012	-9,5968e-004
19,96	99,816	-32,809	-9,9892e-004
19,616	99,792	-35,101	-9,7655e-004
22,39	99,992	-27,004	-1,0568e-003
19,969	99,816	-30,354	-1,0228e-003
19,977	99,817	-27,985	-1,046e-003
22,409	99,993	-22,094	-1,1053e-003
19,987	99,817	-25,53	-1,0703e-003
19,903	99,812	-23,048	-1,095e-003
22,429	99,995	-17,184	-1,1549e-003
19,913	99,812	-20,593	-1,1198e-003
19,913	99,812	-18,184	-1,1445e-003
22,448	99,996	-12,274	-1,206e-003
19,923	99,813	-15,729	-1,1699e-003
19,708	99,799	-12,941	-1,1993e-003
22,469	99,998	-7,3646	-1,2587e-003
18,99	99,751	-7,7737	-1,2554e-003
19,718	99,799	-10,487	-1,2255e-003
19,	99,752	-5,3189	-1,2826e-003
21,565	99,93	-480,19	-1,0596e-003
21,479	99,923	-477,85	-1,0362e-003
21,479	99,923	-475,35	-1,0114e-003
21,399	99,917	-472,89	-9,8715e-004
21,399	99,917	-470,4	-9,6271e-004
21,319	99,911	-467,93	-9,3865e-004
21,319	99,911	-465,43	-9,1454e-004
21,239	99,906	-462,97	-8,908e-004
21,239	99,906	-460,47	-8,6702e-004
21,16	99,9	-458,01	-8,436e-004
21,16	99,9	-455,51	-8,2015e-004
22,233	99,98	-448,24	-7,5492e-004
21,378	99,916	-450,37	-7,7291e-004
20,933	99,884	-448,1	-7,5126e-004
20,797	99,874	-446,28	-7,3441e-004
21,402	99,918	-39,827	-9,33e-004
21,548	99,928	-42,214	-9,1072e-004
21,539	99,928	-44,713	-8,8737e-004
21,244	99,906	-47,088	-8,6504e-004
21,235	99,905	-49,588	-8,42e-004
21,206	99,903	-51,992	-8,1997e-004
21,197	99,903	-54,492	-7,9724e-004
21,095	99,895	-57,028	-7,7424e-004
21,087	99,895	-59,528	-7,5185e-004
20,913	99,882	-62,074	-7,2896e-004
20,905	99,882	-64,574	-7,0691e-004
20,938	99,884	-66,894	-6,8668e-004
20,93	99,883	-69,394	-6,6495e-004
20,865	99,879	-71,849	-6,4368e-004
20,857	99,878	-74,349	-6,2232e-004
20,935	99,884	-77,134	-5,9896e-004
20,927	99,883	-79,634	-5,7804e-004
20,823	99,876	-82,116	-5,5727e-004
20,816	99,875	-84,625	-5,3669e-004
20,73	99,869	-87,102	-5,1638e-004
20,723	99,869	-89,601	-4,9627e-004
20,65	99,864	-92,074	-4,7639e-004
20,643	99,863	-94,566	-4,5673e-004
20,525	99,855	-99,713	-4,1653e-004
20,468	99,851	-104,71	-3,7851e-004
20,418	99,847	-109,7	-3,4149e-004
20,37	99,844	-114,68	-3,0552e-004
20,325	99,841	-119,64	-2,7058e-004
20,28	99,838	-124,61	-2,3659e-004
20,266	99,837	-129,63	-2,0332e-004
20,169	99,83	-134,69	-1,7061e-004
20,223	99,834	-139,91	-1,3866e-004
20,085	99,824	-145,2	-1,0677e-004
20,124	99,827	-150,17	-7,8521e-005
20,163	99,83	-155,15	-5,1389e-005
20,204	99,832	-160,14	-2,5474e-005
20,247	99,835	-165,12	-7,6824e-007
20,293	99,839	-170,1	2,266e-005
20,439	99,849	-175,44	4,5985e-005
20,402	99,846	-180,69	6,8325e-005
20,436	99,848	-177,94	5,6724e-005
20,585	99,859	-185,39	8,6129e-005
20,399	99,846	-183,19	7,8388e-005
20,659	99,864	-190,37	1,0423e-004
20,582	99,859	-187,89	9,556e-005
20,734	99,869	-195,35	1,2097e-004
20,656	99,864	-192,87	1,1299e-004
20,808	99,875	-200,32	1,3639e-004
20,731	99,869	-197,85	1,2907e-004
20,884	99,88	-205,3	1,5047e-004
20,806	99,875	-202,82	1,4381e-004
20,731	99,869	-210,19	1,641e-004
20,735	99,87	-215,4	1,7638e-004
20,729	99,869	-212,69	1,7019e-004
20,811	99,875	-220,36	1,8633e-004
20,734	99,869	-217,9	1,8176e-004
20,878	99,88	-225,25	1,9482e-004
20,809	99,875	-222,86	1,9101e-004
21,223	99,905	-230,12	2,0055e-004
21,055	99,892	-235,04	2,0762e-004
21,039	99,891	-284,69	1,9398e-004
21,226	99,905	-289,54	1,8423e-004
20,919	99,883	-294,37	1,7572e-004
20,898	99,881	-299,23	1,6441e-004
20,832	99,876	-304,14	1,5184e-004
20,752	99,871	-309,14	1,3774e-004
20,574	99,858	-314,14	1,2273e-004
20,624	99,862	-318,9	1,0609e-004
20,735	99,869	-324,12	8,6214e-005
20,66	99,864	-329,05	6,6947e-005
20,586	99,859	-333,98	4,6317e-005
20,443	99,849	-338,56	2,6282e-005
20,427	99,848	-343,83	1,3163e-006
20,431	99,848	-346,27	-1,0835e-005
20,344	99,842	-348,75	-2,3018e-005
20,348	99,842	-351,21	-3,5874e-005
20,294	99,839	-353,69	-4,8866e-005
20,298	99,839	-356,15	-6,2233e-005
20,222	99,834	-358,62	-7,5692e-005
20,227	99,834	-361,07	-8,9666e-005
20,151	99,829	-363,55	-1,0376e-004
20,155	99,829	-366,	-1,1832e-004
20,08	99,824	-368,48	-1,3301e-004
20,084	99,824	-370,93	-1,4815e-004
20,165	99,83	-373,6	-1,652e-004
20,17	99,83	-376,05	-1,8089e-004
20,149	99,829	-378,69	-1,9799e-004
20,154	99,829	-381,14	-2,1424e-004
20,273	99,837	-383,8	-2,3259e-004
20,244	99,835	-388,91	-2,6769e-004
20,279	99,838	-386,26	-2,494e-004
20,302	99,839	-393,84	-3,03e-004
20,249	99,835	-391,36	-2,8505e-004
20,206	99,832	-398,9	-3,3985e-004
20,307	99,84	-396,29	-3,2085e-004
20,266	99,837	-403,84	-3,7718e-004
20,211	99,833	-401,36	-3,5823e-004
20,328	99,841	-408,77	-4,1547e-004
20,272	99,837	-406,29	-3,9603e-004
20,393	99,845	-413,71	-4,5468e-004
20,334	99,841	-411,22	-4,3477e-004
20,461	99,85	-418,64	-4,9474e-004
20,399	99,846	-416,16	-4,7443e-004
20,572	99,858	-423,57	-5,3579e-004
20,467	99,851	-421,09	-5,1493e-004
20,736	99,87	-428,84	-5,8073e-004
20,579	99,858	-426,02	-5,5639e-004
20,743	99,87	-431,29	-6,0173e-004
20,855	99,878	-436,21	-6,4464e-004
20,929	99,883	-441,15	-6,8851e-004
-21,395	99,917	-480,59	-1,2207e-003
-21,577	99,93	-475,74	-1,174e-003
-21,236	99,905	-470,9	-1,1236e-003
-21,199	99,903	-466,05	-1,0761e-003
-21,088	99,895	-461,06	-1,0274e-003
-20,907	99,882	-456,07	-9,7862e-004
-20,932	99,884	-451,3	-9,3443e-004
-20,859	99,878	-446,39	-8,8876e-004
-21,559	99,929	-39,47	-1,0949e-003
-21,478	99,923	-44,278	-1,0491e-003
-21,398	99,917	-49,194	-1,003e-003
-21,317	99,911	-54,117	-9,5737e-004
-21,237	99,906	-59,039	-9,1242e-004
-21,158	99,9	-63,96	-8,681e-004
-21,158	99,9	-66,415	-8,466e-004
-21,376	99,916	-69,052	-8,2567e-004
-21,034	99,891	-235,2	5,3417e-005
-21,224	99,905	-232,78	4,8191e-005
-21,225	99,905	-230,28	4,4889e-005
-20,917	99,882	-227,89	4,5232e-005
-20,918	99,883	-225,39	4,1253e-005
-20,895	99,881	-222,98	3,7386e-005
-20,897	99,881	-220,48	3,2733e-005
-20,829	99,876	-218,02	2,8653e-005
-20,831	99,876	-215,52	2,33e-005
-20,75	99,871	-212,98	1,8494e-005
-20,752	99,871	-210,48	1,2414e-005
-20,571	99,858	-207,93	8,1033e-006
-20,573	99,858	-205,43	1,3419e-006
-20,621	99,861	-203,11	-5,8055e-006
-20,623	99,862	-200,61	-1,3223e-005
-20,731	99,869	-197,85	-2,3097e-005
-20,734	99,869	-195,35	-3,1209e-005
-20,656	99,864	-192,87	-3,865e-005
-20,659	99,864	-190,37	-4,7429e-005
-20,487	99,852	-188,21	-5,3217e-005
-20,49	99,852	-185,71	-6,2652e-005
-20,439	99,849	-183,25	-7,1615e-005
-20,442	99,849	-180,75	-8,1691e-005
-20,436	99,848	-177,94	-9,3345e-005
-20,439	99,849	-175,44	-1,041e-004
-20,362	99,843	-170,27	-1,2638e-004
-20,329	99,841	-165,27	-1,4966e-004
-20,303	99,839	-160,31	-1,7409e-004
-20,278	99,837	-155,34	-1,9976e-004
-20,251	99,836	-150,37	-2,2663e-004
-20,248	99,835	-145,33	-2,553e-004
-20,15	99,829	-140,24	-2,844e-004
-20,228	99,834	-135,07	-3,1701e-004
-20,223	99,834	-129,94	-3,4968e-004
-20,149	99,829	-124,8	-3,8284e-004
-20,208	99,833	-119,83	-4,1737e-004
-20,269	99,837	-114,84	-4,5291e-004
-20,331	99,841	-109,86	-4,8942e-004
-20,396	99,846	-104,88	-5,269e-004
-20,464	99,85	-99,897	-5,6525e-004
-20,643	99,863	-94,566	-6,0834e-004
-20,723	99,869	-89,601	-6,4846e-004
-20,65	99,864	-92,074	-6,2806e-004
-20,816	99,875	-84,625	-6,8957e-004
-20,73	99,869	-87,102	-6,6863e-004
-20,927	99,883	-79,634	-7,3174e-004
-20,823	99,876	-82,116	-7,1021e-004
-20,795	99,874	-74,459	-7,7401e-004
-20,935	99,884	-77,134	-7,5272e-004
-20,929	99,883	-441,15	-8,4227e-004
-20,855	99,878	-436,21	-7,9783e-004
-20,743	99,87	-431,29	-7,541e-004
-20,736	99,87	-428,84	-7,3305e-004
-20,523	99,855	-426,26	-7,0906e-004
-20,516	99,854	-423,81	-6,8838e-004
-20,552	99,857	-421,44	-6,6903e-004
-20,546	99,856	-418,99	-6,4876e-004
-20,459	99,85	-416,51	-6,2772e-004
-20,453	99,85	-414,06	-6,079e-004
-20,366	99,844	-411,58	-5,873e-004
-20,36	99,843	-409,13	-5,6792e-004
-20,274	99,837	-406,66	-5,4776e-004
-20,268	99,837	-404,2	-5,2884e-004
-20,182	99,831	-401,73	-5,0914e-004
-20,176	99,83	-399,28	-4,9068e-004
-20,224	99,834	-396,63	-4,7162e-004
-20,218	99,833	-394,18	-4,5369e-004
-20,185	99,831	-391,69	-4,3543e-004
-20,179	99,831	-389,24	-4,1801e-004
-20,172	99,83	-386,64	-3,9977e-004
-20,284	99,838	-381,49	-3,6596e-004
-20,167	99,83	-384,18	-3,8289e-004
-20,234	99,834	-376,38	-3,3186e-004
-20,279	99,838	-379,03	-3,4965e-004
-20,273	99,837	-371,45	-3,0099e-004
-20,23	99,834	-373,93	-3,161e-004
-20,167	99,83	-366,37	-2,6872e-004
-20,269	99,837	-369,	-2,8577e-004
-20,208	99,833	-361,44	-2,4015e-004
-20,163	99,83	-363,92	-2,541e-004
-20,25	99,835	-356,5	-2,1275e-004
-20,204	99,832	-358,99	-2,2609e-004
-20,289	99,838	-351,57	-1,8657e-004
-20,246	99,835	-354,05	-1,993e-004
-20,431	99,848	-346,27	-1,609e-004
-20,285	99,838	-349,11	-1,7364e-004
-20,427	99,848	-343,83	-1,4874e-004
-20,41	99,847	-338,65	-1,2387e-004
-20,464	99,85	-333,75	-1,0242e-004
-20,66	99,864	-329,05	-8,4835e-005
-20,735	99,869	-324,12	-6,6081e-005
-20,809	99,875	-319,19	-4,8666e-005
-20,734	99,869	-311,88	-2,2939e-005
-20,885	99,88	-314,27	-3,2537e-005
-20,732	99,869	-309,43	-1,5235e-005
-20,736	99,87	-304,27	-2,4985e-007
-20,812	99,875	-299,36	1,1744e-005
-21,226	99,905	-292,15	2,3141e-005
-20,879	99,88	-294,52	2,2336e-005
-21,066	99,893	-287,29	3,4648e-005
-21,225	99,905	-289,69	2,8134e-005
-21,065	99,893	-284,84	3,8992e-005
20,339	99,842	-232,66	2,0837e-004
18,784	99,738	-236,64	2,2075e-004
17,668	99,668	-233,51	2,2274e-004
20,609	99,861	-42,041	-9,1142e-004
18,667	99,73	-37,744	-9,505e-004
17,793	99,676	-40,044	-9,278e-004
20,159	99,829	-227,87	2,0258e-004
17,835	99,678	-231,09	2,1882e-004
17,756	99,674	-228,61	2,1561e-004
20,46	99,85	-46,802	-8,6683e-004
17,939	99,685	-42,431	-9,0527e-004
18,059	99,692	-45,1	-8,8021e-004
19,744	99,801	-223,11	1,9673e-004
17,565	99,662	-224,04	2,0906e-004
17,409	99,653	-226,24	2,1357e-004
20,135	99,828	-51,58	-8,224e-004
17,763	99,674	-47,474	-8,5769e-004
17,958	99,686	-49,911	-8,3522e-004
19,598	99,791	-218,26	1,8807e-004
17,496	99,658	-221,65	2,0506e-004
17,086	99,634	-219,1	2,02e-004
20,004	99,819	-56,52	-7,7731e-004
17,929	99,684	-52,315	-8,1301e-004
17,478	99,657	-54,634	-7,9116e-004
19,514	99,786	-213,09	1,7704e-004
17,009	99,629	-216,64	1,9721e-004
17,295	99,646	-214,19	1,9032e-004
19,728	99,8	-61,603	-7,3135e-004
17,376	99,651	-57,17	-7,6791e-004
17,623	99,666	-59,92	-7,4335e-004
19,658	99,795	-207,99	1,6362e-004
17,288	99,646	-211,48	1,8388e-004
16,943	99,625	-208,77	1,7859e-004
19,588	99,79	-66,469	-6,8815e-004
17,449	99,655	-62,467	-7,2025e-004
17,29	99,646	-64,98	-6,9761e-004
19,73	99,8	-203,13	1,4981e-004
17,016	99,63	-203,9	1,6488e-004
17,094	99,634	-206,38	1,7154e-004
19,555	99,788	-71,244	-6,4654e-004
17,323	99,648	-67,299	-6,7716e-004
17,048	99,631	-69,667	-6,5591e-004
19,575	99,79	-198,17	1,3551e-004
16,938	99,625	-201,42	1,5793e-004
17,179	99,639	-199,08	1,4958e-004
19,568	99,789	-76,485	-6,0178e-004
16,983	99,628	-72,123	-6,3442e-004
16,895	99,623	-74,6	-6,1285e-004
19,42	99,779	-193,21	1,1989e-004
17,102	99,635	-196,61	1,4197e-004
16,936	99,625	-194,31	1,35e-004
19,542	99,787	-81,752	-5,576e-004
16,973	99,627	-77,385	-5,8917e-004
16,882	99,622	-79,848	-5,6814e-004
19,266	99,769	-188,26	1,0291e-004
16,859	99,62	-191,84	1,2673e-004
16,719	99,612	-189,42	1,1866e-004
19,353	99,775	-86,71	-5,1645e-004
16,778	99,616	-82,33	-5,4714e-004
16,856	99,62	-85,127	-5,2406e-004
19,002	99,752	-183,58	8,6145e-005
16,642	99,608	-186,94	1,0971e-004
16,553	99,603	-184,47	1,0048e-004
19,195	99,764	-91,66	-4,7621e-004
16,771	99,615	-87,604	-5,0356e-004
16,68	99,61	-90,019	-4,8368e-004
18,849	99,742	-178,63	6,6548e-005
16,366	99,593	-182,27	9,2441e-005
16,285	99,588	-179,79	8,254e-005
19,01	99,752	-96,78	-4,3541e-004
16,607	99,606	-92,492	-4,6363e-004
16,577	99,604	-94,957	-4,4388e-004
18,733	99,734	-173,04	4,2669e-005
16,319	99,59	-177,04	7,0611e-005
16,238	99,585	-174,56	6,0025e-005
18,849	99,742	-101,93	-3,9527e-004
16,466	99,598	-97,603	-4,2276e-004
16,404	99,595	-100,08	-4,0331e-004
18,533	99,722	-167,72	1,8841e-005
16,088	99,577	-171,73	4,7758e-005
16,034	99,574	-169,24	3,6335e-005
18,754	99,736	-106,92	-3,5741e-004
16,354	99,592	-102,58	-3,839e-004
16,281	99,588	-105,09	-3,6458e-004
18,435	99,716	-162,76	-5,0715e-006
15,984	99,571	-166,76	2,4616e-005
15,955	99,57	-164,25	1,2324e-005
18,669	99,73	-111,88	-3,2069e-004
16,237	99,585	-107,57	-3,4576e-004
16,158	99,581	-110,08	-3,2686e-004
18,343	99,71	-157,79	-3,0249e-005
15,908	99,567	-161,76	-6,3455e-008
15,806	99,562	-159,3	-1,2431e-005
18,588	99,725	-116,82	-2,8507e-004
16,116	99,579	-112,56	-3,0858e-004
16,051	99,575	-115,	-2,9065e-004
18,254	99,704	-152,83	-5,6628e-005
15,761	99,559	-156,82	-2,5449e-005
15,71	99,557	-154,34	-3,8676e-005
18,51	99,72	-121,75	-2,5045e-004
16,013	99,573	-117,47	-2,729e-004
15,953	99,57	-119,91	-2,555e-004
18,166	99,699	-147,87	-8,419e-005
15,666	99,554	-151,86	-5,2259e-005
15,65	99,553	-149,32	-6,663e-005
18,462	99,717	-126,74	-2,1646e-004
15,913	99,568	-122,37	-2,3822e-004
15,836	99,563	-124,84	-2,2099e-004
18,256	99,704	-142,6	-1,1537e-004
15,607	99,551	-146,84	-8,0801e-005
15,393	99,54	-143,9	-9,7444e-005
18,362	99,711	-131,83	-1,8273e-004
15,828	99,563	-127,37	-2,0389e-004
15,975	99,571	-130,18	-1,8564e-004
18,33	99,709	-137,1	-1,492e-004
15,526	99,547	-141,11	-1,1477e-004
15,939	99,569	-138,24	-1,3392e-004
15,883	99,566	-132,74	-1,6865e-004
15,88	99,566	-135,53	-1,5076e-004
14,032	99,471	-255,16	2,5377e-004
17,027	99,63	-253,86	2,3923e-004
9,4397	99,287	-254,6	2,7297e-004
15,06	99,522	-253,4	2,4889e-004
11,518	99,362	-252,	2,6471e-004
6,1404	99,2	-251,77	2,8147e-004
8,8925	99,27	-251,89	2,7451e-004
8,0792	99,247	-5,1625	-1,293e-003
5,049	99,179	-6,6987	-1,2798e-003
12,833	99,416	-5,6188	-1,2828e-003
7,1164	99,222	-7,0459	-1,2722e-003
10,722	99,332	-8,2644	-1,2541e-003
16,247	99,586	-8,4409	-1,2491e-003
13,408	99,442	-8,3736	-1,2511e-003
17,564	99,662	-28,88	-1,036e-003
17,213	99,641	-33,541	-9,901e-004
15,225	99,531	-29,707	-1,0268e-003
15,219	99,531	-32,04	-1,0037e-003
17,489	99,657	-24,029	-1,0845e-003
15,233	99,531	-27,339	-1,0505e-003
15,27	99,533	-25,078	-1,0733e-003
17,406	99,653	-19,138	-1,1344e-003
15,187	99,529	-22,595	-1,0985e-003
15,243	99,532	-20,29	-1,1223e-003
17,191	99,64	-13,942	-1,189e-003
15,243	99,532	-17,882	-1,1474e-003
15,521	99,547	-15,789	-1,1695e-003
5,2255	99,182	-246,25	2,8063e-004
8,2192	99,251	-249,17	2,7576e-004
7,1567	99,223	-247,2	2,7778e-004
4,9264	99,177	-240,98	2,7729e-004
6,9153	99,217	-244,41	2,7668e-004
7,1659	99,223	-242,28	2,7467e-004
4,6192	99,172	-235,85	2,7238e-004
7,1082	99,222	-239,79	2,7264e-004
7,3128	99,227	-236,74	2,6916e-004
4,3697	99,168	-230,76	2,6582e-004
7,0633	99,22	-234,1	2,6666e-004
6,4878	99,207	-231,71	2,6463e-004
4,3697	99,168	-225,85	2,5809e-004
6,4878	99,207	-229,25	2,611e-004
6,3938	99,205	-227,32	2,582e-004
4,3697	99,168	-220,94	2,4887e-004
6,3938	99,205	-224,87	2,5407e-004
6,3721	99,205	-222,57	2,499e-004
4,3697	99,168	-216,03	2,3834e-004
6,3721	99,205	-220,12	2,4497e-004
6,8205	99,215	-217,57	2,3869e-004
4,3697	99,168	-211,12	2,264e-004
6,8205	99,215	-215,12	2,3319e-004
6,4057	99,205	-212,59	2,2784e-004
4,3697	99,168	-206,21	2,1297e-004
6,4057	99,205	-210,13	2,2155e-004
6,8874	99,216	-207,49	2,1346e-004
4,3697	99,168	-201,3	1,9808e-004
6,8874	99,216	-205,04	2,0653e-004
6,729	99,213	-202,75	1,9991e-004
4,3697	99,168	-196,39	1,8175e-004
6,729	99,213	-200,3	1,9225e-004
6,334	99,204	-197,84	1,8478e-004
4,3697	99,168	-191,48	1,6405e-004
6,334	99,204	-195,38	1,7633e-004
6,8788	99,216	-192,91	1,6664e-004
4,3697	99,168	-186,57	1,4503e-004
6,8788	99,216	-190,46	1,5745e-004
6,7477	99,213	-187,61	1,4676e-004
4,3697	99,168	-181,66	1,2453e-004
6,7477	99,213	-185,15	1,3694e-004
6,693	99,212	-182,87	1,2756e-004
4,3697	99,168	-176,75	1,03e-004
6,693	99,212	-180,42	1,1712e-004
6,6541	99,211	-177,97	1,065e-004
4,3697	99,168	-171,84	8,0101e-005
6,6541	99,211	-175,51	9,5327e-005
6,6323	99,21	-173,01	8,3774e-005
4,3697	99,168	-166,93	5,5921e-005
6,6323	99,21	-170,55	7,2057e-005
6,5807	99,209	-168,05	5,9804e-005
4,3697	99,168	-162,02	3,0577e-005
6,5807	99,209	-165,59	4,7516e-005
6,5438	99,208	-163,06	3,4543e-005
4,3697	99,168	-157,11	3,9997e-006
6,5438	99,208	-160,61	2,1575e-005
6,5028	99,208	-158,5	1,026e-005
4,3697	99,168	-152,2	-2,3814e-005
6,5028	99,208	-156,04	-3,2279e-006
6,472	99,207	-153,08	-1,9894e-005
4,3697	99,168	-147,29	-5,277e-005
6,472	99,207	-150,62	-3,4149e-005
6,4304	99,206	-148,25	-4,8007e-005
4,3697	99,168	-142,38	-8,2986e-005
6,4304	99,206	-145,8	-6,2751e-005
6,0912	99,199	-143,54	-7,6331e-005
4,3697	99,168	-137,47	-1,1432e-004
6,0912	99,199	-141,08	-9,1607e-005
6,5408	99,208	-139,02	-1,0516e-004
4,3697	99,168	-132,56	-1,4684e-004
6,5408	99,208	-136,57	-1,2096e-004
6,5773	99,209	-133,99	-1,3794e-004
4,3697	99,168	-127,65	-1,8044e-004
6,5773	99,209	-131,54	-1,5438e-004
6,5672	99,209	-128,95	-1,7194e-004
4,3697	99,168	-122,74	-2,1493e-004
6,5672	99,209	-126,5	-1,8888e-004
6,6174	99,21	-123,82	-2,0772e-004
4,3697	99,168	-117,83	-2,5052e-004
