X-Position (mm)	Y-Position (mm)	Z-Position (mm)	Verschiebungskomponente (mm)
-16,448	99,597	-273,	2,8416e-005
-17,055	99,632	-483,96	-1,0369e-003
-15,364	99,538	-282,99	2,8093e-005
-15,164	99,528	-288,26	2,2519e-005
-15,538	99,547	-479,22	-9,8878e-004
-14,849	99,512	-298,16	8,09e-006
-15,006	99,52	-293,21	1,5835e-005
-15,36	99,538	-474,27	-9,477e-004
-15,182	99,529	-469,32	-9,0711e-004
-14,692	99,504	-303,11	-7,3368e-007
-15,675	99,555	-464,17	-8,6983e-004
-14,536	99,496	-308,07	-1,0749e-005
-14,828	99,511	-459,42	-8,2739e-004
-15,214	99,53	-454,54	-7,9266e-004
-14,224	99,481	-317,97	-3,4186e-005
-14,38	99,488	-313,02	-2,1944e-005
-14,475	99,493	-449,51	-7,4967e-004
-14,393	99,489	-322,52	-4,9366e-005
-14,299	99,484	-444,56	-7,1159e-004
-14,318	99,485	-327,4	-6,4219e-005
-14,134	99,476	-439,56	-6,7385e-004
-14,209	99,48	-332,36	-8,027e-005
-13,693	99,455	-434,24	-6,3251e-004
-14,092	99,474	-337,34	-9,7284e-005
-13,963	99,468	-342,29	-1,1514e-004
-14,262	99,482	-428,43	-5,9582e-004
-14,962	99,517	-424,09	-5,7112e-004
-13,813	99,461	-347,4	-1,3457e-004
-13,425	99,443	-419,81	-5,3073e-004
-13,677	99,455	-352,51	-1,5515e-004
-13,252	99,435	-414,86	-4,9653e-004
-13,585	99,45	-357,46	-1,7643e-004
-13,458	99,444	-410,22	-4,6792e-004
-13,491	99,446	-362,41	-1,9877e-004
-13,383	99,441	-405,21	-4,3544e-004
-13,393	99,441	-367,38	-2,2205e-004
-12,734	99,412	-400,	-3,9813e-004
-13,296	99,437	-372,35	-2,4634e-004
-13,255	99,435	-393,65	-3,6388e-004
-13,182	99,432	-377,62	-2,7302e-004
-13,263	99,436	-388,65	-3,3483e-004
-13,488	99,446	-383,45	-3,0728e-004
-10,919	99,339	-270,64	8,163e-005
-11,315	99,354	-508,98	-1,2216e-003
-13,124	99,429	-491,55	-1,0766e-003
-13,258	99,435	-487,12	-1,0401e-003
-13,029	99,425	-495,96	-1,1139e-003
-13,121	99,429	-500,59	-1,155e-003
-13,557	99,449	-504,9	-1,196e-003
-11,356	99,355	-279,68	6,9125e-005
-12,224	99,39	-275,96	6,5345e-005
-9,3941	99,286	-503,23	-1,1587e-003
-8,9172	99,271	-498,77	-1,1162e-003
-8,6748	99,264	-494,18	-1,0746e-003
-8,989	99,273	-489,59	-1,0367e-003
-8,9568	99,272	-484,75	-9,9562e-004
-8,8361	99,269	-479,88	-9,543e-004
-8,7716	99,267	-475,14	-9,1494e-004
-9,4686	99,288	-469,81	-8,7571e-004
-8,6505	99,263	-464,79	-8,3076e-004
-9,2713	99,282	-459,94	-7,9615e-004
-8,4571	99,257	-455,12	-7,5375e-004
-9,1328	99,278	-450,02	-7,1857e-004
-9,1451	99,278	-444,67	-6,7824e-004
-9,0217	99,274	-439,96	-6,4248e-004
-8,5851	99,261	-435,39	-6,0629e-004
-8,9822	99,273	-430,77	-5,7563e-004
-9,7496	99,298	-424,88	-5,3934e-004
-8,9014	99,271	-419,23	-4,9495e-004
-8,8018	99,268	-413,99	-4,5908e-004
-8,8523	99,269	-408,96	-4,265e-004
-8,6476	99,263	-404,16	-3,943e-004
-8,0646	99,246	-400,29	-3,6606e-004
-8,4849	99,258	-395,65	-3,404e-004
-8,4009	99,256	-390,75	-3,1043e-004
-8,79	99,267	-385,82	-2,8451e-004
-8,8639	99,269	-380,38	-2,5446e-004
-8,7892	99,267	-374,9	-2,2423e-004
-8,8562	99,269	-369,95	-1,989e-004
-8,9498	99,272	-364,9	-1,7426e-004
-9,0232	99,274	-359,94	-1,5087e-004
-9,0843	99,276	-355,01	-1,2857e-004
-9,1113	99,277	-350,23	-1,0762e-004
-9,2298	99,281	-345,02	-8,649e-005
-9,2864	99,283	-340,13	-6,7251e-005
-9,3811	99,286	-335,17	-4,9024e-005
-9,4044	99,286	-330,01	-3,0667e-005
-9,4943	99,289	-325,13	-1,4975e-005
-9,5577	99,291	-320,15	1,7104e-007
-9,6384	99,294	-315,23	1,3853e-005
-9,7379	99,297	-310,39	2,6024e-005
-9,6121	99,293	-305,4	3,9318e-005
-9,9253	99,303	-299,93	4,8795e-005
-8,5857	99,261	-294,52	7,0388e-005
-8,558	99,26	-289,61	7,9113e-005
-9,3499	99,285	-284,28	8,0644e-005
-12,641	99,408	-482,12	-9,9482e-004
-12,13	99,386	-287,24	5,2104e-005
-12,092	99,385	-291,62	4,5501e-005
-12,252	99,391	-477,32	-9,5309e-004
-12,117	99,386	-295,61	3,814e-005
-12,36	99,396	-473,3	-9,2114e-004
-12,118	99,386	-466,31	-8,6374e-004
-12,078	99,384	-462,86	-8,3631e-004
-11,824	99,374	-456,8	-7,8752e-004
-11,868	99,376	-453,3	-7,6094e-004
-20,256	99,836	-520,	-1,3726e-003
-22,489	99,999	-517,5	-1,3606e-003
-22,5	99,999	-2,5	-1,2424e-003
-20,256	99,836	0,	-1,2532e-003
-22,5	99,998	-7,5	-1,198e-003
-20,256	99,836	-2,5	-1,2306e-003
-19,491	99,784	-4,925	-1,2047e-003
-20,454	99,85	-6,8439	-1,1928e-003
-22,5	99,996	-12,5	-1,1551e-003
-20,454	99,85	-9,3439	-1,1709e-003
-19,765	99,802	-11,798	-1,146e-003
-22,5	99,994	-17,5	-1,1137e-003
-19,765	99,802	-14,298	-1,1247e-003
-20,091	99,825	-16,606	-1,1073e-003
-22,5	99,993	-22,5	-1,0733e-003
-20,091	99,825	-19,106	-1,0867e-003
-20,257	99,836	-21,513	-1,0681e-003
-22,5	99,991	-27,5	-1,0339e-003
-20,257	99,836	-24,013	-1,048e-003
-20,312	99,84	-26,25	-1,0305e-003
-22,5	99,99	-32,5	-9,9513e-004
-20,312	99,84	-28,75	-1,0108e-003
-20,312	99,84	-31,25	-9,9128e-004
-22,5	99,989	-37,139	-9,5972e-004
-21,559	99,929	-37,331	-9,5234e-004
-20,311	99,84	-33,75	-9,7193e-004
-19,955	99,815	-35,939	-9,5287e-004
-22,5	99,988	-39,639	-9,4084e-004
-22,5	99,987	-42,094	-9,2243e-004
-21,559	99,929	-39,831	-9,3341e-004
-21,478	99,923	-42,184	-9,152e-004
-22,5	99,987	-44,594	-9,0381e-004
-22,5	99,986	-47,049	-8,8566e-004
-21,478	99,923	-44,684	-8,9652e-004
-21,398	99,917	-47,145	-8,7775e-004
-22,5	99,985	-49,549	-8,6731e-004
-22,5	99,985	-52,004	-8,4941e-004
-21,398	99,917	-49,645	-8,5934e-004
-21,317	99,911	-52,113	-8,4075e-004
-22,5	99,984	-54,504	-8,3131e-004
-22,5	99,983	-56,958	-8,1367e-004
-21,317	99,911	-54,613	-8,2259e-004
-21,237	99,906	-57,08	-8,0427e-004
-22,5	99,983	-59,458	-7,9585e-004
-22,5	99,982	-61,913	-7,7848e-004
-21,237	99,906	-59,58	-7,8637e-004
-21,158	99,9	-62,047	-7,6831e-004
-22,5	99,981	-64,413	-7,6092e-004
-22,5	99,981	-66,868	-7,4382e-004
-21,158	99,9	-64,547	-7,5068e-004
-22,233	99,98	-71,823	-7,0788e-004
-22,5	99,98	-69,368	-7,2654e-004
-21,376	99,916	-69,684	-7,1645e-004
-20,933	99,884	-71,96	-6,9765e-004
20,252	99,836	0,	-1,1463e-003
22,489	99,999	-2,4549	-1,124e-003
-2,2152	99,144	-260,22	1,4724e-004
-2,2142e-002	99,135	-262,72	1,5437e-004
2,1754	99,143	-260,22	1,5876e-004
-2,2142e-002	99,135	-257,76	1,5554e-004
-19,745	99,801	-260,22	3,2238e-006
-21,933	99,957	-262,72	-1,8895e-005
-21,933	99,957	-257,76	-1,7729e-005
-6,6009	99,21	-260,22	1,2156e-004
-2,2152	99,144	-262,72	1,4653e-004
-2,2152	99,144	-257,76	1,4775e-004
-5,1946	99,181	-257,8	1,3165e-004
-5,3853	99,185	-263,06	1,2909e-004
-10,985	99,341	-260,22	8,5943e-005
-7,3872	99,228	-257,8	1,1616e-004
-9,6411	99,294	-257,7	9,8007e-005
-7,5779	99,233	-263,06	1,1342e-004
-10,225	99,314	-262,68	9,1833e-005
-15,367	99,538	-260,22	4,5434e-005
-11,833	99,374	-257,7	7,8746e-005
-14,272	99,483	-258,01	5,617e-005
-12,416	99,398	-262,68	7,2295e-005
-14,549	99,497	-262,48	5,2508e-005
-19,745	99,801	-262,72	2,5057e-006
-19,745	99,801	-257,76	3,6591e-006
-16,462	99,598	-258,01	3,5338e-005
-16,739	99,614	-262,48	3,164e-005
-2,2142e-002	99,135	-517,5	-1,2611e-003
-2,2721	99,144	-520,	-1,295e-003
2,2323	99,144	-520,	-1,2831e-003
-2,2142e-002	99,135	-512,51	-1,2094e-003
-2,2721	99,144	-517,5	-1,2676e-003
2,2323	99,144	-517,5	-1,2558e-003
3,4787	99,156	-514,62	-1,2233e-003
-3,0387	99,151	-515,08	-1,2448e-003
-2,0739	99,143	-513,16	-1,2221e-003
-2,2142e-002	99,135	-507,51	-1,1609e-003
3,4787	99,156	-512,12	-1,1982e-003
2,7198	99,148	-509,31	-1,1722e-003
-2,0739	99,143	-510,66	-1,1973e-003
-2,7641	99,148	-508,21	-1,176e-003
-2,2142e-002	99,135	-502,51	-1,1142e-003
2,7198	99,148	-506,81	-1,1483e-003
2,8076	99,149	-503,9	-1,121e-003
-2,7641	99,148	-505,71	-1,1525e-003
-2,4132	99,145	-503,36	-1,1293e-003
-2,2142e-002	99,135	-497,52	-1,069e-003
2,8076	99,149	-501,41	-1,0981e-003
2,1717	99,143	-498,77	-1,0753e-003
-2,4132	99,145	-500,86	-1,1065e-003
-2,2498	99,144	-498,48	-1,0844e-003
-2,2142e-002	99,135	-492,52	-1,0248e-003
2,1717	99,143	-496,27	-1,053e-003
2,1717	99,143	-493,77	-1,0309e-003
-2,2498	99,144	-495,98	-1,0621e-003
-2,216	99,144	-493,77	-1,0425e-003
-2,2142e-002	99,135	-487,53	-9,8162e-004
2,1717	99,143	-491,27	-1,0091e-003
2,1717	99,143	-488,78	-9,8756e-004
-2,216	99,144	-491,27	-1,0207e-003
-2,216	99,144	-488,78	-9,9915e-004
-2,2142e-002	99,135	-482,53	-9,3914e-004
2,1717	99,143	-486,28	-9,6613e-004
2,1717	99,143	-483,78	-9,4491e-004
-2,216	99,144	-486,28	-9,7775e-004
-2,3987	99,145	-483,6	-9,5563e-004
-2,2142e-002	99,135	-477,54	-8,973e-004
2,1717	99,143	-481,28	-9,2384e-004
2,1717	99,143	-478,78	-9,0294e-004
-2,3987	99,145	-481,1	-9,3458e-004
-2,2477	99,144	-478,75	-9,1442e-004
-2,2142e-002	99,135	-472,54	-8,5607e-004
2,1717	99,143	-476,29	-8,8225e-004
2,3544	99,145	-473,97	-8,628e-004
-2,2477	99,144	-476,25	-8,9363e-004
-2,216	99,144	-473,79	-8,7322e-004
-2,2142e-002	99,135	-467,54	-8,1532e-004
2,3544	99,145	-471,47	-8,4232e-004
2,3848	99,145	-469,	-8,2206e-004
-2,216	99,144	-471,29	-8,5272e-004
-2,216	99,144	-468,79	-8,3236e-004
-2,2142e-002	99,135	-462,55	-7,7511e-004
2,3848	99,145	-466,5	-8,0187e-004
2,3899	99,145	-463,96	-7,8149e-004
-2,216	99,144	-466,29	-8,1212e-004
-2,216	99,144	-463,8	-7,9206e-004
-2,2142e-002	99,135	-457,55	-7,3546e-004
2,3899	99,145	-461,46	-7,6145e-004
2,1717	99,143	-458,8	-7,407e-004
-2,216	99,144	-461,3	-7,7212e-004
-2,216	99,144	-458,8	-7,5226e-004
-2,2142e-002	99,135	-452,56	-6,9633e-004
2,1717	99,143	-456,3	-7,2098e-004
2,1717	99,143	-453,81	-7,0147e-004
-2,216	99,144	-456,3	-7,3259e-004
-2,216	99,144	-453,81	-7,1307e-004
-2,2142e-002	99,135	-447,56	-6,5778e-004
2,1717	99,143	-451,31	-6,8203e-004
2,1717	99,143	-448,81	-6,6282e-004
-2,216	99,144	-451,31	-6,9363e-004
-2,216	99,144	-448,81	-6,744e-004
-2,2142e-002	99,135	-442,56	-6,1984e-004
2,1717	99,143	-446,31	-6,437e-004
2,1717	99,143	-443,81	-6,2473e-004
-2,216	99,144	-446,31	-6,5528e-004
-2,216	99,144	-443,81	-6,3634e-004
-2,2142e-002	99,135	-437,57	-5,8253e-004
2,1717	99,143	-441,32	-6,0595e-004
2,1717	99,143	-438,82	-5,8728e-004
-2,216	99,144	-441,32	-6,1753e-004
-2,216	99,144	-438,82	-5,9887e-004
-2,2142e-002	99,135	-432,57	-5,4595e-004
2,1717	99,143	-436,32	-5,6881e-004
2,1717	99,143	-433,82	-5,5059e-004
-2,216	99,144	-436,32	-5,8047e-004
-2,216	99,144	-433,82	-5,6218e-004
-2,2142e-002	99,135	-427,58	-5,1009e-004
2,1717	99,143	-431,32	-5,3247e-004
2,1717	99,143	-428,83	-5,1457e-004
-2,216	99,144	-431,32	-5,4408e-004
-2,216	99,144	-428,83	-5,261e-004
-2,2142e-002	99,135	-422,58	-4,749e-004
2,1717	99,143	-426,33	-4,9681e-004
2,1717	99,143	-423,83	-4,7924e-004
-2,216	99,144	-426,33	-5,0841e-004
-2,216	99,144	-423,83	-4,9086e-004
-2,2142e-002	99,135	-417,59	-4,4046e-004
2,1717	99,143	-421,33	-4,6183e-004
2,1717	99,143	-418,83	-4,4466e-004
-2,216	99,144	-421,33	-4,7342e-004
-2,216	99,144	-418,83	-4,563e-004
-2,2142e-002	99,135	-412,59	-4,0678e-004
2,1717	99,143	-416,34	-4,276e-004
2,1717	99,143	-413,84	-4,1085e-004
-2,216	99,144	-416,34	-4,3921e-004
-2,216	99,144	-413,84	-4,2241e-004
-2,2142e-002	99,135	-407,59	-3,7378e-004
2,1717	99,143	-411,34	-3,9419e-004
2,1717	99,143	-408,84	-3,7764e-004
-2,216	99,144	-411,34	-4,0575e-004
-2,216	99,144	-408,84	-3,8924e-004
-2,2142e-002	99,135	-402,6	-3,4157e-004
2,1717	99,143	-406,35	-3,6139e-004
2,1717	99,143	-403,85	-3,4527e-004
-2,216	99,144	-406,35	-3,7297e-004
-2,216	99,144	-403,85	-3,5689e-004
-2,2142e-002	99,135	-397,6	-3,1018e-004
2,1717	99,143	-401,35	-3,294e-004
2,1717	99,143	-398,85	-3,1373e-004
-2,216	99,144	-401,35	-3,4096e-004
-2,216	99,144	-398,85	-3,2531e-004
-2,2142e-002	99,135	-392,61	-2,7955e-004
2,1717	99,143	-396,35	-2,9825e-004
2,1717	99,143	-393,86	-2,8299e-004
-2,216	99,144	-396,35	-3,0976e-004
-2,216	99,144	-393,86	-2,9454e-004
-2,2142e-002	99,135	-387,61	-2,4979e-004
2,1717	99,143	-391,36	-2,6781e-004
2,1717	99,143	-388,86	-2,5302e-004
-2,216	99,144	-391,36	-2,7944e-004
-2,216	99,144	-388,86	-2,6451e-004
-2,2142e-002	99,135	-382,61	-2,2089e-004
2,1717	99,143	-386,36	-2,3832e-004
2,1717	99,143	-383,86	-2,2388e-004
-2,216	99,144	-386,36	-2,4994e-004
-2,216	99,144	-383,86	-2,3545e-004
-2,2142e-002	99,135	-377,62	-1,9299e-004
2,1717	99,143	-381,37	-2,0974e-004
2,1717	99,143	-378,87	-1,9577e-004
-2,216	99,144	-381,37	-2,2134e-004
-2,216	99,144	-378,87	-2,073e-004
-2,2142e-002	99,135	-372,62	-1,6603e-004
2,1717	99,143	-376,37	-1,8198e-004
2,1717	99,143	-373,87	-1,685e-004
-2,216	99,144	-376,37	-1,9365e-004
-2,216	99,144	-373,87	-1,802e-004
-2,2142e-002	99,135	-367,63	-1,4008e-004
2,1717	99,143	-371,37	-1,5537e-004
2,1717	99,143	-368,88	-1,4239e-004
-2,216	99,144	-371,37	-1,6691e-004
-2,216	99,144	-368,88	-1,5403e-004
-2,2142e-002	99,135	-362,63	-1,1511e-004
2,1717	99,143	-366,38	-1,2967e-004
2,1717	99,143	-363,88	-1,1725e-004
-2,216	99,144	-366,38	-1,4131e-004
-2,216	99,144	-363,88	-1,2876e-004
-2,2142e-002	99,135	-357,64	-9,1193e-005
2,1717	99,143	-361,38	-1,0495e-004
2,1717	99,143	-358,88	-9,3052e-005
-2,216	99,144	-361,38	-1,1661e-004
-2,216	99,144	-358,88	-1,0463e-004
-2,2142e-002	99,135	-352,64	-6,8226e-005
2,1717	99,143	-356,39	-8,1356e-005
2,1717	99,143	-353,89	-6,9787e-005
-2,216	99,144	-356,39	-9,286e-005
-2,216	99,144	-353,89	-8,1511e-005
-2,2142e-002	99,135	-347,64	-4,6209e-005
2,1717	99,143	-351,39	-5,8651e-005
2,1717	99,143	-348,89	-4,7634e-005
-2,216	99,144	-351,39	-7,0268e-005
-2,216	99,144	-348,89	-5,9216e-005
-2,2142e-002	99,135	-342,65	-2,5298e-005
2,1717	99,143	-346,4	-3,6929e-005
2,1717	99,143	-343,9	-2,6534e-005
-2,216	99,144	-346,4	-4,8561e-005
-2,216	99,144	-343,9	-3,8094e-005
-2,2142e-002	99,135	-337,65	-5,3988e-006
2,1717	99,143	-341,4	-1,6315e-005
2,1717	99,143	-338,9	-6,3531e-006
-2,216	99,144	-341,4	-2,795e-005
-2,216	99,144	-338,9	-1,7988e-005
-2,2142e-002	99,135	-332,66	1,3463e-005
2,1717	99,143	-336,4	3,3527e-006
2,1717	99,143	-333,91	1,2746e-005
-2,216	99,144	-336,4	-8,246e-006
-2,216	99,144	-333,91	1,164e-006
-2,2142e-002	99,135	-327,66	3,1166e-005
2,1717	99,143	-331,41	2,1944e-005
2,1717	99,143	-328,91	3,0714e-005
-2,216	99,144	-331,41	1,0318e-005
-2,216	99,144	-328,91	1,9154e-005
-2,2142e-002	99,135	-322,67	4,781e-005
2,1717	99,143	-326,41	3,9298e-005
2,1717	99,143	-323,91	4,7663e-005
-2,216	99,144	-326,41	2,7787e-005
-2,216	99,144	-323,91	3,5955e-005
-2,2142e-002	99,135	-317,67	6,3185e-005
2,1717	99,143	-321,42	5,5587e-005
2,1717	99,143	-318,92	6,3267e-005
-2,216	99,144	-321,42	4,4076e-005
-2,216	99,144	-318,92	5,168e-005
-2,2142e-002	99,135	-312,67	7,7372e-005
2,1717	99,143	-316,42	7,0663e-005
2,1717	99,143	-313,92	7,7726e-005
-2,216	99,144	-316,42	5,9162e-005
-2,216	99,144	-313,92	6,6256e-005
-2,2142e-002	99,135	-307,68	9,0358e-005
2,1717	99,143	-311,42	8,4522e-005
2,1717	99,143	-308,93	9,1062e-005
-2,216	99,144	-311,42	7,2942e-005
-2,216	99,144	-308,93	7,9503e-005
-2,2142e-002	99,135	-302,68	1,0213e-004
2,1717	99,143	-306,43	9,7185e-005
2,1717	99,143	-303,93	1,0313e-004
-2,216	99,144	-306,43	8,5598e-005
-2,216	99,144	-303,93	9,1497e-005
-2,2142e-002	99,135	-297,69	1,1274e-004
2,1717	99,143	-301,43	1,0865e-004
2,1717	99,143	-298,93	1,1403e-004
-2,216	99,144	-301,43	9,7136e-005
-2,216	99,144	-298,93	1,0237e-004
-2,2142e-002	99,135	-292,69	1,2218e-004
2,1717	99,143	-296,44	1,1896e-004
2,1717	99,143	-293,94	1,2377e-004
-2,216	99,144	-296,44	1,074e-004
-2,216	99,144	-293,94	1,121e-004
-2,2142e-002	99,135	-287,69	1,3045e-004
2,1717	99,143	-291,44	1,2809e-004
2,3538	99,145	-288,76	1,3267e-004
-2,216	99,144	-291,44	1,1659e-004
-2,216	99,144	-288,94	1,2063e-004
-2,2142e-002	99,135	-282,7	1,3752e-004
2,3538	99,145	-286,26	1,3652e-004
2,4243	99,145	-283,97	1,3982e-004
-2,216	99,144	-286,45	1,2454e-004
-2,216	99,144	-283,95	1,2799e-004
-2,2142e-002	99,135	-277,7	1,4343e-004
2,4243	99,145	-281,47	1,4301e-004
2,7198	99,148	-279,5	1,4552e-004
-2,216	99,144	-281,45	1,3124e-004
-3,0587	99,151	-278,72	1,3055e-004
-2,2142e-002	99,135	-272,71	1,4826e-004
2,7198	99,148	-277,	1,4833e-004
2,7198	99,148	-274,5	1,5073e-004
-3,0587	99,151	-276,22	1,3309e-004
-2,7641	99,148	-273,41	1,3723e-004
-2,2142e-002	99,135	-267,71	1,5193e-004
2,7198	99,148	-272,01	1,5303e-004
2,007	99,142	-269,54	1,5429e-004
-3,1924	99,153	-268,06	1,3919e-004
-2,7641	99,148	-270,91	1,3924e-004
2,1754	99,143	-262,72	1,5813e-004
2,9624	99,15	-265,13	1,5744e-004
2,007	99,142	-267,04	1,5593e-004
-3,1924	99,153	-265,56	1,4053e-004
-15,765	99,56	-520,	-1,35e-003
-20,245	99,835	-517,5	-1,3488e-003
-16,768	99,615	-517,11	-1,3271e-003
-11,269	99,352	-520,	-1,3292e-003
-14,521	99,495	-517,11	-1,3158e-003
-11,843	99,375	-517,24	-1,3041e-003
-6,7715	99,214	-520,	-1,3106e-003
-9,5944	99,292	-517,24	-1,2937e-003
-7,5379	99,232	-517,58	-1,2881e-003
-5,2885	99,183	-517,58	-1,279e-003
-21,933	99,957	-267,71	-2,1162e-005
-18,928	99,747	-264,98	9,5749e-006
-19,952	99,815	-266,83	-1,2992e-006
-21,934	99,957	-272,71	-2,4564e-005
-19,952	99,815	-269,32	-2,7465e-006
-19,192	99,764	-271,6	3,0817e-006
-21,936	99,957	-277,7	-2,9147e-005
-19,358	99,775	-276,46	-2,7832e-006
-19,192	99,764	-274,1	1,0425e-006
-21,937	99,957	-282,36	-3,4456e-005
-21,064	99,893	-282,68	-2,6335e-005
-19,359	99,775	-278,96	-5,3494e-006
-18,651	99,729	-281,6	-1,5605e-006
-21,939	99,957	-287,32	-4,1144e-005
-21,938	99,957	-284,86	-3,769e-005
-21,065	99,893	-285,18	-2,9611e-005
-21,942	99,958	-292,27	-4,8928e-005
-21,941	99,957	-289,81	-4,4928e-005
-21,225	99,905	-290,07	-3,8398e-005
-21,945	99,958	-297,22	-5,7803e-005
-21,943	99,958	-294,76	-5,3278e-005
-20,879	99,88	-294,94	-4,3287e-005
-20,811	99,875	-297,33	-4,7047e-005
-21,948	99,958	-302,17	-6,7748e-005
-21,946	99,958	-299,71	-6,2683e-005
-20,812	99,875	-299,82	-5,1955e-005
-20,735	99,87	-302,28	-5,6305e-005
-21,952	99,958	-307,12	-7,879e-005
-21,95	99,958	-304,67	-7,318e-005
-20,737	99,87	-304,78	-6,1768e-005
-20,73	99,869	-307,49	-6,7933e-005
-21,956	99,959	-312,07	-9,0952e-005
-21,954	99,958	-309,62	-8,4787e-005
-20,732	99,869	-309,99	-7,3983e-005
-21,961	99,959	-317,02	-1,0417e-004
-21,959	99,959	-314,57	-9,7487e-005
-20,885	99,88	-314,87	-8,8044e-005
-20,808	99,875	-317,35	-9,4092e-005
-21,966	99,959	-321,97	-1,1841e-004
-21,963	99,959	-319,52	-1,1122e-004
-20,81	99,875	-319,84	-1,0122e-004
-20,733	99,869	-322,32	-1,0779e-004
-21,972	99,96	-326,92	-1,337e-004
-21,969	99,96	-324,47	-1,2599e-004
-20,735	99,87	-324,82	-1,1545e-004
-20,658	99,864	-327,29	-1,2256e-004
-21,977	99,96	-331,87	-1,5007e-004
-21,974	99,96	-329,42	-1,4183e-004
-20,661	99,864	-329,79	-1,3075e-004
-20,462	99,85	-332,03	-1,3646e-004
-21,984	99,961	-336,82	-1,6749e-004
-21,981	99,96	-334,37	-1,5873e-004
-20,465	99,85	-334,53	-1,4518e-004
-20,407	99,846	-336,98	-1,5344e-004
-21,991	99,961	-341,77	-1,8588e-004
-21,987	99,961	-339,32	-1,7666e-004
-20,411	99,847	-339,48	-1,6268e-004
-20,425	99,848	-342,21	-1,7319e-004
-21,998	99,962	-346,71	-2,0529e-004
-21,994	99,962	-344,26	-1,9556e-004
-20,428	99,848	-344,71	-1,8295e-004
-22,005	99,962	-351,68	-2,2573e-004
-22,001	99,962	-349,21	-2,1545e-004
-20,287	99,838	-350,04	-2,0331e-004
-22,013	99,963	-356,63	-2,4709e-004
-22,009	99,963	-354,17	-2,3638e-004
-20,247	99,835	-355,02	-2,2418e-004
-22,022	99,964	-361,58	-2,6942e-004
-22,017	99,963	-359,12	-2,5824e-004
-20,205	99,832	-360,	-2,4601e-004
-22,03	99,964	-366,53	-2,9268e-004
-22,026	99,964	-364,07	-2,8104e-004
-20,165	99,83	-364,98	-2,6883e-004
-22,04	99,965	-371,48	-3,1687e-004
-22,035	99,965	-369,03	-3,0478e-004
-20,271	99,837	-370,1	-2,9458e-004
-22,049	99,966	-376,43	-3,4194e-004
-22,044	99,965	-373,98	-3,2941e-004
-20,232	99,834	-375,07	-3,1927e-004
-22,059	99,966	-381,38	-3,6789e-004
-22,054	99,966	-378,93	-3,5493e-004
-20,281	99,838	-380,22	-3,4655e-004
-22,069	99,967	-386,33	-3,9471e-004
-22,064	99,967	-383,88	-3,8131e-004
-20,17	99,83	-385,42	-3,7364e-004
-22,08	99,968	-391,28	-4,2239e-004
-22,075	99,968	-388,83	-4,0857e-004
-20,182	99,831	-390,52	-4,022e-004
-22,091	99,969	-396,23	-4,509e-004
-22,086	99,968	-393,78	-4,3667e-004
-20,221	99,834	-395,51	-4,3122e-004
-22,103	99,97	-401,18	-4,8022e-004
-22,097	99,969	-398,73	-4,6559e-004
-20,179	99,831	-400,65	-4,6132e-004
-22,115	99,971	-406,13	-5,1032e-004
-22,109	99,97	-403,68	-4,9531e-004
-20,271	99,837	-405,62	-4,9231e-004
-22,127	99,972	-411,08	-5,4116e-004
-22,121	99,971	-408,63	-5,2579e-004
-20,364	99,843	-410,59	-5,2405e-004
-22,14	99,973	-416,04	-5,7275e-004
-22,134	99,972	-413,58	-5,57e-004
-20,457	99,85	-415,57	-5,5652e-004
-22,153	99,974	-420,99	-6,0505e-004
-22,147	99,973	-418,53	-5,8896e-004
-20,55	99,856	-420,54	-5,897e-004
-22,167	99,975	-425,94	-6,3806e-004
-22,16	99,974	-423,48	-6,2162e-004
-20,52	99,854	-425,41	-6,2192e-004
-22,181	99,976	-430,89	-6,7171e-004
-22,174	99,975	-428,43	-6,5497e-004
-20,741	99,87	-430,48	-6,5812e-004
-22,195	99,977	-435,83	-7,0594e-004
-22,188	99,976	-433,38	-6,8894e-004
-20,853	99,878	-435,45	-6,9336e-004
-20,748	99,87	-432,98	-6,754e-004
-22,21	99,978	-440,79	-7,4095e-004
-22,203	99,977	-438,32	-7,2348e-004
-20,927	99,883	-440,43	-7,2902e-004
-20,861	99,878	-437,95	-7,1096e-004
-22,225	99,979	-445,74	-7,7652e-004
-22,218	99,978	-443,29	-7,5882e-004
-20,857	99,878	-445,71	-7,6647e-004
-20,935	99,884	-442,93	-7,4695e-004
-22,241	99,98	-450,69	-8,1273e-004
-22,233	99,98	-448,24	-7,947e-004
-20,93	99,883	-450,66	-8,0324e-004
-20,865	99,879	-448,21	-7,8474e-004
-22,257	99,981	-455,64	-8,495e-004
-22,249	99,981	-453,19	-8,3122e-004
-20,905	99,882	-455,48	-8,3887e-004
-20,938	99,884	-453,16	-8,218e-004
-22,273	99,983	-460,59	-8,8682e-004
-22,265	99,982	-458,14	-8,6827e-004
-21,087	99,895	-460,52	-8,7816e-004
-20,913	99,882	-457,98	-8,5771e-004
-22,29	99,984	-465,54	-9,2466e-004
-22,281	99,983	-463,09	-9,0584e-004
-21,197	99,903	-465,55	-9,1738e-004
-21,095	99,895	-463,02	-8,9724e-004
-22,307	99,985	-470,49	-9,6304e-004
-22,298	99,985	-468,04	-9,4397e-004
-21,235	99,905	-470,45	-9,5562e-004
-21,206	99,903	-468,05	-9,3675e-004
-22,324	99,987	-475,44	-1,0019e-003
-22,316	99,986	-472,99	-9,826e-004
