,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,502,2,100000.0,1.17662360156545,,100000.0,100.0,502.0,0.5016624229418767,0.1965827310847306,0.0377828197811824,1385683170293471.8,1.000672916771688,100.06729167716884,1386615619739008.2,0.030189483925207,0.016890756063333
1,1,0.03,522,2,100000.0,1.184814908884,,100000.0,100.0,522.0,0.5216143473076045,0.1772338586015489,0.0408000066657718,1369550763701707.0,1.0007393444877162,100.0739344487716,1370563333509497.2,0.0310531215493161,0.0174663402965062
2,2,0.03,542,2,100000.0,1.19557065892945,,100000.0,100.0,542.0,0.541832020513084,0.1763179546378359,0.0409582528385142,1352582210242587.5,1.0003100213360536,100.03100213360536,1353001539586529.0,0.0318657276658051,0.0180413862284308
3,3,0.03,562,2,100000.0,1.20653239223348,,100000.0,100.0,562.0,0.5615621633121464,0.1987988861761778,0.0401284316648743,1334613795168696.2,1.0007796762610772,100.07796762610772,1335654361862495.5,0.0324884796180481,0.0185770380268385
4,4,0.03,582,2,100000.0,1.21559007975785,,100000.0,100.0,582.0,0.5814534562376821,0.1900612138272616,0.0381132867998126,1315645238570573.0,1.0009399613270071,100.09399613270072,1316881894214890.2,0.0331959127488374,0.0189989645742806
5,5,0.03,602,2,100000.0,1.22050059246538,,100000.0,100.0,602.0,0.601509058263332,0.17438763698868,0.0348564148527426,1296529646636055.2,1.0008161834471545,100.08161834471544,1297587852672384.5,0.0338677855888851,0.0193213934368084
6,6,0.03,622,2,100000.0,1.22741865002142,,100000.0,100.0,622.0,0.6215420825631099,0.2004820248430928,0.0345445929403045,1276564583749251.2,1.0007367440592303,100.07367440592304,1277505085122552.5,0.0344782810820265,0.0196011334110058
7,7,0.03,642,2,100000.0,1.23521015912391,,100000.0,100.0,642.0,0.641672583079071,0.1937496598445488,0.0393775020598875,1256460417290606.0,1.0005102554317622,100.0510255431762,1257101533043322.8,0.0350432629208115,0.019878960250804
8,8,0.03,662,2,100000.0,1.24314995045508,,100000.0,100.0,662.0,0.6614154476811791,0.1897342325114991,0.0350155811358576,1234498851951682.2,1.0008837899399996,100.08837899399995,1235589889617978.2,0.0355321595281469,0.0201947210009864
9,9,0.03,682,2,100000.0,1.2512710931248,,100000.0,100.0,682.0,0.6815321574961217,0.1964798470675141,0.0353713017214186,1212537286612758.2,1.0006864569759952,100.06864569759952,1213369641291808.0,0.0359676786020901,0.020467693715704
10,10,0.03,702,2,100000.0,1.25928548443795,,100000.0,100.0,702.0,0.7006072789450855,0.1946030837162405,0.0388920467087865,1189446396486324.5,1.001987876941575,100.19878769415752,1191810869551139.2,0.0363321300320967,0.0206784218199834
11,11,0.03,722,2,100000.0,1.26742532522346,,100000.0,100.0,722.0,0.7215632723899716,0.172379019731811,0.0347135043193844,1166362347774006.8,1.0006052519948552,100.06052519948553,1167068290911721.0,0.0366609220594445,0.020820515220388
12,12,0.03,742,2,100000.0,1.27528577565715,,100000.0,100.0,742.0,0.7414012304110429,0.1786075335924236,0.0328935625091127,1141407766021162.0,1.0008076188228403,100.08076188228408,1142329588417537.0,0.0368825761509878,0.0208826828232441
13,13,0.03,762,2,100000.0,1.28337129179016,,100000.0,100.0,762.0,0.7607683394039668,0.1959491854716077,0.0369456958674564,1116453184268317.0,1.0016189693133104,100.16189693133106,1118260687713395.2,0.0370636109440828,0.0209070106359315
14,14,0.03,782,2,100000.0,1.29164824012589,,100000.0,100.0,782.0,0.7815015793039493,0.1970125159945229,0.0372660736802749,1090499750424278.8,1.0006377731142844,100.06377731142844,1091195241846233.2,0.037163132726863,0.0208892151174791
15,15,0.03,802,2,100000.0,1.30021834112426,,100000.0,100.0,802.0,0.8011370466946346,0.1744575912320686,0.0328929804400735,1063545173205550.6,1.001077160654255,100.10771606542548,1064690782220150.4,0.0371810846281614,0.0208435767901892
16,16,0.03,822,2,100000.0,1.30869521201282,,100000.0,100.0,822.0,0.8206783086857286,0.1710147582203919,0.0333034446788554,1036482180293501.0,1.001610486472328,100.16104864723282,1038151420823672.8,0.0371508746173755,0.0207530613603089
17,17,0.03,842,2,100000.0,1.31711516242917,,100000.0,100.0,842.0,0.8417070965106177,0.1695882734150705,0.0376891818553643,1008531243761229.8,1.0003479874300651,100.03479874300652,1008882199956886.6,0.0370367241502179,0.0206037318006599
18,18,0.03,862,2,100000.0,1.3257059739536,,100000.0,100.0,862.0,0.8611088915736218,0.1719969057532366,0.0322498329398159,980019305250549.0,1.001034838259247,100.1034838259247,981033466722423.0,0.0368567108651989,0.0204019629060181
19,19,0.03,882,2,100000.0,1.33418690330805,,100000.0,100.0,882.0,0.8799060515987094,0.1758925364976688,0.03122665498049,950531143940906.4,1.0023797408797066,100.23797408797066,952793161761576.8,0.0365825019609687,0.0201400272721763
20,20,0.03,902,2,100000.0,1.34305723027778,,100000.0,100.0,902.0,0.8998365713331395,0.1709378434708247,0.0330955622102288,920355220602914.8,1.0024042462106817,100.24042462106816,922567981154530.4,0.0362349809133654,0.0198248252449018
21,21,0.03,922,2,100000.0,1.35202507217289,,100000.0,100.0,922.0,0.9204870690118696,0.1735546129214307,0.0332330261806633,889473724668064.4,1.0016436200345047,100.16436200345048,890935681502094.4,0.0358008901490284,0.0194572146216715
22,22,0.03,942,2,100000.0,1.36109770020853,,100000.0,100.0,942.0,0.9416181089184192,0.1759571253432202,0.0356694173517278,857793640810622.0,1.0004055689647042,100.04055689647042,858141535289455.5,0.0352837767481085,0.01903621703336
23,23,0.03,962,2,100000.0,1.37010270270469,,100000.0,100.0,962.0,0.958490401266772,0.1931746858446226,0.0310621913665456,825416490317428.6,1.003661589859001,100.36615898590009,828438826967826.9,0.0346766676482142,0.0185652812855498
