,Simulation Number,CPMU20.photonEnergy,CPMU20.energySpread,CPMU20.numberRays,M3.radius,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
36,36,700,0.1,50000.0,232,1.6,,0.7,6279.0,12.558,700.0,0.0856791557860106,2.234808020341371,0.0296928650159007,-0.0171965061676824,-0.0001647666794572,149671528939908.16,8.170015140535424,102.59905013484386,1222818657546135.8,0.0045590892018194,0.0025949005608601
37,37,700,0.1,50000.0,232,2.25,,0.7,5457.0,10.914,700.0,0.058129574179361,2.245481109594936,0.0299232731133298,-0.0037717388706318,-0.0001533226913007,130077645074865.23,12.042063095802542,131.42707662758897,1566403209344936.0,0.0039622471371761,0.002255195470714
38,38,700,0.1,50000.0,232,5.0,,0.7,4965.0,9.93,700.0,0.0674771829413884,2.2878799394367872,0.0299852561771707,-0.0153225887341625,-0.0001743864213561,118349918965861.44,10.373877057197667,103.01259917797285,1227747509081153.2,0.0036050132006742,0.002051868336466
39,39,700,0.1,50000.0,232,10.0,,0.7,4361.0,8.722000000000001,700.0,0.0601206518346089,2.5264955488308334,0.0298962427375245,0.0243508285651632,-3.5670449700681254e-06,103952466588141.38,11.643253668068844,101.55245849289646,1210344937907180.8,0.0031664577176516,0.0018022553505193
40,40,700,0.1,50000.0,240,1.6,,0.7,6049.0,12.098,700.0,0.1317862720638913,2.443950184837504,0.0299356296102025,-0.0160775401996714,-8.468372991356008e-05,144189055352365.75,5.311630635250329,64.26010742525847,765879003677431.2,0.0043920895973572,0.0024998492582645
41,41,700,0.1,50000.0,240,2.25,,0.7,5321.0,10.642,700.0,0.1012728195510135,2.47538610253849,0.0299303938753019,-0.0127617907259175,-1.340314171093788e-05,126835834605709.72,6.912022427176458,73.55774267001186,876692133364309.6,0.0038634995449723,0.0021989912222227
42,42,700,0.1,50000.0,240,5.0,,0.7,4827.0,9.654,700.0,0.231768519974139,2.289826737900315,0.0288234854951613,-0.0190458941499124,-0.0001445941727235,115060434813336.0,3.0202548649752203,29.15754046647077,347511838011142.25,0.0035048134379969,0.0019948375549087
43,43,700,0.1,50000.0,240,10.0,,0.7,4052.0,8.104,700.0,0.4663853021299928,2.2062378471303603,0.0298409843978903,-0.057509291207096,-6.166851678694523e-05,96586882507486.52,1.5009049316157332,12.1633335658139,144967728284875.9,0.0029420973794827,0.0016745559918148
44,44,700,0.1,50000.0,245,1.6,,0.7,6150.0,12.3,700.0,0.1693618190483903,2.257816180748121,0.0296930253655239,-0.0219158539607032,0.0002218373914908,146596576362547.44,4.133162975770796,50.83790460198079,605907541796437.2,0.0044654242062732,0.0025415891780999
45,45,700,0.1,50000.0,245,2.25,,0.7,5358.0,10.716,700.0,0.2083368929423841,2.074109254822754,0.0291339286205006,-0.0247056240854374,-6.972924785524182e-05,127717797748053.52,3.359942591606116,36.00514481165114,429124468359820.7,0.0038903646987336,0.0022142820839446
46,46,700,0.1,50000.0,245,5.0,,0.7,4534.0,9.068,700.0,0.3495869121124997,2.24653517776228,0.0297472101390308,-0.080377817464967,6.710071521955172e-05,108076240199640.64,2.0023632914916867,18.15743032724661,216407896058198.6,0.0032920704636167,0.0018737504607325
47,47,700,0.1,50000.0,245,10.0,,0.7,3219.0,6.438000000000001,700.0,0.6826656402643039,2.484141883181583,0.0294863255196428,-0.1172924991580713,5.450611281608239e-05,76730793383908.97,1.0253921666966934,6.601474769193313,78679154480282.72,0.0023372683772347,0.0013303049698055
48,48,800,0.1,50000.0,225,1.6,,0.8,6459.0,12.918,800.0,0.1420709836550031,2.5334540057776467,0.0297841922510697,0.0109337755712366,2.391687083207071e-06,137735383278099.4,5.630987971074187,72.74110261033633,775586286430270.4,0.0048033387583767,0.0026934847570345
49,49,800,0.1,50000.0,225,2.25,,0.8,5999.0,11.998,800.0,0.1343063824456294,2.2095861380819013,0.0296570163091232,-0.0131890322966695,4.188607832989851e-05,127926082100219.62,5.956530028078599,71.46644727688702,761995549404406.4,0.0044612523937919,0.0025016589344249
50,50,800,0.1,50000.0,225,5.0,,0.8,5272.0,10.544,800.0,0.2129030307064567,2.315394077696892,0.0298002066509935,0.0337487321489963,8.542948584023444e-05,112423121325613.88,3.75757920094154,39.6199150947276,422438782398054.06,0.0039206072045459,0.00219849073217
51,51,800,0.1,50000.0,225,10.0,,0.8,4395.0,8.790000000000001,800.0,0.3993681988019943,2.3421823773421964,0.0279283539514683,0.0744931396839903,0.0001115780025976,93721475384308.23,2.003164003543101,17.607811591143857,187739485848797.1,0.0032684121138049,0.0018327706312381
52,52,800,0.1,50000.0,232,1.6,,0.8,6796.0,13.592,800.0,0.1169727213407441,2.5145205342172465,0.0288896985038761,-0.0066050188808336,1.3413724264941285e-05,144921762619285.28,6.839201403800656,92.95842548045852,991149122347081.6,0.0050539542037356,0.002834018022729
53,53,800,0.1,50000.0,232,2.25,,0.8,5709.0,11.418,800.0,0.0874267133192461,2.3206953298726294,0.0297055285017422,0.0043141496495478,-6.800896932188046e-05,121741957444599.72,9.150521272356787,104.4806518877698,1114002371335164.4,0.0042455892509015,0.0023807252636492
54,54,800,0.1,50000.0,232,5.0,,0.8,5209.0,10.418,800.0,0.0756520988053353,2.594844062327464,0.0296982467420127,-0.0129059330001544,4.041482132948769e-05,111079673555599.9,10.574723142295436,110.16746569643384,1174636794587024.8,0.003873756245918,0.0021722189347256
55,55,800,0.1,50000.0,232,10.0,,0.8,4662.0,9.324,800.0,0.0864257007590367,2.3715780122168635,0.0288939095728312,0.0131972306377092,-2.5468266262629672e-05,99415134981034.14,9.256505796007112,86.3076600419703,920236773162772.0,0.003466970938466,0.0019441130108833
56,56,800,0.1,50000.0,240,1.6,,0.8,6585.0,13.170000000000002,800.0,0.1397294945938938,2.4631602029917863,0.0298249935967718,-0.0026844912587398,-3.93929753425716e-05,140422278818127.38,5.725348125856314,75.40283481752766,803966430859838.4,0.0048970406756326,0.0027460283519233
57,57,800,0.1,50000.0,240,2.25,,0.8,5676.0,11.352,800.0,0.128586259868598,2.4941886729736265,0.0285455502501497,-0.0088244092693548,-3.43547485618285e-05,121038246707925.72,6.221504543467691,70.62651957744522,753040001826723.2,0.0042210482725726,0.0023669638459402
58,58,800,0.1,50000.0,240,5.0,,0.8,5136.0,10.272,800.0,0.2666321477543079,2.39948367506049,0.029591176980301,-0.0265232115721347,-0.0002612519935914,109522980107805.95,3.0003883880392843,30.81998952193953,328611477738918.44,0.0038194686271904,0.0021417770107028
59,59,800,0.1,50000.0,240,10.0,,0.8,4342.0,8.684,800.0,0.4788574136557599,2.027146564438949,0.0285566068422337,-0.1174135559959351,-3.97979045138768e-05,92591273292074.23,1.6706434466421405,14.507867690640348,154687003941655.3,0.0032289978152766,0.0018106689603722
60,60,800,0.1,50000.0,245,1.6,,0.8,6536.0,13.072,800.0,0.2005082313887669,2.54403265928567,0.0295934753239383,-0.0057267624481341,-0.0001139205501521,139377374997005.4,3.989861136667621,52.15546477851914,556096371831301.25,0.0048606010411442,0.0027255947316888
61,61,800,0.1,50000.0,245,2.25,,0.8,5679.0,11.358,800.0,0.2075326690259089,2.4961416469125832,0.029680948419575,-0.0010754293518708,7.032521911732307e-05,121102220411259.72,3.854814780511139,43.78298627704552,466826629194041.75,0.0042232792706025,0.0023682148839138
62,62,800,0.1,50000.0,245,5.0,,0.8,4862.0,9.724,800.0,0.4527597364041185,2.0698886926902214,0.0295420602790251,-0.0359843411311487,-7.70573694289379e-05,103680048536634.06,1.7669415711602638,17.181739837962407,183196587859292.62,0.0036157041404594,0.0020275155424527
63,63,800,0.1,50000.0,245,10.0,,0.8,3384.0,6.768000000000001,800.0,0.789183579708606,2.376746814753167,0.0295814126135549,-0.1318330617886619,8.35437130087235e-05,72162337360750.66,1.0137058354602206,6.860761094394774,73151382483042.05,0.0025165657777282,0.0014111708341546
64,64,900,0.1,50000.0,225,1.6,,0.9,6974.0,13.948,900.0,0.1563685847190754,2.264149059356277,0.0299074543594095,-0.0126999963348784,-0.0001736187708839,128795742884296.69,5.755631808121167,80.27955245967402,741300874495453.5,0.0050591569519846,0.002769955801492
65,65,900,0.1,50000.0,225,2.25,,0.9,6107.0,12.214,900.0,0.1824035499510046,2.3139248224926625,0.0297933491342557,0.012341583109933,-2.4452082359507354e-06,112783997963062.78,4.934114496355739,60.265274458489,556489159306504.2,0.0044302081310252,0.0024255979466177
66,66,900,0.1,50000.0,225,5.0,,0.9,5577.0,11.154,900.0,0.2676670581266762,2.235153926026515,0.029778581196095,0.015445654130417,-3.019874572949252e-05,102995964735549.56,3.3623861161655,37.50405473970999,346312201847883.3,0.0040457296130223,0.0022150908381016
67,67,900,0.1,50000.0,225,10.0,,0.9,4638.0,9.276,900.0,0.5087298947958061,2.4365414196847004,0.0295720216429191,0.0876048493601049,-0.000152265359323,85654524734351.6,1.769111682263614,16.410279964677287,151532420346279.12,0.0033645497481079,0.001842135791127
68,68,900,0.1,50000.0,232,1.6,,0.9,7132.0,14.264,900.0,0.1118603853828972,2.478723634161754,0.0290850069561542,0.0137918676124876,5.852192379785894e-05,131713684865328.92,8.045743780689715,114.76448928775808,1059734560836945.2,0.0051737750762194,0.0028327107508232
69,69,900,0.1,50000.0,232,2.25,,0.9,6040.0,12.08,900.0,0.0990416482784439,2.2768330655190807,0.0296771212694647,0.0013144421655723,-0.0001324086602788,111546642819207.34,9.087086247492122,109.77200186970484,1013633963916334.8,0.0043816042429003,0.0023989866706355
70,70,900,0.1,50000.0,232,5.0,,0.9,5631.0,11.262,900.0,0.0776642078415079,2.2632499128213004,0.0299602384483082,-0.0122390032060423,3.768647001367433e-05,103993236045522.6,11.588349704624056,130.50799437347612,1205109986211031.5,0.0040849028959887,0.0022365387321769
71,71,900,0.1,50000.0,232,10.0,,0.9,4781.0,9.562,900.0,0.1039812457690914,2.2202544503542407,0.0299585538925571,0.0232575793011702,5.8293754897532186e-05,88295446907058.0,8.655406975971493,82.76300150423941,764233027105870.4,0.003468286404852,0.001898932992104
72,72,900,0.1,50000.0,240,1.6,,0.9,6917.0,13.834,900.0,0.1484806149035193,2.4786022851679634,0.0294447984970229,-0.0154241481553024,-5.943432737898151e-05,127743067612658.48,6.06139731159389,83.85337040858987,774301486602124.5,0.0050178073755201,0.0027473163577459
73,73,900,0.1,50000.0,240,2.25,,0.9,6098.0,12.196,900.0,0.1591609175186477,2.270962785340182,0.0297943113141258,0.0067224833010382,1.8622617319549227e-05,112617786078067.28,5.654654509606944,68.96416639916629,636814671908293.2,0.0044236792505308,0.0024220232976051
74,74,900,0.1,50000.0,240,5.0,,0.9,5440.0,10.88,900.0,0.2685194956710575,2.260947217506711,0.0297642635987702,-0.032201922491897,-0.0001430730875769,100465850486173.5,3.3517119408808984,36.46662591678417,336732590725262.75,0.0039463455432744,0.0021606767364664
75,75,900,0.1,50000.0,240,10.0,,0.9,4539.0,9.078,900.0,0.4797524544933367,2.143991843994084,0.0296866109435894,-0.0803170004929476,-4.062216783931018e-05,83826193999401.02,1.8759674735806904,17.03003272516551,157255213376941.16,0.0032927320626696,0.0018028146519891
76,76,900,0.1,50000.0,245,1.6,,0.9,7035.0,14.07,900.0,0.2096701145013639,2.5336123194167968,0.0296968499549733,-0.0022467088403713,7.392157635925276e-05,129922290104821.8,4.292457235216253,60.39487329949267,557685874176307.3,0.0051034082531132,0.0027941839781325
77,77,900,0.1,50000.0,245,2.25,,0.9,6062.0,12.124,900.0,0.2600378020961216,2.398384455897556,0.0293103991628375,-0.0069728049553433,0.0001285538926216,111952938538085.23,3.4610352523565777,41.96159139957115,387473066885222.3,0.0043975637285532,0.002407724701555
78,78,900,0.1,50000.0,245,5.0,,0.9,5272.0,10.544,900.0,0.5098285319627394,2.091799408825349,0.0282934910544486,-0.0708148024597481,8.826723427545178e-05,97363228632924.05,1.7652993969073827,18.613316840991445,171875248786656.4,0.0038244731073792,0.002093949954899
79,79,900,0.1,50000.0,245,10.0,,0.9,3660.0,7.32,900.0,0.8304938219974929,2.4928191316622765,0.0297869570497003,-0.1785471703205419,0.0002154033190783,67592833231506.44,1.0836925888687912,7.932629750519551,73249852433627.66,0.0026550780677177,0.0014536905984314
80,80,1000,0.1,50000.0,225,1.6,,1.0,7442.0,14.884,1000.0,0.1972802406239679,2.04420005903905,0.029311419717217,-0.0079362891295404,-0.0001823552533262,113386271881401.6,5.068931368073909,75.44597448241207,574747230248593.2,0.0049525546697731,0.0026095984985259
81,81,1000,0.1,50000.0,225,2.25,,1.0,6552.0,13.104,1000.0,0.1783688867906221,2.288330091827844,0.0297882548292833,0.0110521324935268,-4.15310079392756e-05,99826236679245.28,5.606358922752304,73.4657273237462,559661712731470.06,0.0043602711900502,0.0022975126797019
82,82,1000,0.1,50000.0,225,5.0,,1.0,6012.0,12.024,1000.0,0.2980933208791612,2.2869150839746384,0.0294951571428893,-0.0058298305887875,-1.0522915288465612e-05,91598799590296.48,3.35465416350396,40.336361661971615,307282294417552.94,0.0040009081798812,0.0021081572390671
83,83,1000,0.1,50000.0,225,10.0,,1.0,4835.0,9.67,1000.0,0.5644460859166429,2.234267067547341,0.0296847181264443,0.0952280134518394,9.43194917298614e-05,73666033935309.97,1.7716483911409024,17.131839942332526,130510310503223.05,0.003217629915124,0.001695432510128
84,84,1000,0.1,50000.0,232,1.6,,1.0,7341.0,14.682,1000.0,0.1507762218893731,2.361889104825736,0.029457214322733,-0.0117541234118695,2.8447993947941192e-05,111847436425876.02,6.632345521522058,97.37609694698686,741810844072882.0,0.0048853404771304,0.0025741820179627
85,85,1000,0.1,50000.0,232,2.25,,1.0,6507.0,13.014,1000.0,0.1113778513763463,2.2602614063363573,0.0297475461582826,0.0191827810453544,3.2653327923575386e-05,99140616921832.88,8.978445782914186,116.84549341884522,890128653917341.2,0.0043303242725361,0.002281733059649
86,86,1000,0.1,50000.0,232,5.0,,1.0,6012.0,12.024,1000.0,0.1228199365427826,2.4179000233574435,0.0293220337270264,0.0002928511808402,-1.5000377758195043e-06,91598799590296.48,8.142000624236307,97.89941550581732,745797483443490.2,0.0040009081798812,0.0021081572390671
87,87,1000,0.1,50000.0,232,10.0,,1.0,5068.0,10.136,1000.0,0.1339040684993051,2.267897965995564,0.029961469356947,0.0038014122398202,4.762882266473874e-05,77216020679245.28,7.468032982173273,75.6959823073083,576651789184777.2,0.0033726883991414,0.0017771358761797
88,88,1000,0.1,50000.0,240,1.6,,1.0,7484.0,14.968,1000.0,0.1750048748377821,2.3965695125039934,0.0298495559798406,-0.0037371061056151,5.68410338144114e-05,114026183654986.52,5.714126540343138,85.52904605585609,651560042316999.5,0.0049805051261196,0.0026243261439086
89,89,1000,0.1,50000.0,240,2.25,,1.0,6258.0,12.516,1000.0,0.1688913764866129,2.281134986487711,0.0298366682055409,0.0030949607001672,5.3539524787523255e-05,95346854264150.94,5.920965420512542,74.10680320313497,564545427052686.5,0.0041646179956249,0.002194419162023
90,90,1000,0.1,50000.0,240,5.0,,1.0,5894.0,11.788,1000.0,0.3313237347082349,2.4069772216969465,0.0298207842349475,-0.0165337927386498,-0.0002087467956394,89800952226415.1,3.018196088126932,35.57849548684027,271036882719839.5,0.0039223807072887,0.0020667795687062
91,91,1000,0.1,50000.0,240,10.0,,1.0,4726.0,9.452,1000.0,0.5647642360838745,2.273156401174785,0.0294849088944912,-0.0494012309314219,-8.901008582300028e-05,72005310522911.05,1.7706503636527855,16.736187237246128,127496229262324.2,0.0031450918260344,0.0016572107637776
92,92,1000,0.1,50000.0,245,1.6,,1.0,7458.0,14.916,1000.0,0.2611531657711339,2.494006639591667,0.0295630584204269,0.0134379407615731,-0.0001249169796931,113630047795148.23,3.8291705063088046,57.11590727210213,435108827647641.44,0.004963202462667,0.0026152090301002
93,93,1000,0.1,50000.0,245,2.25,,1.0,6363.0,12.726,1000.0,0.2926090366316884,2.215926591599559,0.0294851341376789,-0.0106004535756798,0.0001220802846108,96946633698113.22,3.417529449914821,43.491479779616014,331317975733406.5,0.004234494136491,0.0022312382754797
94,94,1000,0.1,50000.0,245,5.0,,1.0,5348.0,10.696,1000.0,0.5331229776147666,2.247300040280202,0.0296939928012758,-0.071180315914812,4.131928984864878e-05,81482099169811.31,1.8757398236220792,20.06291315346176,152839218325138.66,0.0035590247747845,0.001875320178731
95,95,1000,0.1,50000.0,245,10.0,,1.0,3656.0,7.312,1000.0,0.9230982172744008,2.17348423362748,0.029628401285823,-0.1615359674444255,-0.0002049610986098,55702796291105.125,1.0833083428030708,7.921150602576054,60343303939614.13,0.0024330206762551,0.0012820064647421
96,96,1100,0.1,50000.0,225,1.6,,1.1,7864.0,15.728,1100.0,0.1984976237392857,2.256749179859748,0.0294085180781903,0.0094270945998704,-3.548731862269718e-05,126238390419161.69,5.541628052156341,87.15872600431493,699566205605890.6,0.0060693137466609,0.0030551475298624
